result/tencentBlock.ns3011.oracleGeneral.zst LIRS cache size      124, 4520821 req, miss ratio 0.5517, byte miss ratio 0.5517
result/tencentBlock.ns3011.oracleGeneral.zst LIRS cache size      374, 4520821 req, miss ratio 0.5062, byte miss ratio 0.5062
result/tencentBlock.ns3011.oracleGeneral.zst LIRS cache size     1247, 4520821 req, miss ratio 0.4504, byte miss ratio 0.4504
result/tencentBlock.ns3011.oracleGeneral.zst LIRS cache size     3743, 4520821 req, miss ratio 0.4262, byte miss ratio 0.4262
result/tencentBlock.ns3011.oracleGeneral.zst LIRS cache size    12477, 4520821 req, miss ratio 0.1915, byte miss ratio 0.1915
result/tencentBlock.ns3011.oracleGeneral.zst LIRS cache size    24955, 4520821 req, miss ratio 0.1049, byte miss ratio 0.1049
result/tencentBlock.ns3011.oracleGeneral.zst LIRS cache size    49910, 4520821 req, miss ratio 0.0719, byte miss ratio 0.0719
result/tencentBlock.ns3011.oracleGeneral.zst LIRS cache size    99821, 4520821 req, miss ratio 0.0288, byte miss ratio 0.0288
result/tencentBlock.ns3011.oracleGeneral.zst Clock cache size      124, 4520821 req, miss ratio 0.6254, byte miss ratio 0.6254
result/tencentBlock.ns3011.oracleGeneral.zst Clock cache size      374, 4520821 req, miss ratio 0.5286, byte miss ratio 0.5286
result/tencentBlock.ns3011.oracleGeneral.zst Clock cache size     1247, 4520821 req, miss ratio 0.4921, byte miss ratio 0.4921
result/tencentBlock.ns3011.oracleGeneral.zst Clock cache size     3743, 4520821 req, miss ratio 0.4560, byte miss ratio 0.4560
result/tencentBlock.ns3011.oracleGeneral.zst Clock cache size    12477, 4520821 req, miss ratio 0.4366, byte miss ratio 0.4366
result/tencentBlock.ns3011.oracleGeneral.zst Clock cache size    24955, 4520821 req, miss ratio 0.1120, byte miss ratio 0.1120
result/tencentBlock.ns3011.oracleGeneral.zst Clock cache size    49910, 4520821 req, miss ratio 0.0965, byte miss ratio 0.0965
result/tencentBlock.ns3011.oracleGeneral.zst Clock cache size    99821, 4520821 req, miss ratio 0.0297, byte miss ratio 0.0297
result/tencentBlock.ns3011.oracleGeneral.zst LeCaR cache size      124, 4520821 req, miss ratio 0.6089, byte miss ratio 0.6089
result/tencentBlock.ns3011.oracleGeneral.zst LeCaR cache size      374, 4520821 req, miss ratio 0.5199, byte miss ratio 0.5199
result/tencentBlock.ns3011.oracleGeneral.zst LeCaR cache size     1247, 4520821 req, miss ratio 0.4913, byte miss ratio 0.4913
result/tencentBlock.ns3011.oracleGeneral.zst LeCaR cache size     3743, 4520821 req, miss ratio 0.4473, byte miss ratio 0.4473
result/tencentBlock.ns3011.oracleGeneral.zst LeCaR cache size    12477, 4520821 req, miss ratio 0.4398, byte miss ratio 0.4398
result/tencentBlock.ns3011.oracleGeneral.zst LeCaR cache size    24955, 4520821 req, miss ratio 0.1117, byte miss ratio 0.1117
result/tencentBlock.ns3011.oracleGeneral.zst LeCaR cache size    49910, 4520821 req, miss ratio 0.0931, byte miss ratio 0.0931
result/tencentBlock.ns3011.oracleGeneral.zst LeCaR cache size    99821, 4520821 req, miss ratio 0.0289, byte miss ratio 0.0289
result/tencentBlock.ns3011.oracleGeneral.zst LRU cache size      124, 4520821 req, miss ratio 0.6349, byte miss ratio 0.6349
result/tencentBlock.ns3011.oracleGeneral.zst LRU cache size      374, 4520821 req, miss ratio 0.5376, byte miss ratio 0.5376
result/tencentBlock.ns3011.oracleGeneral.zst LRU cache size     1247, 4520821 req, miss ratio 0.4953, byte miss ratio 0.4953
result/tencentBlock.ns3011.oracleGeneral.zst LRU cache size     3743, 4520821 req, miss ratio 0.4558, byte miss ratio 0.4558
result/tencentBlock.ns3011.oracleGeneral.zst LRU cache size    12477, 4520821 req, miss ratio 0.4490, byte miss ratio 0.4490
result/tencentBlock.ns3011.oracleGeneral.zst LRU cache size    24955, 4520821 req, miss ratio 0.1126, byte miss ratio 0.1126
result/tencentBlock.ns3011.oracleGeneral.zst LRU cache size    49910, 4520821 req, miss ratio 0.0997, byte miss ratio 0.0997
result/tencentBlock.ns3011.oracleGeneral.zst LRU cache size    99821, 4520821 req, miss ratio 0.0293, byte miss ratio 0.0293
result/tencentBlock.ns3011.oracleGeneral.zst S3FIFO-1 cache size      124, 4520821 req, miss ratio 0.5535, byte miss ratio 0.5535
result/tencentBlock.ns3011.oracleGeneral.zst S3FIFO-1 cache size      374, 4520821 req, miss ratio 0.5011, byte miss ratio 0.5011
result/tencentBlock.ns3011.oracleGeneral.zst S3FIFO-1 cache size     1247, 4520821 req, miss ratio 0.4458, byte miss ratio 0.4458
result/tencentBlock.ns3011.oracleGeneral.zst S3FIFO-1 cache size     3743, 4520821 req, miss ratio 0.4257, byte miss ratio 0.4257
result/tencentBlock.ns3011.oracleGeneral.zst S3FIFO-1 cache size    12477, 4520821 req, miss ratio 0.3025, byte miss ratio 0.3025
result/tencentBlock.ns3011.oracleGeneral.zst S3FIFO-1 cache size    24955, 4520821 req, miss ratio 0.1043, byte miss ratio 0.1043
result/tencentBlock.ns3011.oracleGeneral.zst S3FIFO-1 cache size    49910, 4520821 req, miss ratio 0.0794, byte miss ratio 0.0794
result/tencentBlock.ns3011.oracleGeneral.zst S3FIFO-1 cache size    99821, 4520821 req, miss ratio 0.0289, byte miss ratio 0.0289
result/tencentBlock.ns3011.oracleGeneral.zst LHD cache size      124, 4520821 req, miss ratio 0.5794, byte miss ratio 0.5794
result/tencentBlock.ns3011.oracleGeneral.zst LHD cache size      374, 4520821 req, miss ratio 0.5151, byte miss ratio 0.5151
result/tencentBlock.ns3011.oracleGeneral.zst LHD cache size     1247, 4520821 req, miss ratio 0.4807, byte miss ratio 0.4807
