result/tencentBlock.ns16458.oracleGeneral.zst S3FIFO-1 cache size      309, 3027886 req, miss ratio 0.4863, byte miss ratio 0.4863
result/tencentBlock.ns16458.oracleGeneral.zst S3FIFO-1 cache size      929, 3027886 req, miss ratio 0.3974, byte miss ratio 0.3974
result/tencentBlock.ns16458.oracleGeneral.zst S3FIFO-1 cache size     3096, 3027886 req, miss ratio 0.3056, byte miss ratio 0.3056
result/tencentBlock.ns16458.oracleGeneral.zst S3FIFO-1 cache size     9290, 3027886 req, miss ratio 0.2864, byte miss ratio 0.2864
result/tencentBlock.ns16458.oracleGeneral.zst S3FIFO-1 cache size    30968, 3027886 req, miss ratio 0.2419, byte miss ratio 0.2419
result/tencentBlock.ns16458.oracleGeneral.zst S3FIFO-1 cache size    61936, 3027886 req, miss ratio 0.2076, byte miss ratio 0.2076
result/tencentBlock.ns16458.oracleGeneral.zst S3FIFO-1 cache size   123872, 3027886 req, miss ratio 0.1298, byte miss ratio 0.1298
result/tencentBlock.ns16458.oracleGeneral.zst S3FIFO-1 cache size   247745, 3027886 req, miss ratio 0.1041, byte miss ratio 0.1041
result/tencentBlock.ns16458.oracleGeneral.zst Clock cache size      309, 3027886 req, miss ratio 0.4949, byte miss ratio 0.4949
result/tencentBlock.ns16458.oracleGeneral.zst Clock cache size      929, 3027886 req, miss ratio 0.4294, byte miss ratio 0.4294
result/tencentBlock.ns16458.oracleGeneral.zst Clock cache size     3096, 3027886 req, miss ratio 0.3384, byte miss ratio 0.3384
result/tencentBlock.ns16458.oracleGeneral.zst Clock cache size     9290, 3027886 req, miss ratio 0.2962, byte miss ratio 0.2962
result/tencentBlock.ns16458.oracleGeneral.zst Clock cache size    30968, 3027886 req, miss ratio 0.2486, byte miss ratio 0.2486
result/tencentBlock.ns16458.oracleGeneral.zst Clock cache size    61936, 3027886 req, miss ratio 0.2120, byte miss ratio 0.2120
result/tencentBlock.ns16458.oracleGeneral.zst Clock cache size   123872, 3027886 req, miss ratio 0.1338, byte miss ratio 0.1338
