result/tencentBlock.ns15733.oracleGeneral.zst ARC cache size      157, 1493875 req, miss ratio 0.3782, byte miss ratio 0.3782
result/tencentBlock.ns15733.oracleGeneral.zst ARC cache size      473, 1493875 req, miss ratio 0.3491, byte miss ratio 0.3491
result/tencentBlock.ns15733.oracleGeneral.zst ARC cache size     1579, 1493875 req, miss ratio 0.3410, byte miss ratio 0.3410
result/tencentBlock.ns15733.oracleGeneral.zst ARC cache size     4738, 1493875 req, miss ratio 0.3375, byte miss ratio 0.3375
result/tencentBlock.ns15733.oracleGeneral.zst ARC cache size    15794, 1493875 req, miss ratio 0.2857, byte miss ratio 0.2857
result/tencentBlock.ns15733.oracleGeneral.zst ARC cache size    31589, 1493875 req, miss ratio 0.2405, byte miss ratio 0.2405
result/tencentBlock.ns15733.oracleGeneral.zst ARC cache size    63178, 1493875 req, miss ratio 0.1671, byte miss ratio 0.1671
result/tencentBlock.ns15733.oracleGeneral.zst ARC cache size   126356, 1493875 req, miss ratio 0.1162, byte miss ratio 0.1162
result/tencentBlock.ns15733.oracleGeneral.zst LeCaR cache size      157, 1493875 req, miss ratio 0.3981, byte miss ratio 0.3981
result/tencentBlock.ns15733.oracleGeneral.zst LeCaR cache size      473, 1493875 req, miss ratio 0.3531, byte miss ratio 0.3531
result/tencentBlock.ns15733.oracleGeneral.zst LeCaR cache size     1579, 1493875 req, miss ratio 0.3423, byte miss ratio 0.3423
result/tencentBlock.ns15733.oracleGeneral.zst LeCaR cache size     4738, 1493875 req, miss ratio 0.3386, byte miss ratio 0.3386
result/tencentBlock.ns15733.oracleGeneral.zst LeCaR cache size    15794, 1493875 req, miss ratio 0.2938, byte miss ratio 0.2938
result/tencentBlock.ns15733.oracleGeneral.zst LeCaR cache size    31589, 1493875 req, miss ratio 0.2348, byte miss ratio 0.2348
result/tencentBlock.ns15733.oracleGeneral.zst LeCaR cache size    63178, 1493875 req, miss ratio 0.1630, byte miss ratio 0.1630
result/tencentBlock.ns15733.oracleGeneral.zst LeCaR cache size   126356, 1493875 req, miss ratio 0.1156, byte miss ratio 0.1156
result/tencentBlock.ns15733.oracleGeneral.zst LRU cache size      157, 1493875 req, miss ratio 0.4013, byte miss ratio 0.4013
