result/tencentBlock.ns8036.oracleGeneral.zst LeCaR cache size      211, 1883456 req, miss ratio 0.7619, byte miss ratio 0.7619
result/tencentBlock.ns8036.oracleGeneral.zst LeCaR cache size      635, 1883456 req, miss ratio 0.7064, byte miss ratio 0.7064
result/tencentBlock.ns8036.oracleGeneral.zst LeCaR cache size     2117, 1883456 req, miss ratio 0.6797, byte miss ratio 0.6797
result/tencentBlock.ns8036.oracleGeneral.zst LeCaR cache size     6352, 1883456 req, miss ratio 0.6408, byte miss ratio 0.6408
result/tencentBlock.ns8036.oracleGeneral.zst LeCaR cache size    21174, 1883456 req, miss ratio 0.4525, byte miss ratio 0.4525
result/tencentBlock.ns8036.oracleGeneral.zst LeCaR cache size    42349, 1883456 req, miss ratio 0.2831, byte miss ratio 0.2831
result/tencentBlock.ns8036.oracleGeneral.zst LeCaR cache size    84699, 1883456 req, miss ratio 0.1549, byte miss ratio 0.1549
result/tencentBlock.ns8036.oracleGeneral.zst LeCaR cache size   169399, 1883456 req, miss ratio 0.1134, byte miss ratio 0.1134
result/tencentBlock.ns8036.oracleGeneral.zst LHD cache size      211, 1883456 req, miss ratio 0.7479, byte miss ratio 0.7479
result/tencentBlock.ns8036.oracleGeneral.zst LHD cache size      635, 1883456 req, miss ratio 0.7124, byte miss ratio 0.7124
result/tencentBlock.ns8036.oracleGeneral.zst LHD cache size     2117, 1883456 req, miss ratio 0.6845, byte miss ratio 0.6845
result/tencentBlock.ns8036.oracleGeneral.zst LHD cache size     6352, 1883456 req, miss ratio 0.6363, byte miss ratio 0.6363
result/tencentBlock.ns8036.oracleGeneral.zst LHD cache size    21174, 1883456 req, miss ratio 0.4648, byte miss ratio 0.4648
result/tencentBlock.ns8036.oracleGeneral.zst LHD cache size    42349, 1883456 req, miss ratio 0.2822, byte miss ratio 0.2822
result/tencentBlock.ns8036.oracleGeneral.zst LHD cache size    84699, 1883456 req, miss ratio 0.1526, byte miss ratio 0.1526
result/tencentBlock.ns8036.oracleGeneral.zst LHD cache size   169399, 1883456 req, miss ratio 0.1147, byte miss ratio 0.1147
result/tencentBlock.ns8036.oracleGeneral.zst FIFO cache size      211, 1883456 req, miss ratio 0.8132, byte miss ratio 0.8132
result/tencentBlock.ns8036.oracleGeneral.zst FIFO cache size      635, 1883456 req, miss ratio 0.7570, byte miss ratio 0.7570
result/tencentBlock.ns8036.oracleGeneral.zst FIFO cache size     2117, 1883456 req, miss ratio 0.7126, byte miss ratio 0.7126
result/tencentBlock.ns8036.oracleGeneral.zst FIFO cache size     6352, 1883456 req, miss ratio 0.6610, byte miss ratio 0.6610
result/tencentBlock.ns8036.oracleGeneral.zst FIFO cache size    21174, 1883456 req, miss ratio 0.4797, byte miss ratio 0.4797
result/tencentBlock.ns8036.oracleGeneral.zst FIFO cache size    42349, 1883456 req, miss ratio 0.3277, byte miss ratio 0.3277
result/tencentBlock.ns8036.oracleGeneral.zst FIFO cache size    84699, 1883456 req, miss ratio 0.2007, byte miss ratio 0.2007
result/tencentBlock.ns8036.oracleGeneral.zst FIFO cache size   169399, 1883456 req, miss ratio 0.1315, byte miss ratio 0.1315
result/tencentBlock.ns8036.oracleGeneral.zst S3FIFO-1 cache size      211, 1883456 req, miss ratio 0.7101, byte miss ratio 0.7101
result/tencentBlock.ns8036.oracleGeneral.zst S3FIFO-1 cache size      635, 1883456 req, miss ratio 0.6882, byte miss ratio 0.6882
result/tencentBlock.ns8036.oracleGeneral.zst S3FIFO-1 cache size     2117, 1883456 req, miss ratio 0.6503, byte miss ratio 0.6503
