result/tencentBlock.ns12812.oracleGeneral.zst LHD cache size      345, 3596342 req, miss ratio 0.5089, byte miss ratio 0.5089
result/tencentBlock.ns12812.oracleGeneral.zst LHD cache size     1036, 3596342 req, miss ratio 0.3845, byte miss ratio 0.3845
result/tencentBlock.ns12812.oracleGeneral.zst LHD cache size     3455, 3596342 req, miss ratio 0.2658, byte miss ratio 0.2658
result/tencentBlock.ns12812.oracleGeneral.zst LHD cache size    10365, 3596342 req, miss ratio 0.2320, byte miss ratio 0.2320
result/tencentBlock.ns12812.oracleGeneral.zst LHD cache size    34550, 3596342 req, miss ratio 0.1833, byte miss ratio 0.1833
result/tencentBlock.ns12812.oracleGeneral.zst LHD cache size    69100, 3596342 req, miss ratio 0.1450, byte miss ratio 0.1450
result/tencentBlock.ns12812.oracleGeneral.zst LHD cache size   138201, 3596342 req, miss ratio 0.1144, byte miss ratio 0.1144
result/tencentBlock.ns12812.oracleGeneral.zst LHD cache size   276402, 3596342 req, miss ratio 0.0981, byte miss ratio 0.0981
result/tencentBlock.ns12812.oracleGeneral.zst LIRS cache size      345, 3596342 req, miss ratio 0.4988, byte miss ratio 0.4988
result/tencentBlock.ns12812.oracleGeneral.zst LIRS cache size     1036, 3596342 req, miss ratio 0.3763, byte miss ratio 0.3763
result/tencentBlock.ns12812.oracleGeneral.zst LIRS cache size     3455, 3596342 req, miss ratio 0.2717, byte miss ratio 0.2717
result/tencentBlock.ns12812.oracleGeneral.zst LIRS cache size    10365, 3596342 req, miss ratio 0.2309, byte miss ratio 0.2309
result/tencentBlock.ns12812.oracleGeneral.zst LIRS cache size    34550, 3596342 req, miss ratio 0.1868, byte miss ratio 0.1868
result/tencentBlock.ns12812.oracleGeneral.zst LIRS cache size    69100, 3596342 req, miss ratio 0.1512, byte miss ratio 0.1512
result/tencentBlock.ns12812.oracleGeneral.zst LIRS cache size   138201, 3596342 req, miss ratio 0.1156, byte miss ratio 0.1156
result/tencentBlock.ns12812.oracleGeneral.zst LIRS cache size   276402, 3596342 req, miss ratio 0.1000, byte miss ratio 0.1000
result/tencentBlock.ns12812.oracleGeneral.zst FIFO cache size      345, 3596342 req, miss ratio 0.6133, byte miss ratio 0.6133
result/tencentBlock.ns12812.oracleGeneral.zst FIFO cache size     1036, 3596342 req, miss ratio 0.4496, byte miss ratio 0.4496
result/tencentBlock.ns12812.oracleGeneral.zst FIFO cache size     3455, 3596342 req, miss ratio 0.3262, byte miss ratio 0.3262
result/tencentBlock.ns12812.oracleGeneral.zst FIFO cache size    10365, 3596342 req, miss ratio 0.2654, byte miss ratio 0.2654
result/tencentBlock.ns12812.oracleGeneral.zst FIFO cache size    34550, 3596342 req, miss ratio 0.1971, byte miss ratio 0.1971
result/tencentBlock.ns12812.oracleGeneral.zst FIFO cache size    69100, 3596342 req, miss ratio 0.1627, byte miss ratio 0.1627
result/tencentBlock.ns12812.oracleGeneral.zst FIFO cache size   138201, 3596342 req, miss ratio 0.1264, byte miss ratio 0.1264
result/tencentBlock.ns12812.oracleGeneral.zst FIFO cache size   276402, 3596342 req, miss ratio 0.1031, byte miss ratio 0.1031
result/tencentBlock.ns12812.oracleGeneral.zst ARC cache size      345, 3596342 req, miss ratio 0.4890, byte miss ratio 0.4890
result/tencentBlock.ns12812.oracleGeneral.zst ARC cache size     1036, 3596342 req, miss ratio 0.3656, byte miss ratio 0.3656
result/tencentBlock.ns12812.oracleGeneral.zst ARC cache size     3455, 3596342 req, miss ratio 0.2574, byte miss ratio 0.2574
result/tencentBlock.ns12812.oracleGeneral.zst ARC cache size    10365, 3596342 req, miss ratio 0.2293, byte miss ratio 0.2293
result/tencentBlock.ns12812.oracleGeneral.zst ARC cache size    34550, 3596342 req, miss ratio 0.1811, byte miss ratio 0.1811
result/tencentBlock.ns12812.oracleGeneral.zst ARC cache size    69100, 3596342 req, miss ratio 0.1505, byte miss ratio 0.1505
result/tencentBlock.ns12812.oracleGeneral.zst ARC cache size   138201, 3596342 req, miss ratio 0.1113, byte miss ratio 0.1113
result/tencentBlock.ns12812.oracleGeneral.zst ARC cache size   276402, 3596342 req, miss ratio 0.0974, byte miss ratio 0.0974
result/tencentBlock.ns12812.oracleGeneral.zst Clock cache size      345, 3596342 req, miss ratio 0.5141, byte miss ratio 0.5141
result/tencentBlock.ns12812.oracleGeneral.zst Clock cache size     1036, 3596342 req, miss ratio 0.3954, byte miss ratio 0.3954
result/tencentBlock.ns12812.oracleGeneral.zst Clock cache size     3455, 3596342 req, miss ratio 0.2753, byte miss ratio 0.2753
result/tencentBlock.ns12812.oracleGeneral.zst Clock cache size    10365, 3596342 req, miss ratio 0.2410, byte miss ratio 0.2410
result/tencentBlock.ns12812.oracleGeneral.zst Clock cache size    34550, 3596342 req, miss ratio 0.1857, byte miss ratio 0.1857
result/tencentBlock.ns12812.oracleGeneral.zst Clock cache size    69100, 3596342 req, miss ratio 0.1521, byte miss ratio 0.1521
result/tencentBlock.ns12812.oracleGeneral.zst Clock cache size   138201, 3596342 req, miss ratio 0.1178, byte miss ratio 0.1178
result/tencentBlock.ns12812.oracleGeneral.zst Clock cache size   276402, 3596342 req, miss ratio 0.0974, byte miss ratio 0.0974
result/tencentBlock.ns12812.oracleGeneral.zst LeCaR cache size      345, 3596342 req, miss ratio 0.5121, byte miss ratio 0.5121
result/tencentBlock.ns12812.oracleGeneral.zst LeCaR cache size     1036, 3596342 req, miss ratio 0.3962, byte miss ratio 0.3962
result/tencentBlock.ns12812.oracleGeneral.zst LeCaR cache size     3455, 3596342 req, miss ratio 0.2644, byte miss ratio 0.2644
result/tencentBlock.ns12812.oracleGeneral.zst LeCaR cache size    10365, 3596342 req, miss ratio 0.2406, byte miss ratio 0.2406
result/tencentBlock.ns12812.oracleGeneral.zst LeCaR cache size    34550, 3596342 req, miss ratio 0.1828, byte miss ratio 0.1828
result/tencentBlock.ns12812.oracleGeneral.zst LeCaR cache size    69100, 3596342 req, miss ratio 0.1489, byte miss ratio 0.1489
result/tencentBlock.ns12812.oracleGeneral.zst LeCaR cache size   138201, 3596342 req, miss ratio 0.1104, byte miss ratio 0.1104
result/tencentBlock.ns12812.oracleGeneral.zst LeCaR cache size   276402, 3596342 req, miss ratio 0.0978, byte miss ratio 0.0978
result/tencentBlock.ns12812.oracleGeneral.zst S3FIFO-1 cache size      345, 3596342 req, miss ratio 0.4900, byte miss ratio 0.4900
result/tencentBlock.ns12812.oracleGeneral.zst S3FIFO-1 cache size     1036, 3596342 req, miss ratio 0.3518, byte miss ratio 0.3518
result/tencentBlock.ns12812.oracleGeneral.zst S3FIFO-1 cache size     3455, 3596342 req, miss ratio 0.2567, byte miss ratio 0.2567
result/tencentBlock.ns12812.oracleGeneral.zst S3FIFO-1 cache size    10365, 3596342 req, miss ratio 0.2280, byte miss ratio 0.2280
result/tencentBlock.ns12812.oracleGeneral.zst S3FIFO-1 cache size    34550, 3596342 req, miss ratio 0.1856, byte miss ratio 0.1856
result/tencentBlock.ns12812.oracleGeneral.zst S3FIFO-1 cache size    69100, 3596342 req, miss ratio 0.1480, byte miss ratio 0.1480
result/tencentBlock.ns12812.oracleGeneral.zst S3FIFO-1 cache size   138201, 3596342 req, miss ratio 0.1123, byte miss ratio 0.1123
result/tencentBlock.ns12812.oracleGeneral.zst S3FIFO-1 cache size   276402, 3596342 req, miss ratio 0.0974, byte miss ratio 0.0974
result/tencentBlock.ns12812.oracleGeneral.zst LRU cache size      345, 3596342 req, miss ratio 0.5238, byte miss ratio 0.5238
result/tencentBlock.ns12812.oracleGeneral.zst LRU cache size     1036, 3596342 req, miss ratio 0.3995, byte miss ratio 0.3995
