result/tencentBlock.ns12710.oracleGeneral.zst LRU cache size      221, 1994591 req, miss ratio 0.6093, byte miss ratio 0.6093
result/tencentBlock.ns12710.oracleGeneral.zst LRU cache size      665, 1994591 req, miss ratio 0.5349, byte miss ratio 0.5349
result/tencentBlock.ns12710.oracleGeneral.zst LRU cache size     2217, 1994591 req, miss ratio 0.5285, byte miss ratio 0.5285
result/tencentBlock.ns12710.oracleGeneral.zst LRU cache size     6653, 1994591 req, miss ratio 0.5134, byte miss ratio 0.5134
result/tencentBlock.ns12710.oracleGeneral.zst LRU cache size    22177, 1994591 req, miss ratio 0.4021, byte miss ratio 0.4021
result/tencentBlock.ns12710.oracleGeneral.zst LRU cache size    44355, 1994591 req, miss ratio 0.3237, byte miss ratio 0.3237
result/tencentBlock.ns12710.oracleGeneral.zst LRU cache size    88710, 1994591 req, miss ratio 0.1897, byte miss ratio 0.1897
result/tencentBlock.ns12710.oracleGeneral.zst LRU cache size   177420, 1994591 req, miss ratio 0.1129, byte miss ratio 0.1129
result/tencentBlock.ns12710.oracleGeneral.zst S3FIFO-1 cache size      221, 1994591 req, miss ratio 0.5642, byte miss ratio 0.5642
result/tencentBlock.ns12710.oracleGeneral.zst S3FIFO-1 cache size      665, 1994591 req, miss ratio 0.5410, byte miss ratio 0.5410
result/tencentBlock.ns12710.oracleGeneral.zst S3FIFO-1 cache size     2217, 1994591 req, miss ratio 0.5250, byte miss ratio 0.5250
result/tencentBlock.ns12710.oracleGeneral.zst S3FIFO-1 cache size     6653, 1994591 req, miss ratio 0.5064, byte miss ratio 0.5064
result/tencentBlock.ns12710.oracleGeneral.zst S3FIFO-1 cache size    22177, 1994591 req, miss ratio 0.3907, byte miss ratio 0.3907
result/tencentBlock.ns12710.oracleGeneral.zst S3FIFO-1 cache size    44355, 1994591 req, miss ratio 0.3226, byte miss ratio 0.3226
result/tencentBlock.ns12710.oracleGeneral.zst S3FIFO-1 cache size    88710, 1994591 req, miss ratio 0.1780, byte miss ratio 0.1780
result/tencentBlock.ns12710.oracleGeneral.zst S3FIFO-1 cache size   177420, 1994591 req, miss ratio 0.1140, byte miss ratio 0.1140
result/tencentBlock.ns12710.oracleGeneral.zst Clock cache size      221, 1994591 req, miss ratio 0.5977, byte miss ratio 0.5977
result/tencentBlock.ns12710.oracleGeneral.zst Clock cache size      665, 1994591 req, miss ratio 0.5336, byte miss ratio 0.5336
result/tencentBlock.ns12710.oracleGeneral.zst Clock cache size     2217, 1994591 req, miss ratio 0.5281, byte miss ratio 0.5281
result/tencentBlock.ns12710.oracleGeneral.zst Clock cache size     6653, 1994591 req, miss ratio 0.5142, byte miss ratio 0.5142
result/tencentBlock.ns12710.oracleGeneral.zst Clock cache size    22177, 1994591 req, miss ratio 0.3972, byte miss ratio 0.3972
result/tencentBlock.ns12710.oracleGeneral.zst Clock cache size    44355, 1994591 req, miss ratio 0.3277, byte miss ratio 0.3277
result/tencentBlock.ns12710.oracleGeneral.zst Clock cache size    88710, 1994591 req, miss ratio 0.1922, byte miss ratio 0.1922
result/tencentBlock.ns12710.oracleGeneral.zst Clock cache size   177420, 1994591 req, miss ratio 0.1142, byte miss ratio 0.1142
result/tencentBlock.ns12710.oracleGeneral.zst LIRS cache size      221, 1994591 req, miss ratio 0.5716, byte miss ratio 0.5716
result/tencentBlock.ns12710.oracleGeneral.zst LIRS cache size      665, 1994591 req, miss ratio 0.5632, byte miss ratio 0.5632
result/tencentBlock.ns12710.oracleGeneral.zst LIRS cache size     2217, 1994591 req, miss ratio 0.5489, byte miss ratio 0.5489
result/tencentBlock.ns12710.oracleGeneral.zst LIRS cache size     6653, 1994591 req, miss ratio 0.4948, byte miss ratio 0.4948
result/tencentBlock.ns12710.oracleGeneral.zst LIRS cache size    22177, 1994591 req, miss ratio 0.3854, byte miss ratio 0.3854
result/tencentBlock.ns12710.oracleGeneral.zst LIRS cache size    44355, 1994591 req, miss ratio 0.3089, byte miss ratio 0.3089
result/tencentBlock.ns12710.oracleGeneral.zst LIRS cache size    88710, 1994591 req, miss ratio 0.1915, byte miss ratio 0.1915
result/tencentBlock.ns12710.oracleGeneral.zst LIRS cache size   177420, 1994591 req, miss ratio 0.1142, byte miss ratio 0.1142
result/tencentBlock.ns12710.oracleGeneral.zst LeCaR cache size      221, 1994591 req, miss ratio 0.5958, byte miss ratio 0.5958
result/tencentBlock.ns12710.oracleGeneral.zst LeCaR cache size      665, 1994591 req, miss ratio 0.5319, byte miss ratio 0.5319
result/tencentBlock.ns12710.oracleGeneral.zst LeCaR cache size     2217, 1994591 req, miss ratio 0.5275, byte miss ratio 0.5275
result/tencentBlock.ns12710.oracleGeneral.zst LeCaR cache size     6653, 1994591 req, miss ratio 0.5130, byte miss ratio 0.5130
result/tencentBlock.ns12710.oracleGeneral.zst LeCaR cache size    22177, 1994591 req, miss ratio 0.4003, byte miss ratio 0.4003
result/tencentBlock.ns12710.oracleGeneral.zst LeCaR cache size    44355, 1994591 req, miss ratio 0.3224, byte miss ratio 0.3224
result/tencentBlock.ns12710.oracleGeneral.zst LeCaR cache size    88710, 1994591 req, miss ratio 0.1740, byte miss ratio 0.1740
result/tencentBlock.ns12710.oracleGeneral.zst LeCaR cache size   177420, 1994591 req, miss ratio 0.1124, byte miss ratio 0.1124
result/tencentBlock.ns12710.oracleGeneral.zst LHD cache size      221, 1994591 req, miss ratio 0.5637, byte miss ratio 0.5637
result/tencentBlock.ns12710.oracleGeneral.zst LHD cache size      665, 1994591 req, miss ratio 0.5348, byte miss ratio 0.5348
result/tencentBlock.ns12710.oracleGeneral.zst LHD cache size     2217, 1994591 req, miss ratio 0.5271, byte miss ratio 0.5271
result/tencentBlock.ns12710.oracleGeneral.zst LHD cache size     6653, 1994591 req, miss ratio 0.4989, byte miss ratio 0.4989
result/tencentBlock.ns12710.oracleGeneral.zst LHD cache size    22177, 1994591 req, miss ratio 0.3885, byte miss ratio 0.3885
result/tencentBlock.ns12710.oracleGeneral.zst LHD cache size    44355, 1994591 req, miss ratio 0.3154, byte miss ratio 0.3154
