result/tencentBlock.ns20061.oracleGeneral.zst FIFO cache size      248, 2550279 req, miss ratio 0.6112, byte miss ratio 0.6112
result/tencentBlock.ns20061.oracleGeneral.zst FIFO cache size      745, 2550279 req, miss ratio 0.4625, byte miss ratio 0.4625
result/tencentBlock.ns20061.oracleGeneral.zst FIFO cache size     2484, 2550279 req, miss ratio 0.3401, byte miss ratio 0.3401
result/tencentBlock.ns20061.oracleGeneral.zst FIFO cache size     7453, 2550279 req, miss ratio 0.2723, byte miss ratio 0.2723
result/tencentBlock.ns20061.oracleGeneral.zst FIFO cache size    24845, 2550279 req, miss ratio 0.1912, byte miss ratio 0.1912
result/tencentBlock.ns20061.oracleGeneral.zst FIFO cache size    49691, 2550279 req, miss ratio 0.1482, byte miss ratio 0.1482
result/tencentBlock.ns20061.oracleGeneral.zst FIFO cache size    99382, 2550279 req, miss ratio 0.1181, byte miss ratio 0.1181
result/tencentBlock.ns20061.oracleGeneral.zst FIFO cache size   198765, 2550279 req, miss ratio 0.1035, byte miss ratio 0.1035
result/tencentBlock.ns20061.oracleGeneral.zst S3FIFO-1 cache size      248, 2550279 req, miss ratio 0.5005, byte miss ratio 0.5005
result/tencentBlock.ns20061.oracleGeneral.zst S3FIFO-1 cache size      745, 2550279 req, miss ratio 0.3892, byte miss ratio 0.3892
result/tencentBlock.ns20061.oracleGeneral.zst S3FIFO-1 cache size     2484, 2550279 req, miss ratio 0.2582, byte miss ratio 0.2582
result/tencentBlock.ns20061.oracleGeneral.zst S3FIFO-1 cache size     7453, 2550279 req, miss ratio 0.2373, byte miss ratio 0.2373
result/tencentBlock.ns20061.oracleGeneral.zst S3FIFO-1 cache size    24845, 2550279 req, miss ratio 0.1846, byte miss ratio 0.1846
result/tencentBlock.ns20061.oracleGeneral.zst S3FIFO-1 cache size    49691, 2550279 req, miss ratio 0.1407, byte miss ratio 0.1407
result/tencentBlock.ns20061.oracleGeneral.zst S3FIFO-1 cache size    99382, 2550279 req, miss ratio 0.1073, byte miss ratio 0.1073
result/tencentBlock.ns20061.oracleGeneral.zst S3FIFO-1 cache size   198765, 2550279 req, miss ratio 0.0982, byte miss ratio 0.0982
result/tencentBlock.ns20061.oracleGeneral.zst LIRS cache size      248, 2550279 req, miss ratio 0.5078, byte miss ratio 0.5078
result/tencentBlock.ns20061.oracleGeneral.zst LIRS cache size      745, 2550279 req, miss ratio 0.4103, byte miss ratio 0.4103
result/tencentBlock.ns20061.oracleGeneral.zst LIRS cache size     2484, 2550279 req, miss ratio 0.2757, byte miss ratio 0.2757
result/tencentBlock.ns20061.oracleGeneral.zst LIRS cache size     7453, 2550279 req, miss ratio 0.2328, byte miss ratio 0.2328
result/tencentBlock.ns20061.oracleGeneral.zst LIRS cache size    24845, 2550279 req, miss ratio 0.1849, byte miss ratio 0.1849
