result/tencentBlock.ns7279.oracleGeneral.zst FIFO cache size      432, 3263507 req, miss ratio 0.6605, byte miss ratio 0.6605
result/tencentBlock.ns7279.oracleGeneral.zst FIFO cache size     1298, 3263507 req, miss ratio 0.5331, byte miss ratio 0.5331
result/tencentBlock.ns7279.oracleGeneral.zst FIFO cache size     4329, 3263507 req, miss ratio 0.4301, byte miss ratio 0.4301
result/tencentBlock.ns7279.oracleGeneral.zst FIFO cache size    12988, 3263507 req, miss ratio 0.3724, byte miss ratio 0.3724
result/tencentBlock.ns7279.oracleGeneral.zst FIFO cache size    43294, 3263507 req, miss ratio 0.3017, byte miss ratio 0.3017
result/tencentBlock.ns7279.oracleGeneral.zst FIFO cache size    86588, 3263507 req, miss ratio 0.2480, byte miss ratio 0.2480
result/tencentBlock.ns7279.oracleGeneral.zst FIFO cache size   173176, 3263507 req, miss ratio 0.1845, byte miss ratio 0.1845
result/tencentBlock.ns7279.oracleGeneral.zst FIFO cache size   346352, 3263507 req, miss ratio 0.1488, byte miss ratio 0.1488
result/tencentBlock.ns7279.oracleGeneral.zst clock2 cache size      432, 3263507 req, miss ratio 0.5795, byte miss ratio 0.5795
result/tencentBlock.ns7279.oracleGeneral.zst clock2 cache size     1298, 3263507 req, miss ratio 0.4853, byte miss ratio 0.4853
result/tencentBlock.ns7279.oracleGeneral.zst clock2 cache size     4329, 3263507 req, miss ratio 0.3722, byte miss ratio 0.3722
result/tencentBlock.ns7279.oracleGeneral.zst clock2 cache size    12988, 3263507 req, miss ratio 0.3485, byte miss ratio 0.3485
result/tencentBlock.ns7279.oracleGeneral.zst clock2 cache size    43294, 3263507 req, miss ratio 0.2876, byte miss ratio 0.2876
result/tencentBlock.ns7279.oracleGeneral.zst clock2 cache size    86588, 3263507 req, miss ratio 0.2526, byte miss ratio 0.2526
result/tencentBlock.ns7279.oracleGeneral.zst clock2 cache size   173176, 3263507 req, miss ratio 0.1746, byte miss ratio 0.1746
result/tencentBlock.ns7279.oracleGeneral.zst clock2 cache size   346352, 3263507 req, miss ratio 0.1356, byte miss ratio 0.1356
result/tencentBlock.ns7279.oracleGeneral.zst S3FIFO-1 cache size      432, 3263507 req, miss ratio 0.5764, byte miss ratio 0.5764
result/tencentBlock.ns7279.oracleGeneral.zst S3FIFO-1 cache size     1298, 3263507 req, miss ratio 0.4122, byte miss ratio 0.4122
result/tencentBlock.ns7279.oracleGeneral.zst S3FIFO-1 cache size     4329, 3263507 req, miss ratio 0.3669, byte miss ratio 0.3669
result/tencentBlock.ns7279.oracleGeneral.zst S3FIFO-1 cache size    12988, 3263507 req, miss ratio 0.3306, byte miss ratio 0.3306
result/tencentBlock.ns7279.oracleGeneral.zst S3FIFO-1 cache size    43294, 3263507 req, miss ratio 0.2857, byte miss ratio 0.2857
result/tencentBlock.ns7279.oracleGeneral.zst S3FIFO-1 cache size    86588, 3263507 req, miss ratio 0.2328, byte miss ratio 0.2328
result/tencentBlock.ns7279.oracleGeneral.zst S3FIFO-1 cache size   173176, 3263507 req, miss ratio 0.1592, byte miss ratio 0.1592
result/tencentBlock.ns7279.oracleGeneral.zst S3FIFO-1 cache size   346352, 3263507 req, miss ratio 0.1356, byte miss ratio 0.1356
result/tencentBlock.ns7279.oracleGeneral.zst ARC cache size      432, 3263507 req, miss ratio 0.5675, byte miss ratio 0.5675
result/tencentBlock.ns7279.oracleGeneral.zst ARC cache size     1298, 3263507 req, miss ratio 0.4352, byte miss ratio 0.4352
result/tencentBlock.ns7279.oracleGeneral.zst ARC cache size     4329, 3263507 req, miss ratio 0.3654, byte miss ratio 0.3654
result/tencentBlock.ns7279.oracleGeneral.zst ARC cache size    12988, 3263507 req, miss ratio 0.3323, byte miss ratio 0.3323
result/tencentBlock.ns7279.oracleGeneral.zst ARC cache size    43294, 3263507 req, miss ratio 0.2804, byte miss ratio 0.2804
result/tencentBlock.ns7279.oracleGeneral.zst ARC cache size    86588, 3263507 req, miss ratio 0.2243, byte miss ratio 0.2243
result/tencentBlock.ns7279.oracleGeneral.zst ARC cache size   173176, 3263507 req, miss ratio 0.1562, byte miss ratio 0.1562
