result/tencentBlock.ns21647.oracleGeneral.zst S3FIFO-1 cache size      282, 2023225 req, miss ratio 0.5178, byte miss ratio 0.5178
result/tencentBlock.ns21647.oracleGeneral.zst S3FIFO-1 cache size      848, 2023225 req, miss ratio 0.4711, byte miss ratio 0.4711
result/tencentBlock.ns21647.oracleGeneral.zst S3FIFO-1 cache size     2827, 2023225 req, miss ratio 0.4056, byte miss ratio 0.4056
result/tencentBlock.ns21647.oracleGeneral.zst S3FIFO-1 cache size     8483, 2023225 req, miss ratio 0.3924, byte miss ratio 0.3924
result/tencentBlock.ns21647.oracleGeneral.zst S3FIFO-1 cache size    28277, 2023225 req, miss ratio 0.3370, byte miss ratio 0.3370
result/tencentBlock.ns21647.oracleGeneral.zst S3FIFO-1 cache size    56555, 2023225 req, miss ratio 0.2765, byte miss ratio 0.2765
result/tencentBlock.ns21647.oracleGeneral.zst S3FIFO-1 cache size   113111, 2023225 req, miss ratio 0.1918, byte miss ratio 0.1918
result/tencentBlock.ns21647.oracleGeneral.zst S3FIFO-1 cache size   226223, 2023225 req, miss ratio 0.1428, byte miss ratio 0.1428
result/tencentBlock.ns21647.oracleGeneral.zst Cacheus cache size      282, 2023225 req, miss ratio 0.5102, byte miss ratio 0.5102
result/tencentBlock.ns21647.oracleGeneral.zst Cacheus cache size      848, 2023225 req, miss ratio 0.4828, byte miss ratio 0.4828
result/tencentBlock.ns21647.oracleGeneral.zst Cacheus cache size     2827, 2023225 req, miss ratio 0.4191, byte miss ratio 0.4191
result/tencentBlock.ns21647.oracleGeneral.zst Cacheus cache size     8483, 2023225 req, miss ratio 0.3961, byte miss ratio 0.3961
result/tencentBlock.ns21647.oracleGeneral.zst Cacheus cache size    28277, 2023225 req, miss ratio 0.3523, byte miss ratio 0.3523
result/tencentBlock.ns21647.oracleGeneral.zst Cacheus cache size    56555, 2023225 req, miss ratio 0.2899, byte miss ratio 0.2899
result/tencentBlock.ns21647.oracleGeneral.zst Cacheus cache size   113111, 2023225 req, miss ratio 0.1920, byte miss ratio 0.1920
result/tencentBlock.ns21647.oracleGeneral.zst Cacheus cache size   226223, 2023225 req, miss ratio 0.1428, byte miss ratio 0.1428
result/tencentBlock.ns21647.oracleGeneral.zst LRU cache size      282, 2023225 req, miss ratio 0.5311, byte miss ratio 0.5311
result/tencentBlock.ns21647.oracleGeneral.zst LRU cache size      848, 2023225 req, miss ratio 0.4934, byte miss ratio 0.4934
result/tencentBlock.ns21647.oracleGeneral.zst LRU cache size     2827, 2023225 req, miss ratio 0.4545, byte miss ratio 0.4545
result/tencentBlock.ns21647.oracleGeneral.zst LRU cache size     8483, 2023225 req, miss ratio 0.4122, byte miss ratio 0.4122
result/tencentBlock.ns21647.oracleGeneral.zst LRU cache size    28277, 2023225 req, miss ratio 0.3621, byte miss ratio 0.3621
result/tencentBlock.ns21647.oracleGeneral.zst LRU cache size    56555, 2023225 req, miss ratio 0.3226, byte miss ratio 0.3226
result/tencentBlock.ns21647.oracleGeneral.zst LRU cache size   113111, 2023225 req, miss ratio 0.2037, byte miss ratio 0.2037
result/tencentBlock.ns21647.oracleGeneral.zst LRU cache size   226223, 2023225 req, miss ratio 0.1427, byte miss ratio 0.1427
result/tencentBlock.ns21647.oracleGeneral.zst clock2 cache size      282, 2023225 req, miss ratio 0.5189, byte miss ratio 0.5189
result/tencentBlock.ns21647.oracleGeneral.zst clock2 cache size      848, 2023225 req, miss ratio 0.4921, byte miss ratio 0.4921
result/tencentBlock.ns21647.oracleGeneral.zst clock2 cache size     2827, 2023225 req, miss ratio 0.4456, byte miss ratio 0.4456
result/tencentBlock.ns21647.oracleGeneral.zst clock2 cache size     8483, 2023225 req, miss ratio 0.4018, byte miss ratio 0.4018
result/tencentBlock.ns21647.oracleGeneral.zst clock2 cache size    28277, 2023225 req, miss ratio 0.3670, byte miss ratio 0.3670
result/tencentBlock.ns21647.oracleGeneral.zst clock2 cache size    56555, 2023225 req, miss ratio 0.3200, byte miss ratio 0.3200
result/tencentBlock.ns21647.oracleGeneral.zst clock2 cache size   113111, 2023225 req, miss ratio 0.2021, byte miss ratio 0.2021
result/tencentBlock.ns21647.oracleGeneral.zst clock2 cache size   226223, 2023225 req, miss ratio 0.1428, byte miss ratio 0.1428
result/tencentBlock.ns21647.oracleGeneral.zst FIFO cache size      282, 2023225 req, miss ratio 0.6357, byte miss ratio 0.6357
result/tencentBlock.ns21647.oracleGeneral.zst FIFO cache size      848, 2023225 req, miss ratio 0.5347, byte miss ratio 0.5347
result/tencentBlock.ns21647.oracleGeneral.zst FIFO cache size     2827, 2023225 req, miss ratio 0.4744, byte miss ratio 0.4744
result/tencentBlock.ns21647.oracleGeneral.zst FIFO cache size     8483, 2023225 req, miss ratio 0.4333, byte miss ratio 0.4333
result/tencentBlock.ns21647.oracleGeneral.zst FIFO cache size    28277, 2023225 req, miss ratio 0.3790, byte miss ratio 0.3790
result/tencentBlock.ns21647.oracleGeneral.zst FIFO cache size    56555, 2023225 req, miss ratio 0.3295, byte miss ratio 0.3295
result/tencentBlock.ns21647.oracleGeneral.zst FIFO cache size   113111, 2023225 req, miss ratio 0.2337, byte miss ratio 0.2337
result/tencentBlock.ns21647.oracleGeneral.zst FIFO cache size   226223, 2023225 req, miss ratio 0.1534, byte miss ratio 0.1534
result/tencentBlock.ns21647.oracleGeneral.zst ARC cache size      282, 2023225 req, miss ratio 0.5089, byte miss ratio 0.5089
result/tencentBlock.ns21647.oracleGeneral.zst ARC cache size      848, 2023225 req, miss ratio 0.4790, byte miss ratio 0.4790
result/tencentBlock.ns21647.oracleGeneral.zst ARC cache size     2827, 2023225 req, miss ratio 0.4090, byte miss ratio 0.4090
result/tencentBlock.ns21647.oracleGeneral.zst ARC cache size     8483, 2023225 req, miss ratio 0.3943, byte miss ratio 0.3943
result/tencentBlock.ns21647.oracleGeneral.zst ARC cache size    28277, 2023225 req, miss ratio 0.3376, byte miss ratio 0.3376
result/tencentBlock.ns21647.oracleGeneral.zst ARC cache size    56555, 2023225 req, miss ratio 0.2814, byte miss ratio 0.2814
result/tencentBlock.ns21647.oracleGeneral.zst ARC cache size   113111, 2023225 req, miss ratio 0.1931, byte miss ratio 0.1931
result/tencentBlock.ns21647.oracleGeneral.zst ARC cache size   226223, 2023225 req, miss ratio 0.1428, byte miss ratio 0.1428
result/tencentBlock.ns21647.oracleGeneral.zst LeCaR cache size      282, 2023225 req, miss ratio 0.5196, byte miss ratio 0.5196
result/tencentBlock.ns21647.oracleGeneral.zst LeCaR cache size      848, 2023225 req, miss ratio 0.4928, byte miss ratio 0.4928
result/tencentBlock.ns21647.oracleGeneral.zst LeCaR cache size     2827, 2023225 req, miss ratio 0.4476, byte miss ratio 0.4476
result/tencentBlock.ns21647.oracleGeneral.zst LeCaR cache size     8483, 2023225 req, miss ratio 0.4024, byte miss ratio 0.4024
result/tencentBlock.ns21647.oracleGeneral.zst LeCaR cache size    28277, 2023225 req, miss ratio 0.3572, byte miss ratio 0.3572
result/tencentBlock.ns21647.oracleGeneral.zst LeCaR cache size    56555, 2023225 req, miss ratio 0.3204, byte miss ratio 0.3204
result/tencentBlock.ns21647.oracleGeneral.zst LeCaR cache size   113111, 2023225 req, miss ratio 0.1913, byte miss ratio 0.1913
result/tencentBlock.ns21647.oracleGeneral.zst LeCaR cache size   226223, 2023225 req, miss ratio 0.1428, byte miss ratio 0.1428
result/tencentBlock.ns21647.oracleGeneral.zst Clock cache size      282, 2023225 req, miss ratio 0.5242, byte miss ratio 0.5242
result/tencentBlock.ns21647.oracleGeneral.zst Clock cache size      848, 2023225 req, miss ratio 0.4927, byte miss ratio 0.4927
result/tencentBlock.ns21647.oracleGeneral.zst Clock cache size     2827, 2023225 req, miss ratio 0.4505, byte miss ratio 0.4505
result/tencentBlock.ns21647.oracleGeneral.zst Clock cache size     8483, 2023225 req, miss ratio 0.4078, byte miss ratio 0.4078
result/tencentBlock.ns21647.oracleGeneral.zst Clock cache size    28277, 2023225 req, miss ratio 0.3641, byte miss ratio 0.3641
result/tencentBlock.ns21647.oracleGeneral.zst Clock cache size    56555, 2023225 req, miss ratio 0.3213, byte miss ratio 0.3213
result/tencentBlock.ns21647.oracleGeneral.zst Clock cache size   113111, 2023225 req, miss ratio 0.2011, byte miss ratio 0.2011
result/tencentBlock.ns21647.oracleGeneral.zst Clock cache size   226223, 2023225 req, miss ratio 0.1428, byte miss ratio 0.1428
result/tencentBlock.ns21647.oracleGeneral.zst LIRS cache size      282, 2023225 req, miss ratio 0.5359, byte miss ratio 0.5359
result/tencentBlock.ns21647.oracleGeneral.zst LIRS cache size      848, 2023225 req, miss ratio 0.4944, byte miss ratio 0.4944
result/tencentBlock.ns21647.oracleGeneral.zst LIRS cache size     2827, 2023225 req, miss ratio 0.4162, byte miss ratio 0.4162
result/tencentBlock.ns21647.oracleGeneral.zst LIRS cache size     8483, 2023225 req, miss ratio 0.3923, byte miss ratio 0.3923
result/tencentBlock.ns21647.oracleGeneral.zst LIRS cache size    28277, 2023225 req, miss ratio 0.3351, byte miss ratio 0.3351
result/tencentBlock.ns21647.oracleGeneral.zst LIRS cache size    56555, 2023225 req, miss ratio 0.2750, byte miss ratio 0.2750
result/tencentBlock.ns21647.oracleGeneral.zst LIRS cache size   113111, 2023225 req, miss ratio 0.1789, byte miss ratio 0.1789
result/tencentBlock.ns21647.oracleGeneral.zst LIRS cache size   226223, 2023225 req, miss ratio 0.1421, byte miss ratio 0.1421
result/tencentBlock.ns21647.oracleGeneral.zst LHD cache size      282, 2023225 req, miss ratio 0.5173, byte miss ratio 0.5173
result/tencentBlock.ns21647.oracleGeneral.zst LHD cache size      848, 2023225 req, miss ratio 0.4923, byte miss ratio 0.4923
result/tencentBlock.ns21647.oracleGeneral.zst LHD cache size     2827, 2023225 req, miss ratio 0.4424, byte miss ratio 0.4424
result/tencentBlock.ns21647.oracleGeneral.zst LHD cache size     8483, 2023225 req, miss ratio 0.4036, byte miss ratio 0.4036
result/tencentBlock.ns21647.oracleGeneral.zst LHD cache size    28277, 2023225 req, miss ratio 0.3546, byte miss ratio 0.3546
result/tencentBlock.ns21647.oracleGeneral.zst LHD cache size    56555, 2023225 req, miss ratio 0.3030, byte miss ratio 0.3030
result/tencentBlock.ns21647.oracleGeneral.zst LHD cache size   113111, 2023225 req, miss ratio 0.1943, byte miss ratio 0.1943
result/tencentBlock.ns21647.oracleGeneral.zst LHD cache size   226223, 2023225 req, miss ratio 0.1428, byte miss ratio 0.1428
result/tencentBlock.ns21647.oracleGeneral.zst S3FIFO-d-1 cache size      282, 2023225 req, miss ratio 0.5088, byte miss ratio 0.5088
result/tencentBlock.ns21647.oracleGeneral.zst S3FIFO-d-1 cache size      848, 2023225 req, miss ratio 0.4716, byte miss ratio 0.4716
result/tencentBlock.ns21647.oracleGeneral.zst S3FIFO-d-1 cache size     2827, 2023225 req, miss ratio 0.4056, byte miss ratio 0.4056
result/tencentBlock.ns21647.oracleGeneral.zst S3FIFO-d-1 cache size     8483, 2023225 req, miss ratio 0.3924, byte miss ratio 0.3924
result/tencentBlock.ns21647.oracleGeneral.zst S3FIFO-d-1 cache size    28277, 2023225 req, miss ratio 0.3371, byte miss ratio 0.3371
result/tencentBlock.ns21647.oracleGeneral.zst S3FIFO-d-1 cache size    56555, 2023225 req, miss ratio 0.2753, byte miss ratio 0.2753
result/tencentBlock.ns21647.oracleGeneral.zst S3FIFO-d-1 cache size   113111, 2023225 req, miss ratio 0.1915, byte miss ratio 0.1915
result/tencentBlock.ns21647.oracleGeneral.zst S3FIFO-d-1 cache size   226223, 2023225 req, miss ratio 0.1428, byte miss ratio 0.1428
result/tencentBlock.ns21647.oracleGeneral.zst LRB cache size      282, 2023225 req, miss ratio 0.5390, byte miss ratio 0.5390
result/tencentBlock.ns21647.oracleGeneral.zst LRB cache size      848, 2023225 req, miss ratio 0.4695, byte miss ratio 0.4695
result/tencentBlock.ns21647.oracleGeneral.zst LRB cache size     2827, 2023225 req, miss ratio 0.4229, byte miss ratio 0.4229
result/tencentBlock.ns21647.oracleGeneral.zst LRB cache size     8483, 2023225 req, miss ratio 0.3924, byte miss ratio 0.3924
result/tencentBlock.ns21647.oracleGeneral.zst LRB cache size    28277, 2023225 req, miss ratio 0.3336, byte miss ratio 0.3336
result/tencentBlock.ns21647.oracleGeneral.zst LRB cache size    56555, 2023225 req, miss ratio 0.2777, byte miss ratio 0.2777
result/tencentBlock.ns21647.oracleGeneral.zst LRB cache size   113111, 2023225 req, miss ratio 0.1963, byte miss ratio 0.1963
result/tencentBlock.ns21647.oracleGeneral.zst LRB cache size   226223, 2023225 req, miss ratio 0.1427, byte miss ratio 0.1427
result/tencentBlock.ns21647.oracleGeneral.zst S4LRU(25:25:25:25) cache size      282, 2023225 req, miss ratio 0.5237, byte miss ratio 0.5237
result/tencentBlock.ns21647.oracleGeneral.zst S4LRU(25:25:25:25) cache size      848, 2023225 req, miss ratio 0.4827, byte miss ratio 0.4827
result/tencentBlock.ns21647.oracleGeneral.zst S4LRU(25:25:25:25) cache size     2827, 2023225 req, miss ratio 0.4102, byte miss ratio 0.4102
result/tencentBlock.ns21647.oracleGeneral.zst S4LRU(25:25:25:25) cache size     8483, 2023225 req, miss ratio 0.3958, byte miss ratio 0.3958
result/tencentBlock.ns21647.oracleGeneral.zst S4LRU(25:25:25:25) cache size    28277, 2023225 req, miss ratio 0.3715, byte miss ratio 0.3715
result/tencentBlock.ns21647.oracleGeneral.zst S4LRU(25:25:25:25) cache size    56555, 2023225 req, miss ratio 0.3200, byte miss ratio 0.3200
result/tencentBlock.ns21647.oracleGeneral.zst S4LRU(25:25:25:25) cache size   113111, 2023225 req, miss ratio 0.1992, byte miss ratio 0.1992
result/tencentBlock.ns21647.oracleGeneral.zst S4LRU(25:25:25:25) cache size   226223, 2023225 req, miss ratio 0.1427, byte miss ratio 0.1427
result/tencentBlock.ns21647.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size      282, 2023225 req, miss ratio 0.5558, byte miss ratio 0.5558
