result/tencentBlock.ns15665.oracleGeneral.zst LRU cache size      106, 1176120 req, miss ratio 0.5842, byte miss ratio 0.5842
result/tencentBlock.ns15665.oracleGeneral.zst LRU cache size      318, 1176120 req, miss ratio 0.5050, byte miss ratio 0.5050
result/tencentBlock.ns15665.oracleGeneral.zst LRU cache size     1061, 1176120 req, miss ratio 0.4377, byte miss ratio 0.4377
result/tencentBlock.ns15665.oracleGeneral.zst LRU cache size     3185, 1176120 req, miss ratio 0.4090, byte miss ratio 0.4090
result/tencentBlock.ns15665.oracleGeneral.zst LRU cache size    10619, 1176120 req, miss ratio 0.3789, byte miss ratio 0.3789
result/tencentBlock.ns15665.oracleGeneral.zst LRU cache size    21238, 1176120 req, miss ratio 0.2594, byte miss ratio 0.2594
result/tencentBlock.ns15665.oracleGeneral.zst LRU cache size    42476, 1176120 req, miss ratio 0.1773, byte miss ratio 0.1773
result/tencentBlock.ns15665.oracleGeneral.zst LRU cache size    84952, 1176120 req, miss ratio 0.1195, byte miss ratio 0.1195
result/tencentBlock.ns15665.oracleGeneral.zst ARC cache size      106, 1176120 req, miss ratio 0.5565, byte miss ratio 0.5565
result/tencentBlock.ns15665.oracleGeneral.zst ARC cache size      318, 1176120 req, miss ratio 0.4917, byte miss ratio 0.4917
result/tencentBlock.ns15665.oracleGeneral.zst ARC cache size     1061, 1176120 req, miss ratio 0.4175, byte miss ratio 0.4175
result/tencentBlock.ns15665.oracleGeneral.zst ARC cache size     3185, 1176120 req, miss ratio 0.4008, byte miss ratio 0.4008
result/tencentBlock.ns15665.oracleGeneral.zst ARC cache size    10619, 1176120 req, miss ratio 0.3522, byte miss ratio 0.3522
result/tencentBlock.ns15665.oracleGeneral.zst ARC cache size    21238, 1176120 req, miss ratio 0.2673, byte miss ratio 0.2673
result/tencentBlock.ns15665.oracleGeneral.zst ARC cache size    42476, 1176120 req, miss ratio 0.1847, byte miss ratio 0.1847
result/tencentBlock.ns15665.oracleGeneral.zst ARC cache size    84952, 1176120 req, miss ratio 0.1112, byte miss ratio 0.1112
result/tencentBlock.ns15665.oracleGeneral.zst LIRS cache size      106, 1176120 req, miss ratio 0.6181, byte miss ratio 0.6181
result/tencentBlock.ns15665.oracleGeneral.zst LIRS cache size      318, 1176120 req, miss ratio 0.5398, byte miss ratio 0.5398
result/tencentBlock.ns15665.oracleGeneral.zst LIRS cache size     1061, 1176120 req, miss ratio 0.4381, byte miss ratio 0.4381
result/tencentBlock.ns15665.oracleGeneral.zst LIRS cache size     3185, 1176120 req, miss ratio 0.4086, byte miss ratio 0.4086
result/tencentBlock.ns15665.oracleGeneral.zst LIRS cache size    10619, 1176120 req, miss ratio 0.3211, byte miss ratio 0.3211
