result/tencentBlock.ns7082.oracleGeneral.zst Clock cache size      123, 3862350 req, miss ratio 0.6992, byte miss ratio 0.6992
result/tencentBlock.ns7082.oracleGeneral.zst Clock cache size      369, 3862350 req, miss ratio 0.6496, byte miss ratio 0.6496
result/tencentBlock.ns7082.oracleGeneral.zst Clock cache size     1232, 3862350 req, miss ratio 0.6310, byte miss ratio 0.6310
result/tencentBlock.ns7082.oracleGeneral.zst Clock cache size     3698, 3862350 req, miss ratio 0.6140, byte miss ratio 0.6140
result/tencentBlock.ns7082.oracleGeneral.zst Clock cache size    12329, 3862350 req, miss ratio 0.1238, byte miss ratio 0.1238
result/tencentBlock.ns7082.oracleGeneral.zst Clock cache size    24659, 3862350 req, miss ratio 0.1085, byte miss ratio 0.1085
result/tencentBlock.ns7082.oracleGeneral.zst Clock cache size    49319, 3862350 req, miss ratio 0.0793, byte miss ratio 0.0793
result/tencentBlock.ns7082.oracleGeneral.zst Clock cache size    98638, 3862350 req, miss ratio 0.0330, byte miss ratio 0.0330
result/tencentBlock.ns7082.oracleGeneral.zst LHD cache size      123, 3862350 req, miss ratio 0.6871, byte miss ratio 0.6871
result/tencentBlock.ns7082.oracleGeneral.zst LHD cache size      369, 3862350 req, miss ratio 0.6455, byte miss ratio 0.6455
result/tencentBlock.ns7082.oracleGeneral.zst LHD cache size     1232, 3862350 req, miss ratio 0.6129, byte miss ratio 0.6129
result/tencentBlock.ns7082.oracleGeneral.zst LHD cache size     3698, 3862350 req, miss ratio 0.4575, byte miss ratio 0.4575
result/tencentBlock.ns7082.oracleGeneral.zst LHD cache size    12329, 3862350 req, miss ratio 0.1204, byte miss ratio 0.1204
result/tencentBlock.ns7082.oracleGeneral.zst LHD cache size    24659, 3862350 req, miss ratio 0.1024, byte miss ratio 0.1024
result/tencentBlock.ns7082.oracleGeneral.zst LHD cache size    49319, 3862350 req, miss ratio 0.0692, byte miss ratio 0.0692
result/tencentBlock.ns7082.oracleGeneral.zst LHD cache size    98638, 3862350 req, miss ratio 0.0356, byte miss ratio 0.0356
result/tencentBlock.ns7082.oracleGeneral.zst LIRS cache size      123, 3862350 req, miss ratio 0.6656, byte miss ratio 0.6656
result/tencentBlock.ns7082.oracleGeneral.zst LIRS cache size      369, 3862350 req, miss ratio 0.6333, byte miss ratio 0.6333
result/tencentBlock.ns7082.oracleGeneral.zst LIRS cache size     1232, 3862350 req, miss ratio 0.5854, byte miss ratio 0.5854
result/tencentBlock.ns7082.oracleGeneral.zst LIRS cache size     3698, 3862350 req, miss ratio 0.3851, byte miss ratio 0.3851
result/tencentBlock.ns7082.oracleGeneral.zst LIRS cache size    12329, 3862350 req, miss ratio 0.1156, byte miss ratio 0.1156
result/tencentBlock.ns7082.oracleGeneral.zst LIRS cache size    24659, 3862350 req, miss ratio 0.0975, byte miss ratio 0.0975
result/tencentBlock.ns7082.oracleGeneral.zst LIRS cache size    49319, 3862350 req, miss ratio 0.0619, byte miss ratio 0.0619
result/tencentBlock.ns7082.oracleGeneral.zst LIRS cache size    98638, 3862350 req, miss ratio 0.0328, byte miss ratio 0.0328
result/tencentBlock.ns7082.oracleGeneral.zst clock2 cache size      123, 3862350 req, miss ratio 0.6972, byte miss ratio 0.6972
result/tencentBlock.ns7082.oracleGeneral.zst clock2 cache size      369, 3862350 req, miss ratio 0.6471, byte miss ratio 0.6471
result/tencentBlock.ns7082.oracleGeneral.zst clock2 cache size     1232, 3862350 req, miss ratio 0.6305, byte miss ratio 0.6305
result/tencentBlock.ns7082.oracleGeneral.zst clock2 cache size     3698, 3862350 req, miss ratio 0.6088, byte miss ratio 0.6088
result/tencentBlock.ns7082.oracleGeneral.zst clock2 cache size    12329, 3862350 req, miss ratio 0.1215, byte miss ratio 0.1215
result/tencentBlock.ns7082.oracleGeneral.zst clock2 cache size    24659, 3862350 req, miss ratio 0.1058, byte miss ratio 0.1058
result/tencentBlock.ns7082.oracleGeneral.zst clock2 cache size    49319, 3862350 req, miss ratio 0.0831, byte miss ratio 0.0831
result/tencentBlock.ns7082.oracleGeneral.zst clock2 cache size    98638, 3862350 req, miss ratio 0.0330, byte miss ratio 0.0330
result/tencentBlock.ns7082.oracleGeneral.zst Cacheus cache size      123, 3862350 req, miss ratio 0.6789, byte miss ratio 0.6789
result/tencentBlock.ns7082.oracleGeneral.zst Cacheus cache size      369, 3862350 req, miss ratio 0.6325, byte miss ratio 0.6325
result/tencentBlock.ns7082.oracleGeneral.zst Cacheus cache size     1232, 3862350 req, miss ratio 0.5966, byte miss ratio 0.5966
result/tencentBlock.ns7082.oracleGeneral.zst Cacheus cache size     3698, 3862350 req, miss ratio 0.4002, byte miss ratio 0.4002
result/tencentBlock.ns7082.oracleGeneral.zst Cacheus cache size    12329, 3862350 req, miss ratio 0.1227, byte miss ratio 0.1227
