result/tencentBlock.ns8872.oracleGeneral.zst LRU cache size      746, 4478765 req, miss ratio 0.5756, byte miss ratio 0.5756
result/tencentBlock.ns8872.oracleGeneral.zst LRU cache size     2238, 4478765 req, miss ratio 0.4635, byte miss ratio 0.4635
result/tencentBlock.ns8872.oracleGeneral.zst LRU cache size     7463, 4478765 req, miss ratio 0.3432, byte miss ratio 0.3432
result/tencentBlock.ns8872.oracleGeneral.zst LRU cache size    22389, 4478765 req, miss ratio 0.2759, byte miss ratio 0.2759
result/tencentBlock.ns8872.oracleGeneral.zst LRU cache size    74633, 4478765 req, miss ratio 0.2181, byte miss ratio 0.2181
result/tencentBlock.ns8872.oracleGeneral.zst LRU cache size   149266, 4478765 req, miss ratio 0.1906, byte miss ratio 0.1906
result/tencentBlock.ns8872.oracleGeneral.zst LRU cache size   298532, 4478765 req, miss ratio 0.1750, byte miss ratio 0.1750
result/tencentBlock.ns8872.oracleGeneral.zst LRU cache size   597064, 4478765 req, miss ratio 0.1674, byte miss ratio 0.1674
result/tencentBlock.ns8872.oracleGeneral.zst S3FIFO-1 cache size      746, 4478765 req, miss ratio 0.5335, byte miss ratio 0.5335
result/tencentBlock.ns8872.oracleGeneral.zst S3FIFO-1 cache size     2238, 4478765 req, miss ratio 0.3896, byte miss ratio 0.3896
result/tencentBlock.ns8872.oracleGeneral.zst S3FIFO-1 cache size     7463, 4478765 req, miss ratio 0.3340, byte miss ratio 0.3340
result/tencentBlock.ns8872.oracleGeneral.zst S3FIFO-1 cache size    22389, 4478765 req, miss ratio 0.2819, byte miss ratio 0.2819
result/tencentBlock.ns8872.oracleGeneral.zst S3FIFO-1 cache size    74633, 4478765 req, miss ratio 0.2205, byte miss ratio 0.2205
result/tencentBlock.ns8872.oracleGeneral.zst S3FIFO-1 cache size   149266, 4478765 req, miss ratio 0.1930, byte miss ratio 0.1930
result/tencentBlock.ns8872.oracleGeneral.zst S3FIFO-1 cache size   298532, 4478765 req, miss ratio 0.1759, byte miss ratio 0.1759
result/tencentBlock.ns8872.oracleGeneral.zst S3FIFO-1 cache size   597064, 4478765 req, miss ratio 0.1671, byte miss ratio 0.1671
result/tencentBlock.ns8872.oracleGeneral.zst Clock cache size      746, 4478765 req, miss ratio 0.5728, byte miss ratio 0.5728
result/tencentBlock.ns8872.oracleGeneral.zst Clock cache size     2238, 4478765 req, miss ratio 0.4532, byte miss ratio 0.4532
result/tencentBlock.ns8872.oracleGeneral.zst Clock cache size     7463, 4478765 req, miss ratio 0.3405, byte miss ratio 0.3405
result/tencentBlock.ns8872.oracleGeneral.zst Clock cache size    22389, 4478765 req, miss ratio 0.2771, byte miss ratio 0.2771
result/tencentBlock.ns8872.oracleGeneral.zst Clock cache size    74633, 4478765 req, miss ratio 0.2204, byte miss ratio 0.2204
result/tencentBlock.ns8872.oracleGeneral.zst Clock cache size   149266, 4478765 req, miss ratio 0.1922, byte miss ratio 0.1922
result/tencentBlock.ns8872.oracleGeneral.zst Clock cache size   298532, 4478765 req, miss ratio 0.1743, byte miss ratio 0.1743
result/tencentBlock.ns8872.oracleGeneral.zst Clock cache size   597064, 4478765 req, miss ratio 0.1671, byte miss ratio 0.1671
result/tencentBlock.ns8872.oracleGeneral.zst ARC cache size      746, 4478765 req, miss ratio 0.5374, byte miss ratio 0.5374
result/tencentBlock.ns8872.oracleGeneral.zst ARC cache size     2238, 4478765 req, miss ratio 0.3895, byte miss ratio 0.3895
result/tencentBlock.ns8872.oracleGeneral.zst ARC cache size     7463, 4478765 req, miss ratio 0.3270, byte miss ratio 0.3270
result/tencentBlock.ns8872.oracleGeneral.zst ARC cache size    22389, 4478765 req, miss ratio 0.2731, byte miss ratio 0.2731
result/tencentBlock.ns8872.oracleGeneral.zst ARC cache size    74633, 4478765 req, miss ratio 0.2190, byte miss ratio 0.2190
result/tencentBlock.ns8872.oracleGeneral.zst ARC cache size   149266, 4478765 req, miss ratio 0.1912, byte miss ratio 0.1912
result/tencentBlock.ns8872.oracleGeneral.zst ARC cache size   298532, 4478765 req, miss ratio 0.1763, byte miss ratio 0.1763
result/tencentBlock.ns8872.oracleGeneral.zst ARC cache size   597064, 4478765 req, miss ratio 0.1671, byte miss ratio 0.1671
result/tencentBlock.ns8872.oracleGeneral.zst FIFO cache size      746, 4478765 req, miss ratio 0.6215, byte miss ratio 0.6215
result/tencentBlock.ns8872.oracleGeneral.zst FIFO cache size     2238, 4478765 req, miss ratio 0.5052, byte miss ratio 0.5052
result/tencentBlock.ns8872.oracleGeneral.zst FIFO cache size     7463, 4478765 req, miss ratio 0.3834, byte miss ratio 0.3834
result/tencentBlock.ns8872.oracleGeneral.zst FIFO cache size    22389, 4478765 req, miss ratio 0.2973, byte miss ratio 0.2973
result/tencentBlock.ns8872.oracleGeneral.zst FIFO cache size    74633, 4478765 req, miss ratio 0.2296, byte miss ratio 0.2296
result/tencentBlock.ns8872.oracleGeneral.zst FIFO cache size   149266, 4478765 req, miss ratio 0.2021, byte miss ratio 0.2021
result/tencentBlock.ns8872.oracleGeneral.zst FIFO cache size   298532, 4478765 req, miss ratio 0.1807, byte miss ratio 0.1807
result/tencentBlock.ns8872.oracleGeneral.zst FIFO cache size   597064, 4478765 req, miss ratio 0.1690, byte miss ratio 0.1690
result/tencentBlock.ns8872.oracleGeneral.zst Cacheus cache size      746, 4478765 req, miss ratio 0.5481, byte miss ratio 0.5481
result/tencentBlock.ns8872.oracleGeneral.zst Cacheus cache size     2238, 4478765 req, miss ratio 0.4088, byte miss ratio 0.4088
result/tencentBlock.ns8872.oracleGeneral.zst Cacheus cache size     7463, 4478765 req, miss ratio 0.3298, byte miss ratio 0.3298
result/tencentBlock.ns8872.oracleGeneral.zst Cacheus cache size    22389, 4478765 req, miss ratio 0.2745, byte miss ratio 0.2745
result/tencentBlock.ns8872.oracleGeneral.zst Cacheus cache size    74633, 4478765 req, miss ratio 0.2135, byte miss ratio 0.2135
result/tencentBlock.ns8872.oracleGeneral.zst Cacheus cache size   149266, 4478765 req, miss ratio 0.1946, byte miss ratio 0.1946
result/tencentBlock.ns8872.oracleGeneral.zst Cacheus cache size   298532, 4478765 req, miss ratio 0.1764, byte miss ratio 0.1764
result/tencentBlock.ns8872.oracleGeneral.zst Cacheus cache size   597064, 4478765 req, miss ratio 0.1672, byte miss ratio 0.1672
result/tencentBlock.ns8872.oracleGeneral.zst LHD cache size      746, 4478765 req, miss ratio 0.5672, byte miss ratio 0.5672
result/tencentBlock.ns8872.oracleGeneral.zst LHD cache size     2238, 4478765 req, miss ratio 0.4179, byte miss ratio 0.4179
