result/tencentBlock.ns8648.oracleGeneral.zst FIFO cache size      112, 3843278 req, miss ratio 0.3359, byte miss ratio 0.3359
result/tencentBlock.ns8648.oracleGeneral.zst FIFO cache size      338, 3843278 req, miss ratio 0.2370, byte miss ratio 0.2370
result/tencentBlock.ns8648.oracleGeneral.zst FIFO cache size     1127, 3843278 req, miss ratio 0.1906, byte miss ratio 0.1906
result/tencentBlock.ns8648.oracleGeneral.zst FIFO cache size     3382, 3843278 req, miss ratio 0.1744, byte miss ratio 0.1744
result/tencentBlock.ns8648.oracleGeneral.zst FIFO cache size    11274, 3843278 req, miss ratio 0.1480, byte miss ratio 0.1480
result/tencentBlock.ns8648.oracleGeneral.zst FIFO cache size    22549, 3843278 req, miss ratio 0.1371, byte miss ratio 0.1371
result/tencentBlock.ns8648.oracleGeneral.zst FIFO cache size    45099, 3843278 req, miss ratio 0.0868, byte miss ratio 0.0868
result/tencentBlock.ns8648.oracleGeneral.zst FIFO cache size    90198, 3843278 req, miss ratio 0.0385, byte miss ratio 0.0385
result/tencentBlock.ns8648.oracleGeneral.zst LRU cache size      112, 3843278 req, miss ratio 0.2654, byte miss ratio 0.2654
result/tencentBlock.ns8648.oracleGeneral.zst LRU cache size      338, 3843278 req, miss ratio 0.2056, byte miss ratio 0.2056
result/tencentBlock.ns8648.oracleGeneral.zst LRU cache size     1127, 3843278 req, miss ratio 0.1761, byte miss ratio 0.1761
result/tencentBlock.ns8648.oracleGeneral.zst LRU cache size     3382, 3843278 req, miss ratio 0.1669, byte miss ratio 0.1669
result/tencentBlock.ns8648.oracleGeneral.zst LRU cache size    11274, 3843278 req, miss ratio 0.1377, byte miss ratio 0.1377
result/tencentBlock.ns8648.oracleGeneral.zst LRU cache size    22549, 3843278 req, miss ratio 0.1287, byte miss ratio 0.1287
result/tencentBlock.ns8648.oracleGeneral.zst LRU cache size    45099, 3843278 req, miss ratio 0.0767, byte miss ratio 0.0767
result/tencentBlock.ns8648.oracleGeneral.zst LRU cache size    90198, 3843278 req, miss ratio 0.0304, byte miss ratio 0.0304
result/tencentBlock.ns8648.oracleGeneral.zst LeCaR cache size      112, 3843278 req, miss ratio 0.2492, byte miss ratio 0.2492
result/tencentBlock.ns8648.oracleGeneral.zst LeCaR cache size      338, 3843278 req, miss ratio 0.1951, byte miss ratio 0.1951
result/tencentBlock.ns8648.oracleGeneral.zst LeCaR cache size     1127, 3843278 req, miss ratio 0.1740, byte miss ratio 0.1740
result/tencentBlock.ns8648.oracleGeneral.zst LeCaR cache size     3382, 3843278 req, miss ratio 0.1612, byte miss ratio 0.1612
