result/tencentBlock.ns8665.oracleGeneral.zst clock2 cache size      182, 1657619 req, miss ratio 0.4732, byte miss ratio 0.4732
result/tencentBlock.ns8665.oracleGeneral.zst clock2 cache size      548, 1657619 req, miss ratio 0.4647, byte miss ratio 0.4647
result/tencentBlock.ns8665.oracleGeneral.zst clock2 cache size     1828, 1657619 req, miss ratio 0.4592, byte miss ratio 0.4592
result/tencentBlock.ns8665.oracleGeneral.zst clock2 cache size     5486, 1657619 req, miss ratio 0.4567, byte miss ratio 0.4567
result/tencentBlock.ns8665.oracleGeneral.zst clock2 cache size    18289, 1657619 req, miss ratio 0.4543, byte miss ratio 0.4543
result/tencentBlock.ns8665.oracleGeneral.zst clock2 cache size    36579, 1657619 req, miss ratio 0.3866, byte miss ratio 0.3866
result/tencentBlock.ns8665.oracleGeneral.zst clock2 cache size    73159, 1657619 req, miss ratio 0.2844, byte miss ratio 0.2844
result/tencentBlock.ns8665.oracleGeneral.zst clock2 cache size   146318, 1657619 req, miss ratio 0.1181, byte miss ratio 0.1181
result/tencentBlock.ns8665.oracleGeneral.zst ARC cache size      182, 1657619 req, miss ratio 0.4684, byte miss ratio 0.4684
result/tencentBlock.ns8665.oracleGeneral.zst ARC cache size      548, 1657619 req, miss ratio 0.4615, byte miss ratio 0.4615
result/tencentBlock.ns8665.oracleGeneral.zst ARC cache size     1828, 1657619 req, miss ratio 0.4574, byte miss ratio 0.4574
result/tencentBlock.ns8665.oracleGeneral.zst ARC cache size     5486, 1657619 req, miss ratio 0.4565, byte miss ratio 0.4565
result/tencentBlock.ns8665.oracleGeneral.zst ARC cache size    18289, 1657619 req, miss ratio 0.4187, byte miss ratio 0.4187
result/tencentBlock.ns8665.oracleGeneral.zst ARC cache size    36579, 1657619 req, miss ratio 0.3415, byte miss ratio 0.3415
result/tencentBlock.ns8665.oracleGeneral.zst ARC cache size    73159, 1657619 req, miss ratio 0.2393, byte miss ratio 0.2393
result/tencentBlock.ns8665.oracleGeneral.zst ARC cache size   146318, 1657619 req, miss ratio 0.1164, byte miss ratio 0.1164
result/tencentBlock.ns8665.oracleGeneral.zst FIFO cache size      182, 1657619 req, miss ratio 0.5223, byte miss ratio 0.5223
result/tencentBlock.ns8665.oracleGeneral.zst FIFO cache size      548, 1657619 req, miss ratio 0.4846, byte miss ratio 0.4846
