result/tencentBlock.ns2499.oracleGeneral.zst Cacheus cache size      128, 1020735 req, miss ratio 0.5997, byte miss ratio 0.5997
result/tencentBlock.ns2499.oracleGeneral.zst Cacheus cache size      384, 1020735 req, miss ratio 0.5826, byte miss ratio 0.5826
result/tencentBlock.ns2499.oracleGeneral.zst Cacheus cache size     1281, 1020735 req, miss ratio 0.5725, byte miss ratio 0.5725
result/tencentBlock.ns2499.oracleGeneral.zst Cacheus cache size     3843, 1020735 req, miss ratio 0.5706, byte miss ratio 0.5706
result/tencentBlock.ns2499.oracleGeneral.zst Cacheus cache size    12812, 1020735 req, miss ratio 0.5689, byte miss ratio 0.5689
result/tencentBlock.ns2499.oracleGeneral.zst Cacheus cache size    25625, 1020735 req, miss ratio 0.5089, byte miss ratio 0.5089
result/tencentBlock.ns2499.oracleGeneral.zst Cacheus cache size    51250, 1020735 req, miss ratio 0.4169, byte miss ratio 0.4169
result/tencentBlock.ns2499.oracleGeneral.zst Cacheus cache size   102501, 1020735 req, miss ratio 0.1646, byte miss ratio 0.1646
result/tencentBlock.ns2499.oracleGeneral.zst clock2 cache size      128, 1020735 req, miss ratio 0.6183, byte miss ratio 0.6183
result/tencentBlock.ns2499.oracleGeneral.zst clock2 cache size      384, 1020735 req, miss ratio 0.5916, byte miss ratio 0.5916
result/tencentBlock.ns2499.oracleGeneral.zst clock2 cache size     1281, 1020735 req, miss ratio 0.5755, byte miss ratio 0.5755
result/tencentBlock.ns2499.oracleGeneral.zst clock2 cache size     3843, 1020735 req, miss ratio 0.5713, byte miss ratio 0.5713
result/tencentBlock.ns2499.oracleGeneral.zst clock2 cache size    12812, 1020735 req, miss ratio 0.5697, byte miss ratio 0.5697
result/tencentBlock.ns2499.oracleGeneral.zst clock2 cache size    25625, 1020735 req, miss ratio 0.5680, byte miss ratio 0.5680
result/tencentBlock.ns2499.oracleGeneral.zst clock2 cache size    51250, 1020735 req, miss ratio 0.4709, byte miss ratio 0.4709
result/tencentBlock.ns2499.oracleGeneral.zst clock2 cache size   102501, 1020735 req, miss ratio 0.1876, byte miss ratio 0.1876
result/tencentBlock.ns2499.oracleGeneral.zst S3FIFO-1 cache size      128, 1020735 req, miss ratio 0.5988, byte miss ratio 0.5988
result/tencentBlock.ns2499.oracleGeneral.zst S3FIFO-1 cache size      384, 1020735 req, miss ratio 0.5790, byte miss ratio 0.5790
result/tencentBlock.ns2499.oracleGeneral.zst S3FIFO-1 cache size     1281, 1020735 req, miss ratio 0.5729, byte miss ratio 0.5729
result/tencentBlock.ns2499.oracleGeneral.zst S3FIFO-1 cache size     3843, 1020735 req, miss ratio 0.5705, byte miss ratio 0.5705
result/tencentBlock.ns2499.oracleGeneral.zst S3FIFO-1 cache size    12812, 1020735 req, miss ratio 0.5676, byte miss ratio 0.5676
result/tencentBlock.ns2499.oracleGeneral.zst S3FIFO-1 cache size    25625, 1020735 req, miss ratio 0.4876, byte miss ratio 0.4876
result/tencentBlock.ns2499.oracleGeneral.zst S3FIFO-1 cache size    51250, 1020735 req, miss ratio 0.4138, byte miss ratio 0.4138
result/tencentBlock.ns2499.oracleGeneral.zst S3FIFO-1 cache size   102501, 1020735 req, miss ratio 0.1892, byte miss ratio 0.1892
result/tencentBlock.ns2499.oracleGeneral.zst LeCaR cache size      128, 1020735 req, miss ratio 0.6138, byte miss ratio 0.6138
result/tencentBlock.ns2499.oracleGeneral.zst LeCaR cache size      384, 1020735 req, miss ratio 0.5919, byte miss ratio 0.5919
result/tencentBlock.ns2499.oracleGeneral.zst LeCaR cache size     1281, 1020735 req, miss ratio 0.5750, byte miss ratio 0.5750
result/tencentBlock.ns2499.oracleGeneral.zst LeCaR cache size     3843, 1020735 req, miss ratio 0.5712, byte miss ratio 0.5712
result/tencentBlock.ns2499.oracleGeneral.zst LeCaR cache size    12812, 1020735 req, miss ratio 0.5695, byte miss ratio 0.5695
result/tencentBlock.ns2499.oracleGeneral.zst LeCaR cache size    25625, 1020735 req, miss ratio 0.5023, byte miss ratio 0.5023
result/tencentBlock.ns2499.oracleGeneral.zst LeCaR cache size    51250, 1020735 req, miss ratio 0.4146, byte miss ratio 0.4146
result/tencentBlock.ns2499.oracleGeneral.zst LeCaR cache size   102501, 1020735 req, miss ratio 0.1711, byte miss ratio 0.1711
result/tencentBlock.ns2499.oracleGeneral.zst LRU cache size      128, 1020735 req, miss ratio 0.6204, byte miss ratio 0.6204
result/tencentBlock.ns2499.oracleGeneral.zst LRU cache size      384, 1020735 req, miss ratio 0.5927, byte miss ratio 0.5927
result/tencentBlock.ns2499.oracleGeneral.zst LRU cache size     1281, 1020735 req, miss ratio 0.5769, byte miss ratio 0.5769
result/tencentBlock.ns2499.oracleGeneral.zst LRU cache size     3843, 1020735 req, miss ratio 0.5720, byte miss ratio 0.5720
result/tencentBlock.ns2499.oracleGeneral.zst LRU cache size    12812, 1020735 req, miss ratio 0.5698, byte miss ratio 0.5698
result/tencentBlock.ns2499.oracleGeneral.zst LRU cache size    25625, 1020735 req, miss ratio 0.5032, byte miss ratio 0.5032
result/tencentBlock.ns2499.oracleGeneral.zst LRU cache size    51250, 1020735 req, miss ratio 0.4201, byte miss ratio 0.4201
result/tencentBlock.ns2499.oracleGeneral.zst LRU cache size   102501, 1020735 req, miss ratio 0.1635, byte miss ratio 0.1635
result/tencentBlock.ns2499.oracleGeneral.zst ARC cache size      128, 1020735 req, miss ratio 0.5980, byte miss ratio 0.5980
result/tencentBlock.ns2499.oracleGeneral.zst ARC cache size      384, 1020735 req, miss ratio 0.5808, byte miss ratio 0.5808
result/tencentBlock.ns2499.oracleGeneral.zst ARC cache size     1281, 1020735 req, miss ratio 0.5730, byte miss ratio 0.5730
result/tencentBlock.ns2499.oracleGeneral.zst ARC cache size     3843, 1020735 req, miss ratio 0.5710, byte miss ratio 0.5710
result/tencentBlock.ns2499.oracleGeneral.zst ARC cache size    12812, 1020735 req, miss ratio 0.5683, byte miss ratio 0.5683
result/tencentBlock.ns2499.oracleGeneral.zst ARC cache size    25625, 1020735 req, miss ratio 0.5001, byte miss ratio 0.5001
result/tencentBlock.ns2499.oracleGeneral.zst ARC cache size    51250, 1020735 req, miss ratio 0.4324, byte miss ratio 0.4324
result/tencentBlock.ns2499.oracleGeneral.zst ARC cache size   102501, 1020735 req, miss ratio 0.1656, byte miss ratio 0.1656
result/tencentBlock.ns2499.oracleGeneral.zst Clock cache size      128, 1020735 req, miss ratio 0.6184, byte miss ratio 0.6184
result/tencentBlock.ns2499.oracleGeneral.zst Clock cache size      384, 1020735 req, miss ratio 0.5920, byte miss ratio 0.5920
result/tencentBlock.ns2499.oracleGeneral.zst Clock cache size     1281, 1020735 req, miss ratio 0.5762, byte miss ratio 0.5762
result/tencentBlock.ns2499.oracleGeneral.zst Clock cache size     3843, 1020735 req, miss ratio 0.5717, byte miss ratio 0.5717
result/tencentBlock.ns2499.oracleGeneral.zst Clock cache size    12812, 1020735 req, miss ratio 0.5697, byte miss ratio 0.5697
result/tencentBlock.ns2499.oracleGeneral.zst Clock cache size    25625, 1020735 req, miss ratio 0.5381, byte miss ratio 0.5381
result/tencentBlock.ns2499.oracleGeneral.zst Clock cache size    51250, 1020735 req, miss ratio 0.4537, byte miss ratio 0.4537
result/tencentBlock.ns2499.oracleGeneral.zst Clock cache size   102501, 1020735 req, miss ratio 0.1848, byte miss ratio 0.1848
result/tencentBlock.ns2499.oracleGeneral.zst FIFO cache size      128, 1020735 req, miss ratio 0.6714, byte miss ratio 0.6714
result/tencentBlock.ns2499.oracleGeneral.zst FIFO cache size      384, 1020735 req, miss ratio 0.6220, byte miss ratio 0.6220
result/tencentBlock.ns2499.oracleGeneral.zst FIFO cache size     1281, 1020735 req, miss ratio 0.5912, byte miss ratio 0.5912
