result/tencentBlock.ns16450.oracleGeneral.zst Clock cache size      189, 2214851 req, miss ratio 0.3621, byte miss ratio 0.3621
result/tencentBlock.ns16450.oracleGeneral.zst Clock cache size      568, 2214851 req, miss ratio 0.3417, byte miss ratio 0.3417
result/tencentBlock.ns16450.oracleGeneral.zst Clock cache size     1894, 2214851 req, miss ratio 0.3367, byte miss ratio 0.3367
result/tencentBlock.ns16450.oracleGeneral.zst Clock cache size     5683, 2214851 req, miss ratio 0.3352, byte miss ratio 0.3352
result/tencentBlock.ns16450.oracleGeneral.zst Clock cache size    18943, 2214851 req, miss ratio 0.3026, byte miss ratio 0.3026
result/tencentBlock.ns16450.oracleGeneral.zst Clock cache size    37887, 2214851 req, miss ratio 0.2769, byte miss ratio 0.2769
result/tencentBlock.ns16450.oracleGeneral.zst Clock cache size    75774, 2214851 req, miss ratio 0.2288, byte miss ratio 0.2288
result/tencentBlock.ns16450.oracleGeneral.zst Clock cache size   151549, 2214851 req, miss ratio 0.0959, byte miss ratio 0.0959
result/tencentBlock.ns16450.oracleGeneral.zst FIFO cache size      189, 2214851 req, miss ratio 0.4132, byte miss ratio 0.4132
result/tencentBlock.ns16450.oracleGeneral.zst FIFO cache size      568, 2214851 req, miss ratio 0.3642, byte miss ratio 0.3642
result/tencentBlock.ns16450.oracleGeneral.zst FIFO cache size     1894, 2214851 req, miss ratio 0.3452, byte miss ratio 0.3452
result/tencentBlock.ns16450.oracleGeneral.zst FIFO cache size     5683, 2214851 req, miss ratio 0.3386, byte miss ratio 0.3386
result/tencentBlock.ns16450.oracleGeneral.zst FIFO cache size    18943, 2214851 req, miss ratio 0.3090, byte miss ratio 0.3090
result/tencentBlock.ns16450.oracleGeneral.zst FIFO cache size    37887, 2214851 req, miss ratio 0.2819, byte miss ratio 0.2819
result/tencentBlock.ns16450.oracleGeneral.zst FIFO cache size    75774, 2214851 req, miss ratio 0.1988, byte miss ratio 0.1988
result/tencentBlock.ns16450.oracleGeneral.zst FIFO cache size   151549, 2214851 req, miss ratio 0.1116, byte miss ratio 0.1116
result/tencentBlock.ns16450.oracleGeneral.zst LeCaR cache size      189, 2214851 req, miss ratio 0.3602, byte miss ratio 0.3602
result/tencentBlock.ns16450.oracleGeneral.zst LeCaR cache size      568, 2214851 req, miss ratio 0.3409, byte miss ratio 0.3409
result/tencentBlock.ns16450.oracleGeneral.zst LeCaR cache size     1894, 2214851 req, miss ratio 0.3363, byte miss ratio 0.3363
result/tencentBlock.ns16450.oracleGeneral.zst LeCaR cache size     5683, 2214851 req, miss ratio 0.3352, byte miss ratio 0.3352
result/tencentBlock.ns16450.oracleGeneral.zst LeCaR cache size    18943, 2214851 req, miss ratio 0.2979, byte miss ratio 0.2979
result/tencentBlock.ns16450.oracleGeneral.zst LeCaR cache size    37887, 2214851 req, miss ratio 0.2691, byte miss ratio 0.2691
result/tencentBlock.ns16450.oracleGeneral.zst LeCaR cache size    75774, 2214851 req, miss ratio 0.1843, byte miss ratio 0.1843
result/tencentBlock.ns16450.oracleGeneral.zst LeCaR cache size   151549, 2214851 req, miss ratio 0.0908, byte miss ratio 0.0908
result/tencentBlock.ns16450.oracleGeneral.zst LIRS cache size      189, 2214851 req, miss ratio 0.4082, byte miss ratio 0.4082
result/tencentBlock.ns16450.oracleGeneral.zst LIRS cache size      568, 2214851 req, miss ratio 0.3813, byte miss ratio 0.3813
result/tencentBlock.ns16450.oracleGeneral.zst LIRS cache size     1894, 2214851 req, miss ratio 0.3387, byte miss ratio 0.3387
result/tencentBlock.ns16450.oracleGeneral.zst LIRS cache size     5683, 2214851 req, miss ratio 0.3325, byte miss ratio 0.3325
result/tencentBlock.ns16450.oracleGeneral.zst LIRS cache size    18943, 2214851 req, miss ratio 0.2963, byte miss ratio 0.2963
result/tencentBlock.ns16450.oracleGeneral.zst LIRS cache size    37887, 2214851 req, miss ratio 0.2587, byte miss ratio 0.2587
result/tencentBlock.ns16450.oracleGeneral.zst LIRS cache size    75774, 2214851 req, miss ratio 0.2016, byte miss ratio 0.2016
result/tencentBlock.ns16450.oracleGeneral.zst LIRS cache size   151549, 2214851 req, miss ratio 0.0903, byte miss ratio 0.0903
result/tencentBlock.ns16450.oracleGeneral.zst ARC cache size      189, 2214851 req, miss ratio 0.3487, byte miss ratio 0.3487
result/tencentBlock.ns16450.oracleGeneral.zst ARC cache size      568, 2214851 req, miss ratio 0.3384, byte miss ratio 0.3384
result/tencentBlock.ns16450.oracleGeneral.zst ARC cache size     1894, 2214851 req, miss ratio 0.3356, byte miss ratio 0.3356
result/tencentBlock.ns16450.oracleGeneral.zst ARC cache size     5683, 2214851 req, miss ratio 0.3353, byte miss ratio 0.3353
result/tencentBlock.ns16450.oracleGeneral.zst ARC cache size    18943, 2214851 req, miss ratio 0.3032, byte miss ratio 0.3032
result/tencentBlock.ns16450.oracleGeneral.zst ARC cache size    37887, 2214851 req, miss ratio 0.2574, byte miss ratio 0.2574
result/tencentBlock.ns16450.oracleGeneral.zst ARC cache size    75774, 2214851 req, miss ratio 0.1893, byte miss ratio 0.1893
result/tencentBlock.ns16450.oracleGeneral.zst ARC cache size   151549, 2214851 req, miss ratio 0.0942, byte miss ratio 0.0942
result/tencentBlock.ns16450.oracleGeneral.zst Cacheus cache size      189, 2214851 req, miss ratio 0.3488, byte miss ratio 0.3488
result/tencentBlock.ns16450.oracleGeneral.zst Cacheus cache size      568, 2214851 req, miss ratio 0.3386, byte miss ratio 0.3386
result/tencentBlock.ns16450.oracleGeneral.zst Cacheus cache size     1894, 2214851 req, miss ratio 0.3355, byte miss ratio 0.3355
result/tencentBlock.ns16450.oracleGeneral.zst Cacheus cache size     5683, 2214851 req, miss ratio 0.3350, byte miss ratio 0.3350
result/tencentBlock.ns16450.oracleGeneral.zst Cacheus cache size    18943, 2214851 req, miss ratio 0.3048, byte miss ratio 0.3048
result/tencentBlock.ns16450.oracleGeneral.zst Cacheus cache size    37887, 2214851 req, miss ratio 0.2680, byte miss ratio 0.2680
result/tencentBlock.ns16450.oracleGeneral.zst Cacheus cache size    75774, 2214851 req, miss ratio 0.2194, byte miss ratio 0.2194
result/tencentBlock.ns16450.oracleGeneral.zst Cacheus cache size   151549, 2214851 req, miss ratio 0.0940, byte miss ratio 0.0940
result/tencentBlock.ns16450.oracleGeneral.zst LRU cache size      189, 2214851 req, miss ratio 0.3634, byte miss ratio 0.3634
result/tencentBlock.ns16450.oracleGeneral.zst LRU cache size      568, 2214851 req, miss ratio 0.3422, byte miss ratio 0.3422
result/tencentBlock.ns16450.oracleGeneral.zst LRU cache size     1894, 2214851 req, miss ratio 0.3369, byte miss ratio 0.3369
result/tencentBlock.ns16450.oracleGeneral.zst LRU cache size     5683, 2214851 req, miss ratio 0.3352, byte miss ratio 0.3352
result/tencentBlock.ns16450.oracleGeneral.zst LRU cache size    18943, 2214851 req, miss ratio 0.2986, byte miss ratio 0.2986
result/tencentBlock.ns16450.oracleGeneral.zst LRU cache size    37887, 2214851 req, miss ratio 0.2730, byte miss ratio 0.2730
result/tencentBlock.ns16450.oracleGeneral.zst LRU cache size    75774, 2214851 req, miss ratio 0.1828, byte miss ratio 0.1828
result/tencentBlock.ns16450.oracleGeneral.zst LRU cache size   151549, 2214851 req, miss ratio 0.0936, byte miss ratio 0.0936
result/tencentBlock.ns16450.oracleGeneral.zst LHD cache size      189, 2214851 req, miss ratio 0.3592, byte miss ratio 0.3592
result/tencentBlock.ns16450.oracleGeneral.zst LHD cache size      568, 2214851 req, miss ratio 0.3414, byte miss ratio 0.3414
result/tencentBlock.ns16450.oracleGeneral.zst LHD cache size     1894, 2214851 req, miss ratio 0.3360, byte miss ratio 0.3360
result/tencentBlock.ns16450.oracleGeneral.zst LHD cache size     5683, 2214851 req, miss ratio 0.3305, byte miss ratio 0.3305
result/tencentBlock.ns16450.oracleGeneral.zst LHD cache size    18943, 2214851 req, miss ratio 0.2919, byte miss ratio 0.2919
result/tencentBlock.ns16450.oracleGeneral.zst LHD cache size    37887, 2214851 req, miss ratio 0.2519, byte miss ratio 0.2519
result/tencentBlock.ns16450.oracleGeneral.zst LHD cache size    75774, 2214851 req, miss ratio 0.1702, byte miss ratio 0.1702
result/tencentBlock.ns16450.oracleGeneral.zst LHD cache size   151549, 2214851 req, miss ratio 0.0942, byte miss ratio 0.0942
result/tencentBlock.ns16450.oracleGeneral.zst clock2 cache size      189, 2214851 req, miss ratio 0.3629, byte miss ratio 0.3629
result/tencentBlock.ns16450.oracleGeneral.zst clock2 cache size      568, 2214851 req, miss ratio 0.3417, byte miss ratio 0.3417
result/tencentBlock.ns16450.oracleGeneral.zst clock2 cache size     1894, 2214851 req, miss ratio 0.3366, byte miss ratio 0.3366
result/tencentBlock.ns16450.oracleGeneral.zst clock2 cache size     5683, 2214851 req, miss ratio 0.3352, byte miss ratio 0.3352
result/tencentBlock.ns16450.oracleGeneral.zst clock2 cache size    18943, 2214851 req, miss ratio 0.3309, byte miss ratio 0.3309
result/tencentBlock.ns16450.oracleGeneral.zst clock2 cache size    37887, 2214851 req, miss ratio 0.2892, byte miss ratio 0.2892
result/tencentBlock.ns16450.oracleGeneral.zst clock2 cache size    75774, 2214851 req, miss ratio 0.2335, byte miss ratio 0.2335
result/tencentBlock.ns16450.oracleGeneral.zst clock2 cache size   151549, 2214851 req, miss ratio 0.0983, byte miss ratio 0.0983
result/tencentBlock.ns16450.oracleGeneral.zst S3FIFO-1 cache size      189, 2214851 req, miss ratio 0.3516, byte miss ratio 0.3516
result/tencentBlock.ns16450.oracleGeneral.zst S3FIFO-1 cache size      568, 2214851 req, miss ratio 0.3379, byte miss ratio 0.3379
result/tencentBlock.ns16450.oracleGeneral.zst S3FIFO-1 cache size     1894, 2214851 req, miss ratio 0.3355, byte miss ratio 0.3355
