result/tencentBlock.ns21371.oracleGeneral.zst Clock cache size      225, 3034499 req, miss ratio 0.3396, byte miss ratio 0.3396
result/tencentBlock.ns21371.oracleGeneral.zst Clock cache size      677, 3034499 req, miss ratio 0.3010, byte miss ratio 0.3010
result/tencentBlock.ns21371.oracleGeneral.zst Clock cache size     2256, 3034499 req, miss ratio 0.2946, byte miss ratio 0.2946
result/tencentBlock.ns21371.oracleGeneral.zst Clock cache size     6770, 3034499 req, miss ratio 0.2899, byte miss ratio 0.2899
result/tencentBlock.ns21371.oracleGeneral.zst Clock cache size    22567, 3034499 req, miss ratio 0.2843, byte miss ratio 0.2843
result/tencentBlock.ns21371.oracleGeneral.zst Clock cache size    45135, 3034499 req, miss ratio 0.2468, byte miss ratio 0.2468
result/tencentBlock.ns21371.oracleGeneral.zst Clock cache size    90270, 3034499 req, miss ratio 0.1398, byte miss ratio 0.1398
result/tencentBlock.ns21371.oracleGeneral.zst Clock cache size   180540, 3034499 req, miss ratio 0.0745, byte miss ratio 0.0745
result/tencentBlock.ns21371.oracleGeneral.zst Cacheus cache size      225, 3034499 req, miss ratio 0.3069, byte miss ratio 0.3069
result/tencentBlock.ns21371.oracleGeneral.zst Cacheus cache size      677, 3034499 req, miss ratio 0.2957, byte miss ratio 0.2957
result/tencentBlock.ns21371.oracleGeneral.zst Cacheus cache size     2256, 3034499 req, miss ratio 0.2902, byte miss ratio 0.2902
result/tencentBlock.ns21371.oracleGeneral.zst Cacheus cache size     6770, 3034499 req, miss ratio 0.2850, byte miss ratio 0.2850
result/tencentBlock.ns21371.oracleGeneral.zst Cacheus cache size    22567, 3034499 req, miss ratio 0.2711, byte miss ratio 0.2711
result/tencentBlock.ns21371.oracleGeneral.zst Cacheus cache size    45135, 3034499 req, miss ratio 0.2471, byte miss ratio 0.2471
result/tencentBlock.ns21371.oracleGeneral.zst Cacheus cache size    90270, 3034499 req, miss ratio 0.1213, byte miss ratio 0.1213
result/tencentBlock.ns21371.oracleGeneral.zst Cacheus cache size   180540, 3034499 req, miss ratio 0.0746, byte miss ratio 0.0746
result/tencentBlock.ns21371.oracleGeneral.zst FIFO cache size      225, 3034499 req, miss ratio 0.3941, byte miss ratio 0.3941
result/tencentBlock.ns21371.oracleGeneral.zst FIFO cache size      677, 3034499 req, miss ratio 0.3336, byte miss ratio 0.3336
result/tencentBlock.ns21371.oracleGeneral.zst FIFO cache size     2256, 3034499 req, miss ratio 0.3055, byte miss ratio 0.3055
result/tencentBlock.ns21371.oracleGeneral.zst FIFO cache size     6770, 3034499 req, miss ratio 0.2954, byte miss ratio 0.2954
result/tencentBlock.ns21371.oracleGeneral.zst FIFO cache size    22567, 3034499 req, miss ratio 0.2883, byte miss ratio 0.2883
result/tencentBlock.ns21371.oracleGeneral.zst FIFO cache size    45135, 3034499 req, miss ratio 0.2551, byte miss ratio 0.2551
result/tencentBlock.ns21371.oracleGeneral.zst FIFO cache size    90270, 3034499 req, miss ratio 0.1558, byte miss ratio 0.1558
result/tencentBlock.ns21371.oracleGeneral.zst FIFO cache size   180540, 3034499 req, miss ratio 0.0938, byte miss ratio 0.0938
result/tencentBlock.ns21371.oracleGeneral.zst LeCaR cache size      225, 3034499 req, miss ratio 0.3375, byte miss ratio 0.3375
result/tencentBlock.ns21371.oracleGeneral.zst LeCaR cache size      677, 3034499 req, miss ratio 0.2987, byte miss ratio 0.2987
result/tencentBlock.ns21371.oracleGeneral.zst LeCaR cache size     2256, 3034499 req, miss ratio 0.2935, byte miss ratio 0.2935
result/tencentBlock.ns21371.oracleGeneral.zst LeCaR cache size     6770, 3034499 req, miss ratio 0.2890, byte miss ratio 0.2890
result/tencentBlock.ns21371.oracleGeneral.zst LeCaR cache size    22567, 3034499 req, miss ratio 0.2823, byte miss ratio 0.2823
result/tencentBlock.ns21371.oracleGeneral.zst LeCaR cache size    45135, 3034499 req, miss ratio 0.2424, byte miss ratio 0.2424
result/tencentBlock.ns21371.oracleGeneral.zst LeCaR cache size    90270, 3034499 req, miss ratio 0.1232, byte miss ratio 0.1232
result/tencentBlock.ns21371.oracleGeneral.zst LeCaR cache size   180540, 3034499 req, miss ratio 0.0745, byte miss ratio 0.0745
result/tencentBlock.ns21371.oracleGeneral.zst ARC cache size      225, 3034499 req, miss ratio 0.3223, byte miss ratio 0.3223
result/tencentBlock.ns21371.oracleGeneral.zst ARC cache size      677, 3034499 req, miss ratio 0.2960, byte miss ratio 0.2960
result/tencentBlock.ns21371.oracleGeneral.zst ARC cache size     2256, 3034499 req, miss ratio 0.2892, byte miss ratio 0.2892
result/tencentBlock.ns21371.oracleGeneral.zst ARC cache size     6770, 3034499 req, miss ratio 0.2845, byte miss ratio 0.2845
result/tencentBlock.ns21371.oracleGeneral.zst ARC cache size    22567, 3034499 req, miss ratio 0.2796, byte miss ratio 0.2796
result/tencentBlock.ns21371.oracleGeneral.zst ARC cache size    45135, 3034499 req, miss ratio 0.2385, byte miss ratio 0.2385
result/tencentBlock.ns21371.oracleGeneral.zst ARC cache size    90270, 3034499 req, miss ratio 0.1307, byte miss ratio 0.1307
result/tencentBlock.ns21371.oracleGeneral.zst ARC cache size   180540, 3034499 req, miss ratio 0.0745, byte miss ratio 0.0745
result/tencentBlock.ns21371.oracleGeneral.zst S3FIFO-1 cache size      225, 3034499 req, miss ratio 0.3189, byte miss ratio 0.3189
result/tencentBlock.ns21371.oracleGeneral.zst S3FIFO-1 cache size      677, 3034499 req, miss ratio 0.2944, byte miss ratio 0.2944
result/tencentBlock.ns21371.oracleGeneral.zst S3FIFO-1 cache size     2256, 3034499 req, miss ratio 0.2875, byte miss ratio 0.2875
result/tencentBlock.ns21371.oracleGeneral.zst S3FIFO-1 cache size     6770, 3034499 req, miss ratio 0.2834, byte miss ratio 0.2834
result/tencentBlock.ns21371.oracleGeneral.zst S3FIFO-1 cache size    22567, 3034499 req, miss ratio 0.2677, byte miss ratio 0.2677
result/tencentBlock.ns21371.oracleGeneral.zst S3FIFO-1 cache size    45135, 3034499 req, miss ratio 0.2207, byte miss ratio 0.2207
result/tencentBlock.ns21371.oracleGeneral.zst S3FIFO-1 cache size    90270, 3034499 req, miss ratio 0.1214, byte miss ratio 0.1214
result/tencentBlock.ns21371.oracleGeneral.zst S3FIFO-1 cache size   180540, 3034499 req, miss ratio 0.0745, byte miss ratio 0.0745
result/tencentBlock.ns21371.oracleGeneral.zst LRU cache size      225, 3034499 req, miss ratio 0.3406, byte miss ratio 0.3406
result/tencentBlock.ns21371.oracleGeneral.zst LRU cache size      677, 3034499 req, miss ratio 0.3037, byte miss ratio 0.3037
result/tencentBlock.ns21371.oracleGeneral.zst LRU cache size     2256, 3034499 req, miss ratio 0.2950, byte miss ratio 0.2950
result/tencentBlock.ns21371.oracleGeneral.zst LRU cache size     6770, 3034499 req, miss ratio 0.2903, byte miss ratio 0.2903
result/tencentBlock.ns21371.oracleGeneral.zst LRU cache size    22567, 3034499 req, miss ratio 0.2848, byte miss ratio 0.2848
result/tencentBlock.ns21371.oracleGeneral.zst LRU cache size    45135, 3034499 req, miss ratio 0.2456, byte miss ratio 0.2456
