result/tencentBlock.ns9313.oracleGeneral.zst Clock cache size      510, 7347951 req, miss ratio 0.3551, byte miss ratio 0.3551
result/tencentBlock.ns9313.oracleGeneral.zst Clock cache size     1532, 7347951 req, miss ratio 0.3072, byte miss ratio 0.3072
result/tencentBlock.ns9313.oracleGeneral.zst Clock cache size     5108, 7347951 req, miss ratio 0.2156, byte miss ratio 0.2156
result/tencentBlock.ns9313.oracleGeneral.zst Clock cache size    15324, 7347951 req, miss ratio 0.1695, byte miss ratio 0.1695
result/tencentBlock.ns9313.oracleGeneral.zst Clock cache size    51080, 7347951 req, miss ratio 0.1227, byte miss ratio 0.1227
result/tencentBlock.ns9313.oracleGeneral.zst Clock cache size   102160, 7347951 req, miss ratio 0.1013, byte miss ratio 0.1013
result/tencentBlock.ns9313.oracleGeneral.zst Clock cache size   204320, 7347951 req, miss ratio 0.0842, byte miss ratio 0.0842
result/tencentBlock.ns9313.oracleGeneral.zst Clock cache size   408640, 7347951 req, miss ratio 0.0703, byte miss ratio 0.0703
result/tencentBlock.ns9313.oracleGeneral.zst LIRS cache size      510, 7347951 req, miss ratio 0.3337, byte miss ratio 0.3337
result/tencentBlock.ns9313.oracleGeneral.zst LIRS cache size     1532, 7347951 req, miss ratio 0.2653, byte miss ratio 0.2653
result/tencentBlock.ns9313.oracleGeneral.zst LIRS cache size     5108, 7347951 req, miss ratio 0.1990, byte miss ratio 0.1990
result/tencentBlock.ns9313.oracleGeneral.zst LIRS cache size    15324, 7347951 req, miss ratio 0.1619, byte miss ratio 0.1619
result/tencentBlock.ns9313.oracleGeneral.zst LIRS cache size    51080, 7347951 req, miss ratio 0.1241, byte miss ratio 0.1241
result/tencentBlock.ns9313.oracleGeneral.zst LIRS cache size   102160, 7347951 req, miss ratio 0.1060, byte miss ratio 0.1060
result/tencentBlock.ns9313.oracleGeneral.zst LIRS cache size   204320, 7347951 req, miss ratio 0.0855, byte miss ratio 0.0855
result/tencentBlock.ns9313.oracleGeneral.zst LIRS cache size   408640, 7347951 req, miss ratio 0.0709, byte miss ratio 0.0709
result/tencentBlock.ns9313.oracleGeneral.zst ARC cache size      510, 7347951 req, miss ratio 0.3299, byte miss ratio 0.3299
result/tencentBlock.ns9313.oracleGeneral.zst ARC cache size     1532, 7347951 req, miss ratio 0.2676, byte miss ratio 0.2676
result/tencentBlock.ns9313.oracleGeneral.zst ARC cache size     5108, 7347951 req, miss ratio 0.1966, byte miss ratio 0.1966
result/tencentBlock.ns9313.oracleGeneral.zst ARC cache size    15324, 7347951 req, miss ratio 0.1599, byte miss ratio 0.1599
result/tencentBlock.ns9313.oracleGeneral.zst ARC cache size    51080, 7347951 req, miss ratio 0.1191, byte miss ratio 0.1191
result/tencentBlock.ns9313.oracleGeneral.zst ARC cache size   102160, 7347951 req, miss ratio 0.0996, byte miss ratio 0.0996
result/tencentBlock.ns9313.oracleGeneral.zst ARC cache size   204320, 7347951 req, miss ratio 0.0817, byte miss ratio 0.0817
result/tencentBlock.ns9313.oracleGeneral.zst ARC cache size   408640, 7347951 req, miss ratio 0.0703, byte miss ratio 0.0703
result/tencentBlock.ns9313.oracleGeneral.zst Cacheus cache size      510, 7347951 req, miss ratio 0.3361, byte miss ratio 0.3361
result/tencentBlock.ns9313.oracleGeneral.zst Cacheus cache size     1532, 7347951 req, miss ratio 0.2904, byte miss ratio 0.2904
result/tencentBlock.ns9313.oracleGeneral.zst Cacheus cache size     5108, 7347951 req, miss ratio 0.2053, byte miss ratio 0.2053
result/tencentBlock.ns9313.oracleGeneral.zst Cacheus cache size    15324, 7347951 req, miss ratio 0.1643, byte miss ratio 0.1643
result/tencentBlock.ns9313.oracleGeneral.zst Cacheus cache size    51080, 7347951 req, miss ratio 0.1184, byte miss ratio 0.1184
result/tencentBlock.ns9313.oracleGeneral.zst Cacheus cache size   102160, 7347951 req, miss ratio 0.1039, byte miss ratio 0.1039
result/tencentBlock.ns9313.oracleGeneral.zst Cacheus cache size   204320, 7347951 req, miss ratio 0.0856, byte miss ratio 0.0856
result/tencentBlock.ns9313.oracleGeneral.zst Cacheus cache size   408640, 7347951 req, miss ratio 0.0703, byte miss ratio 0.0703
result/tencentBlock.ns9313.oracleGeneral.zst LHD cache size      510, 7347951 req, miss ratio 0.3625, byte miss ratio 0.3625
result/tencentBlock.ns9313.oracleGeneral.zst LHD cache size     1532, 7347951 req, miss ratio 0.2917, byte miss ratio 0.2917
result/tencentBlock.ns9313.oracleGeneral.zst LHD cache size     5108, 7347951 req, miss ratio 0.2098, byte miss ratio 0.2098
result/tencentBlock.ns9313.oracleGeneral.zst LHD cache size    15324, 7347951 req, miss ratio 0.1665, byte miss ratio 0.1665
result/tencentBlock.ns9313.oracleGeneral.zst LHD cache size    51080, 7347951 req, miss ratio 0.1228, byte miss ratio 0.1228
result/tencentBlock.ns9313.oracleGeneral.zst LHD cache size   102160, 7347951 req, miss ratio 0.1021, byte miss ratio 0.1021
result/tencentBlock.ns9313.oracleGeneral.zst LHD cache size   204320, 7347951 req, miss ratio 0.0836, byte miss ratio 0.0836
result/tencentBlock.ns9313.oracleGeneral.zst LHD cache size   408640, 7347951 req, miss ratio 0.0706, byte miss ratio 0.0706
result/tencentBlock.ns9313.oracleGeneral.zst S3FIFO-1 cache size      510, 7347951 req, miss ratio 0.3289, byte miss ratio 0.3289
result/tencentBlock.ns9313.oracleGeneral.zst S3FIFO-1 cache size     1532, 7347951 req, miss ratio 0.2653, byte miss ratio 0.2653
result/tencentBlock.ns9313.oracleGeneral.zst S3FIFO-1 cache size     5108, 7347951 req, miss ratio 0.1970, byte miss ratio 0.1970
result/tencentBlock.ns9313.oracleGeneral.zst S3FIFO-1 cache size    15324, 7347951 req, miss ratio 0.1599, byte miss ratio 0.1599
result/tencentBlock.ns9313.oracleGeneral.zst S3FIFO-1 cache size    51080, 7347951 req, miss ratio 0.1215, byte miss ratio 0.1215
result/tencentBlock.ns9313.oracleGeneral.zst S3FIFO-1 cache size   102160, 7347951 req, miss ratio 0.1006, byte miss ratio 0.1006
