result/tencentBlock.ns14341.oracleGeneral.zst LeCaR cache size      480, 4297339 req, miss ratio 0.5146, byte miss ratio 0.5146
result/tencentBlock.ns14341.oracleGeneral.zst LeCaR cache size     1442, 4297339 req, miss ratio 0.4105, byte miss ratio 0.4105
result/tencentBlock.ns14341.oracleGeneral.zst LeCaR cache size     4808, 4297339 req, miss ratio 0.3028, byte miss ratio 0.3028
result/tencentBlock.ns14341.oracleGeneral.zst LeCaR cache size    14425, 4297339 req, miss ratio 0.2775, byte miss ratio 0.2775
result/tencentBlock.ns14341.oracleGeneral.zst LeCaR cache size    48084, 4297339 req, miss ratio 0.2114, byte miss ratio 0.2114
result/tencentBlock.ns14341.oracleGeneral.zst LeCaR cache size    96168, 4297339 req, miss ratio 0.1600, byte miss ratio 0.1600
result/tencentBlock.ns14341.oracleGeneral.zst LeCaR cache size   192337, 4297339 req, miss ratio 0.1228, byte miss ratio 0.1228
result/tencentBlock.ns14341.oracleGeneral.zst LeCaR cache size   384675, 4297339 req, miss ratio 0.1122, byte miss ratio 0.1122
result/tencentBlock.ns14341.oracleGeneral.zst LHD cache size      480, 4297339 req, miss ratio 0.5168, byte miss ratio 0.5168
result/tencentBlock.ns14341.oracleGeneral.zst LHD cache size     1442, 4297339 req, miss ratio 0.3908, byte miss ratio 0.3908
result/tencentBlock.ns14341.oracleGeneral.zst LHD cache size     4808, 4297339 req, miss ratio 0.3022, byte miss ratio 0.3022
result/tencentBlock.ns14341.oracleGeneral.zst LHD cache size    14425, 4297339 req, miss ratio 0.2665, byte miss ratio 0.2665
result/tencentBlock.ns14341.oracleGeneral.zst LHD cache size    48084, 4297339 req, miss ratio 0.2080, byte miss ratio 0.2080
result/tencentBlock.ns14341.oracleGeneral.zst LHD cache size    96168, 4297339 req, miss ratio 0.1509, byte miss ratio 0.1509
result/tencentBlock.ns14341.oracleGeneral.zst LHD cache size   192337, 4297339 req, miss ratio 0.1250, byte miss ratio 0.1250
result/tencentBlock.ns14341.oracleGeneral.zst LHD cache size   384675, 4297339 req, miss ratio 0.1127, byte miss ratio 0.1127
result/tencentBlock.ns14341.oracleGeneral.zst Cacheus cache size      480, 4297339 req, miss ratio 0.5083, byte miss ratio 0.5083
result/tencentBlock.ns14341.oracleGeneral.zst Cacheus cache size     1442, 4297339 req, miss ratio 0.3945, byte miss ratio 0.3945
result/tencentBlock.ns14341.oracleGeneral.zst Cacheus cache size     4808, 4297339 req, miss ratio 0.2997, byte miss ratio 0.2997
result/tencentBlock.ns14341.oracleGeneral.zst Cacheus cache size    14425, 4297339 req, miss ratio 0.2674, byte miss ratio 0.2674
result/tencentBlock.ns14341.oracleGeneral.zst Cacheus cache size    48084, 4297339 req, miss ratio 0.2145, byte miss ratio 0.2145
result/tencentBlock.ns14341.oracleGeneral.zst Cacheus cache size    96168, 4297339 req, miss ratio 0.1726, byte miss ratio 0.1726
result/tencentBlock.ns14341.oracleGeneral.zst Cacheus cache size   192337, 4297339 req, miss ratio 0.1217, byte miss ratio 0.1217
result/tencentBlock.ns14341.oracleGeneral.zst Cacheus cache size   384675, 4297339 req, miss ratio 0.1125, byte miss ratio 0.1125
