result/tencentBlock.ns18926.oracleGeneral.zst Clock cache size      513, 13421482 req, miss ratio 0.2842, byte miss ratio 0.2842
result/tencentBlock.ns18926.oracleGeneral.zst Clock cache size     1540, 13421482 req, miss ratio 0.2348, byte miss ratio 0.2348
result/tencentBlock.ns18926.oracleGeneral.zst Clock cache size     5136, 13421482 req, miss ratio 0.2089, byte miss ratio 0.2089
result/tencentBlock.ns18926.oracleGeneral.zst Clock cache size    15408, 13421482 req, miss ratio 0.1784, byte miss ratio 0.1784
result/tencentBlock.ns18926.oracleGeneral.zst Clock cache size    51363, 13421482 req, miss ratio 0.1021, byte miss ratio 0.1021
result/tencentBlock.ns18926.oracleGeneral.zst Clock cache size   102726, 13421482 req, miss ratio 0.0685, byte miss ratio 0.0685
result/tencentBlock.ns18926.oracleGeneral.zst Clock cache size   205453, 13421482 req, miss ratio 0.0478, byte miss ratio 0.0478
result/tencentBlock.ns18926.oracleGeneral.zst Clock cache size   410906, 13421482 req, miss ratio 0.0387, byte miss ratio 0.0387
result/tencentBlock.ns18926.oracleGeneral.zst FIFO cache size      513, 13421482 req, miss ratio 0.3364, byte miss ratio 0.3364
result/tencentBlock.ns18926.oracleGeneral.zst FIFO cache size     1540, 13421482 req, miss ratio 0.2638, byte miss ratio 0.2638
result/tencentBlock.ns18926.oracleGeneral.zst FIFO cache size     5136, 13421482 req, miss ratio 0.2251, byte miss ratio 0.2251
result/tencentBlock.ns18926.oracleGeneral.zst FIFO cache size    15408, 13421482 req, miss ratio 0.1813, byte miss ratio 0.1813
result/tencentBlock.ns18926.oracleGeneral.zst FIFO cache size    51363, 13421482 req, miss ratio 0.1181, byte miss ratio 0.1181
result/tencentBlock.ns18926.oracleGeneral.zst FIFO cache size   102726, 13421482 req, miss ratio 0.0855, byte miss ratio 0.0855
result/tencentBlock.ns18926.oracleGeneral.zst FIFO cache size   205453, 13421482 req, miss ratio 0.0579, byte miss ratio 0.0579
result/tencentBlock.ns18926.oracleGeneral.zst FIFO cache size   410906, 13421482 req, miss ratio 0.0439, byte miss ratio 0.0439
result/tencentBlock.ns18926.oracleGeneral.zst LeCaR cache size      513, 13421482 req, miss ratio 0.2781, byte miss ratio 0.2781
result/tencentBlock.ns18926.oracleGeneral.zst LeCaR cache size     1540, 13421482 req, miss ratio 0.2315, byte miss ratio 0.2315
result/tencentBlock.ns18926.oracleGeneral.zst LeCaR cache size     5136, 13421482 req, miss ratio 0.2071, byte miss ratio 0.2071
result/tencentBlock.ns18926.oracleGeneral.zst LeCaR cache size    15408, 13421482 req, miss ratio 0.1684, byte miss ratio 0.1684
result/tencentBlock.ns18926.oracleGeneral.zst LeCaR cache size    51363, 13421482 req, miss ratio 0.0939, byte miss ratio 0.0939
result/tencentBlock.ns18926.oracleGeneral.zst LeCaR cache size   102726, 13421482 req, miss ratio 0.0658, byte miss ratio 0.0658
result/tencentBlock.ns18926.oracleGeneral.zst LeCaR cache size   205453, 13421482 req, miss ratio 0.0464, byte miss ratio 0.0464
result/tencentBlock.ns18926.oracleGeneral.zst LeCaR cache size   410906, 13421482 req, miss ratio 0.0392, byte miss ratio 0.0392
