result/tencentBlock.ns16975.oracleGeneral.zst LeCaR cache size      449, 3912023 req, miss ratio 0.5344, byte miss ratio 0.5344
result/tencentBlock.ns16975.oracleGeneral.zst LeCaR cache size     1348, 3912023 req, miss ratio 0.4458, byte miss ratio 0.4458
result/tencentBlock.ns16975.oracleGeneral.zst LeCaR cache size     4495, 3912023 req, miss ratio 0.3392, byte miss ratio 0.3392
result/tencentBlock.ns16975.oracleGeneral.zst LeCaR cache size    13485, 3912023 req, miss ratio 0.3151, byte miss ratio 0.3151
result/tencentBlock.ns16975.oracleGeneral.zst LeCaR cache size    44952, 3912023 req, miss ratio 0.2505, byte miss ratio 0.2505
result/tencentBlock.ns16975.oracleGeneral.zst LeCaR cache size    89904, 3912023 req, miss ratio 0.2024, byte miss ratio 0.2024
result/tencentBlock.ns16975.oracleGeneral.zst LeCaR cache size   179809, 3912023 req, miss ratio 0.1344, byte miss ratio 0.1344
result/tencentBlock.ns16975.oracleGeneral.zst LeCaR cache size   359619, 3912023 req, miss ratio 0.1156, byte miss ratio 0.1156
result/tencentBlock.ns16975.oracleGeneral.zst S3FIFO-1 cache size      449, 3912023 req, miss ratio 0.5382, byte miss ratio 0.5382
result/tencentBlock.ns16975.oracleGeneral.zst S3FIFO-1 cache size     1348, 3912023 req, miss ratio 0.3823, byte miss ratio 0.3823
result/tencentBlock.ns16975.oracleGeneral.zst S3FIFO-1 cache size     4495, 3912023 req, miss ratio 0.3339, byte miss ratio 0.3339
result/tencentBlock.ns16975.oracleGeneral.zst S3FIFO-1 cache size    13485, 3912023 req, miss ratio 0.2975, byte miss ratio 0.2975
result/tencentBlock.ns16975.oracleGeneral.zst S3FIFO-1 cache size    44952, 3912023 req, miss ratio 0.2562, byte miss ratio 0.2562
result/tencentBlock.ns16975.oracleGeneral.zst S3FIFO-1 cache size    89904, 3912023 req, miss ratio 0.2098, byte miss ratio 0.2098
result/tencentBlock.ns16975.oracleGeneral.zst S3FIFO-1 cache size   179809, 3912023 req, miss ratio 0.1350, byte miss ratio 0.1350
result/tencentBlock.ns16975.oracleGeneral.zst S3FIFO-1 cache size   359619, 3912023 req, miss ratio 0.1168, byte miss ratio 0.1168
result/tencentBlock.ns16975.oracleGeneral.zst LHD cache size      449, 3912023 req, miss ratio 0.5370, byte miss ratio 0.5370
result/tencentBlock.ns16975.oracleGeneral.zst LHD cache size     1348, 3912023 req, miss ratio 0.4314, byte miss ratio 0.4314
result/tencentBlock.ns16975.oracleGeneral.zst LHD cache size     4495, 3912023 req, miss ratio 0.3378, byte miss ratio 0.3378
result/tencentBlock.ns16975.oracleGeneral.zst LHD cache size    13485, 3912023 req, miss ratio 0.3060, byte miss ratio 0.3060
result/tencentBlock.ns16975.oracleGeneral.zst LHD cache size    44952, 3912023 req, miss ratio 0.2460, byte miss ratio 0.2460
result/tencentBlock.ns16975.oracleGeneral.zst LHD cache size    89904, 3912023 req, miss ratio 0.1900, byte miss ratio 0.1900
result/tencentBlock.ns16975.oracleGeneral.zst LHD cache size   179809, 3912023 req, miss ratio 0.1311, byte miss ratio 0.1311
result/tencentBlock.ns16975.oracleGeneral.zst LHD cache size   359619, 3912023 req, miss ratio 0.1161, byte miss ratio 0.1161
result/tencentBlock.ns16975.oracleGeneral.zst Clock cache size      449, 3912023 req, miss ratio 0.5368, byte miss ratio 0.5368
