result/tencentBlock.ns18254.oracleGeneral.zst ARC cache size      159, 1758405 req, miss ratio 0.4163, byte miss ratio 0.4163
result/tencentBlock.ns18254.oracleGeneral.zst ARC cache size      478, 1758405 req, miss ratio 0.3815, byte miss ratio 0.3815
result/tencentBlock.ns18254.oracleGeneral.zst ARC cache size     1593, 1758405 req, miss ratio 0.2943, byte miss ratio 0.2943
result/tencentBlock.ns18254.oracleGeneral.zst ARC cache size     4780, 1758405 req, miss ratio 0.2590, byte miss ratio 0.2590
result/tencentBlock.ns18254.oracleGeneral.zst ARC cache size    15936, 1758405 req, miss ratio 0.2207, byte miss ratio 0.2207
result/tencentBlock.ns18254.oracleGeneral.zst ARC cache size    31873, 1758405 req, miss ratio 0.1605, byte miss ratio 0.1605
result/tencentBlock.ns18254.oracleGeneral.zst ARC cache size    63746, 1758405 req, miss ratio 0.1000, byte miss ratio 0.1000
result/tencentBlock.ns18254.oracleGeneral.zst ARC cache size   127492, 1758405 req, miss ratio 0.0910, byte miss ratio 0.0910
result/tencentBlock.ns18254.oracleGeneral.zst FIFO cache size      159, 1758405 req, miss ratio 0.6282, byte miss ratio 0.6282
result/tencentBlock.ns18254.oracleGeneral.zst FIFO cache size      478, 1758405 req, miss ratio 0.4535, byte miss ratio 0.4535
result/tencentBlock.ns18254.oracleGeneral.zst FIFO cache size     1593, 1758405 req, miss ratio 0.3650, byte miss ratio 0.3650
result/tencentBlock.ns18254.oracleGeneral.zst FIFO cache size     4780, 1758405 req, miss ratio 0.3058, byte miss ratio 0.3058
result/tencentBlock.ns18254.oracleGeneral.zst FIFO cache size    15936, 1758405 req, miss ratio 0.2296, byte miss ratio 0.2296
result/tencentBlock.ns18254.oracleGeneral.zst FIFO cache size    31873, 1758405 req, miss ratio 0.1819, byte miss ratio 0.1819
result/tencentBlock.ns18254.oracleGeneral.zst FIFO cache size    63746, 1758405 req, miss ratio 0.1275, byte miss ratio 0.1275
result/tencentBlock.ns18254.oracleGeneral.zst FIFO cache size   127492, 1758405 req, miss ratio 0.0989, byte miss ratio 0.0989
result/tencentBlock.ns18254.oracleGeneral.zst S3FIFO-1 cache size      159, 1758405 req, miss ratio 0.4252, byte miss ratio 0.4252
result/tencentBlock.ns18254.oracleGeneral.zst S3FIFO-1 cache size      478, 1758405 req, miss ratio 0.3813, byte miss ratio 0.3813
