tencentBlock.ns10365 S3FIFO-0.6000-1.9000 cache size       72, 1668614 req, miss ratio 0.3749, byte miss ratio 0.3749
tencentBlock.ns10365 S3FIFO-0.6000-1.9000 cache size      218, 1668614 req, miss ratio 0.2867, byte miss ratio 0.2867
tencentBlock.ns10365 S3FIFO-0.6000-1.9000 cache size      728, 1668614 req, miss ratio 0.2530, byte miss ratio 0.2530
tencentBlock.ns10365 S3FIFO-0.6000-1.9000 cache size     2186, 1668614 req, miss ratio 0.2415, byte miss ratio 0.2415
tencentBlock.ns10365 S3FIFO-0.6000-1.9000 cache size     7289, 1668614 req, miss ratio 0.1483, byte miss ratio 0.1483
tencentBlock.ns10365 S3FIFO-0.6000-1.9000 cache size    14578, 1668614 req, miss ratio 0.1277, byte miss ratio 0.1277
tencentBlock.ns10365 S3FIFO-0.6000-1.9000 cache size    29157, 1668614 req, miss ratio 0.0876, byte miss ratio 0.0876
tencentBlock.ns10365 S3FIFO-0.6000-1.9000 cache size    58315, 1668614 req, miss ratio 0.0470, byte miss ratio 0.0470
tencentBlock.ns10365 S3FIFO-0.1500-1.9000 cache size       72, 1668614 req, miss ratio 0.3193, byte miss ratio 0.3193
tencentBlock.ns10365 S3FIFO-0.1500-1.9000 cache size      218, 1668614 req, miss ratio 0.2680, byte miss ratio 0.2680
tencentBlock.ns10365 S3FIFO-0.1500-1.9000 cache size      728, 1668614 req, miss ratio 0.2454, byte miss ratio 0.2454
tencentBlock.ns10365 S3FIFO-0.1500-1.9000 cache size     2186, 1668614 req, miss ratio 0.1969, byte miss ratio 0.1969
tencentBlock.ns10365 S3FIFO-0.1500-1.9000 cache size     7289, 1668614 req, miss ratio 0.1443, byte miss ratio 0.1443
tencentBlock.ns10365 S3FIFO-0.1500-1.9000 cache size    14578, 1668614 req, miss ratio 0.1198, byte miss ratio 0.1198
tencentBlock.ns10365 S3FIFO-0.1500-1.9000 cache size    29157, 1668614 req, miss ratio 0.0788, byte miss ratio 0.0788
tencentBlock.ns10365 S3FIFO-0.1500-1.9000 cache size    58315, 1668614 req, miss ratio 0.0450, byte miss ratio 0.0450
tencentBlock.ns10365 S3FIFO-0.5000-0.9000 cache size       72, 1668614 req, miss ratio 0.3549, byte miss ratio 0.3549
tencentBlock.ns10365 S3FIFO-0.5000-0.9000 cache size      218, 1668614 req, miss ratio 0.2791, byte miss ratio 0.2791
tencentBlock.ns10365 S3FIFO-0.5000-0.9000 cache size      728, 1668614 req, miss ratio 0.2517, byte miss ratio 0.2517
tencentBlock.ns10365 S3FIFO-0.5000-0.9000 cache size     2186, 1668614 req, miss ratio 0.2322, byte miss ratio 0.2322
tencentBlock.ns10365 S3FIFO-0.5000-0.9000 cache size     7289, 1668614 req, miss ratio 0.1457, byte miss ratio 0.1457
tencentBlock.ns10365 S3FIFO-0.5000-0.9000 cache size    14578, 1668614 req, miss ratio 0.1279, byte miss ratio 0.1279
tencentBlock.ns10365 S3FIFO-0.5000-0.9000 cache size    29157, 1668614 req, miss ratio 0.0859, byte miss ratio 0.0859
tencentBlock.ns10365 S3FIFO-0.5000-0.9000 cache size    58315, 1668614 req, miss ratio 0.0462, byte miss ratio 0.0462
tencentBlock.ns10365 S3FIFO-0.6000-0.9000 cache size       72, 1668614 req, miss ratio 0.3748, byte miss ratio 0.3748
tencentBlock.ns10365 S3FIFO-0.6000-0.9000 cache size      218, 1668614 req, miss ratio 0.2863, byte miss ratio 0.2863
tencentBlock.ns10365 S3FIFO-0.6000-0.9000 cache size      728, 1668614 req, miss ratio 0.2529, byte miss ratio 0.2529
tencentBlock.ns10365 S3FIFO-0.6000-0.9000 cache size     2186, 1668614 req, miss ratio 0.2399, byte miss ratio 0.2399
tencentBlock.ns10365 S3FIFO-0.6000-0.9000 cache size     7289, 1668614 req, miss ratio 0.1468, byte miss ratio 0.1468
tencentBlock.ns10365 S3FIFO-0.6000-0.9000 cache size    14578, 1668614 req, miss ratio 0.1278, byte miss ratio 0.1278
tencentBlock.ns10365 S3FIFO-0.6000-0.9000 cache size    29157, 1668614 req, miss ratio 0.0876, byte miss ratio 0.0876
tencentBlock.ns10365 S3FIFO-0.6000-0.9000 cache size    58315, 1668614 req, miss ratio 0.0470, byte miss ratio 0.0470
tencentBlock.ns10365 S3FIFO-0.0500-0.9000 cache size       72, 1668614 req, miss ratio 0.3329, byte miss ratio 0.3329
tencentBlock.ns10365 S3FIFO-0.0500-0.9000 cache size      218, 1668614 req, miss ratio 0.2832, byte miss ratio 0.2832
tencentBlock.ns10365 S3FIFO-0.0500-0.9000 cache size      728, 1668614 req, miss ratio 0.2469, byte miss ratio 0.2469
tencentBlock.ns10365 S3FIFO-0.0500-0.9000 cache size     2186, 1668614 req, miss ratio 0.1831, byte miss ratio 0.1831
tencentBlock.ns10365 S3FIFO-0.0500-0.9000 cache size     7289, 1668614 req, miss ratio 0.1408, byte miss ratio 0.1408
tencentBlock.ns10365 S3FIFO-0.0500-0.9000 cache size    14578, 1668614 req, miss ratio 0.1141, byte miss ratio 0.1141
tencentBlock.ns10365 S3FIFO-0.0500-0.9000 cache size    29157, 1668614 req, miss ratio 0.0764, byte miss ratio 0.0764
tencentBlock.ns10365 S3FIFO-0.0500-0.9000 cache size    58315, 1668614 req, miss ratio 0.0450, byte miss ratio 0.0450
tencentBlock.ns10365 S3FIFO-0.1500-0.9000 cache size       72, 1668614 req, miss ratio 0.3199, byte miss ratio 0.3199
tencentBlock.ns10365 S3FIFO-0.1500-0.9000 cache size      218, 1668614 req, miss ratio 0.2707, byte miss ratio 0.2707
tencentBlock.ns10365 S3FIFO-0.1500-0.9000 cache size      728, 1668614 req, miss ratio 0.2460, byte miss ratio 0.2460
tencentBlock.ns10365 S3FIFO-0.1500-0.9000 cache size     2186, 1668614 req, miss ratio 0.1907, byte miss ratio 0.1907
tencentBlock.ns10365 S3FIFO-0.1500-0.9000 cache size     7289, 1668614 req, miss ratio 0.1443, byte miss ratio 0.1443
tencentBlock.ns10365 S3FIFO-0.1500-0.9000 cache size    14578, 1668614 req, miss ratio 0.1151, byte miss ratio 0.1151
tencentBlock.ns10365 S3FIFO-0.1500-0.9000 cache size    29157, 1668614 req, miss ratio 0.0788, byte miss ratio 0.0788
tencentBlock.ns10365 S3FIFO-0.1500-0.9000 cache size    58315, 1668614 req, miss ratio 0.0450, byte miss ratio 0.0450
tencentBlock.ns10365 S3FIFO-0.8000-0.9000 cache size       72, 1668614 req, miss ratio 0.4133, byte miss ratio 0.4133
tencentBlock.ns10365 S3FIFO-0.8000-0.9000 cache size      218, 1668614 req, miss ratio 0.2967, byte miss ratio 0.2967
tencentBlock.ns10365 S3FIFO-0.8000-0.9000 cache size      728, 1668614 req, miss ratio 0.2634, byte miss ratio 0.2634
