cdn1_colo28.ns2736 S3FIFO-0.0100-1.9000 cache size      414, 1033298 req, miss ratio 0.5721, byte miss ratio 0.5721
cdn1_colo28.ns2736 S3FIFO-0.0100-1.9000 cache size     1242, 1033298 req, miss ratio 0.5384, byte miss ratio 0.5384
cdn1_colo28.ns2736 S3FIFO-0.0100-1.9000 cache size     4142, 1033298 req, miss ratio 0.4883, byte miss ratio 0.4883
cdn1_colo28.ns2736 S3FIFO-0.0100-1.9000 cache size    12428, 1033298 req, miss ratio 0.4676, byte miss ratio 0.4676
cdn1_colo28.ns2736 S3FIFO-0.0100-1.9000 cache size    41427, 1033298 req, miss ratio 0.4458, byte miss ratio 0.4458
cdn1_colo28.ns2736 S3FIFO-0.0100-1.9000 cache size    82855, 1033298 req, miss ratio 0.4332, byte miss ratio 0.4332
cdn1_colo28.ns2736 S3FIFO-0.0100-1.9000 cache size   165710, 1033298 req, miss ratio 0.4200, byte miss ratio 0.4200
cdn1_colo28.ns2736 S3FIFO-0.0100-1.9000 cache size   331420, 1033298 req, miss ratio 0.4032, byte miss ratio 0.4032
cdn1_colo28.ns2736 S3FIFO-0.4000-1.9000 cache size      414, 1033298 req, miss ratio 0.5728, byte miss ratio 0.5728
cdn1_colo28.ns2736 S3FIFO-0.4000-1.9000 cache size     1242, 1033298 req, miss ratio 0.5466, byte miss ratio 0.5466
cdn1_colo28.ns2736 S3FIFO-0.4000-1.9000 cache size     4142, 1033298 req, miss ratio 0.4995, byte miss ratio 0.4995
cdn1_colo28.ns2736 S3FIFO-0.4000-1.9000 cache size    12428, 1033298 req, miss ratio 0.4694, byte miss ratio 0.4694
cdn1_colo28.ns2736 S3FIFO-0.4000-1.9000 cache size    41427, 1033298 req, miss ratio 0.4473, byte miss ratio 0.4473
cdn1_colo28.ns2736 S3FIFO-0.4000-1.9000 cache size    82855, 1033298 req, miss ratio 0.4333, byte miss ratio 0.4333
cdn1_colo28.ns2736 S3FIFO-0.4000-1.9000 cache size   165710, 1033298 req, miss ratio 0.4200, byte miss ratio 0.4200
cdn1_colo28.ns2736 S3FIFO-0.4000-1.9000 cache size   331420, 1033298 req, miss ratio 0.4032, byte miss ratio 0.4032
cdn1_colo28.ns2736 S3FIFO-0.7500-0.9000 cache size      414, 1033298 req, miss ratio 0.5837, byte miss ratio 0.5837
cdn1_colo28.ns2736 S3FIFO-0.7500-0.9000 cache size     1242, 1033298 req, miss ratio 0.5600, byte miss ratio 0.5600
cdn1_colo28.ns2736 S3FIFO-0.7500-0.9000 cache size     4142, 1033298 req, miss ratio 0.5269, byte miss ratio 0.5269
cdn1_colo28.ns2736 S3FIFO-0.7500-0.9000 cache size    12428, 1033298 req, miss ratio 0.4831, byte miss ratio 0.4831
cdn1_colo28.ns2736 S3FIFO-0.7500-0.9000 cache size    41427, 1033298 req, miss ratio 0.4551, byte miss ratio 0.4551
cdn1_colo28.ns2736 S3FIFO-0.7500-0.9000 cache size    82855, 1033298 req, miss ratio 0.4389, byte miss ratio 0.4389
cdn1_colo28.ns2736 S3FIFO-0.7500-0.9000 cache size   165710, 1033298 req, miss ratio 0.4208, byte miss ratio 0.4208
cdn1_colo28.ns2736 S3FIFO-0.7500-0.9000 cache size   331420, 1033298 req, miss ratio 0.4032, byte miss ratio 0.4032
cdn1_colo28.ns2736 S3FIFO-0.3000-0.9000 cache size      414, 1033298 req, miss ratio 0.5742, byte miss ratio 0.5742
cdn1_colo28.ns2736 S3FIFO-0.3000-0.9000 cache size     1242, 1033298 req, miss ratio 0.5434, byte miss ratio 0.5434
cdn1_colo28.ns2736 S3FIFO-0.3000-0.9000 cache size     4142, 1033298 req, miss ratio 0.4948, byte miss ratio 0.4948
cdn1_colo28.ns2736 S3FIFO-0.3000-0.9000 cache size    12428, 1033298 req, miss ratio 0.4690, byte miss ratio 0.4690
cdn1_colo28.ns2736 S3FIFO-0.3000-0.9000 cache size    41427, 1033298 req, miss ratio 0.4487, byte miss ratio 0.4487
cdn1_colo28.ns2736 S3FIFO-0.3000-0.9000 cache size    82855, 1033298 req, miss ratio 0.4351, byte miss ratio 0.4351
cdn1_colo28.ns2736 S3FIFO-0.3000-0.9000 cache size   165710, 1033298 req, miss ratio 0.4200, byte miss ratio 0.4200
cdn1_colo28.ns2736 S3FIFO-0.3000-0.9000 cache size   331420, 1033298 req, miss ratio 0.4032, byte miss ratio 0.4032
cdn1_colo28.ns2736 S3FIFO-0.3000-1.9000 cache size      414, 1033298 req, miss ratio 0.5719, byte miss ratio 0.5719
cdn1_colo28.ns2736 S3FIFO-0.3000-1.9000 cache size     1242, 1033298 req, miss ratio 0.5433, byte miss ratio 0.5433
cdn1_colo28.ns2736 S3FIFO-0.3000-1.9000 cache size     4142, 1033298 req, miss ratio 0.4942, byte miss ratio 0.4942
cdn1_colo28.ns2736 S3FIFO-0.3000-1.9000 cache size    12428, 1033298 req, miss ratio 0.4681, byte miss ratio 0.4681
cdn1_colo28.ns2736 S3FIFO-0.3000-1.9000 cache size    41427, 1033298 req, miss ratio 0.4465, byte miss ratio 0.4465
cdn1_colo28.ns2736 S3FIFO-0.3000-1.9000 cache size    82855, 1033298 req, miss ratio 0.4332, byte miss ratio 0.4332
cdn1_colo28.ns2736 S3FIFO-0.3000-1.9000 cache size   165710, 1033298 req, miss ratio 0.4200, byte miss ratio 0.4200
cdn1_colo28.ns2736 S3FIFO-0.3000-1.9000 cache size   331420, 1033298 req, miss ratio 0.4032, byte miss ratio 0.4032
cdn1_colo28.ns2736 S3FIFO-0.1000-1.9000 cache size      414, 1033298 req, miss ratio 0.5707, byte miss ratio 0.5707
cdn1_colo28.ns2736 S3FIFO-0.1000-1.9000 cache size     1242, 1033298 req, miss ratio 0.5385, byte miss ratio 0.5385
cdn1_colo28.ns2736 S3FIFO-0.1000-1.9000 cache size     4142, 1033298 req, miss ratio 0.4882, byte miss ratio 0.4882
cdn1_colo28.ns2736 S3FIFO-0.1000-1.9000 cache size    12428, 1033298 req, miss ratio 0.4669, byte miss ratio 0.4669
cdn1_colo28.ns2736 S3FIFO-0.1000-1.9000 cache size    41427, 1033298 req, miss ratio 0.4458, byte miss ratio 0.4458
cdn1_colo28.ns2736 S3FIFO-0.1000-1.9000 cache size    82855, 1033298 req, miss ratio 0.4332, byte miss ratio 0.4332
cdn1_colo28.ns2736 S3FIFO-0.1000-1.9000 cache size   165710, 1033298 req, miss ratio 0.4200, byte miss ratio 0.4200
cdn1_colo28.ns2736 S3FIFO-0.1000-1.9000 cache size   331420, 1033298 req, miss ratio 0.4032, byte miss ratio 0.4032
cdn1_colo28.ns2736 S3FIFO-0.0050-0.9000 cache size      414, 1033298 req, miss ratio 0.5756, byte miss ratio 0.5756
cdn1_colo28.ns2736 S3FIFO-0.0050-0.9000 cache size     1242, 1033298 req, miss ratio 0.5393, byte miss ratio 0.5393
cdn1_colo28.ns2736 S3FIFO-0.0050-0.9000 cache size     4142, 1033298 req, miss ratio 0.4908, byte miss ratio 0.4908
cdn1_colo28.ns2736 S3FIFO-0.0050-0.9000 cache size    12428, 1033298 req, miss ratio 0.4694, byte miss ratio 0.4694
cdn1_colo28.ns2736 S3FIFO-0.0050-0.9000 cache size    41427, 1033298 req, miss ratio 0.4484, byte miss ratio 0.4484
cdn1_colo28.ns2736 S3FIFO-0.0050-0.9000 cache size    82855, 1033298 req, miss ratio 0.4351, byte miss ratio 0.4351
cdn1_colo28.ns2736 S3FIFO-0.0050-0.9000 cache size   165710, 1033298 req, miss ratio 0.4200, byte miss ratio 0.4200
cdn1_colo28.ns2736 S3FIFO-0.0050-0.9000 cache size   331420, 1033298 req, miss ratio 0.4032, byte miss ratio 0.4032
cdn1_colo28.ns2736 S3FIFO-0.0100-0.9000 cache size      414, 1033298 req, miss ratio 0.5746, byte miss ratio 0.5746
cdn1_colo28.ns2736 S3FIFO-0.0100-0.9000 cache size     1242, 1033298 req, miss ratio 0.5389, byte miss ratio 0.5389
cdn1_colo28.ns2736 S3FIFO-0.0100-0.9000 cache size     4142, 1033298 req, miss ratio 0.4904, byte miss ratio 0.4904
cdn1_colo28.ns2736 S3FIFO-0.0100-0.9000 cache size    12428, 1033298 req, miss ratio 0.4691, byte miss ratio 0.4691
cdn1_colo28.ns2736 S3FIFO-0.0100-0.9000 cache size    41427, 1033298 req, miss ratio 0.4484, byte miss ratio 0.4484
cdn1_colo28.ns2736 S3FIFO-0.0100-0.9000 cache size    82855, 1033298 req, miss ratio 0.4351, byte miss ratio 0.4351
cdn1_colo28.ns2736 S3FIFO-0.0100-0.9000 cache size   165710, 1033298 req, miss ratio 0.4200, byte miss ratio 0.4200
cdn1_colo28.ns2736 S3FIFO-0.0100-0.9000 cache size   331420, 1033298 req, miss ratio 0.4032, byte miss ratio 0.4032
cdn1_colo28.ns2736 S3FIFO-0.9900-0.9000 cache size      414, 1033298 req, miss ratio 0.6112, byte miss ratio 0.6112
cdn1_colo28.ns2736 S3FIFO-0.9900-0.9000 cache size     1242, 1033298 req, miss ratio 0.5851, byte miss ratio 0.5851
cdn1_colo28.ns2736 S3FIFO-0.9900-0.9000 cache size     4142, 1033298 req, miss ratio 0.5584, byte miss ratio 0.5584
cdn1_colo28.ns2736 S3FIFO-0.9900-0.9000 cache size    12428, 1033298 req, miss ratio 0.5240, byte miss ratio 0.5240
cdn1_colo28.ns2736 S3FIFO-0.9900-0.9000 cache size    41427, 1033298 req, miss ratio 0.4828, byte miss ratio 0.4828
cdn1_colo28.ns2736 S3FIFO-0.9900-0.9000 cache size    82855, 1033298 req, miss ratio 0.4596, byte miss ratio 0.4596
cdn1_colo28.ns2736 S3FIFO-0.9900-0.9000 cache size   165710, 1033298 req, miss ratio 0.4347, byte miss ratio 0.4347
cdn1_colo28.ns2736 S3FIFO-0.9900-0.9000 cache size   331420, 1033298 req, miss ratio 0.4067, byte miss ratio 0.4067
cdn1_colo28.ns2736 S3FIFO-0.5500-1.9000 cache size      414, 1033298 req, miss ratio 0.5751, byte miss ratio 0.5751
cdn1_colo28.ns2736 S3FIFO-0.5500-1.9000 cache size     1242, 1033298 req, miss ratio 0.5520, byte miss ratio 0.5520
cdn1_colo28.ns2736 S3FIFO-0.5500-1.9000 cache size     4142, 1033298 req, miss ratio 0.5099, byte miss ratio 0.5099
cdn1_colo28.ns2736 S3FIFO-0.5500-1.9000 cache size    12428, 1033298 req, miss ratio 0.4725, byte miss ratio 0.4725
cdn1_colo28.ns2736 S3FIFO-0.5500-1.9000 cache size    41427, 1033298 req, miss ratio 0.4503, byte miss ratio 0.4503
cdn1_colo28.ns2736 S3FIFO-0.5500-1.9000 cache size    82855, 1033298 req, miss ratio 0.4347, byte miss ratio 0.4347
cdn1_colo28.ns2736 S3FIFO-0.5500-1.9000 cache size   165710, 1033298 req, miss ratio 0.4200, byte miss ratio 0.4200
cdn1_colo28.ns2736 S3FIFO-0.5500-1.9000 cache size   331420, 1033298 req, miss ratio 0.4032, byte miss ratio 0.4032
cdn1_colo28.ns2736 S3FIFO-0.1500-0.9000 cache size      414, 1033298 req, miss ratio 0.5731, byte miss ratio 0.5731
cdn1_colo28.ns2736 S3FIFO-0.1500-0.9000 cache size     1242, 1033298 req, miss ratio 0.5397, byte miss ratio 0.5397
cdn1_colo28.ns2736 S3FIFO-0.1500-0.9000 cache size     4142, 1033298 req, miss ratio 0.4905, byte miss ratio 0.4905
cdn1_colo28.ns2736 S3FIFO-0.1500-0.9000 cache size    12428, 1033298 req, miss ratio 0.4683, byte miss ratio 0.4683
cdn1_colo28.ns2736 S3FIFO-0.1500-0.9000 cache size    41427, 1033298 req, miss ratio 0.4484, byte miss ratio 0.4484
cdn1_colo28.ns2736 S3FIFO-0.1500-0.9000 cache size    82855, 1033298 req, miss ratio 0.4351, byte miss ratio 0.4351
cdn1_colo28.ns2736 S3FIFO-0.1500-0.9000 cache size   165710, 1033298 req, miss ratio 0.4200, byte miss ratio 0.4200
cdn1_colo28.ns2736 S3FIFO-0.1500-0.9000 cache size   331420, 1033298 req, miss ratio 0.4032, byte miss ratio 0.4032
cdn1_colo28.ns2736 S3FIFO-0.8000-0.9000 cache size      414, 1033298 req, miss ratio 0.5856, byte miss ratio 0.5856
cdn1_colo28.ns2736 S3FIFO-0.8000-0.9000 cache size     1242, 1033298 req, miss ratio 0.5624, byte miss ratio 0.5624
cdn1_colo28.ns2736 S3FIFO-0.8000-0.9000 cache size     4142, 1033298 req, miss ratio 0.5323, byte miss ratio 0.5323
cdn1_colo28.ns2736 S3FIFO-0.8000-0.9000 cache size    12428, 1033298 req, miss ratio 0.4891, byte miss ratio 0.4891
cdn1_colo28.ns2736 S3FIFO-0.8000-0.9000 cache size    41427, 1033298 req, miss ratio 0.4570, byte miss ratio 0.4570
cdn1_colo28.ns2736 S3FIFO-0.8000-0.9000 cache size    82855, 1033298 req, miss ratio 0.4414, byte miss ratio 0.4414
cdn1_colo28.ns2736 S3FIFO-0.8000-0.9000 cache size   165710, 1033298 req, miss ratio 0.4226, byte miss ratio 0.4226
cdn1_colo28.ns2736 S3FIFO-0.8000-0.9000 cache size   331420, 1033298 req, miss ratio 0.4032, byte miss ratio 0.4032
cdn1_colo28.ns2736 S3FIFO-0.6000-0.9000 cache size      414, 1033298 req, miss ratio 0.5782, byte miss ratio 0.5782
cdn1_colo28.ns2736 S3FIFO-0.6000-0.9000 cache size     1242, 1033298 req, miss ratio 0.5536, byte miss ratio 0.5536
cdn1_colo28.ns2736 S3FIFO-0.6000-0.9000 cache size     4142, 1033298 req, miss ratio 0.5132, byte miss ratio 0.5132
cdn1_colo28.ns2736 S3FIFO-0.6000-0.9000 cache size    12428, 1033298 req, miss ratio 0.4741, byte miss ratio 0.4741
cdn1_colo28.ns2736 S3FIFO-0.6000-0.9000 cache size    41427, 1033298 req, miss ratio 0.4517, byte miss ratio 0.4517
cdn1_colo28.ns2736 S3FIFO-0.6000-0.9000 cache size    82855, 1033298 req, miss ratio 0.4358, byte miss ratio 0.4358
cdn1_colo28.ns2736 S3FIFO-0.6000-0.9000 cache size   165710, 1033298 req, miss ratio 0.4200, byte miss ratio 0.4200
cdn1_colo28.ns2736 S3FIFO-0.6000-0.9000 cache size   331420, 1033298 req, miss ratio 0.4032, byte miss ratio 0.4032
cdn1_colo28.ns2736 S3FIFO-0.0250-1.9000 cache size      414, 1033298 req, miss ratio 0.5714, byte miss ratio 0.5714
cdn1_colo28.ns2736 S3FIFO-0.0250-1.9000 cache size     1242, 1033298 req, miss ratio 0.5380, byte miss ratio 0.5380
cdn1_colo28.ns2736 S3FIFO-0.0250-1.9000 cache size     4142, 1033298 req, miss ratio 0.4878, byte miss ratio 0.4878
cdn1_colo28.ns2736 S3FIFO-0.0250-1.9000 cache size    12428, 1033298 req, miss ratio 0.4671, byte miss ratio 0.4671
cdn1_colo28.ns2736 S3FIFO-0.0250-1.9000 cache size    41427, 1033298 req, miss ratio 0.4458, byte miss ratio 0.4458
cdn1_colo28.ns2736 S3FIFO-0.0250-1.9000 cache size    82855, 1033298 req, miss ratio 0.4332, byte miss ratio 0.4332
cdn1_colo28.ns2736 S3FIFO-0.0250-1.9000 cache size   165710, 1033298 req, miss ratio 0.4200, byte miss ratio 0.4200
cdn1_colo28.ns2736 S3FIFO-0.0250-1.9000 cache size   331420, 1033298 req, miss ratio 0.4032, byte miss ratio 0.4032
cdn1_colo28.ns2736 S3FIFO-0.9000-1.9000 cache size      414, 1033298 req, miss ratio 0.5914, byte miss ratio 0.5914
cdn1_colo28.ns2736 S3FIFO-0.9000-1.9000 cache size     1242, 1033298 req, miss ratio 0.5717, byte miss ratio 0.5717
cdn1_colo28.ns2736 S3FIFO-0.9000-1.9000 cache size     4142, 1033298 req, miss ratio 0.5453, byte miss ratio 0.5453
cdn1_colo28.ns2736 S3FIFO-0.9000-1.9000 cache size    12428, 1033298 req, miss ratio 0.5078, byte miss ratio 0.5078
cdn1_colo28.ns2736 S3FIFO-0.9000-1.9000 cache size    41427, 1033298 req, miss ratio 0.4664, byte miss ratio 0.4664
cdn1_colo28.ns2736 S3FIFO-0.9000-1.9000 cache size    82855, 1033298 req, miss ratio 0.4485, byte miss ratio 0.4485
cdn1_colo28.ns2736 S3FIFO-0.9000-1.9000 cache size   165710, 1033298 req, miss ratio 0.4269, byte miss ratio 0.4269
cdn1_colo28.ns2736 S3FIFO-0.9000-1.9000 cache size   331420, 1033298 req, miss ratio 0.4032, byte miss ratio 0.4032
cdn1_colo28.ns2736 S3FIFO-0.0500-1.9000 cache size      414, 1033298 req, miss ratio 0.5710, byte miss ratio 0.5710
cdn1_colo28.ns2736 S3FIFO-0.0500-1.9000 cache size     1242, 1033298 req, miss ratio 0.5380, byte miss ratio 0.5380
cdn1_colo28.ns2736 S3FIFO-0.0500-1.9000 cache size     4142, 1033298 req, miss ratio 0.4876, byte miss ratio 0.4876
cdn1_colo28.ns2736 S3FIFO-0.0500-1.9000 cache size    12428, 1033298 req, miss ratio 0.4669, byte miss ratio 0.4669
cdn1_colo28.ns2736 S3FIFO-0.0500-1.9000 cache size    41427, 1033298 req, miss ratio 0.4458, byte miss ratio 0.4458
cdn1_colo28.ns2736 S3FIFO-0.0500-1.9000 cache size    82855, 1033298 req, miss ratio 0.4332, byte miss ratio 0.4332
cdn1_colo28.ns2736 S3FIFO-0.0500-1.9000 cache size   165710, 1033298 req, miss ratio 0.4200, byte miss ratio 0.4200
cdn1_colo28.ns2736 S3FIFO-0.0500-1.9000 cache size   331420, 1033298 req, miss ratio 0.4032, byte miss ratio 0.4032
cdn1_colo28.ns2736 S3FIFO-0.8000-1.9000 cache size      414, 1033298 req, miss ratio 0.5857, byte miss ratio 0.5857
cdn1_colo28.ns2736 S3FIFO-0.8000-1.9000 cache size     1242, 1033298 req, miss ratio 0.5628, byte miss ratio 0.5628
cdn1_colo28.ns2736 S3FIFO-0.8000-1.9000 cache size     4142, 1033298 req, miss ratio 0.5337, byte miss ratio 0.5337
