cdn1_colo28.ns600 S3FIFO-0.0500-1.9000 cache size        5, 1599766 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns600 S3FIFO-0.0500-1.9000 cache size       11, 1599766 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns600 S3FIFO-0.7500-1.9000 cache size        5, 1599766 req, miss ratio 0.2937, byte miss ratio 0.2937
cdn1_colo28.ns600 S3FIFO-0.7500-1.9000 cache size       11, 1599766 req, miss ratio 0.0094, byte miss ratio 0.0094
cdn1_colo28.ns600 S3FIFO-0.2500-1.9000 cache size        5, 1599766 req, miss ratio 0.2765, byte miss ratio 0.2765
cdn1_colo28.ns600 S3FIFO-0.2500-1.9000 cache size       11, 1599766 req, miss ratio 0.0064, byte miss ratio 0.0064
cdn1_colo28.ns600 S3FIFO-0.0250-0.9000 cache size        5, 1599766 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns600 S3FIFO-0.0250-0.9000 cache size       11, 1599766 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns600 S3FIFO-0.0100-1.9000 cache size        5, 1599766 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns600 S3FIFO-0.0100-1.9000 cache size       11, 1599766 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns600 S3FIFO-0.4000-1.9000 cache size        5, 1599766 req, miss ratio 0.2939, byte miss ratio 0.2939
cdn1_colo28.ns600 S3FIFO-0.4000-1.9000 cache size       11, 1599766 req, miss ratio 0.0072, byte miss ratio 0.0072
cdn1_colo28.ns600 S3FIFO-0.0100-0.9000 cache size        5, 1599766 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns600 S3FIFO-0.0100-0.9000 cache size       11, 1599766 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns600 S3FIFO-0.2000-1.9000 cache size        5, 1599766 req, miss ratio 0.2765, byte miss ratio 0.2765
cdn1_colo28.ns600 S3FIFO-0.2000-1.9000 cache size       11, 1599766 req, miss ratio 0.0064, byte miss ratio 0.0064
cdn1_colo28.ns600 S3FIFO-0.4500-1.9000 cache size        5, 1599766 req, miss ratio 0.2939, byte miss ratio 0.2939
cdn1_colo28.ns600 S3FIFO-0.4500-1.9000 cache size       11, 1599766 req, miss ratio 0.0072, byte miss ratio 0.0072
cdn1_colo28.ns600 S3FIFO-0.7500-0.9000 cache size        5, 1599766 req, miss ratio 0.2947, byte miss ratio 0.2947
cdn1_colo28.ns600 S3FIFO-0.7500-0.9000 cache size       11, 1599766 req, miss ratio 0.0094, byte miss ratio 0.0094
cdn1_colo28.ns600 S3FIFO-0.8500-1.9000 cache size        5, 1599766 req, miss ratio 0.2865, byte miss ratio 0.2865
cdn1_colo28.ns600 S3FIFO-0.8500-1.9000 cache size       11, 1599766 req, miss ratio 0.0097, byte miss ratio 0.0097
cdn1_colo28.ns600 S3FIFO-0.3000-0.9000 cache size        5, 1599766 req, miss ratio 0.2724, byte miss ratio 0.2724
cdn1_colo28.ns600 S3FIFO-0.3000-0.9000 cache size       11, 1599766 req, miss ratio 0.0067, byte miss ratio 0.0067
cdn1_colo28.ns600 S3FIFO-0.4000-0.9000 cache size        5, 1599766 req, miss ratio 0.2919, byte miss ratio 0.2919
cdn1_colo28.ns600 S3FIFO-0.4000-0.9000 cache size       11, 1599766 req, miss ratio 0.0072, byte miss ratio 0.0072
cdn1_colo28.ns600 S3FIFO-0.1000-1.9000 cache size        5, 1599766 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns600 S3FIFO-0.1000-1.9000 cache size       11, 1599766 req, miss ratio 0.0063, byte miss ratio 0.0063
cdn1_colo28.ns600 S3FIFO-0.7000-1.9000 cache size        5, 1599766 req, miss ratio 0.2937, byte miss ratio 0.2937
cdn1_colo28.ns600 S3FIFO-0.7000-1.9000 cache size       11, 1599766 req, miss ratio 0.0090, byte miss ratio 0.0090
cdn1_colo28.ns600 S3FIFO-0.2000-0.9000 cache size        5, 1599766 req, miss ratio 0.2724, byte miss ratio 0.2724
cdn1_colo28.ns600 S3FIFO-0.2000-0.9000 cache size       11, 1599766 req, miss ratio 0.0064, byte miss ratio 0.0064
cdn1_colo28.ns600 S3FIFO-0.1500-1.9000 cache size        5, 1599766 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns600 S3FIFO-0.1500-1.9000 cache size       11, 1599766 req, miss ratio 0.0063, byte miss ratio 0.0063
