cdn1_colo28.ns2936 S3FIFO-0.0010-1.9000 cache size       59, 1166879 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2936 S3FIFO-0.0010-1.9000 cache size      179, 1166879 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2936 S3FIFO-0.0010-1.9000 cache size      597, 1166879 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2936 S3FIFO-0.0010-1.9000 cache size     1791, 1166879 req, miss ratio 0.4795, byte miss ratio 0.4795
cdn1_colo28.ns2936 S3FIFO-0.0010-1.9000 cache size     5972, 1166879 req, miss ratio 0.2421, byte miss ratio 0.2421
cdn1_colo28.ns2936 S3FIFO-0.0010-1.9000 cache size    11944, 1166879 req, miss ratio 0.1422, byte miss ratio 0.1422
cdn1_colo28.ns2936 S3FIFO-0.0010-1.9000 cache size    23888, 1166879 req, miss ratio 0.0840, byte miss ratio 0.0840
cdn1_colo28.ns2936 S3FIFO-0.0010-1.9000 cache size    47776, 1166879 req, miss ratio 0.0557, byte miss ratio 0.0557
cdn1_colo28.ns2936 S3FIFO-0.5500-0.9000 cache size       59, 1166879 req, miss ratio 0.8752, byte miss ratio 0.8752
cdn1_colo28.ns2936 S3FIFO-0.5500-0.9000 cache size      179, 1166879 req, miss ratio 0.8194, byte miss ratio 0.8194
cdn1_colo28.ns2936 S3FIFO-0.5500-0.9000 cache size      597, 1166879 req, miss ratio 0.7090, byte miss ratio 0.7090
cdn1_colo28.ns2936 S3FIFO-0.5500-0.9000 cache size     1791, 1166879 req, miss ratio 0.5416, byte miss ratio 0.5416
cdn1_colo28.ns2936 S3FIFO-0.5500-0.9000 cache size     5972, 1166879 req, miss ratio 0.2994, byte miss ratio 0.2994
cdn1_colo28.ns2936 S3FIFO-0.5500-0.9000 cache size    11944, 1166879 req, miss ratio 0.1791, byte miss ratio 0.1791
cdn1_colo28.ns2936 S3FIFO-0.5500-0.9000 cache size    23888, 1166879 req, miss ratio 0.1000, byte miss ratio 0.1000
cdn1_colo28.ns2936 S3FIFO-0.5500-0.9000 cache size    47776, 1166879 req, miss ratio 0.0564, byte miss ratio 0.0564
cdn1_colo28.ns2936 S3FIFO-0.9000-1.9000 cache size       59, 1166879 req, miss ratio 0.9148, byte miss ratio 0.9148
cdn1_colo28.ns2936 S3FIFO-0.9000-1.9000 cache size      179, 1166879 req, miss ratio 0.8612, byte miss ratio 0.8612
cdn1_colo28.ns2936 S3FIFO-0.9000-1.9000 cache size      597, 1166879 req, miss ratio 0.7662, byte miss ratio 0.7662
cdn1_colo28.ns2936 S3FIFO-0.9000-1.9000 cache size     1791, 1166879 req, miss ratio 0.6052, byte miss ratio 0.6052
cdn1_colo28.ns2936 S3FIFO-0.9000-1.9000 cache size     5972, 1166879 req, miss ratio 0.3476, byte miss ratio 0.3476
cdn1_colo28.ns2936 S3FIFO-0.9000-1.9000 cache size    11944, 1166879 req, miss ratio 0.2097, byte miss ratio 0.2097
cdn1_colo28.ns2936 S3FIFO-0.9000-1.9000 cache size    23888, 1166879 req, miss ratio 0.1195, byte miss ratio 0.1195
cdn1_colo28.ns2936 S3FIFO-0.9000-1.9000 cache size    47776, 1166879 req, miss ratio 0.0633, byte miss ratio 0.0633
cdn1_colo28.ns2936 S3FIFO-0.9500-0.9000 cache size       59, 1166879 req, miss ratio 0.9209, byte miss ratio 0.9209
cdn1_colo28.ns2936 S3FIFO-0.9500-0.9000 cache size      179, 1166879 req, miss ratio 0.8677, byte miss ratio 0.8677
cdn1_colo28.ns2936 S3FIFO-0.9500-0.9000 cache size      597, 1166879 req, miss ratio 0.7706, byte miss ratio 0.7706
