tencentBlock.ns18204 S3FIFO-0.7500-0.9000 cache size      219, 2215170 req, miss ratio 0.4534, byte miss ratio 0.4534
tencentBlock.ns18204 S3FIFO-0.7500-0.9000 cache size      659, 2215170 req, miss ratio 0.3452, byte miss ratio 0.3452
tencentBlock.ns18204 S3FIFO-0.7500-0.9000 cache size     2198, 2215170 req, miss ratio 0.3103, byte miss ratio 0.3103
tencentBlock.ns18204 S3FIFO-0.7500-0.9000 cache size     6594, 2215170 req, miss ratio 0.2658, byte miss ratio 0.2658
tencentBlock.ns18204 S3FIFO-0.7500-0.9000 cache size    21980, 2215170 req, miss ratio 0.2249, byte miss ratio 0.2249
tencentBlock.ns18204 S3FIFO-0.7500-0.9000 cache size    43960, 2215170 req, miss ratio 0.1793, byte miss ratio 0.1793
tencentBlock.ns18204 S3FIFO-0.7500-0.9000 cache size    87920, 2215170 req, miss ratio 0.1278, byte miss ratio 0.1278
tencentBlock.ns18204 S3FIFO-0.7500-0.9000 cache size   175840, 2215170 req, miss ratio 0.1023, byte miss ratio 0.1023
tencentBlock.ns18204 S3FIFO-0.0010-0.9000 cache size      219, 2215170 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns18204 S3FIFO-0.0010-0.9000 cache size      659, 2215170 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns18204 S3FIFO-0.0010-0.9000 cache size     2198, 2215170 req, miss ratio 0.3398, byte miss ratio 0.3398
tencentBlock.ns18204 S3FIFO-0.0010-0.9000 cache size     6594, 2215170 req, miss ratio 0.2784, byte miss ratio 0.2784
tencentBlock.ns18204 S3FIFO-0.0010-0.9000 cache size    21980, 2215170 req, miss ratio 0.2200, byte miss ratio 0.2200
tencentBlock.ns18204 S3FIFO-0.0010-0.9000 cache size    43960, 2215170 req, miss ratio 0.1643, byte miss ratio 0.1643
tencentBlock.ns18204 S3FIFO-0.0010-0.9000 cache size    87920, 2215170 req, miss ratio 0.1162, byte miss ratio 0.1162
tencentBlock.ns18204 S3FIFO-0.0010-0.9000 cache size   175840, 2215170 req, miss ratio 0.0996, byte miss ratio 0.0996
tencentBlock.ns18204 S3FIFO-0.2000-0.9000 cache size      219, 2215170 req, miss ratio 0.3663, byte miss ratio 0.3663
tencentBlock.ns18204 S3FIFO-0.2000-0.9000 cache size      659, 2215170 req, miss ratio 0.3388, byte miss ratio 0.3388
tencentBlock.ns18204 S3FIFO-0.2000-0.9000 cache size     2198, 2215170 req, miss ratio 0.2754, byte miss ratio 0.2754
tencentBlock.ns18204 S3FIFO-0.2000-0.9000 cache size     6594, 2215170 req, miss ratio 0.2558, byte miss ratio 0.2558
tencentBlock.ns18204 S3FIFO-0.2000-0.9000 cache size    21980, 2215170 req, miss ratio 0.2189, byte miss ratio 0.2189
tencentBlock.ns18204 S3FIFO-0.2000-0.9000 cache size    43960, 2215170 req, miss ratio 0.1669, byte miss ratio 0.1669
tencentBlock.ns18204 S3FIFO-0.2000-0.9000 cache size    87920, 2215170 req, miss ratio 0.1149, byte miss ratio 0.1149
tencentBlock.ns18204 S3FIFO-0.2000-0.9000 cache size   175840, 2215170 req, miss ratio 0.0996, byte miss ratio 0.0996
tencentBlock.ns18204 S3FIFO-0.9000-1.9000 cache size      219, 2215170 req, miss ratio 0.5022, byte miss ratio 0.5022
tencentBlock.ns18204 S3FIFO-0.9000-1.9000 cache size      659, 2215170 req, miss ratio 0.3676, byte miss ratio 0.3676
tencentBlock.ns18204 S3FIFO-0.9000-1.9000 cache size     2198, 2215170 req, miss ratio 0.3184, byte miss ratio 0.3184
tencentBlock.ns18204 S3FIFO-0.9000-1.9000 cache size     6594, 2215170 req, miss ratio 0.2799, byte miss ratio 0.2799
tencentBlock.ns18204 S3FIFO-0.9000-1.9000 cache size    21980, 2215170 req, miss ratio 0.2252, byte miss ratio 0.2252
tencentBlock.ns18204 S3FIFO-0.9000-1.9000 cache size    43960, 2215170 req, miss ratio 0.1803, byte miss ratio 0.1803
tencentBlock.ns18204 S3FIFO-0.9000-1.9000 cache size    87920, 2215170 req, miss ratio 0.1321, byte miss ratio 0.1321
tencentBlock.ns18204 S3FIFO-0.9000-1.9000 cache size   175840, 2215170 req, miss ratio 0.1055, byte miss ratio 0.1055
tencentBlock.ns18204 S3FIFO-0.7000-0.9000 cache size      219, 2215170 req, miss ratio 0.4340, byte miss ratio 0.4340
tencentBlock.ns18204 S3FIFO-0.7000-0.9000 cache size      659, 2215170 req, miss ratio 0.3436, byte miss ratio 0.3436
tencentBlock.ns18204 S3FIFO-0.7000-0.9000 cache size     2198, 2215170 req, miss ratio 0.3076, byte miss ratio 0.3076
tencentBlock.ns18204 S3FIFO-0.7000-0.9000 cache size     6594, 2215170 req, miss ratio 0.2612, byte miss ratio 0.2612
tencentBlock.ns18204 S3FIFO-0.7000-0.9000 cache size    21980, 2215170 req, miss ratio 0.2242, byte miss ratio 0.2242
tencentBlock.ns18204 S3FIFO-0.7000-0.9000 cache size    43960, 2215170 req, miss ratio 0.1792, byte miss ratio 0.1792
tencentBlock.ns18204 S3FIFO-0.7000-0.9000 cache size    87920, 2215170 req, miss ratio 0.1259, byte miss ratio 0.1259
tencentBlock.ns18204 S3FIFO-0.7000-0.9000 cache size   175840, 2215170 req, miss ratio 0.1021, byte miss ratio 0.1021
tencentBlock.ns18204 S3FIFO-0.2500-0.9000 cache size      219, 2215170 req, miss ratio 0.3646, byte miss ratio 0.3646
tencentBlock.ns18204 S3FIFO-0.2500-0.9000 cache size      659, 2215170 req, miss ratio 0.3388, byte miss ratio 0.3388
tencentBlock.ns18204 S3FIFO-0.2500-0.9000 cache size     2198, 2215170 req, miss ratio 0.2781, byte miss ratio 0.2781
tencentBlock.ns18204 S3FIFO-0.2500-0.9000 cache size     6594, 2215170 req, miss ratio 0.2558, byte miss ratio 0.2558
tencentBlock.ns18204 S3FIFO-0.2500-0.9000 cache size    21980, 2215170 req, miss ratio 0.2206, byte miss ratio 0.2206
tencentBlock.ns18204 S3FIFO-0.2500-0.9000 cache size    43960, 2215170 req, miss ratio 0.1688, byte miss ratio 0.1688
tencentBlock.ns18204 S3FIFO-0.2500-0.9000 cache size    87920, 2215170 req, miss ratio 0.1150, byte miss ratio 0.1150
tencentBlock.ns18204 S3FIFO-0.2500-0.9000 cache size   175840, 2215170 req, miss ratio 0.0996, byte miss ratio 0.0996
tencentBlock.ns18204 S3FIFO-0.8500-1.9000 cache size      219, 2215170 req, miss ratio 0.4892, byte miss ratio 0.4892
tencentBlock.ns18204 S3FIFO-0.8500-1.9000 cache size      659, 2215170 req, miss ratio 0.3563, byte miss ratio 0.3563
tencentBlock.ns18204 S3FIFO-0.8500-1.9000 cache size     2198, 2215170 req, miss ratio 0.3160, byte miss ratio 0.3160
tencentBlock.ns18204 S3FIFO-0.8500-1.9000 cache size     6594, 2215170 req, miss ratio 0.2772, byte miss ratio 0.2772
tencentBlock.ns18204 S3FIFO-0.8500-1.9000 cache size    21980, 2215170 req, miss ratio 0.2243, byte miss ratio 0.2243
tencentBlock.ns18204 S3FIFO-0.8500-1.9000 cache size    43960, 2215170 req, miss ratio 0.1811, byte miss ratio 0.1811
tencentBlock.ns18204 S3FIFO-0.8500-1.9000 cache size    87920, 2215170 req, miss ratio 0.1310, byte miss ratio 0.1310
tencentBlock.ns18204 S3FIFO-0.8500-1.9000 cache size   175840, 2215170 req, miss ratio 0.1042, byte miss ratio 0.1042
tencentBlock.ns18204 S3FIFO-0.0500-0.9000 cache size      219, 2215170 req, miss ratio 0.3778, byte miss ratio 0.3778
tencentBlock.ns18204 S3FIFO-0.0500-0.9000 cache size      659, 2215170 req, miss ratio 0.3484, byte miss ratio 0.3484
tencentBlock.ns18204 S3FIFO-0.0500-0.9000 cache size     2198, 2215170 req, miss ratio 0.2708, byte miss ratio 0.2708
tencentBlock.ns18204 S3FIFO-0.0500-0.9000 cache size     6594, 2215170 req, miss ratio 0.2558, byte miss ratio 0.2558
tencentBlock.ns18204 S3FIFO-0.0500-0.9000 cache size    21980, 2215170 req, miss ratio 0.2111, byte miss ratio 0.2111
tencentBlock.ns18204 S3FIFO-0.0500-0.9000 cache size    43960, 2215170 req, miss ratio 0.1641, byte miss ratio 0.1641
tencentBlock.ns18204 S3FIFO-0.0500-0.9000 cache size    87920, 2215170 req, miss ratio 0.1157, byte miss ratio 0.1157
tencentBlock.ns18204 S3FIFO-0.0500-0.9000 cache size   175840, 2215170 req, miss ratio 0.0996, byte miss ratio 0.0996
tencentBlock.ns18204 S3FIFO-0.0500-1.9000 cache size      219, 2215170 req, miss ratio 0.3769, byte miss ratio 0.3769
tencentBlock.ns18204 S3FIFO-0.0500-1.9000 cache size      659, 2215170 req, miss ratio 0.3445, byte miss ratio 0.3445
tencentBlock.ns18204 S3FIFO-0.0500-1.9000 cache size     2198, 2215170 req, miss ratio 0.2700, byte miss ratio 0.2700
tencentBlock.ns18204 S3FIFO-0.0500-1.9000 cache size     6594, 2215170 req, miss ratio 0.2558, byte miss ratio 0.2558
tencentBlock.ns18204 S3FIFO-0.0500-1.9000 cache size    21980, 2215170 req, miss ratio 0.2126, byte miss ratio 0.2126
tencentBlock.ns18204 S3FIFO-0.0500-1.9000 cache size    43960, 2215170 req, miss ratio 0.1641, byte miss ratio 0.1641
tencentBlock.ns18204 S3FIFO-0.0500-1.9000 cache size    87920, 2215170 req, miss ratio 0.1157, byte miss ratio 0.1157
tencentBlock.ns18204 S3FIFO-0.0500-1.9000 cache size   175840, 2215170 req, miss ratio 0.0996, byte miss ratio 0.0996
tencentBlock.ns18204 S3FIFO-0.8000-0.9000 cache size      219, 2215170 req, miss ratio 0.4721, byte miss ratio 0.4721
tencentBlock.ns18204 S3FIFO-0.8000-0.9000 cache size      659, 2215170 req, miss ratio 0.3484, byte miss ratio 0.3484
tencentBlock.ns18204 S3FIFO-0.8000-0.9000 cache size     2198, 2215170 req, miss ratio 0.3127, byte miss ratio 0.3127
tencentBlock.ns18204 S3FIFO-0.8000-0.9000 cache size     6594, 2215170 req, miss ratio 0.2708, byte miss ratio 0.2708
tencentBlock.ns18204 S3FIFO-0.8000-0.9000 cache size    21980, 2215170 req, miss ratio 0.2252, byte miss ratio 0.2252
tencentBlock.ns18204 S3FIFO-0.8000-0.9000 cache size    43960, 2215170 req, miss ratio 0.1807, byte miss ratio 0.1807
tencentBlock.ns18204 S3FIFO-0.8000-0.9000 cache size    87920, 2215170 req, miss ratio 0.1293, byte miss ratio 0.1293
tencentBlock.ns18204 S3FIFO-0.8000-0.9000 cache size   175840, 2215170 req, miss ratio 0.1030, byte miss ratio 0.1030
tencentBlock.ns18204 S3FIFO-0.1500-1.9000 cache size      219, 2215170 req, miss ratio 0.3679, byte miss ratio 0.3679
tencentBlock.ns18204 S3FIFO-0.1500-1.9000 cache size      659, 2215170 req, miss ratio 0.3364, byte miss ratio 0.3364
tencentBlock.ns18204 S3FIFO-0.1500-1.9000 cache size     2198, 2215170 req, miss ratio 0.2725, byte miss ratio 0.2725
