cdn1_allcolo.ns1197 S3FIFO-0.8000-0.9000 cache size       10, 11356951 req, miss ratio 0.3681, byte miss ratio 0.3681
cdn1_allcolo.ns1197 S3FIFO-0.8000-0.9000 cache size       36, 11356951 req, miss ratio 0.1112, byte miss ratio 0.1112
cdn1_allcolo.ns1197 S3FIFO-0.8000-0.9000 cache size       72, 11356951 req, miss ratio 0.0198, byte miss ratio 0.0198
cdn1_allcolo.ns1197 S3FIFO-0.8000-0.9000 cache size      145, 11356951 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns1197 S3FIFO-0.8000-0.9000 cache size      291, 11356951 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns1197 S3FIFO-0.5500-0.9000 cache size       10, 11356951 req, miss ratio 0.3439, byte miss ratio 0.3439
cdn1_allcolo.ns1197 S3FIFO-0.5500-0.9000 cache size       36, 11356951 req, miss ratio 0.1004, byte miss ratio 0.1004
cdn1_allcolo.ns1197 S3FIFO-0.5500-0.9000 cache size       72, 11356951 req, miss ratio 0.0159, byte miss ratio 0.0159
cdn1_allcolo.ns1197 S3FIFO-0.5500-0.9000 cache size      145, 11356951 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_allcolo.ns1197 S3FIFO-0.5500-0.9000 cache size      291, 11356951 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns1197 S3FIFO-0.0250-0.9000 cache size       10, 11356951 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1197 S3FIFO-0.0250-0.9000 cache size       36, 11356951 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1197 S3FIFO-0.0250-0.9000 cache size       72, 11356951 req, miss ratio 0.0099, byte miss ratio 0.0099
cdn1_allcolo.ns1197 S3FIFO-0.0250-0.9000 cache size      145, 11356951 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns1197 S3FIFO-0.0250-0.9000 cache size      291, 11356951 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns1197 S3FIFO-0.0010-1.9000 cache size       10, 11356951 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1197 S3FIFO-0.0010-1.9000 cache size       36, 11356951 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1197 S3FIFO-0.0010-1.9000 cache size       72, 11356951 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1197 S3FIFO-0.0010-1.9000 cache size      145, 11356951 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1197 S3FIFO-0.0010-1.9000 cache size      291, 11356951 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1197 S3FIFO-0.8500-1.9000 cache size       10, 11356951 req, miss ratio 0.3655, byte miss ratio 0.3655
cdn1_allcolo.ns1197 S3FIFO-0.8500-1.9000 cache size       36, 11356951 req, miss ratio 0.1137, byte miss ratio 0.1137
cdn1_allcolo.ns1197 S3FIFO-0.8500-1.9000 cache size       72, 11356951 req, miss ratio 0.0206, byte miss ratio 0.0206
cdn1_allcolo.ns1197 S3FIFO-0.8500-1.9000 cache size      145, 11356951 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_allcolo.ns1197 S3FIFO-0.8500-1.9000 cache size      291, 11356951 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns1197 S3FIFO-0.8000-1.9000 cache size       10, 11356951 req, miss ratio 0.3655, byte miss ratio 0.3655
cdn1_allcolo.ns1197 S3FIFO-0.8000-1.9000 cache size       36, 11356951 req, miss ratio 0.1108, byte miss ratio 0.1108
cdn1_allcolo.ns1197 S3FIFO-0.8000-1.9000 cache size       72, 11356951 req, miss ratio 0.0197, byte miss ratio 0.0197
cdn1_allcolo.ns1197 S3FIFO-0.8000-1.9000 cache size      145, 11356951 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns1197 S3FIFO-0.8000-1.9000 cache size      291, 11356951 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns1197 S3FIFO-0.3500-0.9000 cache size       10, 11356951 req, miss ratio 0.3255, byte miss ratio 0.3255
cdn1_allcolo.ns1197 S3FIFO-0.3500-0.9000 cache size       36, 11356951 req, miss ratio 0.0943, byte miss ratio 0.0943
cdn1_allcolo.ns1197 S3FIFO-0.3500-0.9000 cache size       72, 11356951 req, miss ratio 0.0129, byte miss ratio 0.0129
cdn1_allcolo.ns1197 S3FIFO-0.3500-0.9000 cache size      145, 11356951 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1197 S3FIFO-0.3500-0.9000 cache size      291, 11356951 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns1197 S3FIFO-0.0050-0.9000 cache size       10, 11356951 req, miss ratio 1.0000, byte miss ratio 1.0000
