io_traces.ns15 S3FIFO-0.1000-0.9000 cache size     4605, 10600000 req, miss ratio 0.7125, byte miss ratio 0.7125
io_traces.ns15 S3FIFO-0.1000-0.9000 cache size    13815, 10600000 req, miss ratio 0.7084, byte miss ratio 0.7084
io_traces.ns15 S3FIFO-0.1000-0.9000 cache size    46050, 10600000 req, miss ratio 0.6753, byte miss ratio 0.6753
io_traces.ns15 S3FIFO-0.1000-0.9000 cache size   138151, 10600000 req, miss ratio 0.6026, byte miss ratio 0.6026
io_traces.ns15 S3FIFO-0.1000-0.9000 cache size   460503, 10600000 req, miss ratio 0.5825, byte miss ratio 0.5825
io_traces.ns15 S3FIFO-0.1000-0.9000 cache size   921007, 10600000 req, miss ratio 0.5651, byte miss ratio 0.5651
io_traces.ns15 S3FIFO-0.1000-0.9000 cache size  1842014, 10600000 req, miss ratio 0.5153, byte miss ratio 0.5153
io_traces.ns15 S3FIFO-0.1000-0.9000 cache size  3684028, 10600000 req, miss ratio 0.4453, byte miss ratio 0.4453
io_traces.ns15 S3FIFO-0.2500-1.9000 cache size     4605, 10600000 req, miss ratio 0.7122, byte miss ratio 0.7122
io_traces.ns15 S3FIFO-0.2500-1.9000 cache size    13815, 10600000 req, miss ratio 0.7067, byte miss ratio 0.7067
io_traces.ns15 S3FIFO-0.2500-1.9000 cache size    46050, 10600000 req, miss ratio 0.6771, byte miss ratio 0.6771
io_traces.ns15 S3FIFO-0.2500-1.9000 cache size   138151, 10600000 req, miss ratio 0.6028, byte miss ratio 0.6028
io_traces.ns15 S3FIFO-0.2500-1.9000 cache size   460503, 10600000 req, miss ratio 0.5926, byte miss ratio 0.5926
io_traces.ns15 S3FIFO-0.2500-1.9000 cache size   921007, 10600000 req, miss ratio 0.5669, byte miss ratio 0.5669
io_traces.ns15 S3FIFO-0.2500-1.9000 cache size  1842014, 10600000 req, miss ratio 0.5187, byte miss ratio 0.5187
io_traces.ns15 S3FIFO-0.2500-1.9000 cache size  3684028, 10600000 req, miss ratio 0.4453, byte miss ratio 0.4453
io_traces.ns15 S3FIFO-0.6500-0.9000 cache size     4605, 10600000 req, miss ratio 0.7122, byte miss ratio 0.7122
io_traces.ns15 S3FIFO-0.6500-0.9000 cache size    13815, 10600000 req, miss ratio 0.7114, byte miss ratio 0.7114
io_traces.ns15 S3FIFO-0.6500-0.9000 cache size    46050, 10600000 req, miss ratio 0.6897, byte miss ratio 0.6897
io_traces.ns15 S3FIFO-0.6500-0.9000 cache size   138151, 10600000 req, miss ratio 0.6390, byte miss ratio 0.6390
io_traces.ns15 S3FIFO-0.6500-0.9000 cache size   460503, 10600000 req, miss ratio 0.5983, byte miss ratio 0.5983
io_traces.ns15 S3FIFO-0.6500-0.9000 cache size   921007, 10600000 req, miss ratio 0.5844, byte miss ratio 0.5844
io_traces.ns15 S3FIFO-0.6500-0.9000 cache size  1842014, 10600000 req, miss ratio 0.5141, byte miss ratio 0.5141
io_traces.ns15 S3FIFO-0.6500-0.9000 cache size  3684028, 10600000 req, miss ratio 0.4453, byte miss ratio 0.4453
io_traces.ns15 S3FIFO-0.1000-1.9000 cache size     4605, 10600000 req, miss ratio 0.7124, byte miss ratio 0.7124
io_traces.ns15 S3FIFO-0.1000-1.9000 cache size    13815, 10600000 req, miss ratio 0.7058, byte miss ratio 0.7058
io_traces.ns15 S3FIFO-0.1000-1.9000 cache size    46050, 10600000 req, miss ratio 0.6682, byte miss ratio 0.6682
io_traces.ns15 S3FIFO-0.1000-1.9000 cache size   138151, 10600000 req, miss ratio 0.6015, byte miss ratio 0.6015
io_traces.ns15 S3FIFO-0.1000-1.9000 cache size   460503, 10600000 req, miss ratio 0.5872, byte miss ratio 0.5872
io_traces.ns15 S3FIFO-0.1000-1.9000 cache size   921007, 10600000 req, miss ratio 0.5628, byte miss ratio 0.5628
io_traces.ns15 S3FIFO-0.1000-1.9000 cache size  1842014, 10600000 req, miss ratio 0.5156, byte miss ratio 0.5156
io_traces.ns15 S3FIFO-0.1000-1.9000 cache size  3684028, 10600000 req, miss ratio 0.4453, byte miss ratio 0.4453
io_traces.ns15 S3FIFO-0.9000-0.9000 cache size     4605, 10600000 req, miss ratio 0.7124, byte miss ratio 0.7124
io_traces.ns15 S3FIFO-0.9000-0.9000 cache size    13815, 10600000 req, miss ratio 0.7119, byte miss ratio 0.7119
io_traces.ns15 S3FIFO-0.9000-0.9000 cache size    46050, 10600000 req, miss ratio 0.6954, byte miss ratio 0.6954
io_traces.ns15 S3FIFO-0.9000-0.9000 cache size   138151, 10600000 req, miss ratio 0.6657, byte miss ratio 0.6657
io_traces.ns15 S3FIFO-0.9000-0.9000 cache size   460503, 10600000 req, miss ratio 0.6169, byte miss ratio 0.6169
io_traces.ns15 S3FIFO-0.9000-0.9000 cache size   921007, 10600000 req, miss ratio 0.5951, byte miss ratio 0.5951
io_traces.ns15 S3FIFO-0.9000-0.9000 cache size  1842014, 10600000 req, miss ratio 0.5186, byte miss ratio 0.5186
