cdn1_allcolo.ns1133 S3FIFO-0.8000-0.9000 cache size      645, 4615934 req, miss ratio 0.1429, byte miss ratio 0.1429
cdn1_allcolo.ns1133 S3FIFO-0.8000-0.9000 cache size     1937, 4615934 req, miss ratio 0.1414, byte miss ratio 0.1414
cdn1_allcolo.ns1133 S3FIFO-0.8000-0.9000 cache size     6456, 4615934 req, miss ratio 0.1405, byte miss ratio 0.1405
cdn1_allcolo.ns1133 S3FIFO-0.8000-0.9000 cache size    19370, 4615934 req, miss ratio 0.1402, byte miss ratio 0.1402
cdn1_allcolo.ns1133 S3FIFO-0.8000-0.9000 cache size    64569, 4615934 req, miss ratio 0.1400, byte miss ratio 0.1400
cdn1_allcolo.ns1133 S3FIFO-0.8000-0.9000 cache size   129138, 4615934 req, miss ratio 0.1399, byte miss ratio 0.1399
cdn1_allcolo.ns1133 S3FIFO-0.8000-0.9000 cache size   258276, 4615934 req, miss ratio 0.1399, byte miss ratio 0.1399
cdn1_allcolo.ns1133 S3FIFO-0.8000-0.9000 cache size   516552, 4615934 req, miss ratio 0.1399, byte miss ratio 0.1399
cdn1_allcolo.ns1133 S3FIFO-0.0050-1.9000 cache size      645, 4615934 req, miss ratio 0.1419, byte miss ratio 0.1419
cdn1_allcolo.ns1133 S3FIFO-0.0050-1.9000 cache size     1937, 4615934 req, miss ratio 0.1408, byte miss ratio 0.1408
cdn1_allcolo.ns1133 S3FIFO-0.0050-1.9000 cache size     6456, 4615934 req, miss ratio 0.1402, byte miss ratio 0.1402
cdn1_allcolo.ns1133 S3FIFO-0.0050-1.9000 cache size    19370, 4615934 req, miss ratio 0.1401, byte miss ratio 0.1401
cdn1_allcolo.ns1133 S3FIFO-0.0050-1.9000 cache size    64569, 4615934 req, miss ratio 0.1400, byte miss ratio 0.1400
cdn1_allcolo.ns1133 S3FIFO-0.0050-1.9000 cache size   129138, 4615934 req, miss ratio 0.1399, byte miss ratio 0.1399
cdn1_allcolo.ns1133 S3FIFO-0.0050-1.9000 cache size   258276, 4615934 req, miss ratio 0.1399, byte miss ratio 0.1399
cdn1_allcolo.ns1133 S3FIFO-0.0050-1.9000 cache size   516552, 4615934 req, miss ratio 0.1399, byte miss ratio 0.1399
cdn1_allcolo.ns1133 S3FIFO-0.5000-0.9000 cache size      645, 4615934 req, miss ratio 0.1419, byte miss ratio 0.1419
cdn1_allcolo.ns1133 S3FIFO-0.5000-0.9000 cache size     1937, 4615934 req, miss ratio 0.1410, byte miss ratio 0.1410
cdn1_allcolo.ns1133 S3FIFO-0.5000-0.9000 cache size     6456, 4615934 req, miss ratio 0.1403, byte miss ratio 0.1403
cdn1_allcolo.ns1133 S3FIFO-0.5000-0.9000 cache size    19370, 4615934 req, miss ratio 0.1401, byte miss ratio 0.1401
cdn1_allcolo.ns1133 S3FIFO-0.5000-0.9000 cache size    64569, 4615934 req, miss ratio 0.1400, byte miss ratio 0.1400
cdn1_allcolo.ns1133 S3FIFO-0.5000-0.9000 cache size   129138, 4615934 req, miss ratio 0.1399, byte miss ratio 0.1399
cdn1_allcolo.ns1133 S3FIFO-0.5000-0.9000 cache size   258276, 4615934 req, miss ratio 0.1399, byte miss ratio 0.1399
cdn1_allcolo.ns1133 S3FIFO-0.5000-0.9000 cache size   516552, 4615934 req, miss ratio 0.1399, byte miss ratio 0.1399
cdn1_allcolo.ns1133 S3FIFO-0.1500-1.9000 cache size      645, 4615934 req, miss ratio 0.1416, byte miss ratio 0.1416
cdn1_allcolo.ns1133 S3FIFO-0.1500-1.9000 cache size     1937, 4615934 req, miss ratio 0.1408, byte miss ratio 0.1408
cdn1_allcolo.ns1133 S3FIFO-0.1500-1.9000 cache size     6456, 4615934 req, miss ratio 0.1402, byte miss ratio 0.1402
cdn1_allcolo.ns1133 S3FIFO-0.1500-1.9000 cache size    19370, 4615934 req, miss ratio 0.1401, byte miss ratio 0.1401
cdn1_allcolo.ns1133 S3FIFO-0.1500-1.9000 cache size    64569, 4615934 req, miss ratio 0.1400, byte miss ratio 0.1400
cdn1_allcolo.ns1133 S3FIFO-0.1500-1.9000 cache size   129138, 4615934 req, miss ratio 0.1399, byte miss ratio 0.1399
cdn1_allcolo.ns1133 S3FIFO-0.1500-1.9000 cache size   258276, 4615934 req, miss ratio 0.1399, byte miss ratio 0.1399
cdn1_allcolo.ns1133 S3FIFO-0.1500-1.9000 cache size   516552, 4615934 req, miss ratio 0.1399, byte miss ratio 0.1399
cdn1_allcolo.ns1133 S3FIFO-0.6000-0.9000 cache size      645, 4615934 req, miss ratio 0.1422, byte miss ratio 0.1422
cdn1_allcolo.ns1133 S3FIFO-0.6000-0.9000 cache size     1937, 4615934 req, miss ratio 0.1411, byte miss ratio 0.1411
cdn1_allcolo.ns1133 S3FIFO-0.6000-0.9000 cache size     6456, 4615934 req, miss ratio 0.1404, byte miss ratio 0.1404
cdn1_allcolo.ns1133 S3FIFO-0.6000-0.9000 cache size    19370, 4615934 req, miss ratio 0.1401, byte miss ratio 0.1401
cdn1_allcolo.ns1133 S3FIFO-0.6000-0.9000 cache size    64569, 4615934 req, miss ratio 0.1400, byte miss ratio 0.1400
cdn1_allcolo.ns1133 S3FIFO-0.6000-0.9000 cache size   129138, 4615934 req, miss ratio 0.1399, byte miss ratio 0.1399
cdn1_allcolo.ns1133 S3FIFO-0.6000-0.9000 cache size   258276, 4615934 req, miss ratio 0.1399, byte miss ratio 0.1399
cdn1_allcolo.ns1133 S3FIFO-0.6000-0.9000 cache size   516552, 4615934 req, miss ratio 0.1399, byte miss ratio 0.1399
