io_traces.ns99 S3FIFO-0.1000-1.9000 cache size     1432, 3200000 req, miss ratio 0.9251, byte miss ratio 0.9251
io_traces.ns99 S3FIFO-0.1000-1.9000 cache size     4298, 3200000 req, miss ratio 0.9117, byte miss ratio 0.9117
io_traces.ns99 S3FIFO-0.1000-1.9000 cache size    14329, 3200000 req, miss ratio 0.8201, byte miss ratio 0.8201
io_traces.ns99 S3FIFO-0.1000-1.9000 cache size    42989, 3200000 req, miss ratio 0.6236, byte miss ratio 0.6236
io_traces.ns99 S3FIFO-0.1000-1.9000 cache size   143296, 3200000 req, miss ratio 0.5389, byte miss ratio 0.5389
io_traces.ns99 S3FIFO-0.1000-1.9000 cache size   286593, 3200000 req, miss ratio 0.5124, byte miss ratio 0.5124
io_traces.ns99 S3FIFO-0.1000-1.9000 cache size   573186, 3200000 req, miss ratio 0.4696, byte miss ratio 0.4696
io_traces.ns99 S3FIFO-0.1000-1.9000 cache size  1146373, 3200000 req, miss ratio 0.4486, byte miss ratio 0.4486
io_traces.ns99 S3FIFO-0.4000-1.9000 cache size     1432, 3200000 req, miss ratio 0.9258, byte miss ratio 0.9258
io_traces.ns99 S3FIFO-0.4000-1.9000 cache size     4298, 3200000 req, miss ratio 0.9122, byte miss ratio 0.9122
io_traces.ns99 S3FIFO-0.4000-1.9000 cache size    14329, 3200000 req, miss ratio 0.8602, byte miss ratio 0.8602
io_traces.ns99 S3FIFO-0.4000-1.9000 cache size    42989, 3200000 req, miss ratio 0.7087, byte miss ratio 0.7087
io_traces.ns99 S3FIFO-0.4000-1.9000 cache size   143296, 3200000 req, miss ratio 0.5470, byte miss ratio 0.5470
io_traces.ns99 S3FIFO-0.4000-1.9000 cache size   286593, 3200000 req, miss ratio 0.5246, byte miss ratio 0.5246
io_traces.ns99 S3FIFO-0.4000-1.9000 cache size   573186, 3200000 req, miss ratio 0.4696, byte miss ratio 0.4696
io_traces.ns99 S3FIFO-0.4000-1.9000 cache size  1146373, 3200000 req, miss ratio 0.4486, byte miss ratio 0.4486
io_traces.ns99 S3FIFO-0.8000-1.9000 cache size     1432, 3200000 req, miss ratio 0.9265, byte miss ratio 0.9265
io_traces.ns99 S3FIFO-0.8000-1.9000 cache size     4298, 3200000 req, miss ratio 0.9205, byte miss ratio 0.9205
io_traces.ns99 S3FIFO-0.8000-1.9000 cache size    14329, 3200000 req, miss ratio 0.9149, byte miss ratio 0.9149
io_traces.ns99 S3FIFO-0.8000-1.9000 cache size    42989, 3200000 req, miss ratio 0.8083, byte miss ratio 0.8083
io_traces.ns99 S3FIFO-0.8000-1.9000 cache size   143296, 3200000 req, miss ratio 0.6032, byte miss ratio 0.6032
io_traces.ns99 S3FIFO-0.8000-1.9000 cache size   286593, 3200000 req, miss ratio 0.5584, byte miss ratio 0.5584
io_traces.ns99 S3FIFO-0.8000-1.9000 cache size   573186, 3200000 req, miss ratio 0.4931, byte miss ratio 0.4931
io_traces.ns99 S3FIFO-0.8000-1.9000 cache size  1146373, 3200000 req, miss ratio 0.4486, byte miss ratio 0.4486
io_traces.ns99 S3FIFO-0.6000-1.9000 cache size     1432, 3200000 req, miss ratio 0.9258, byte miss ratio 0.9258
io_traces.ns99 S3FIFO-0.6000-1.9000 cache size     4298, 3200000 req, miss ratio 0.9147, byte miss ratio 0.9147
io_traces.ns99 S3FIFO-0.6000-1.9000 cache size    14329, 3200000 req, miss ratio 0.8875, byte miss ratio 0.8875
io_traces.ns99 S3FIFO-0.6000-1.9000 cache size    42989, 3200000 req, miss ratio 0.7672, byte miss ratio 0.7672
io_traces.ns99 S3FIFO-0.6000-1.9000 cache size   143296, 3200000 req, miss ratio 0.5643, byte miss ratio 0.5643
io_traces.ns99 S3FIFO-0.6000-1.9000 cache size   286593, 3200000 req, miss ratio 0.5395, byte miss ratio 0.5395
