io_traces.ns113 S3FIFO-0.0250-1.9000 cache size     1581, 35800000 req, miss ratio 0.2327, byte miss ratio 0.2327
io_traces.ns113 S3FIFO-0.0250-1.9000 cache size     4743, 35800000 req, miss ratio 0.2115, byte miss ratio 0.2115
io_traces.ns113 S3FIFO-0.0250-1.9000 cache size    15812, 35800000 req, miss ratio 0.1971, byte miss ratio 0.1971
io_traces.ns113 S3FIFO-0.0250-1.9000 cache size    47437, 35800000 req, miss ratio 0.1595, byte miss ratio 0.1595
io_traces.ns113 S3FIFO-0.0250-1.9000 cache size   158125, 35800000 req, miss ratio 0.1025, byte miss ratio 0.1025
io_traces.ns113 S3FIFO-0.0250-1.9000 cache size   316250, 35800000 req, miss ratio 0.0764, byte miss ratio 0.0764
io_traces.ns113 S3FIFO-0.0250-1.9000 cache size   632501, 35800000 req, miss ratio 0.0592, byte miss ratio 0.0592
io_traces.ns113 S3FIFO-0.0250-1.9000 cache size  1265002, 35800000 req, miss ratio 0.0463, byte miss ratio 0.0463
io_traces.ns113 S3FIFO-0.2500-0.9000 cache size     1581, 35800000 req, miss ratio 0.2286, byte miss ratio 0.2286
io_traces.ns113 S3FIFO-0.2500-0.9000 cache size     4743, 35800000 req, miss ratio 0.2121, byte miss ratio 0.2121
io_traces.ns113 S3FIFO-0.2500-0.9000 cache size    15812, 35800000 req, miss ratio 0.1971, byte miss ratio 0.1971
io_traces.ns113 S3FIFO-0.2500-0.9000 cache size    47437, 35800000 req, miss ratio 0.1605, byte miss ratio 0.1605
io_traces.ns113 S3FIFO-0.2500-0.9000 cache size   158125, 35800000 req, miss ratio 0.0847, byte miss ratio 0.0847
io_traces.ns113 S3FIFO-0.2500-0.9000 cache size   316250, 35800000 req, miss ratio 0.0609, byte miss ratio 0.0609
io_traces.ns113 S3FIFO-0.2500-0.9000 cache size   632501, 35800000 req, miss ratio 0.0534, byte miss ratio 0.0534
io_traces.ns113 S3FIFO-0.2500-0.9000 cache size  1265002, 35800000 req, miss ratio 0.0466, byte miss ratio 0.0466
io_traces.ns113 S3FIFO-0.0050-1.9000 cache size     1581, 35800000 req, miss ratio 0.2438, byte miss ratio 0.2438
io_traces.ns113 S3FIFO-0.0050-1.9000 cache size     4743, 35800000 req, miss ratio 0.2170, byte miss ratio 0.2170
io_traces.ns113 S3FIFO-0.0050-1.9000 cache size    15812, 35800000 req, miss ratio 0.1993, byte miss ratio 0.1993
io_traces.ns113 S3FIFO-0.0050-1.9000 cache size    47437, 35800000 req, miss ratio 0.1595, byte miss ratio 0.1595
io_traces.ns113 S3FIFO-0.0050-1.9000 cache size   158125, 35800000 req, miss ratio 0.1043, byte miss ratio 0.1043
io_traces.ns113 S3FIFO-0.0050-1.9000 cache size   316250, 35800000 req, miss ratio 0.0808, byte miss ratio 0.0808
io_traces.ns113 S3FIFO-0.0050-1.9000 cache size   632501, 35800000 req, miss ratio 0.0664, byte miss ratio 0.0664
