cdn1_colo28.ns688 S3FIFO-0.8500-0.9000 cache size       11, 1106357 req, miss ratio 0.6064, byte miss ratio 0.6064
cdn1_colo28.ns688 S3FIFO-0.8500-0.9000 cache size       38, 1106357 req, miss ratio 0.1923, byte miss ratio 0.1923
cdn1_colo28.ns688 S3FIFO-0.8500-0.9000 cache size       76, 1106357 req, miss ratio 0.0495, byte miss ratio 0.0495
cdn1_colo28.ns688 S3FIFO-0.8500-0.9000 cache size      153, 1106357 req, miss ratio 0.0074, byte miss ratio 0.0074
cdn1_colo28.ns688 S3FIFO-0.8500-0.9000 cache size      307, 1106357 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_colo28.ns688 S3FIFO-0.6000-1.9000 cache size       11, 1106357 req, miss ratio 0.5725, byte miss ratio 0.5725
cdn1_colo28.ns688 S3FIFO-0.6000-1.9000 cache size       38, 1106357 req, miss ratio 0.1645, byte miss ratio 0.1645
cdn1_colo28.ns688 S3FIFO-0.6000-1.9000 cache size       76, 1106357 req, miss ratio 0.0402, byte miss ratio 0.0402
cdn1_colo28.ns688 S3FIFO-0.6000-1.9000 cache size      153, 1106357 req, miss ratio 0.0058, byte miss ratio 0.0058
cdn1_colo28.ns688 S3FIFO-0.6000-1.9000 cache size      307, 1106357 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_colo28.ns688 S3FIFO-0.2000-1.9000 cache size       11, 1106357 req, miss ratio 0.5098, byte miss ratio 0.5098
cdn1_colo28.ns688 S3FIFO-0.2000-1.9000 cache size       38, 1106357 req, miss ratio 0.1335, byte miss ratio 0.1335
cdn1_colo28.ns688 S3FIFO-0.2000-1.9000 cache size       76, 1106357 req, miss ratio 0.0287, byte miss ratio 0.0287
cdn1_colo28.ns688 S3FIFO-0.2000-1.9000 cache size      153, 1106357 req, miss ratio 0.0039, byte miss ratio 0.0039
cdn1_colo28.ns688 S3FIFO-0.2000-1.9000 cache size      307, 1106357 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_colo28.ns688 S3FIFO-0.3500-0.9000 cache size       11, 1106357 req, miss ratio 0.5039, byte miss ratio 0.5039
cdn1_colo28.ns688 S3FIFO-0.3500-0.9000 cache size       38, 1106357 req, miss ratio 0.1453, byte miss ratio 0.1453
cdn1_colo28.ns688 S3FIFO-0.3500-0.9000 cache size       76, 1106357 req, miss ratio 0.0328, byte miss ratio 0.0328
cdn1_colo28.ns688 S3FIFO-0.3500-0.9000 cache size      153, 1106357 req, miss ratio 0.0044, byte miss ratio 0.0044
cdn1_colo28.ns688 S3FIFO-0.3500-0.9000 cache size      307, 1106357 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns688 S3FIFO-0.1000-1.9000 cache size       11, 1106357 req, miss ratio 0.4912, byte miss ratio 0.4912
cdn1_colo28.ns688 S3FIFO-0.1000-1.9000 cache size       38, 1106357 req, miss ratio 0.1264, byte miss ratio 0.1264
cdn1_colo28.ns688 S3FIFO-0.1000-1.9000 cache size       76, 1106357 req, miss ratio 0.0258, byte miss ratio 0.0258
cdn1_colo28.ns688 S3FIFO-0.1000-1.9000 cache size      153, 1106357 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_colo28.ns688 S3FIFO-0.1000-1.9000 cache size      307, 1106357 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_colo28.ns688 S3FIFO-0.0500-0.9000 cache size       11, 1106357 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns688 S3FIFO-0.0500-0.9000 cache size       38, 1106357 req, miss ratio 0.1196, byte miss ratio 0.1196
cdn1_colo28.ns688 S3FIFO-0.0500-0.9000 cache size       76, 1106357 req, miss ratio 0.0243, byte miss ratio 0.0243
cdn1_colo28.ns688 S3FIFO-0.0500-0.9000 cache size      153, 1106357 req, miss ratio 0.0036, byte miss ratio 0.0036
cdn1_colo28.ns688 S3FIFO-0.0500-0.9000 cache size      307, 1106357 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_colo28.ns688 S3FIFO-0.7000-1.9000 cache size       11, 1106357 req, miss ratio 0.5854, byte miss ratio 0.5854
cdn1_colo28.ns688 S3FIFO-0.7000-1.9000 cache size       38, 1106357 req, miss ratio 0.1738, byte miss ratio 0.1738
cdn1_colo28.ns688 S3FIFO-0.7000-1.9000 cache size       76, 1106357 req, miss ratio 0.0437, byte miss ratio 0.0437
cdn1_colo28.ns688 S3FIFO-0.7000-1.9000 cache size      153, 1106357 req, miss ratio 0.0064, byte miss ratio 0.0064
cdn1_colo28.ns688 S3FIFO-0.7000-1.9000 cache size      307, 1106357 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_colo28.ns688 S3FIFO-0.0100-1.9000 cache size       11, 1106357 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns688 S3FIFO-0.0100-1.9000 cache size       38, 1106357 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns688 S3FIFO-0.0100-1.9000 cache size       76, 1106357 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns688 S3FIFO-0.0100-1.9000 cache size      153, 1106357 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_colo28.ns688 S3FIFO-0.0100-1.9000 cache size      307, 1106357 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_colo28.ns688 S3FIFO-0.5500-0.9000 cache size       11, 1106357 req, miss ratio 0.5608, byte miss ratio 0.5608
cdn1_colo28.ns688 S3FIFO-0.5500-0.9000 cache size       38, 1106357 req, miss ratio 0.1619, byte miss ratio 0.1619
cdn1_colo28.ns688 S3FIFO-0.5500-0.9000 cache size       76, 1106357 req, miss ratio 0.0389, byte miss ratio 0.0389
cdn1_colo28.ns688 S3FIFO-0.5500-0.9000 cache size      153, 1106357 req, miss ratio 0.0054, byte miss ratio 0.0054
cdn1_colo28.ns688 S3FIFO-0.5500-0.9000 cache size      307, 1106357 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns688 S3FIFO-0.5000-1.9000 cache size       11, 1106357 req, miss ratio 0.5581, byte miss ratio 0.5581
cdn1_colo28.ns688 S3FIFO-0.5000-1.9000 cache size       38, 1106357 req, miss ratio 0.1577, byte miss ratio 0.1577
cdn1_colo28.ns688 S3FIFO-0.5000-1.9000 cache size       76, 1106357 req, miss ratio 0.0373, byte miss ratio 0.0373
cdn1_colo28.ns688 S3FIFO-0.5000-1.9000 cache size      153, 1106357 req, miss ratio 0.0052, byte miss ratio 0.0052
cdn1_colo28.ns688 S3FIFO-0.5000-1.9000 cache size      307, 1106357 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns688 S3FIFO-0.0010-1.9000 cache size       11, 1106357 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns688 S3FIFO-0.0010-1.9000 cache size       38, 1106357 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns688 S3FIFO-0.0010-1.9000 cache size       76, 1106357 req, miss ratio 1.0000, byte miss ratio 1.0000
