cdn1_colo28.ns1635 S3FIFO-0.1000-1.9000 cache size      154, 2165109 req, miss ratio 0.1151, byte miss ratio 0.1151
cdn1_colo28.ns1635 S3FIFO-0.1000-1.9000 cache size      462, 2165109 req, miss ratio 0.0965, byte miss ratio 0.0965
cdn1_colo28.ns1635 S3FIFO-0.1000-1.9000 cache size     1543, 2165109 req, miss ratio 0.0869, byte miss ratio 0.0869
cdn1_colo28.ns1635 S3FIFO-0.1000-1.9000 cache size     4629, 2165109 req, miss ratio 0.0813, byte miss ratio 0.0813
cdn1_colo28.ns1635 S3FIFO-0.1000-1.9000 cache size    15431, 2165109 req, miss ratio 0.0763, byte miss ratio 0.0763
cdn1_colo28.ns1635 S3FIFO-0.1000-1.9000 cache size    30862, 2165109 req, miss ratio 0.0742, byte miss ratio 0.0742
cdn1_colo28.ns1635 S3FIFO-0.1000-1.9000 cache size    61725, 2165109 req, miss ratio 0.0727, byte miss ratio 0.0727
cdn1_colo28.ns1635 S3FIFO-0.1000-1.9000 cache size   123450, 2165109 req, miss ratio 0.0717, byte miss ratio 0.0717
cdn1_colo28.ns1635 S3FIFO-0.3000-1.9000 cache size      154, 2165109 req, miss ratio 0.1187, byte miss ratio 0.1187
cdn1_colo28.ns1635 S3FIFO-0.3000-1.9000 cache size      462, 2165109 req, miss ratio 0.0985, byte miss ratio 0.0985
cdn1_colo28.ns1635 S3FIFO-0.3000-1.9000 cache size     1543, 2165109 req, miss ratio 0.0876, byte miss ratio 0.0876
cdn1_colo28.ns1635 S3FIFO-0.3000-1.9000 cache size     4629, 2165109 req, miss ratio 0.0819, byte miss ratio 0.0819
cdn1_colo28.ns1635 S3FIFO-0.3000-1.9000 cache size    15431, 2165109 req, miss ratio 0.0767, byte miss ratio 0.0767
cdn1_colo28.ns1635 S3FIFO-0.3000-1.9000 cache size    30862, 2165109 req, miss ratio 0.0744, byte miss ratio 0.0744
cdn1_colo28.ns1635 S3FIFO-0.3000-1.9000 cache size    61725, 2165109 req, miss ratio 0.0728, byte miss ratio 0.0728
cdn1_colo28.ns1635 S3FIFO-0.3000-1.9000 cache size   123450, 2165109 req, miss ratio 0.0717, byte miss ratio 0.0717
cdn1_colo28.ns1635 S3FIFO-0.0250-0.9000 cache size      154, 2165109 req, miss ratio 0.1139, byte miss ratio 0.1139
cdn1_colo28.ns1635 S3FIFO-0.0250-0.9000 cache size      462, 2165109 req, miss ratio 0.0958, byte miss ratio 0.0958
cdn1_colo28.ns1635 S3FIFO-0.0250-0.9000 cache size     1543, 2165109 req, miss ratio 0.0866, byte miss ratio 0.0866
cdn1_colo28.ns1635 S3FIFO-0.0250-0.9000 cache size     4629, 2165109 req, miss ratio 0.0811, byte miss ratio 0.0811
cdn1_colo28.ns1635 S3FIFO-0.0250-0.9000 cache size    15431, 2165109 req, miss ratio 0.0762, byte miss ratio 0.0762
cdn1_colo28.ns1635 S3FIFO-0.0250-0.9000 cache size    30862, 2165109 req, miss ratio 0.0741, byte miss ratio 0.0741
cdn1_colo28.ns1635 S3FIFO-0.0250-0.9000 cache size    61725, 2165109 req, miss ratio 0.0727, byte miss ratio 0.0727
cdn1_colo28.ns1635 S3FIFO-0.0250-0.9000 cache size   123450, 2165109 req, miss ratio 0.0717, byte miss ratio 0.0717
cdn1_colo28.ns1635 S3FIFO-0.9900-1.9000 cache size      154, 2165109 req, miss ratio 0.1421, byte miss ratio 0.1421
cdn1_colo28.ns1635 S3FIFO-0.9900-1.9000 cache size      462, 2165109 req, miss ratio 0.1141, byte miss ratio 0.1141
cdn1_colo28.ns1635 S3FIFO-0.9900-1.9000 cache size     1543, 2165109 req, miss ratio 0.0961, byte miss ratio 0.0961
cdn1_colo28.ns1635 S3FIFO-0.9900-1.9000 cache size     4629, 2165109 req, miss ratio 0.0866, byte miss ratio 0.0866
cdn1_colo28.ns1635 S3FIFO-0.9900-1.9000 cache size    15431, 2165109 req, miss ratio 0.0796, byte miss ratio 0.0796
cdn1_colo28.ns1635 S3FIFO-0.9900-1.9000 cache size    30862, 2165109 req, miss ratio 0.0763, byte miss ratio 0.0763
cdn1_colo28.ns1635 S3FIFO-0.9900-1.9000 cache size    61725, 2165109 req, miss ratio 0.0738, byte miss ratio 0.0738
cdn1_colo28.ns1635 S3FIFO-0.9900-1.9000 cache size   123450, 2165109 req, miss ratio 0.0719, byte miss ratio 0.0719
cdn1_colo28.ns1635 S3FIFO-0.9000-0.9000 cache size      154, 2165109 req, miss ratio 0.1372, byte miss ratio 0.1372
cdn1_colo28.ns1635 S3FIFO-0.9000-0.9000 cache size      462, 2165109 req, miss ratio 0.1106, byte miss ratio 0.1106
cdn1_colo28.ns1635 S3FIFO-0.9000-0.9000 cache size     1543, 2165109 req, miss ratio 0.0938, byte miss ratio 0.0938
cdn1_colo28.ns1635 S3FIFO-0.9000-0.9000 cache size     4629, 2165109 req, miss ratio 0.0851, byte miss ratio 0.0851
cdn1_colo28.ns1635 S3FIFO-0.9000-0.9000 cache size    15431, 2165109 req, miss ratio 0.0788, byte miss ratio 0.0788
cdn1_colo28.ns1635 S3FIFO-0.9000-0.9000 cache size    30862, 2165109 req, miss ratio 0.0758, byte miss ratio 0.0758
cdn1_colo28.ns1635 S3FIFO-0.9000-0.9000 cache size    61725, 2165109 req, miss ratio 0.0734, byte miss ratio 0.0734
cdn1_colo28.ns1635 S3FIFO-0.9000-0.9000 cache size   123450, 2165109 req, miss ratio 0.0717, byte miss ratio 0.0717
cdn1_colo28.ns1635 S3FIFO-0.9500-0.9000 cache size      154, 2165109 req, miss ratio 0.1397, byte miss ratio 0.1397
cdn1_colo28.ns1635 S3FIFO-0.9500-0.9000 cache size      462, 2165109 req, miss ratio 0.1125, byte miss ratio 0.1125
cdn1_colo28.ns1635 S3FIFO-0.9500-0.9000 cache size     1543, 2165109 req, miss ratio 0.0950, byte miss ratio 0.0950
cdn1_colo28.ns1635 S3FIFO-0.9500-0.9000 cache size     4629, 2165109 req, miss ratio 0.0859, byte miss ratio 0.0859
cdn1_colo28.ns1635 S3FIFO-0.9500-0.9000 cache size    15431, 2165109 req, miss ratio 0.0792, byte miss ratio 0.0792
cdn1_colo28.ns1635 S3FIFO-0.9500-0.9000 cache size    30862, 2165109 req, miss ratio 0.0761, byte miss ratio 0.0761
cdn1_colo28.ns1635 S3FIFO-0.9500-0.9000 cache size    61725, 2165109 req, miss ratio 0.0736, byte miss ratio 0.0736
cdn1_colo28.ns1635 S3FIFO-0.9500-0.9000 cache size   123450, 2165109 req, miss ratio 0.0718, byte miss ratio 0.0718
cdn1_colo28.ns1635 S3FIFO-0.3000-0.9000 cache size      154, 2165109 req, miss ratio 0.1187, byte miss ratio 0.1187
cdn1_colo28.ns1635 S3FIFO-0.3000-0.9000 cache size      462, 2165109 req, miss ratio 0.0985, byte miss ratio 0.0985
cdn1_colo28.ns1635 S3FIFO-0.3000-0.9000 cache size     1543, 2165109 req, miss ratio 0.0876, byte miss ratio 0.0876
cdn1_colo28.ns1635 S3FIFO-0.3000-0.9000 cache size     4629, 2165109 req, miss ratio 0.0819, byte miss ratio 0.0819
cdn1_colo28.ns1635 S3FIFO-0.3000-0.9000 cache size    15431, 2165109 req, miss ratio 0.0767, byte miss ratio 0.0767
cdn1_colo28.ns1635 S3FIFO-0.3000-0.9000 cache size    30862, 2165109 req, miss ratio 0.0744, byte miss ratio 0.0744
cdn1_colo28.ns1635 S3FIFO-0.3000-0.9000 cache size    61725, 2165109 req, miss ratio 0.0728, byte miss ratio 0.0728
cdn1_colo28.ns1635 S3FIFO-0.3000-0.9000 cache size   123450, 2165109 req, miss ratio 0.0717, byte miss ratio 0.0717
cdn1_colo28.ns1635 S3FIFO-0.2000-1.9000 cache size      154, 2165109 req, miss ratio 0.1168, byte miss ratio 0.1168
cdn1_colo28.ns1635 S3FIFO-0.2000-1.9000 cache size      462, 2165109 req, miss ratio 0.0974, byte miss ratio 0.0974
cdn1_colo28.ns1635 S3FIFO-0.2000-1.9000 cache size     1543, 2165109 req, miss ratio 0.0872, byte miss ratio 0.0872
cdn1_colo28.ns1635 S3FIFO-0.2000-1.9000 cache size     4629, 2165109 req, miss ratio 0.0816, byte miss ratio 0.0816
cdn1_colo28.ns1635 S3FIFO-0.2000-1.9000 cache size    15431, 2165109 req, miss ratio 0.0765, byte miss ratio 0.0765
cdn1_colo28.ns1635 S3FIFO-0.2000-1.9000 cache size    30862, 2165109 req, miss ratio 0.0743, byte miss ratio 0.0743
cdn1_colo28.ns1635 S3FIFO-0.2000-1.9000 cache size    61725, 2165109 req, miss ratio 0.0728, byte miss ratio 0.0728
cdn1_colo28.ns1635 S3FIFO-0.2000-1.9000 cache size   123450, 2165109 req, miss ratio 0.0717, byte miss ratio 0.0717
cdn1_colo28.ns1635 S3FIFO-0.7500-0.9000 cache size      154, 2165109 req, miss ratio 0.1309, byte miss ratio 0.1309
cdn1_colo28.ns1635 S3FIFO-0.7500-0.9000 cache size      462, 2165109 req, miss ratio 0.1063, byte miss ratio 0.1063
cdn1_colo28.ns1635 S3FIFO-0.7500-0.9000 cache size     1543, 2165109 req, miss ratio 0.0911, byte miss ratio 0.0911
cdn1_colo28.ns1635 S3FIFO-0.7500-0.9000 cache size     4629, 2165109 req, miss ratio 0.0838, byte miss ratio 0.0838
cdn1_colo28.ns1635 S3FIFO-0.7500-0.9000 cache size    15431, 2165109 req, miss ratio 0.0781, byte miss ratio 0.0781
cdn1_colo28.ns1635 S3FIFO-0.7500-0.9000 cache size    30862, 2165109 req, miss ratio 0.0753, byte miss ratio 0.0753
cdn1_colo28.ns1635 S3FIFO-0.7500-0.9000 cache size    61725, 2165109 req, miss ratio 0.0731, byte miss ratio 0.0731
cdn1_colo28.ns1635 S3FIFO-0.7500-0.9000 cache size   123450, 2165109 req, miss ratio 0.0717, byte miss ratio 0.0717
cdn1_colo28.ns1635 S3FIFO-0.6500-1.9000 cache size      154, 2165109 req, miss ratio 0.1274, byte miss ratio 0.1274
cdn1_colo28.ns1635 S3FIFO-0.6500-1.9000 cache size      462, 2165109 req, miss ratio 0.1040, byte miss ratio 0.1040
cdn1_colo28.ns1635 S3FIFO-0.6500-1.9000 cache size     1543, 2165109 req, miss ratio 0.0899, byte miss ratio 0.0899
cdn1_colo28.ns1635 S3FIFO-0.6500-1.9000 cache size     4629, 2165109 req, miss ratio 0.0832, byte miss ratio 0.0832
cdn1_colo28.ns1635 S3FIFO-0.6500-1.9000 cache size    15431, 2165109 req, miss ratio 0.0777, byte miss ratio 0.0777
cdn1_colo28.ns1635 S3FIFO-0.6500-1.9000 cache size    30862, 2165109 req, miss ratio 0.0750, byte miss ratio 0.0750
cdn1_colo28.ns1635 S3FIFO-0.6500-1.9000 cache size    61725, 2165109 req, miss ratio 0.0730, byte miss ratio 0.0730
cdn1_colo28.ns1635 S3FIFO-0.6500-1.9000 cache size   123450, 2165109 req, miss ratio 0.0717, byte miss ratio 0.0717
cdn1_colo28.ns1635 S3FIFO-0.9000-1.9000 cache size      154, 2165109 req, miss ratio 0.1372, byte miss ratio 0.1372
cdn1_colo28.ns1635 S3FIFO-0.9000-1.9000 cache size      462, 2165109 req, miss ratio 0.1106, byte miss ratio 0.1106
cdn1_colo28.ns1635 S3FIFO-0.9000-1.9000 cache size     1543, 2165109 req, miss ratio 0.0938, byte miss ratio 0.0938
cdn1_colo28.ns1635 S3FIFO-0.9000-1.9000 cache size     4629, 2165109 req, miss ratio 0.0851, byte miss ratio 0.0851
cdn1_colo28.ns1635 S3FIFO-0.9000-1.9000 cache size    15431, 2165109 req, miss ratio 0.0788, byte miss ratio 0.0788
cdn1_colo28.ns1635 S3FIFO-0.9000-1.9000 cache size    30862, 2165109 req, miss ratio 0.0758, byte miss ratio 0.0758
cdn1_colo28.ns1635 S3FIFO-0.9000-1.9000 cache size    61725, 2165109 req, miss ratio 0.0734, byte miss ratio 0.0734
cdn1_colo28.ns1635 S3FIFO-0.9000-1.9000 cache size   123450, 2165109 req, miss ratio 0.0717, byte miss ratio 0.0717
cdn1_colo28.ns1635 S3FIFO-0.0050-0.9000 cache size      154, 2165109 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1635 S3FIFO-0.0050-0.9000 cache size      462, 2165109 req, miss ratio 0.0958, byte miss ratio 0.0958
cdn1_colo28.ns1635 S3FIFO-0.0050-0.9000 cache size     1543, 2165109 req, miss ratio 0.0866, byte miss ratio 0.0866
cdn1_colo28.ns1635 S3FIFO-0.0050-0.9000 cache size     4629, 2165109 req, miss ratio 0.0811, byte miss ratio 0.0811
cdn1_colo28.ns1635 S3FIFO-0.0050-0.9000 cache size    15431, 2165109 req, miss ratio 0.0762, byte miss ratio 0.0762
cdn1_colo28.ns1635 S3FIFO-0.0050-0.9000 cache size    30862, 2165109 req, miss ratio 0.0741, byte miss ratio 0.0741
cdn1_colo28.ns1635 S3FIFO-0.0050-0.9000 cache size    61725, 2165109 req, miss ratio 0.0727, byte miss ratio 0.0727
cdn1_colo28.ns1635 S3FIFO-0.0050-0.9000 cache size   123450, 2165109 req, miss ratio 0.0717, byte miss ratio 0.0717
cdn1_colo28.ns1635 S3FIFO-0.4000-1.9000 cache size      154, 2165109 req, miss ratio 0.1207, byte miss ratio 0.1207
cdn1_colo28.ns1635 S3FIFO-0.4000-1.9000 cache size      462, 2165109 req, miss ratio 0.0996, byte miss ratio 0.0996
cdn1_colo28.ns1635 S3FIFO-0.4000-1.9000 cache size     1543, 2165109 req, miss ratio 0.0881, byte miss ratio 0.0881
cdn1_colo28.ns1635 S3FIFO-0.4000-1.9000 cache size     4629, 2165109 req, miss ratio 0.0822, byte miss ratio 0.0822
cdn1_colo28.ns1635 S3FIFO-0.4000-1.9000 cache size    15431, 2165109 req, miss ratio 0.0769, byte miss ratio 0.0769
cdn1_colo28.ns1635 S3FIFO-0.4000-1.9000 cache size    30862, 2165109 req, miss ratio 0.0745, byte miss ratio 0.0745
