cdn1_colo28.ns214 S3FIFO-0.2500-1.9000 cache size       63, 1177862 req, miss ratio 0.3231, byte miss ratio 0.3231
cdn1_colo28.ns214 S3FIFO-0.2500-1.9000 cache size      191, 1177862 req, miss ratio 0.2229, byte miss ratio 0.2229
cdn1_colo28.ns214 S3FIFO-0.2500-1.9000 cache size      639, 1177862 req, miss ratio 0.1644, byte miss ratio 0.1644
cdn1_colo28.ns214 S3FIFO-0.2500-1.9000 cache size     1919, 1177862 req, miss ratio 0.1269, byte miss ratio 0.1269
cdn1_colo28.ns214 S3FIFO-0.2500-1.9000 cache size     6398, 1177862 req, miss ratio 0.0907, byte miss ratio 0.0907
cdn1_colo28.ns214 S3FIFO-0.2500-1.9000 cache size    12796, 1177862 req, miss ratio 0.0729, byte miss ratio 0.0729
cdn1_colo28.ns214 S3FIFO-0.2500-1.9000 cache size    25593, 1177862 req, miss ratio 0.0604, byte miss ratio 0.0604
cdn1_colo28.ns214 S3FIFO-0.2500-1.9000 cache size    51186, 1177862 req, miss ratio 0.0547, byte miss ratio 0.0547
cdn1_colo28.ns214 S3FIFO-0.9500-0.9000 cache size       63, 1177862 req, miss ratio 0.4466, byte miss ratio 0.4466
cdn1_colo28.ns214 S3FIFO-0.9500-0.9000 cache size      191, 1177862 req, miss ratio 0.3013, byte miss ratio 0.3013
cdn1_colo28.ns214 S3FIFO-0.9500-0.9000 cache size      639, 1177862 req, miss ratio 0.2065, byte miss ratio 0.2065
cdn1_colo28.ns214 S3FIFO-0.9500-0.9000 cache size     1919, 1177862 req, miss ratio 0.1508, byte miss ratio 0.1508
cdn1_colo28.ns214 S3FIFO-0.9500-0.9000 cache size     6398, 1177862 req, miss ratio 0.1090, byte miss ratio 0.1090
cdn1_colo28.ns214 S3FIFO-0.9500-0.9000 cache size    12796, 1177862 req, miss ratio 0.0883, byte miss ratio 0.0883
cdn1_colo28.ns214 S3FIFO-0.9500-0.9000 cache size    25593, 1177862 req, miss ratio 0.0695, byte miss ratio 0.0695
cdn1_colo28.ns214 S3FIFO-0.9500-0.9000 cache size    51186, 1177862 req, miss ratio 0.0570, byte miss ratio 0.0570
cdn1_colo28.ns214 S3FIFO-0.6500-1.9000 cache size       63, 1177862 req, miss ratio 0.3851, byte miss ratio 0.3851
cdn1_colo28.ns214 S3FIFO-0.6500-1.9000 cache size      191, 1177862 req, miss ratio 0.2554, byte miss ratio 0.2554
cdn1_colo28.ns214 S3FIFO-0.6500-1.9000 cache size      639, 1177862 req, miss ratio 0.1800, byte miss ratio 0.1800
cdn1_colo28.ns214 S3FIFO-0.6500-1.9000 cache size     1919, 1177862 req, miss ratio 0.1349, byte miss ratio 0.1349
cdn1_colo28.ns214 S3FIFO-0.6500-1.9000 cache size     6398, 1177862 req, miss ratio 0.0990, byte miss ratio 0.0990
cdn1_colo28.ns214 S3FIFO-0.6500-1.9000 cache size    12796, 1177862 req, miss ratio 0.0798, byte miss ratio 0.0798
cdn1_colo28.ns214 S3FIFO-0.6500-1.9000 cache size    25593, 1177862 req, miss ratio 0.0635, byte miss ratio 0.0635
cdn1_colo28.ns214 S3FIFO-0.6500-1.9000 cache size    51186, 1177862 req, miss ratio 0.0547, byte miss ratio 0.0547
cdn1_colo28.ns214 S3FIFO-0.8500-1.9000 cache size       63, 1177862 req, miss ratio 0.4266, byte miss ratio 0.4266
cdn1_colo28.ns214 S3FIFO-0.8500-1.9000 cache size      191, 1177862 req, miss ratio 0.2832, byte miss ratio 0.2832
cdn1_colo28.ns214 S3FIFO-0.8500-1.9000 cache size      639, 1177862 req, miss ratio 0.1950, byte miss ratio 0.1950
cdn1_colo28.ns214 S3FIFO-0.8500-1.9000 cache size     1919, 1177862 req, miss ratio 0.1439, byte miss ratio 0.1439
cdn1_colo28.ns214 S3FIFO-0.8500-1.9000 cache size     6398, 1177862 req, miss ratio 0.1050, byte miss ratio 0.1050
cdn1_colo28.ns214 S3FIFO-0.8500-1.9000 cache size    12796, 1177862 req, miss ratio 0.0848, byte miss ratio 0.0848
cdn1_colo28.ns214 S3FIFO-0.8500-1.9000 cache size    25593, 1177862 req, miss ratio 0.0671, byte miss ratio 0.0671
cdn1_colo28.ns214 S3FIFO-0.8500-1.9000 cache size    51186, 1177862 req, miss ratio 0.0554, byte miss ratio 0.0554
cdn1_colo28.ns214 S3FIFO-0.0500-1.9000 cache size       63, 1177862 req, miss ratio 0.3126, byte miss ratio 0.3126
cdn1_colo28.ns214 S3FIFO-0.0500-1.9000 cache size      191, 1177862 req, miss ratio 0.2175, byte miss ratio 0.2175
cdn1_colo28.ns214 S3FIFO-0.0500-1.9000 cache size      639, 1177862 req, miss ratio 0.1621, byte miss ratio 0.1621
cdn1_colo28.ns214 S3FIFO-0.0500-1.9000 cache size     1919, 1177862 req, miss ratio 0.1269, byte miss ratio 0.1269
cdn1_colo28.ns214 S3FIFO-0.0500-1.9000 cache size     6398, 1177862 req, miss ratio 0.0892, byte miss ratio 0.0892
cdn1_colo28.ns214 S3FIFO-0.0500-1.9000 cache size    12796, 1177862 req, miss ratio 0.0718, byte miss ratio 0.0718
cdn1_colo28.ns214 S3FIFO-0.0500-1.9000 cache size    25593, 1177862 req, miss ratio 0.0605, byte miss ratio 0.0605
cdn1_colo28.ns214 S3FIFO-0.0500-1.9000 cache size    51186, 1177862 req, miss ratio 0.0547, byte miss ratio 0.0547
cdn1_colo28.ns214 S3FIFO-0.0050-0.9000 cache size       63, 1177862 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns214 S3FIFO-0.0050-0.9000 cache size      191, 1177862 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns214 S3FIFO-0.0050-0.9000 cache size      639, 1177862 req, miss ratio 0.1652, byte miss ratio 0.1652
cdn1_colo28.ns214 S3FIFO-0.0050-0.9000 cache size     1919, 1177862 req, miss ratio 0.1295, byte miss ratio 0.1295
cdn1_colo28.ns214 S3FIFO-0.0050-0.9000 cache size     6398, 1177862 req, miss ratio 0.0908, byte miss ratio 0.0908
cdn1_colo28.ns214 S3FIFO-0.0050-0.9000 cache size    12796, 1177862 req, miss ratio 0.0732, byte miss ratio 0.0732
cdn1_colo28.ns214 S3FIFO-0.0050-0.9000 cache size    25593, 1177862 req, miss ratio 0.0606, byte miss ratio 0.0606
cdn1_colo28.ns214 S3FIFO-0.0050-0.9000 cache size    51186, 1177862 req, miss ratio 0.0547, byte miss ratio 0.0547
cdn1_colo28.ns214 S3FIFO-0.7500-1.9000 cache size       63, 1177862 req, miss ratio 0.4072, byte miss ratio 0.4072
cdn1_colo28.ns214 S3FIFO-0.7500-1.9000 cache size      191, 1177862 req, miss ratio 0.2678, byte miss ratio 0.2678
cdn1_colo28.ns214 S3FIFO-0.7500-1.9000 cache size      639, 1177862 req, miss ratio 0.1866, byte miss ratio 0.1866
cdn1_colo28.ns214 S3FIFO-0.7500-1.9000 cache size     1919, 1177862 req, miss ratio 0.1389, byte miss ratio 0.1389
cdn1_colo28.ns214 S3FIFO-0.7500-1.9000 cache size     6398, 1177862 req, miss ratio 0.1018, byte miss ratio 0.1018
