cdn1_allcolo.ns345 S3FIFO-0.9500-0.9000 cache size      625, 3226504 req, miss ratio 0.7963, byte miss ratio 0.7963
cdn1_allcolo.ns345 S3FIFO-0.9500-0.9000 cache size     1875, 3226504 req, miss ratio 0.7281, byte miss ratio 0.7281
cdn1_allcolo.ns345 S3FIFO-0.9500-0.9000 cache size     6251, 3226504 req, miss ratio 0.6173, byte miss ratio 0.6173
cdn1_allcolo.ns345 S3FIFO-0.9500-0.9000 cache size    18753, 3226504 req, miss ratio 0.4827, byte miss ratio 0.4827
cdn1_allcolo.ns345 S3FIFO-0.9500-0.9000 cache size    62510, 3226504 req, miss ratio 0.3630, byte miss ratio 0.3630
cdn1_allcolo.ns345 S3FIFO-0.9500-0.9000 cache size   125021, 3226504 req, miss ratio 0.3056, byte miss ratio 0.3056
cdn1_allcolo.ns345 S3FIFO-0.9500-0.9000 cache size   250042, 3226504 req, miss ratio 0.2407, byte miss ratio 0.2407
cdn1_allcolo.ns345 S3FIFO-0.9500-0.9000 cache size   500084, 3226504 req, miss ratio 0.2066, byte miss ratio 0.2066
cdn1_allcolo.ns345 S3FIFO-0.9000-1.9000 cache size      625, 3226504 req, miss ratio 0.7959, byte miss ratio 0.7959
cdn1_allcolo.ns345 S3FIFO-0.9000-1.9000 cache size     1875, 3226504 req, miss ratio 0.7264, byte miss ratio 0.7264
cdn1_allcolo.ns345 S3FIFO-0.9000-1.9000 cache size     6251, 3226504 req, miss ratio 0.6130, byte miss ratio 0.6130
cdn1_allcolo.ns345 S3FIFO-0.9000-1.9000 cache size    18753, 3226504 req, miss ratio 0.4772, byte miss ratio 0.4772
cdn1_allcolo.ns345 S3FIFO-0.9000-1.9000 cache size    62510, 3226504 req, miss ratio 0.3573, byte miss ratio 0.3573
cdn1_allcolo.ns345 S3FIFO-0.9000-1.9000 cache size   125021, 3226504 req, miss ratio 0.3004, byte miss ratio 0.3004
cdn1_allcolo.ns345 S3FIFO-0.9000-1.9000 cache size   250042, 3226504 req, miss ratio 0.2376, byte miss ratio 0.2376
cdn1_allcolo.ns345 S3FIFO-0.9000-1.9000 cache size   500084, 3226504 req, miss ratio 0.2040, byte miss ratio 0.2040
cdn1_allcolo.ns345 S3FIFO-0.4500-0.9000 cache size      625, 3226504 req, miss ratio 0.7928, byte miss ratio 0.7928
cdn1_allcolo.ns345 S3FIFO-0.4500-0.9000 cache size     1875, 3226504 req, miss ratio 0.7030, byte miss ratio 0.7030
cdn1_allcolo.ns345 S3FIFO-0.4500-0.9000 cache size     6251, 3226504 req, miss ratio 0.5753, byte miss ratio 0.5753
cdn1_allcolo.ns345 S3FIFO-0.4500-0.9000 cache size    18753, 3226504 req, miss ratio 0.4258, byte miss ratio 0.4258
cdn1_allcolo.ns345 S3FIFO-0.4500-0.9000 cache size    62510, 3226504 req, miss ratio 0.3198, byte miss ratio 0.3198
cdn1_allcolo.ns345 S3FIFO-0.4500-0.9000 cache size   125021, 3226504 req, miss ratio 0.2715, byte miss ratio 0.2715
cdn1_allcolo.ns345 S3FIFO-0.4500-0.9000 cache size   250042, 3226504 req, miss ratio 0.2145, byte miss ratio 0.2145
cdn1_allcolo.ns345 S3FIFO-0.4500-0.9000 cache size   500084, 3226504 req, miss ratio 0.1950, byte miss ratio 0.1950
