cdn1_allcolo.ns751 S3FIFO-0.2000-1.9000 cache size        8, 29999613 req, miss ratio 0.3098, byte miss ratio 0.3098
cdn1_allcolo.ns751 S3FIFO-0.2000-1.9000 cache size       27, 29999613 req, miss ratio 0.0937, byte miss ratio 0.0937
cdn1_allcolo.ns751 S3FIFO-0.2000-1.9000 cache size       55, 29999613 req, miss ratio 0.0075, byte miss ratio 0.0075
cdn1_allcolo.ns751 S3FIFO-0.2000-1.9000 cache size      111, 29999613 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns751 S3FIFO-0.2000-1.9000 cache size      222, 29999613 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns751 S3FIFO-0.3000-1.9000 cache size        8, 29999613 req, miss ratio 0.3159, byte miss ratio 0.3159
cdn1_allcolo.ns751 S3FIFO-0.3000-1.9000 cache size       27, 29999613 req, miss ratio 0.0977, byte miss ratio 0.0977
cdn1_allcolo.ns751 S3FIFO-0.3000-1.9000 cache size       55, 29999613 req, miss ratio 0.0082, byte miss ratio 0.0082
cdn1_allcolo.ns751 S3FIFO-0.3000-1.9000 cache size      111, 29999613 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns751 S3FIFO-0.3000-1.9000 cache size      222, 29999613 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns751 S3FIFO-0.1500-1.9000 cache size        8, 29999613 req, miss ratio 0.3098, byte miss ratio 0.3098
cdn1_allcolo.ns751 S3FIFO-0.1500-1.9000 cache size       27, 29999613 req, miss ratio 0.0926, byte miss ratio 0.0926
cdn1_allcolo.ns751 S3FIFO-0.1500-1.9000 cache size       55, 29999613 req, miss ratio 0.0071, byte miss ratio 0.0071
cdn1_allcolo.ns751 S3FIFO-0.1500-1.9000 cache size      111, 29999613 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns751 S3FIFO-0.1500-1.9000 cache size      222, 29999613 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns751 S3FIFO-0.6000-1.9000 cache size        8, 29999613 req, miss ratio 0.3261, byte miss ratio 0.3261
cdn1_allcolo.ns751 S3FIFO-0.6000-1.9000 cache size       27, 29999613 req, miss ratio 0.1101, byte miss ratio 0.1101
cdn1_allcolo.ns751 S3FIFO-0.6000-1.9000 cache size       55, 29999613 req, miss ratio 0.0105, byte miss ratio 0.0105
cdn1_allcolo.ns751 S3FIFO-0.6000-1.9000 cache size      111, 29999613 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns751 S3FIFO-0.6000-1.9000 cache size      222, 29999613 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns751 S3FIFO-0.2500-0.9000 cache size        8, 29999613 req, miss ratio 0.3085, byte miss ratio 0.3085
cdn1_allcolo.ns751 S3FIFO-0.2500-0.9000 cache size       27, 29999613 req, miss ratio 0.0946, byte miss ratio 0.0946
cdn1_allcolo.ns751 S3FIFO-0.2500-0.9000 cache size       55, 29999613 req, miss ratio 0.0078, byte miss ratio 0.0078
cdn1_allcolo.ns751 S3FIFO-0.2500-0.9000 cache size      111, 29999613 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns751 S3FIFO-0.2500-0.9000 cache size      222, 29999613 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns751 S3FIFO-0.9000-0.9000 cache size        8, 29999613 req, miss ratio 0.3580, byte miss ratio 0.3580
cdn1_allcolo.ns751 S3FIFO-0.9000-0.9000 cache size       27, 29999613 req, miss ratio 0.1212, byte miss ratio 0.1212
cdn1_allcolo.ns751 S3FIFO-0.9000-0.9000 cache size       55, 29999613 req, miss ratio 0.0134, byte miss ratio 0.0134
cdn1_allcolo.ns751 S3FIFO-0.9000-0.9000 cache size      111, 29999613 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns751 S3FIFO-0.9000-0.9000 cache size      222, 29999613 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns751 S3FIFO-0.0100-1.9000 cache size        8, 29999613 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns751 S3FIFO-0.0100-1.9000 cache size       27, 29999613 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns751 S3FIFO-0.0100-1.9000 cache size       55, 29999613 req, miss ratio 1.0000, byte miss ratio 1.0000
