cdn1_allcolo.ns258 S3FIFO-0.0100-1.9000 cache size        7, 1681930 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns258 S3FIFO-0.0100-1.9000 cache size       23, 1681930 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns258 S3FIFO-0.0100-1.9000 cache size       77, 1681930 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns258 S3FIFO-0.0100-1.9000 cache size      232, 1681930 req, miss ratio 0.1499, byte miss ratio 0.1499
cdn1_allcolo.ns258 S3FIFO-0.0100-1.9000 cache size      776, 1681930 req, miss ratio 0.0546, byte miss ratio 0.0546
cdn1_allcolo.ns258 S3FIFO-0.0100-1.9000 cache size     1552, 1681930 req, miss ratio 0.0225, byte miss ratio 0.0225
cdn1_allcolo.ns258 S3FIFO-0.0100-1.9000 cache size     3105, 1681930 req, miss ratio 0.0114, byte miss ratio 0.0114
cdn1_allcolo.ns258 S3FIFO-0.0100-1.9000 cache size     6210, 1681930 req, miss ratio 0.0051, byte miss ratio 0.0051
cdn1_allcolo.ns258 S3FIFO-0.9500-1.9000 cache size        7, 1681930 req, miss ratio 0.6480, byte miss ratio 0.6480
cdn1_allcolo.ns258 S3FIFO-0.9500-1.9000 cache size       23, 1681930 req, miss ratio 0.5092, byte miss ratio 0.5092
cdn1_allcolo.ns258 S3FIFO-0.9500-1.9000 cache size       77, 1681930 req, miss ratio 0.3629, byte miss ratio 0.3629
cdn1_allcolo.ns258 S3FIFO-0.9500-1.9000 cache size      232, 1681930 req, miss ratio 0.2181, byte miss ratio 0.2181
cdn1_allcolo.ns258 S3FIFO-0.9500-1.9000 cache size      776, 1681930 req, miss ratio 0.0886, byte miss ratio 0.0886
cdn1_allcolo.ns258 S3FIFO-0.9500-1.9000 cache size     1552, 1681930 req, miss ratio 0.0396, byte miss ratio 0.0396
cdn1_allcolo.ns258 S3FIFO-0.9500-1.9000 cache size     3105, 1681930 req, miss ratio 0.0185, byte miss ratio 0.0185
cdn1_allcolo.ns258 S3FIFO-0.9500-1.9000 cache size     6210, 1681930 req, miss ratio 0.0076, byte miss ratio 0.0076
cdn1_allcolo.ns258 S3FIFO-0.8000-0.9000 cache size        7, 1681930 req, miss ratio 0.5948, byte miss ratio 0.5948
cdn1_allcolo.ns258 S3FIFO-0.8000-0.9000 cache size       23, 1681930 req, miss ratio 0.4738, byte miss ratio 0.4738
cdn1_allcolo.ns258 S3FIFO-0.8000-0.9000 cache size       77, 1681930 req, miss ratio 0.3408, byte miss ratio 0.3408
cdn1_allcolo.ns258 S3FIFO-0.8000-0.9000 cache size      232, 1681930 req, miss ratio 0.2071, byte miss ratio 0.2071
cdn1_allcolo.ns258 S3FIFO-0.8000-0.9000 cache size      776, 1681930 req, miss ratio 0.0830, byte miss ratio 0.0830
cdn1_allcolo.ns258 S3FIFO-0.8000-0.9000 cache size     1552, 1681930 req, miss ratio 0.0383, byte miss ratio 0.0383
cdn1_allcolo.ns258 S3FIFO-0.8000-0.9000 cache size     3105, 1681930 req, miss ratio 0.0169, byte miss ratio 0.0169
cdn1_allcolo.ns258 S3FIFO-0.8000-0.9000 cache size     6210, 1681930 req, miss ratio 0.0071, byte miss ratio 0.0071
cdn1_allcolo.ns258 S3FIFO-0.0050-1.9000 cache size        7, 1681930 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns258 S3FIFO-0.0050-1.9000 cache size       23, 1681930 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns258 S3FIFO-0.0050-1.9000 cache size       77, 1681930 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns258 S3FIFO-0.0050-1.9000 cache size      232, 1681930 req, miss ratio 0.1497, byte miss ratio 0.1497
cdn1_allcolo.ns258 S3FIFO-0.0050-1.9000 cache size      776, 1681930 req, miss ratio 0.0545, byte miss ratio 0.0545
cdn1_allcolo.ns258 S3FIFO-0.0050-1.9000 cache size     1552, 1681930 req, miss ratio 0.0225, byte miss ratio 0.0225
cdn1_allcolo.ns258 S3FIFO-0.0050-1.9000 cache size     3105, 1681930 req, miss ratio 0.0114, byte miss ratio 0.0114
cdn1_allcolo.ns258 S3FIFO-0.0050-1.9000 cache size     6210, 1681930 req, miss ratio 0.0051, byte miss ratio 0.0051
cdn1_allcolo.ns258 S3FIFO-0.0500-1.9000 cache size        7, 1681930 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns258 S3FIFO-0.0500-1.9000 cache size       23, 1681930 req, miss ratio 0.3938, byte miss ratio 0.3938
cdn1_allcolo.ns258 S3FIFO-0.0500-1.9000 cache size       77, 1681930 req, miss ratio 0.2622, byte miss ratio 0.2622
