tencentBlock.ns10791 S3FIFO-0.1000-1.9000 cache size       80, 1827777 req, miss ratio 0.2460, byte miss ratio 0.2460
tencentBlock.ns10791 S3FIFO-0.1000-1.9000 cache size      242, 1827777 req, miss ratio 0.1756, byte miss ratio 0.1756
tencentBlock.ns10791 S3FIFO-0.1000-1.9000 cache size      809, 1827777 req, miss ratio 0.1556, byte miss ratio 0.1556
tencentBlock.ns10791 S3FIFO-0.1000-1.9000 cache size     2429, 1827777 req, miss ratio 0.1363, byte miss ratio 0.1363
tencentBlock.ns10791 S3FIFO-0.1000-1.9000 cache size     8099, 1827777 req, miss ratio 0.1173, byte miss ratio 0.1173
tencentBlock.ns10791 S3FIFO-0.1000-1.9000 cache size    16198, 1827777 req, miss ratio 0.0994, byte miss ratio 0.0994
tencentBlock.ns10791 S3FIFO-0.1000-1.9000 cache size    32397, 1827777 req, miss ratio 0.0701, byte miss ratio 0.0701
tencentBlock.ns10791 S3FIFO-0.1000-1.9000 cache size    64795, 1827777 req, miss ratio 0.0464, byte miss ratio 0.0464
tencentBlock.ns10791 S3FIFO-0.4500-1.9000 cache size       80, 1827777 req, miss ratio 0.2673, byte miss ratio 0.2673
tencentBlock.ns10791 S3FIFO-0.4500-1.9000 cache size      242, 1827777 req, miss ratio 0.1897, byte miss ratio 0.1897
tencentBlock.ns10791 S3FIFO-0.4500-1.9000 cache size      809, 1827777 req, miss ratio 0.1582, byte miss ratio 0.1582
tencentBlock.ns10791 S3FIFO-0.4500-1.9000 cache size     2429, 1827777 req, miss ratio 0.1404, byte miss ratio 0.1404
tencentBlock.ns10791 S3FIFO-0.4500-1.9000 cache size     8099, 1827777 req, miss ratio 0.1227, byte miss ratio 0.1227
tencentBlock.ns10791 S3FIFO-0.4500-1.9000 cache size    16198, 1827777 req, miss ratio 0.1002, byte miss ratio 0.1002
tencentBlock.ns10791 S3FIFO-0.4500-1.9000 cache size    32397, 1827777 req, miss ratio 0.0708, byte miss ratio 0.0708
tencentBlock.ns10791 S3FIFO-0.4500-1.9000 cache size    64795, 1827777 req, miss ratio 0.0464, byte miss ratio 0.0464
tencentBlock.ns10791 S3FIFO-0.2000-1.9000 cache size       80, 1827777 req, miss ratio 0.2391, byte miss ratio 0.2391
