cdn1_allcolo.ns1679 S3FIFO-0.3000-1.9000 cache size        7, 1044780 req, miss ratio 0.1501, byte miss ratio 0.1501
cdn1_allcolo.ns1679 S3FIFO-0.3000-1.9000 cache size       23, 1044780 req, miss ratio 0.0936, byte miss ratio 0.0936
cdn1_allcolo.ns1679 S3FIFO-0.3000-1.9000 cache size       71, 1044780 req, miss ratio 0.0407, byte miss ratio 0.0407
cdn1_allcolo.ns1679 S3FIFO-0.3000-1.9000 cache size      238, 1044780 req, miss ratio 0.0114, byte miss ratio 0.0114
cdn1_allcolo.ns1679 S3FIFO-0.3000-1.9000 cache size      476, 1044780 req, miss ratio 0.0057, byte miss ratio 0.0057
cdn1_allcolo.ns1679 S3FIFO-0.3000-1.9000 cache size      953, 1044780 req, miss ratio 0.0032, byte miss ratio 0.0032
cdn1_allcolo.ns1679 S3FIFO-0.3000-1.9000 cache size     1906, 1044780 req, miss ratio 0.0023, byte miss ratio 0.0023
cdn1_allcolo.ns1679 S3FIFO-0.5000-1.9000 cache size        7, 1044780 req, miss ratio 0.1539, byte miss ratio 0.1539
cdn1_allcolo.ns1679 S3FIFO-0.5000-1.9000 cache size       23, 1044780 req, miss ratio 0.1008, byte miss ratio 0.1008
cdn1_allcolo.ns1679 S3FIFO-0.5000-1.9000 cache size       71, 1044780 req, miss ratio 0.0449, byte miss ratio 0.0449
cdn1_allcolo.ns1679 S3FIFO-0.5000-1.9000 cache size      238, 1044780 req, miss ratio 0.0130, byte miss ratio 0.0130
cdn1_allcolo.ns1679 S3FIFO-0.5000-1.9000 cache size      476, 1044780 req, miss ratio 0.0064, byte miss ratio 0.0064
cdn1_allcolo.ns1679 S3FIFO-0.5000-1.9000 cache size      953, 1044780 req, miss ratio 0.0035, byte miss ratio 0.0035
cdn1_allcolo.ns1679 S3FIFO-0.5000-1.9000 cache size     1906, 1044780 req, miss ratio 0.0023, byte miss ratio 0.0023
cdn1_allcolo.ns1679 S3FIFO-0.6500-1.9000 cache size        7, 1044780 req, miss ratio 0.1577, byte miss ratio 0.1577
cdn1_allcolo.ns1679 S3FIFO-0.6500-1.9000 cache size       23, 1044780 req, miss ratio 0.1051, byte miss ratio 0.1051
cdn1_allcolo.ns1679 S3FIFO-0.6500-1.9000 cache size       71, 1044780 req, miss ratio 0.0485, byte miss ratio 0.0485
cdn1_allcolo.ns1679 S3FIFO-0.6500-1.9000 cache size      238, 1044780 req, miss ratio 0.0143, byte miss ratio 0.0143
cdn1_allcolo.ns1679 S3FIFO-0.6500-1.9000 cache size      476, 1044780 req, miss ratio 0.0070, byte miss ratio 0.0070
cdn1_allcolo.ns1679 S3FIFO-0.6500-1.9000 cache size      953, 1044780 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns1679 S3FIFO-0.6500-1.9000 cache size     1906, 1044780 req, miss ratio 0.0024, byte miss ratio 0.0024
cdn1_allcolo.ns1679 S3FIFO-0.8000-1.9000 cache size        7, 1044780 req, miss ratio 0.1682, byte miss ratio 0.1682
cdn1_allcolo.ns1679 S3FIFO-0.8000-1.9000 cache size       23, 1044780 req, miss ratio 0.1104, byte miss ratio 0.1104
cdn1_allcolo.ns1679 S3FIFO-0.8000-1.9000 cache size       71, 1044780 req, miss ratio 0.0521, byte miss ratio 0.0521
cdn1_allcolo.ns1679 S3FIFO-0.8000-1.9000 cache size      238, 1044780 req, miss ratio 0.0157, byte miss ratio 0.0157
cdn1_allcolo.ns1679 S3FIFO-0.8000-1.9000 cache size      476, 1044780 req, miss ratio 0.0078, byte miss ratio 0.0078
cdn1_allcolo.ns1679 S3FIFO-0.8000-1.9000 cache size      953, 1044780 req, miss ratio 0.0041, byte miss ratio 0.0041
cdn1_allcolo.ns1679 S3FIFO-0.8000-1.9000 cache size     1906, 1044780 req, miss ratio 0.0025, byte miss ratio 0.0025
cdn1_allcolo.ns1679 S3FIFO-0.0500-1.9000 cache size        7, 1044780 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1679 S3FIFO-0.0500-1.9000 cache size       23, 1044780 req, miss ratio 0.0869, byte miss ratio 0.0869
cdn1_allcolo.ns1679 S3FIFO-0.0500-1.9000 cache size       71, 1044780 req, miss ratio 0.0358, byte miss ratio 0.0358
cdn1_allcolo.ns1679 S3FIFO-0.0500-1.9000 cache size      238, 1044780 req, miss ratio 0.0098, byte miss ratio 0.0098
cdn1_allcolo.ns1679 S3FIFO-0.0500-1.9000 cache size      476, 1044780 req, miss ratio 0.0051, byte miss ratio 0.0051
cdn1_allcolo.ns1679 S3FIFO-0.0500-1.9000 cache size      953, 1044780 req, miss ratio 0.0030, byte miss ratio 0.0030
cdn1_allcolo.ns1679 S3FIFO-0.0500-1.9000 cache size     1906, 1044780 req, miss ratio 0.0023, byte miss ratio 0.0023
cdn1_allcolo.ns1679 S3FIFO-0.4000-0.9000 cache size        7, 1044780 req, miss ratio 0.1487, byte miss ratio 0.1487
cdn1_allcolo.ns1679 S3FIFO-0.4000-0.9000 cache size       23, 1044780 req, miss ratio 0.0959, byte miss ratio 0.0959
cdn1_allcolo.ns1679 S3FIFO-0.4000-0.9000 cache size       71, 1044780 req, miss ratio 0.0423, byte miss ratio 0.0423
cdn1_allcolo.ns1679 S3FIFO-0.4000-0.9000 cache size      238, 1044780 req, miss ratio 0.0122, byte miss ratio 0.0122
cdn1_allcolo.ns1679 S3FIFO-0.4000-0.9000 cache size      476, 1044780 req, miss ratio 0.0060, byte miss ratio 0.0060
cdn1_allcolo.ns1679 S3FIFO-0.4000-0.9000 cache size      953, 1044780 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns1679 S3FIFO-0.4000-0.9000 cache size     1906, 1044780 req, miss ratio 0.0023, byte miss ratio 0.0023
cdn1_allcolo.ns1679 S3FIFO-0.0010-1.9000 cache size        7, 1044780 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1679 S3FIFO-0.0010-1.9000 cache size       23, 1044780 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1679 S3FIFO-0.0010-1.9000 cache size       71, 1044780 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1679 S3FIFO-0.0010-1.9000 cache size      238, 1044780 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1679 S3FIFO-0.0010-1.9000 cache size      476, 1044780 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1679 S3FIFO-0.0010-1.9000 cache size      953, 1044780 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1679 S3FIFO-0.0010-1.9000 cache size     1906, 1044780 req, miss ratio 0.0023, byte miss ratio 0.0023
cdn1_allcolo.ns1679 S3FIFO-0.1500-0.9000 cache size        7, 1044780 req, miss ratio 0.1456, byte miss ratio 0.1456
cdn1_allcolo.ns1679 S3FIFO-0.1500-0.9000 cache size       23, 1044780 req, miss ratio 0.0869, byte miss ratio 0.0869
cdn1_allcolo.ns1679 S3FIFO-0.1500-0.9000 cache size       71, 1044780 req, miss ratio 0.0366, byte miss ratio 0.0366
cdn1_allcolo.ns1679 S3FIFO-0.1500-0.9000 cache size      238, 1044780 req, miss ratio 0.0101, byte miss ratio 0.0101
cdn1_allcolo.ns1679 S3FIFO-0.1500-0.9000 cache size      476, 1044780 req, miss ratio 0.0053, byte miss ratio 0.0053
cdn1_allcolo.ns1679 S3FIFO-0.1500-0.9000 cache size      953, 1044780 req, miss ratio 0.0031, byte miss ratio 0.0031
cdn1_allcolo.ns1679 S3FIFO-0.1500-0.9000 cache size     1906, 1044780 req, miss ratio 0.0023, byte miss ratio 0.0023
cdn1_allcolo.ns1679 S3FIFO-0.1000-1.9000 cache size        7, 1044780 req, miss ratio 1.0000, byte miss ratio 1.0000
