cdn1_colo28.ns973 S3FIFO-0.4000-0.9000 cache size     1071, 2631040 req, miss ratio 0.6267, byte miss ratio 0.6267
cdn1_colo28.ns973 S3FIFO-0.4000-0.9000 cache size     3213, 2631040 req, miss ratio 0.6147, byte miss ratio 0.6147
cdn1_colo28.ns973 S3FIFO-0.4000-0.9000 cache size    10711, 2631040 req, miss ratio 0.5897, byte miss ratio 0.5897
cdn1_colo28.ns973 S3FIFO-0.4000-0.9000 cache size    32133, 2631040 req, miss ratio 0.5515, byte miss ratio 0.5515
cdn1_colo28.ns973 S3FIFO-0.4000-0.9000 cache size   107110, 2631040 req, miss ratio 0.4962, byte miss ratio 0.4962
cdn1_colo28.ns973 S3FIFO-0.4000-0.9000 cache size   214221, 2631040 req, miss ratio 0.4630, byte miss ratio 0.4630
cdn1_colo28.ns973 S3FIFO-0.4000-0.9000 cache size   428442, 2631040 req, miss ratio 0.4323, byte miss ratio 0.4323
cdn1_colo28.ns973 S3FIFO-0.4000-0.9000 cache size   856884, 2631040 req, miss ratio 0.4089, byte miss ratio 0.4089
cdn1_colo28.ns973 S3FIFO-0.7500-1.9000 cache size     1071, 2631040 req, miss ratio 0.6277, byte miss ratio 0.6277
cdn1_colo28.ns973 S3FIFO-0.7500-1.9000 cache size     3213, 2631040 req, miss ratio 0.6168, byte miss ratio 0.6168
cdn1_colo28.ns973 S3FIFO-0.7500-1.9000 cache size    10711, 2631040 req, miss ratio 0.5962, byte miss ratio 0.5962
cdn1_colo28.ns973 S3FIFO-0.7500-1.9000 cache size    32133, 2631040 req, miss ratio 0.5638, byte miss ratio 0.5638
cdn1_colo28.ns973 S3FIFO-0.7500-1.9000 cache size   107110, 2631040 req, miss ratio 0.5111, byte miss ratio 0.5111
cdn1_colo28.ns973 S3FIFO-0.7500-1.9000 cache size   214221, 2631040 req, miss ratio 0.4736, byte miss ratio 0.4736
cdn1_colo28.ns973 S3FIFO-0.7500-1.9000 cache size   428442, 2631040 req, miss ratio 0.4372, byte miss ratio 0.4372
cdn1_colo28.ns973 S3FIFO-0.7500-1.9000 cache size   856884, 2631040 req, miss ratio 0.4098, byte miss ratio 0.4098
cdn1_colo28.ns973 S3FIFO-0.9000-1.9000 cache size     1071, 2631040 req, miss ratio 0.6285, byte miss ratio 0.6285
cdn1_colo28.ns973 S3FIFO-0.9000-1.9000 cache size     3213, 2631040 req, miss ratio 0.6182, byte miss ratio 0.6182
cdn1_colo28.ns973 S3FIFO-0.9000-1.9000 cache size    10711, 2631040 req, miss ratio 0.5992, byte miss ratio 0.5992
cdn1_colo28.ns973 S3FIFO-0.9000-1.9000 cache size    32133, 2631040 req, miss ratio 0.5698, byte miss ratio 0.5698
cdn1_colo28.ns973 S3FIFO-0.9000-1.9000 cache size   107110, 2631040 req, miss ratio 0.5194, byte miss ratio 0.5194
cdn1_colo28.ns973 S3FIFO-0.9000-1.9000 cache size   214221, 2631040 req, miss ratio 0.4819, byte miss ratio 0.4819
cdn1_colo28.ns973 S3FIFO-0.9000-1.9000 cache size   428442, 2631040 req, miss ratio 0.4427, byte miss ratio 0.4427
cdn1_colo28.ns973 S3FIFO-0.9000-1.9000 cache size   856884, 2631040 req, miss ratio 0.4117, byte miss ratio 0.4117
cdn1_colo28.ns973 S3FIFO-0.7000-1.9000 cache size     1071, 2631040 req, miss ratio 0.6275, byte miss ratio 0.6275
cdn1_colo28.ns973 S3FIFO-0.7000-1.9000 cache size     3213, 2631040 req, miss ratio 0.6164, byte miss ratio 0.6164
cdn1_colo28.ns973 S3FIFO-0.7000-1.9000 cache size    10711, 2631040 req, miss ratio 0.5952, byte miss ratio 0.5952
cdn1_colo28.ns973 S3FIFO-0.7000-1.9000 cache size    32133, 2631040 req, miss ratio 0.5619, byte miss ratio 0.5619
cdn1_colo28.ns973 S3FIFO-0.7000-1.9000 cache size   107110, 2631040 req, miss ratio 0.5086, byte miss ratio 0.5086
cdn1_colo28.ns973 S3FIFO-0.7000-1.9000 cache size   214221, 2631040 req, miss ratio 0.4714, byte miss ratio 0.4714
cdn1_colo28.ns973 S3FIFO-0.7000-1.9000 cache size   428442, 2631040 req, miss ratio 0.4360, byte miss ratio 0.4360
cdn1_colo28.ns973 S3FIFO-0.7000-1.9000 cache size   856884, 2631040 req, miss ratio 0.4095, byte miss ratio 0.4095
cdn1_colo28.ns973 S3FIFO-0.4000-1.9000 cache size     1071, 2631040 req, miss ratio 0.6265, byte miss ratio 0.6265
cdn1_colo28.ns973 S3FIFO-0.4000-1.9000 cache size     3213, 2631040 req, miss ratio 0.6144, byte miss ratio 0.6144
cdn1_colo28.ns973 S3FIFO-0.4000-1.9000 cache size    10711, 2631040 req, miss ratio 0.5893, byte miss ratio 0.5893
cdn1_colo28.ns973 S3FIFO-0.4000-1.9000 cache size    32133, 2631040 req, miss ratio 0.5515, byte miss ratio 0.5515
cdn1_colo28.ns973 S3FIFO-0.4000-1.9000 cache size   107110, 2631040 req, miss ratio 0.4964, byte miss ratio 0.4964
cdn1_colo28.ns973 S3FIFO-0.4000-1.9000 cache size   214221, 2631040 req, miss ratio 0.4630, byte miss ratio 0.4630
cdn1_colo28.ns973 S3FIFO-0.4000-1.9000 cache size   428442, 2631040 req, miss ratio 0.4323, byte miss ratio 0.4323
cdn1_colo28.ns973 S3FIFO-0.4000-1.9000 cache size   856884, 2631040 req, miss ratio 0.4089, byte miss ratio 0.4089
cdn1_colo28.ns973 S3FIFO-0.3500-1.9000 cache size     1071, 2631040 req, miss ratio 0.6265, byte miss ratio 0.6265
cdn1_colo28.ns973 S3FIFO-0.3500-1.9000 cache size     3213, 2631040 req, miss ratio 0.6141, byte miss ratio 0.6141
cdn1_colo28.ns973 S3FIFO-0.3500-1.9000 cache size    10711, 2631040 req, miss ratio 0.5885, byte miss ratio 0.5885
cdn1_colo28.ns973 S3FIFO-0.3500-1.9000 cache size    32133, 2631040 req, miss ratio 0.5499, byte miss ratio 0.5499
cdn1_colo28.ns973 S3FIFO-0.3500-1.9000 cache size   107110, 2631040 req, miss ratio 0.4951, byte miss ratio 0.4951
cdn1_colo28.ns973 S3FIFO-0.3500-1.9000 cache size   214221, 2631040 req, miss ratio 0.4622, byte miss ratio 0.4622
cdn1_colo28.ns973 S3FIFO-0.3500-1.9000 cache size   428442, 2631040 req, miss ratio 0.4320, byte miss ratio 0.4320
cdn1_colo28.ns973 S3FIFO-0.3500-1.9000 cache size   856884, 2631040 req, miss ratio 0.4089, byte miss ratio 0.4089
cdn1_colo28.ns973 S3FIFO-0.3500-0.9000 cache size     1071, 2631040 req, miss ratio 0.6266, byte miss ratio 0.6266
cdn1_colo28.ns973 S3FIFO-0.3500-0.9000 cache size     3213, 2631040 req, miss ratio 0.6144, byte miss ratio 0.6144
cdn1_colo28.ns973 S3FIFO-0.3500-0.9000 cache size    10711, 2631040 req, miss ratio 0.5889, byte miss ratio 0.5889
cdn1_colo28.ns973 S3FIFO-0.3500-0.9000 cache size    32133, 2631040 req, miss ratio 0.5501, byte miss ratio 0.5501
cdn1_colo28.ns973 S3FIFO-0.3500-0.9000 cache size   107110, 2631040 req, miss ratio 0.4950, byte miss ratio 0.4950
cdn1_colo28.ns973 S3FIFO-0.3500-0.9000 cache size   214221, 2631040 req, miss ratio 0.4623, byte miss ratio 0.4623
cdn1_colo28.ns973 S3FIFO-0.3500-0.9000 cache size   428442, 2631040 req, miss ratio 0.4320, byte miss ratio 0.4320
cdn1_colo28.ns973 S3FIFO-0.3500-0.9000 cache size   856884, 2631040 req, miss ratio 0.4089, byte miss ratio 0.4089
cdn1_colo28.ns973 S3FIFO-0.6000-1.9000 cache size     1071, 2631040 req, miss ratio 0.6270, byte miss ratio 0.6270
cdn1_colo28.ns973 S3FIFO-0.6000-1.9000 cache size     3213, 2631040 req, miss ratio 0.6157, byte miss ratio 0.6157
cdn1_colo28.ns973 S3FIFO-0.6000-1.9000 cache size    10711, 2631040 req, miss ratio 0.5933, byte miss ratio 0.5933
cdn1_colo28.ns973 S3FIFO-0.6000-1.9000 cache size    32133, 2631040 req, miss ratio 0.5581, byte miss ratio 0.5581
cdn1_colo28.ns973 S3FIFO-0.6000-1.9000 cache size   107110, 2631040 req, miss ratio 0.5040, byte miss ratio 0.5040
cdn1_colo28.ns973 S3FIFO-0.6000-1.9000 cache size   214221, 2631040 req, miss ratio 0.4679, byte miss ratio 0.4679
cdn1_colo28.ns973 S3FIFO-0.6000-1.9000 cache size   428442, 2631040 req, miss ratio 0.4341, byte miss ratio 0.4341
cdn1_colo28.ns973 S3FIFO-0.6000-1.9000 cache size   856884, 2631040 req, miss ratio 0.4091, byte miss ratio 0.4091
cdn1_colo28.ns973 S3FIFO-0.8500-1.9000 cache size     1071, 2631040 req, miss ratio 0.6282, byte miss ratio 0.6282
cdn1_colo28.ns973 S3FIFO-0.8500-1.9000 cache size     3213, 2631040 req, miss ratio 0.6177, byte miss ratio 0.6177
cdn1_colo28.ns973 S3FIFO-0.8500-1.9000 cache size    10711, 2631040 req, miss ratio 0.5982, byte miss ratio 0.5982
cdn1_colo28.ns973 S3FIFO-0.8500-1.9000 cache size    32133, 2631040 req, miss ratio 0.5680, byte miss ratio 0.5680
cdn1_colo28.ns973 S3FIFO-0.8500-1.9000 cache size   107110, 2631040 req, miss ratio 0.5167, byte miss ratio 0.5167
cdn1_colo28.ns973 S3FIFO-0.8500-1.9000 cache size   214221, 2631040 req, miss ratio 0.4789, byte miss ratio 0.4789
cdn1_colo28.ns973 S3FIFO-0.8500-1.9000 cache size   428442, 2631040 req, miss ratio 0.4404, byte miss ratio 0.4404
cdn1_colo28.ns973 S3FIFO-0.8500-1.9000 cache size   856884, 2631040 req, miss ratio 0.4109, byte miss ratio 0.4109
cdn1_colo28.ns973 S3FIFO-0.9900-0.9000 cache size     1071, 2631040 req, miss ratio 0.6292, byte miss ratio 0.6292
cdn1_colo28.ns973 S3FIFO-0.9900-0.9000 cache size     3213, 2631040 req, miss ratio 0.6187, byte miss ratio 0.6187
cdn1_colo28.ns973 S3FIFO-0.9900-0.9000 cache size    10711, 2631040 req, miss ratio 0.5999, byte miss ratio 0.5999
cdn1_colo28.ns973 S3FIFO-0.9900-0.9000 cache size    32133, 2631040 req, miss ratio 0.5715, byte miss ratio 0.5715
cdn1_colo28.ns973 S3FIFO-0.9900-0.9000 cache size   107110, 2631040 req, miss ratio 0.5230, byte miss ratio 0.5230
cdn1_colo28.ns973 S3FIFO-0.9900-0.9000 cache size   214221, 2631040 req, miss ratio 0.4863, byte miss ratio 0.4863
cdn1_colo28.ns973 S3FIFO-0.9900-0.9000 cache size   428442, 2631040 req, miss ratio 0.4476, byte miss ratio 0.4476
cdn1_colo28.ns973 S3FIFO-0.9900-0.9000 cache size   856884, 2631040 req, miss ratio 0.4153, byte miss ratio 0.4153
cdn1_colo28.ns973 S3FIFO-0.2500-1.9000 cache size     1071, 2631040 req, miss ratio 0.6265, byte miss ratio 0.6265
cdn1_colo28.ns973 S3FIFO-0.2500-1.9000 cache size     3213, 2631040 req, miss ratio 0.6137, byte miss ratio 0.6137
cdn1_colo28.ns973 S3FIFO-0.2500-1.9000 cache size    10711, 2631040 req, miss ratio 0.5867, byte miss ratio 0.5867
cdn1_colo28.ns973 S3FIFO-0.2500-1.9000 cache size    32133, 2631040 req, miss ratio 0.5474, byte miss ratio 0.5474
cdn1_colo28.ns973 S3FIFO-0.2500-1.9000 cache size   107110, 2631040 req, miss ratio 0.4925, byte miss ratio 0.4925
cdn1_colo28.ns973 S3FIFO-0.2500-1.9000 cache size   214221, 2631040 req, miss ratio 0.4608, byte miss ratio 0.4608
cdn1_colo28.ns973 S3FIFO-0.2500-1.9000 cache size   428442, 2631040 req, miss ratio 0.4319, byte miss ratio 0.4319
cdn1_colo28.ns973 S3FIFO-0.2500-1.9000 cache size   856884, 2631040 req, miss ratio 0.4089, byte miss ratio 0.4089
cdn1_colo28.ns973 S3FIFO-0.8500-0.9000 cache size     1071, 2631040 req, miss ratio 0.6281, byte miss ratio 0.6281
cdn1_colo28.ns973 S3FIFO-0.8500-0.9000 cache size     3213, 2631040 req, miss ratio 0.6174, byte miss ratio 0.6174
cdn1_colo28.ns973 S3FIFO-0.8500-0.9000 cache size    10711, 2631040 req, miss ratio 0.5978, byte miss ratio 0.5978
cdn1_colo28.ns973 S3FIFO-0.8500-0.9000 cache size    32133, 2631040 req, miss ratio 0.5671, byte miss ratio 0.5671
cdn1_colo28.ns973 S3FIFO-0.8500-0.9000 cache size   107110, 2631040 req, miss ratio 0.5162, byte miss ratio 0.5162
cdn1_colo28.ns973 S3FIFO-0.8500-0.9000 cache size   214221, 2631040 req, miss ratio 0.4788, byte miss ratio 0.4788
cdn1_colo28.ns973 S3FIFO-0.8500-0.9000 cache size   428442, 2631040 req, miss ratio 0.4404, byte miss ratio 0.4404
cdn1_colo28.ns973 S3FIFO-0.8500-0.9000 cache size   856884, 2631040 req, miss ratio 0.4109, byte miss ratio 0.4109
cdn1_colo28.ns973 S3FIFO-0.7000-0.9000 cache size     1071, 2631040 req, miss ratio 0.6274, byte miss ratio 0.6274
cdn1_colo28.ns973 S3FIFO-0.7000-0.9000 cache size     3213, 2631040 req, miss ratio 0.6163, byte miss ratio 0.6163
cdn1_colo28.ns973 S3FIFO-0.7000-0.9000 cache size    10711, 2631040 req, miss ratio 0.5949, byte miss ratio 0.5949
cdn1_colo28.ns973 S3FIFO-0.7000-0.9000 cache size    32133, 2631040 req, miss ratio 0.5613, byte miss ratio 0.5613
cdn1_colo28.ns973 S3FIFO-0.7000-0.9000 cache size   107110, 2631040 req, miss ratio 0.5080, byte miss ratio 0.5080
cdn1_colo28.ns973 S3FIFO-0.7000-0.9000 cache size   214221, 2631040 req, miss ratio 0.4712, byte miss ratio 0.4712
cdn1_colo28.ns973 S3FIFO-0.7000-0.9000 cache size   428442, 2631040 req, miss ratio 0.4360, byte miss ratio 0.4360
cdn1_colo28.ns973 S3FIFO-0.7000-0.9000 cache size   856884, 2631040 req, miss ratio 0.4095, byte miss ratio 0.4095
cdn1_colo28.ns973 S3FIFO-0.9900-1.9000 cache size     1071, 2631040 req, miss ratio 0.6299, byte miss ratio 0.6299
cdn1_colo28.ns973 S3FIFO-0.9900-1.9000 cache size     3213, 2631040 req, miss ratio 0.6195, byte miss ratio 0.6195
cdn1_colo28.ns973 S3FIFO-0.9900-1.9000 cache size    10711, 2631040 req, miss ratio 0.6007, byte miss ratio 0.6007
cdn1_colo28.ns973 S3FIFO-0.9900-1.9000 cache size    32133, 2631040 req, miss ratio 0.5726, byte miss ratio 0.5726
cdn1_colo28.ns973 S3FIFO-0.9900-1.9000 cache size   107110, 2631040 req, miss ratio 0.5235, byte miss ratio 0.5235
cdn1_colo28.ns973 S3FIFO-0.9900-1.9000 cache size   214221, 2631040 req, miss ratio 0.4866, byte miss ratio 0.4866
cdn1_colo28.ns973 S3FIFO-0.9900-1.9000 cache size   428442, 2631040 req, miss ratio 0.4476, byte miss ratio 0.4476
cdn1_colo28.ns973 S3FIFO-0.9900-1.9000 cache size   856884, 2631040 req, miss ratio 0.4153, byte miss ratio 0.4153
cdn1_colo28.ns973 S3FIFO-0.1000-0.9000 cache size     1071, 2631040 req, miss ratio 0.6285, byte miss ratio 0.6285
cdn1_colo28.ns973 S3FIFO-0.1000-0.9000 cache size     3213, 2631040 req, miss ratio 0.6142, byte miss ratio 0.6142
cdn1_colo28.ns973 S3FIFO-0.1000-0.9000 cache size    10711, 2631040 req, miss ratio 0.5859, byte miss ratio 0.5859
cdn1_colo28.ns973 S3FIFO-0.1000-0.9000 cache size    32133, 2631040 req, miss ratio 0.5452, byte miss ratio 0.5452
cdn1_colo28.ns973 S3FIFO-0.1000-0.9000 cache size   107110, 2631040 req, miss ratio 0.4901, byte miss ratio 0.4901
cdn1_colo28.ns973 S3FIFO-0.1000-0.9000 cache size   214221, 2631040 req, miss ratio 0.4600, byte miss ratio 0.4600
cdn1_colo28.ns973 S3FIFO-0.1000-0.9000 cache size   428442, 2631040 req, miss ratio 0.4319, byte miss ratio 0.4319
cdn1_colo28.ns973 S3FIFO-0.1000-0.9000 cache size   856884, 2631040 req, miss ratio 0.4089, byte miss ratio 0.4089
cdn1_colo28.ns973 S3FIFO-0.6500-0.9000 cache size     1071, 2631040 req, miss ratio 0.6272, byte miss ratio 0.6272
cdn1_colo28.ns973 S3FIFO-0.6500-0.9000 cache size     3213, 2631040 req, miss ratio 0.6159, byte miss ratio 0.6159
cdn1_colo28.ns973 S3FIFO-0.6500-0.9000 cache size    10711, 2631040 req, miss ratio 0.5941, byte miss ratio 0.5941
cdn1_colo28.ns973 S3FIFO-0.6500-0.9000 cache size    32133, 2631040 req, miss ratio 0.5594, byte miss ratio 0.5594
cdn1_colo28.ns973 S3FIFO-0.6500-0.9000 cache size   107110, 2631040 req, miss ratio 0.5057, byte miss ratio 0.5057
cdn1_colo28.ns973 S3FIFO-0.6500-0.9000 cache size   214221, 2631040 req, miss ratio 0.4694, byte miss ratio 0.4694
cdn1_colo28.ns973 S3FIFO-0.6500-0.9000 cache size   428442, 2631040 req, miss ratio 0.4349, byte miss ratio 0.4349
cdn1_colo28.ns973 S3FIFO-0.6500-0.9000 cache size   856884, 2631040 req, miss ratio 0.4092, byte miss ratio 0.4092
cdn1_colo28.ns973 S3FIFO-0.8000-0.9000 cache size     1071, 2631040 req, miss ratio 0.6279, byte miss ratio 0.6279
cdn1_colo28.ns973 S3FIFO-0.8000-0.9000 cache size     3213, 2631040 req, miss ratio 0.6171, byte miss ratio 0.6171
cdn1_colo28.ns973 S3FIFO-0.8000-0.9000 cache size    10711, 2631040 req, miss ratio 0.5969, byte miss ratio 0.5969
cdn1_colo28.ns973 S3FIFO-0.8000-0.9000 cache size    32133, 2631040 req, miss ratio 0.5650, byte miss ratio 0.5650
cdn1_colo28.ns973 S3FIFO-0.8000-0.9000 cache size   107110, 2631040 req, miss ratio 0.5134, byte miss ratio 0.5134
cdn1_colo28.ns973 S3FIFO-0.8000-0.9000 cache size   214221, 2631040 req, miss ratio 0.4759, byte miss ratio 0.4759
cdn1_colo28.ns973 S3FIFO-0.8000-0.9000 cache size   428442, 2631040 req, miss ratio 0.4386, byte miss ratio 0.4386
cdn1_colo28.ns973 S3FIFO-0.8000-0.9000 cache size   856884, 2631040 req, miss ratio 0.4104, byte miss ratio 0.4104
cdn1_colo28.ns973 S3FIFO-0.5000-0.9000 cache size     1071, 2631040 req, miss ratio 0.6268, byte miss ratio 0.6268
cdn1_colo28.ns973 S3FIFO-0.5000-0.9000 cache size     3213, 2631040 req, miss ratio 0.6152, byte miss ratio 0.6152
cdn1_colo28.ns973 S3FIFO-0.5000-0.9000 cache size    10711, 2631040 req, miss ratio 0.5913, byte miss ratio 0.5913
cdn1_colo28.ns973 S3FIFO-0.5000-0.9000 cache size    32133, 2631040 req, miss ratio 0.5546, byte miss ratio 0.5546
cdn1_colo28.ns973 S3FIFO-0.5000-0.9000 cache size   107110, 2631040 req, miss ratio 0.4996, byte miss ratio 0.4996
cdn1_colo28.ns973 S3FIFO-0.5000-0.9000 cache size   214221, 2631040 req, miss ratio 0.4650, byte miss ratio 0.4650
cdn1_colo28.ns973 S3FIFO-0.5000-0.9000 cache size   428442, 2631040 req, miss ratio 0.4328, byte miss ratio 0.4328
cdn1_colo28.ns973 S3FIFO-0.5000-0.9000 cache size   856884, 2631040 req, miss ratio 0.4089, byte miss ratio 0.4089
cdn1_colo28.ns973 S3FIFO-0.1000-1.9000 cache size     1071, 2631040 req, miss ratio 0.6281, byte miss ratio 0.6281
cdn1_colo28.ns973 S3FIFO-0.1000-1.9000 cache size     3213, 2631040 req, miss ratio 0.6135, byte miss ratio 0.6135
cdn1_colo28.ns973 S3FIFO-0.1000-1.9000 cache size    10711, 2631040 req, miss ratio 0.5850, byte miss ratio 0.5850
cdn1_colo28.ns973 S3FIFO-0.1000-1.9000 cache size    32133, 2631040 req, miss ratio 0.5443, byte miss ratio 0.5443
cdn1_colo28.ns973 S3FIFO-0.1000-1.9000 cache size   107110, 2631040 req, miss ratio 0.4895, byte miss ratio 0.4895
cdn1_colo28.ns973 S3FIFO-0.1000-1.9000 cache size   214221, 2631040 req, miss ratio 0.4596, byte miss ratio 0.4596
cdn1_colo28.ns973 S3FIFO-0.1000-1.9000 cache size   428442, 2631040 req, miss ratio 0.4319, byte miss ratio 0.4319
cdn1_colo28.ns973 S3FIFO-0.1000-1.9000 cache size   856884, 2631040 req, miss ratio 0.4089, byte miss ratio 0.4089
cdn1_colo28.ns973 S3FIFO-0.0010-1.9000 cache size     1071, 2631040 req, miss ratio 0.9104, byte miss ratio 0.9104
cdn1_colo28.ns973 S3FIFO-0.0010-1.9000 cache size     3213, 2631040 req, miss ratio 0.8725, byte miss ratio 0.8725
cdn1_colo28.ns973 S3FIFO-0.0010-1.9000 cache size    10711, 2631040 req, miss ratio 0.7509, byte miss ratio 0.7509
cdn1_colo28.ns973 S3FIFO-0.0010-1.9000 cache size    32133, 2631040 req, miss ratio 0.5844, byte miss ratio 0.5844
cdn1_colo28.ns973 S3FIFO-0.0010-1.9000 cache size   107110, 2631040 req, miss ratio 0.4909, byte miss ratio 0.4909
cdn1_colo28.ns973 S3FIFO-0.0010-1.9000 cache size   214221, 2631040 req, miss ratio 0.4611, byte miss ratio 0.4611
cdn1_colo28.ns973 S3FIFO-0.0010-1.9000 cache size   428442, 2631040 req, miss ratio 0.4330, byte miss ratio 0.4330
cdn1_colo28.ns973 S3FIFO-0.0010-1.9000 cache size   856884, 2631040 req, miss ratio 0.4089, byte miss ratio 0.4089
cdn1_colo28.ns973 S3FIFO-0.2000-1.9000 cache size     1071, 2631040 req, miss ratio 0.6266, byte miss ratio 0.6266
cdn1_colo28.ns973 S3FIFO-0.2000-1.9000 cache size     3213, 2631040 req, miss ratio 0.6135, byte miss ratio 0.6135
cdn1_colo28.ns973 S3FIFO-0.2000-1.9000 cache size    10711, 2631040 req, miss ratio 0.5860, byte miss ratio 0.5860
cdn1_colo28.ns973 S3FIFO-0.2000-1.9000 cache size    32133, 2631040 req, miss ratio 0.5461, byte miss ratio 0.5461
cdn1_colo28.ns973 S3FIFO-0.2000-1.9000 cache size   107110, 2631040 req, miss ratio 0.4913, byte miss ratio 0.4913
cdn1_colo28.ns973 S3FIFO-0.2000-1.9000 cache size   214221, 2631040 req, miss ratio 0.4602, byte miss ratio 0.4602
cdn1_colo28.ns973 S3FIFO-0.2000-1.9000 cache size   428442, 2631040 req, miss ratio 0.4319, byte miss ratio 0.4319
cdn1_colo28.ns973 S3FIFO-0.2000-1.9000 cache size   856884, 2631040 req, miss ratio 0.4089, byte miss ratio 0.4089
cdn1_colo28.ns973 S3FIFO-0.0250-0.9000 cache size     1071, 2631040 req, miss ratio 0.7125, byte miss ratio 0.7125
cdn1_colo28.ns973 S3FIFO-0.0250-0.9000 cache size     3213, 2631040 req, miss ratio 0.6195, byte miss ratio 0.6195
cdn1_colo28.ns973 S3FIFO-0.0250-0.9000 cache size    10711, 2631040 req, miss ratio 0.5862, byte miss ratio 0.5862
cdn1_colo28.ns973 S3FIFO-0.0250-0.9000 cache size    32133, 2631040 req, miss ratio 0.5450, byte miss ratio 0.5450
cdn1_colo28.ns973 S3FIFO-0.0250-0.9000 cache size   107110, 2631040 req, miss ratio 0.4900, byte miss ratio 0.4900
cdn1_colo28.ns973 S3FIFO-0.0250-0.9000 cache size   214221, 2631040 req, miss ratio 0.4604, byte miss ratio 0.4604
cdn1_colo28.ns973 S3FIFO-0.0250-0.9000 cache size   428442, 2631040 req, miss ratio 0.4322, byte miss ratio 0.4322
cdn1_colo28.ns973 S3FIFO-0.0250-0.9000 cache size   856884, 2631040 req, miss ratio 0.4089, byte miss ratio 0.4089
cdn1_colo28.ns973 S3FIFO-0.2500-0.9000 cache size     1071, 2631040 req, miss ratio 0.6268, byte miss ratio 0.6268
