cdn1_colo28.ns9 S3FIFO-0.2000-0.9000 cache size      636, 26262495 req, miss ratio 0.1193, byte miss ratio 0.1193
cdn1_colo28.ns9 S3FIFO-0.2000-0.9000 cache size     1910, 26262495 req, miss ratio 0.0465, byte miss ratio 0.0465
cdn1_colo28.ns9 S3FIFO-0.2000-0.9000 cache size     6367, 26262495 req, miss ratio 0.0281, byte miss ratio 0.0281
cdn1_colo28.ns9 S3FIFO-0.2000-0.9000 cache size    19101, 26262495 req, miss ratio 0.0249, byte miss ratio 0.0249
cdn1_colo28.ns9 S3FIFO-0.2000-0.9000 cache size    63672, 26262495 req, miss ratio 0.0244, byte miss ratio 0.0244
cdn1_colo28.ns9 S3FIFO-0.2000-0.9000 cache size   127344, 26262495 req, miss ratio 0.0243, byte miss ratio 0.0243
cdn1_colo28.ns9 S3FIFO-0.2000-0.9000 cache size   254689, 26262495 req, miss ratio 0.0243, byte miss ratio 0.0243
cdn1_colo28.ns9 S3FIFO-0.2000-0.9000 cache size   509378, 26262495 req, miss ratio 0.0242, byte miss ratio 0.0242
cdn1_colo28.ns9 S3FIFO-0.6500-0.9000 cache size      636, 26262495 req, miss ratio 0.1466, byte miss ratio 0.1466
cdn1_colo28.ns9 S3FIFO-0.6500-0.9000 cache size     1910, 26262495 req, miss ratio 0.0543, byte miss ratio 0.0543
cdn1_colo28.ns9 S3FIFO-0.6500-0.9000 cache size     6367, 26262495 req, miss ratio 0.0279, byte miss ratio 0.0279
cdn1_colo28.ns9 S3FIFO-0.6500-0.9000 cache size    19101, 26262495 req, miss ratio 0.0253, byte miss ratio 0.0253
cdn1_colo28.ns9 S3FIFO-0.6500-0.9000 cache size    63672, 26262495 req, miss ratio 0.0245, byte miss ratio 0.0245
cdn1_colo28.ns9 S3FIFO-0.6500-0.9000 cache size   127344, 26262495 req, miss ratio 0.0243, byte miss ratio 0.0243
cdn1_colo28.ns9 S3FIFO-0.6500-0.9000 cache size   254689, 26262495 req, miss ratio 0.0243, byte miss ratio 0.0243
cdn1_colo28.ns9 S3FIFO-0.6500-0.9000 cache size   509378, 26262495 req, miss ratio 0.0242, byte miss ratio 0.0242
cdn1_colo28.ns9 S3FIFO-0.4500-0.9000 cache size      636, 26262495 req, miss ratio 0.1329, byte miss ratio 0.1329
cdn1_colo28.ns9 S3FIFO-0.4500-0.9000 cache size     1910, 26262495 req, miss ratio 0.0494, byte miss ratio 0.0494
cdn1_colo28.ns9 S3FIFO-0.4500-0.9000 cache size     6367, 26262495 req, miss ratio 0.0273, byte miss ratio 0.0273
cdn1_colo28.ns9 S3FIFO-0.4500-0.9000 cache size    19101, 26262495 req, miss ratio 0.0250, byte miss ratio 0.0250
cdn1_colo28.ns9 S3FIFO-0.4500-0.9000 cache size    63672, 26262495 req, miss ratio 0.0244, byte miss ratio 0.0244
cdn1_colo28.ns9 S3FIFO-0.4500-0.9000 cache size   127344, 26262495 req, miss ratio 0.0243, byte miss ratio 0.0243
cdn1_colo28.ns9 S3FIFO-0.4500-0.9000 cache size   254689, 26262495 req, miss ratio 0.0243, byte miss ratio 0.0243
cdn1_colo28.ns9 S3FIFO-0.4500-0.9000 cache size   509378, 26262495 req, miss ratio 0.0242, byte miss ratio 0.0242
cdn1_colo28.ns9 S3FIFO-0.1500-0.9000 cache size      636, 26262495 req, miss ratio 0.1171, byte miss ratio 0.1171
cdn1_colo28.ns9 S3FIFO-0.1500-0.9000 cache size     1910, 26262495 req, miss ratio 0.0469, byte miss ratio 0.0469
cdn1_colo28.ns9 S3FIFO-0.1500-0.9000 cache size     6367, 26262495 req, miss ratio 0.0286, byte miss ratio 0.0286
cdn1_colo28.ns9 S3FIFO-0.1500-0.9000 cache size    19101, 26262495 req, miss ratio 0.0250, byte miss ratio 0.0250
cdn1_colo28.ns9 S3FIFO-0.1500-0.9000 cache size    63672, 26262495 req, miss ratio 0.0244, byte miss ratio 0.0244
cdn1_colo28.ns9 S3FIFO-0.1500-0.9000 cache size   127344, 26262495 req, miss ratio 0.0243, byte miss ratio 0.0243
cdn1_colo28.ns9 S3FIFO-0.1500-0.9000 cache size   254689, 26262495 req, miss ratio 0.0243, byte miss ratio 0.0243
cdn1_colo28.ns9 S3FIFO-0.1500-0.9000 cache size   509378, 26262495 req, miss ratio 0.0242, byte miss ratio 0.0242
cdn1_colo28.ns9 S3FIFO-0.0250-0.9000 cache size      636, 26262495 req, miss ratio 0.1136, byte miss ratio 0.1136
cdn1_colo28.ns9 S3FIFO-0.0250-0.9000 cache size     1910, 26262495 req, miss ratio 0.0512, byte miss ratio 0.0512
cdn1_colo28.ns9 S3FIFO-0.0250-0.9000 cache size     6367, 26262495 req, miss ratio 0.0334, byte miss ratio 0.0334
cdn1_colo28.ns9 S3FIFO-0.0250-0.9000 cache size    19101, 26262495 req, miss ratio 0.0280, byte miss ratio 0.0280
cdn1_colo28.ns9 S3FIFO-0.0250-0.9000 cache size    63672, 26262495 req, miss ratio 0.0248, byte miss ratio 0.0248
cdn1_colo28.ns9 S3FIFO-0.0250-0.9000 cache size   127344, 26262495 req, miss ratio 0.0244, byte miss ratio 0.0244
