cdn1_colo28.ns9041 S3FIFO-0.0050-1.9000 cache size        8, 4838703 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns9041 S3FIFO-0.0050-1.9000 cache size       25, 4838703 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns9041 S3FIFO-0.0050-1.9000 cache size       86, 4838703 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns9041 S3FIFO-0.0050-1.9000 cache size      258, 4838703 req, miss ratio 0.1321, byte miss ratio 0.1321
cdn1_colo28.ns9041 S3FIFO-0.0050-1.9000 cache size      862, 4838703 req, miss ratio 0.0053, byte miss ratio 0.0053
cdn1_colo28.ns9041 S3FIFO-0.0050-1.9000 cache size     1725, 4838703 req, miss ratio 0.0038, byte miss ratio 0.0038
cdn1_colo28.ns9041 S3FIFO-0.0050-1.9000 cache size     3451, 4838703 req, miss ratio 0.0027, byte miss ratio 0.0027
cdn1_colo28.ns9041 S3FIFO-0.0050-1.9000 cache size     6903, 4838703 req, miss ratio 0.0018, byte miss ratio 0.0018
cdn1_colo28.ns9041 S3FIFO-0.3500-1.9000 cache size        8, 4838703 req, miss ratio 0.9553, byte miss ratio 0.9553
cdn1_colo28.ns9041 S3FIFO-0.3500-1.9000 cache size       25, 4838703 req, miss ratio 0.9159, byte miss ratio 0.9159
cdn1_colo28.ns9041 S3FIFO-0.3500-1.9000 cache size       86, 4838703 req, miss ratio 0.8093, byte miss ratio 0.8093
cdn1_colo28.ns9041 S3FIFO-0.3500-1.9000 cache size      258, 4838703 req, miss ratio 0.2020, byte miss ratio 0.2020
cdn1_colo28.ns9041 S3FIFO-0.3500-1.9000 cache size      862, 4838703 req, miss ratio 0.0045, byte miss ratio 0.0045
cdn1_colo28.ns9041 S3FIFO-0.3500-1.9000 cache size     1725, 4838703 req, miss ratio 0.0030, byte miss ratio 0.0030
cdn1_colo28.ns9041 S3FIFO-0.3500-1.9000 cache size     3451, 4838703 req, miss ratio 0.0021, byte miss ratio 0.0021
cdn1_colo28.ns9041 S3FIFO-0.3500-1.9000 cache size     6903, 4838703 req, miss ratio 0.0018, byte miss ratio 0.0018
cdn1_colo28.ns9041 S3FIFO-0.7000-1.9000 cache size        8, 4838703 req, miss ratio 0.9659, byte miss ratio 0.9659
cdn1_colo28.ns9041 S3FIFO-0.7000-1.9000 cache size       25, 4838703 req, miss ratio 0.9348, byte miss ratio 0.9348
cdn1_colo28.ns9041 S3FIFO-0.7000-1.9000 cache size       86, 4838703 req, miss ratio 0.8054, byte miss ratio 0.8054
cdn1_colo28.ns9041 S3FIFO-0.7000-1.9000 cache size      258, 4838703 req, miss ratio 0.1916, byte miss ratio 0.1916
cdn1_colo28.ns9041 S3FIFO-0.7000-1.9000 cache size      862, 4838703 req, miss ratio 0.0052, byte miss ratio 0.0052
cdn1_colo28.ns9041 S3FIFO-0.7000-1.9000 cache size     1725, 4838703 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_colo28.ns9041 S3FIFO-0.7000-1.9000 cache size     3451, 4838703 req, miss ratio 0.0022, byte miss ratio 0.0022
cdn1_colo28.ns9041 S3FIFO-0.7000-1.9000 cache size     6903, 4838703 req, miss ratio 0.0018, byte miss ratio 0.0018
cdn1_colo28.ns9041 S3FIFO-0.5000-1.9000 cache size        8, 4838703 req, miss ratio 0.9626, byte miss ratio 0.9626
cdn1_colo28.ns9041 S3FIFO-0.5000-1.9000 cache size       25, 4838703 req, miss ratio 0.9255, byte miss ratio 0.9255
cdn1_colo28.ns9041 S3FIFO-0.5000-1.9000 cache size       86, 4838703 req, miss ratio 0.8184, byte miss ratio 0.8184
cdn1_colo28.ns9041 S3FIFO-0.5000-1.9000 cache size      258, 4838703 req, miss ratio 0.1983, byte miss ratio 0.1983
cdn1_colo28.ns9041 S3FIFO-0.5000-1.9000 cache size      862, 4838703 req, miss ratio 0.0046, byte miss ratio 0.0046
cdn1_colo28.ns9041 S3FIFO-0.5000-1.9000 cache size     1725, 4838703 req, miss ratio 0.0031, byte miss ratio 0.0031
cdn1_colo28.ns9041 S3FIFO-0.5000-1.9000 cache size     3451, 4838703 req, miss ratio 0.0021, byte miss ratio 0.0021
cdn1_colo28.ns9041 S3FIFO-0.5000-1.9000 cache size     6903, 4838703 req, miss ratio 0.0018, byte miss ratio 0.0018
cdn1_colo28.ns9041 S3FIFO-0.4000-0.9000 cache size        8, 4838703 req, miss ratio 0.9586, byte miss ratio 0.9586
cdn1_colo28.ns9041 S3FIFO-0.4000-0.9000 cache size       25, 4838703 req, miss ratio 0.9128, byte miss ratio 0.9128
cdn1_colo28.ns9041 S3FIFO-0.4000-0.9000 cache size       86, 4838703 req, miss ratio 0.7786, byte miss ratio 0.7786
cdn1_colo28.ns9041 S3FIFO-0.4000-0.9000 cache size      258, 4838703 req, miss ratio 0.2012, byte miss ratio 0.2012
cdn1_colo28.ns9041 S3FIFO-0.4000-0.9000 cache size      862, 4838703 req, miss ratio 0.0045, byte miss ratio 0.0045
cdn1_colo28.ns9041 S3FIFO-0.4000-0.9000 cache size     1725, 4838703 req, miss ratio 0.0030, byte miss ratio 0.0030
cdn1_colo28.ns9041 S3FIFO-0.4000-0.9000 cache size     3451, 4838703 req, miss ratio 0.0021, byte miss ratio 0.0021
cdn1_colo28.ns9041 S3FIFO-0.4000-0.9000 cache size     6903, 4838703 req, miss ratio 0.0018, byte miss ratio 0.0018
cdn1_colo28.ns9041 S3FIFO-0.7500-0.9000 cache size        8, 4838703 req, miss ratio 0.9689, byte miss ratio 0.9689
cdn1_colo28.ns9041 S3FIFO-0.7500-0.9000 cache size       25, 4838703 req, miss ratio 0.9346, byte miss ratio 0.9346
cdn1_colo28.ns9041 S3FIFO-0.7500-0.9000 cache size       86, 4838703 req, miss ratio 0.7761, byte miss ratio 0.7761
cdn1_colo28.ns9041 S3FIFO-0.7500-0.9000 cache size      258, 4838703 req, miss ratio 0.1910, byte miss ratio 0.1910
cdn1_colo28.ns9041 S3FIFO-0.7500-0.9000 cache size      862, 4838703 req, miss ratio 0.0055, byte miss ratio 0.0055
cdn1_colo28.ns9041 S3FIFO-0.7500-0.9000 cache size     1725, 4838703 req, miss ratio 0.0034, byte miss ratio 0.0034
cdn1_colo28.ns9041 S3FIFO-0.7500-0.9000 cache size     3451, 4838703 req, miss ratio 0.0023, byte miss ratio 0.0023
