cdn1_colo28.ns204 S3FIFO-0.7500-0.9000 cache size        9, 1838906 req, miss ratio 0.9213, byte miss ratio 0.9213
cdn1_colo28.ns204 S3FIFO-0.7500-0.9000 cache size       29, 1838906 req, miss ratio 0.8523, byte miss ratio 0.8523
cdn1_colo28.ns204 S3FIFO-0.7500-0.9000 cache size       99, 1838906 req, miss ratio 0.7318, byte miss ratio 0.7318
cdn1_colo28.ns204 S3FIFO-0.7500-0.9000 cache size      299, 1838906 req, miss ratio 0.5439, byte miss ratio 0.5439
cdn1_colo28.ns204 S3FIFO-0.7500-0.9000 cache size      999, 1838906 req, miss ratio 0.2532, byte miss ratio 0.2532
cdn1_colo28.ns204 S3FIFO-0.7500-0.9000 cache size     1999, 1838906 req, miss ratio 0.1038, byte miss ratio 0.1038
cdn1_colo28.ns204 S3FIFO-0.7500-0.9000 cache size     3999, 1838906 req, miss ratio 0.0276, byte miss ratio 0.0276
cdn1_colo28.ns204 S3FIFO-0.7500-0.9000 cache size     7999, 1838906 req, miss ratio 0.0075, byte miss ratio 0.0075
cdn1_colo28.ns204 S3FIFO-0.2000-0.9000 cache size        9, 1838906 req, miss ratio 0.8715, byte miss ratio 0.8715
cdn1_colo28.ns204 S3FIFO-0.2000-0.9000 cache size       29, 1838906 req, miss ratio 0.7880, byte miss ratio 0.7880
cdn1_colo28.ns204 S3FIFO-0.2000-0.9000 cache size       99, 1838906 req, miss ratio 0.6401, byte miss ratio 0.6401
cdn1_colo28.ns204 S3FIFO-0.2000-0.9000 cache size      299, 1838906 req, miss ratio 0.4523, byte miss ratio 0.4523
cdn1_colo28.ns204 S3FIFO-0.2000-0.9000 cache size      999, 1838906 req, miss ratio 0.1969, byte miss ratio 0.1969
cdn1_colo28.ns204 S3FIFO-0.2000-0.9000 cache size     1999, 1838906 req, miss ratio 0.0727, byte miss ratio 0.0727
cdn1_colo28.ns204 S3FIFO-0.2000-0.9000 cache size     3999, 1838906 req, miss ratio 0.0172, byte miss ratio 0.0172
cdn1_colo28.ns204 S3FIFO-0.2000-0.9000 cache size     7999, 1838906 req, miss ratio 0.0059, byte miss ratio 0.0059
cdn1_colo28.ns204 S3FIFO-0.0250-0.9000 cache size        9, 1838906 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns204 S3FIFO-0.0250-0.9000 cache size       29, 1838906 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns204 S3FIFO-0.0250-0.9000 cache size       99, 1838906 req, miss ratio 0.6173, byte miss ratio 0.6173
cdn1_colo28.ns204 S3FIFO-0.0250-0.9000 cache size      299, 1838906 req, miss ratio 0.4304, byte miss ratio 0.4304
cdn1_colo28.ns204 S3FIFO-0.0250-0.9000 cache size      999, 1838906 req, miss ratio 0.1783, byte miss ratio 0.1783
cdn1_colo28.ns204 S3FIFO-0.0250-0.9000 cache size     1999, 1838906 req, miss ratio 0.0645, byte miss ratio 0.0645
cdn1_colo28.ns204 S3FIFO-0.0250-0.9000 cache size     3999, 1838906 req, miss ratio 0.0150, byte miss ratio 0.0150
cdn1_colo28.ns204 S3FIFO-0.0250-0.9000 cache size     7999, 1838906 req, miss ratio 0.0059, byte miss ratio 0.0059
cdn1_colo28.ns204 S3FIFO-0.0100-1.9000 cache size        9, 1838906 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns204 S3FIFO-0.0100-1.9000 cache size       29, 1838906 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns204 S3FIFO-0.0100-1.9000 cache size       99, 1838906 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns204 S3FIFO-0.0100-1.9000 cache size      299, 1838906 req, miss ratio 0.4445, byte miss ratio 0.4445
cdn1_colo28.ns204 S3FIFO-0.0100-1.9000 cache size      999, 1838906 req, miss ratio 0.1841, byte miss ratio 0.1841
cdn1_colo28.ns204 S3FIFO-0.0100-1.9000 cache size     1999, 1838906 req, miss ratio 0.0655, byte miss ratio 0.0655
cdn1_colo28.ns204 S3FIFO-0.0100-1.9000 cache size     3999, 1838906 req, miss ratio 0.0148, byte miss ratio 0.0148
cdn1_colo28.ns204 S3FIFO-0.0100-1.9000 cache size     7999, 1838906 req, miss ratio 0.0059, byte miss ratio 0.0059
cdn1_colo28.ns204 S3FIFO-0.1500-1.9000 cache size        9, 1838906 req, miss ratio 0.8752, byte miss ratio 0.8752
cdn1_colo28.ns204 S3FIFO-0.1500-1.9000 cache size       29, 1838906 req, miss ratio 0.7928, byte miss ratio 0.7928
cdn1_colo28.ns204 S3FIFO-0.1500-1.9000 cache size       99, 1838906 req, miss ratio 0.6482, byte miss ratio 0.6482
cdn1_colo28.ns204 S3FIFO-0.1500-1.9000 cache size      299, 1838906 req, miss ratio 0.4617, byte miss ratio 0.4617
cdn1_colo28.ns204 S3FIFO-0.1500-1.9000 cache size      999, 1838906 req, miss ratio 0.1964, byte miss ratio 0.1964
cdn1_colo28.ns204 S3FIFO-0.1500-1.9000 cache size     1999, 1838906 req, miss ratio 0.0708, byte miss ratio 0.0708
cdn1_colo28.ns204 S3FIFO-0.1500-1.9000 cache size     3999, 1838906 req, miss ratio 0.0165, byte miss ratio 0.0165
cdn1_colo28.ns204 S3FIFO-0.1500-1.9000 cache size     7999, 1838906 req, miss ratio 0.0059, byte miss ratio 0.0059
cdn1_colo28.ns204 S3FIFO-0.4000-1.9000 cache size        9, 1838906 req, miss ratio 0.8920, byte miss ratio 0.8920
cdn1_colo28.ns204 S3FIFO-0.4000-1.9000 cache size       29, 1838906 req, miss ratio 0.8163, byte miss ratio 0.8163
cdn1_colo28.ns204 S3FIFO-0.4000-1.9000 cache size       99, 1838906 req, miss ratio 0.6858, byte miss ratio 0.6858
cdn1_colo28.ns204 S3FIFO-0.4000-1.9000 cache size      299, 1838906 req, miss ratio 0.4950, byte miss ratio 0.4950
cdn1_colo28.ns204 S3FIFO-0.4000-1.9000 cache size      999, 1838906 req, miss ratio 0.2175, byte miss ratio 0.2175
cdn1_colo28.ns204 S3FIFO-0.4000-1.9000 cache size     1999, 1838906 req, miss ratio 0.0822, byte miss ratio 0.0822
cdn1_colo28.ns204 S3FIFO-0.4000-1.9000 cache size     3999, 1838906 req, miss ratio 0.0204, byte miss ratio 0.0204
cdn1_colo28.ns204 S3FIFO-0.4000-1.9000 cache size     7999, 1838906 req, miss ratio 0.0063, byte miss ratio 0.0063
cdn1_colo28.ns204 S3FIFO-0.6500-0.9000 cache size        9, 1838906 req, miss ratio 0.9090, byte miss ratio 0.9090
cdn1_colo28.ns204 S3FIFO-0.6500-0.9000 cache size       29, 1838906 req, miss ratio 0.8369, byte miss ratio 0.8369
cdn1_colo28.ns204 S3FIFO-0.6500-0.9000 cache size       99, 1838906 req, miss ratio 0.7137, byte miss ratio 0.7137
cdn1_colo28.ns204 S3FIFO-0.6500-0.9000 cache size      299, 1838906 req, miss ratio 0.5250, byte miss ratio 0.5250
cdn1_colo28.ns204 S3FIFO-0.6500-0.9000 cache size      999, 1838906 req, miss ratio 0.2431, byte miss ratio 0.2431
cdn1_colo28.ns204 S3FIFO-0.6500-0.9000 cache size     1999, 1838906 req, miss ratio 0.0975, byte miss ratio 0.0975
cdn1_colo28.ns204 S3FIFO-0.6500-0.9000 cache size     3999, 1838906 req, miss ratio 0.0253, byte miss ratio 0.0253
cdn1_colo28.ns204 S3FIFO-0.6500-0.9000 cache size     7999, 1838906 req, miss ratio 0.0071, byte miss ratio 0.0071
cdn1_colo28.ns204 S3FIFO-0.0010-1.9000 cache size        9, 1838906 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns204 S3FIFO-0.0010-1.9000 cache size       29, 1838906 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns204 S3FIFO-0.0010-1.9000 cache size       99, 1838906 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns204 S3FIFO-0.0010-1.9000 cache size      299, 1838906 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns204 S3FIFO-0.0010-1.9000 cache size      999, 1838906 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns204 S3FIFO-0.0010-1.9000 cache size     1999, 1838906 req, miss ratio 0.0655, byte miss ratio 0.0655
cdn1_colo28.ns204 S3FIFO-0.0010-1.9000 cache size     3999, 1838906 req, miss ratio 0.0148, byte miss ratio 0.0148
cdn1_colo28.ns204 S3FIFO-0.0010-1.9000 cache size     7999, 1838906 req, miss ratio 0.0059, byte miss ratio 0.0059
cdn1_colo28.ns204 S3FIFO-0.9900-1.9000 cache size        9, 1838906 req, miss ratio 0.9500, byte miss ratio 0.9500
cdn1_colo28.ns204 S3FIFO-0.9900-1.9000 cache size       29, 1838906 req, miss ratio 0.9023, byte miss ratio 0.9023
cdn1_colo28.ns204 S3FIFO-0.9900-1.9000 cache size       99, 1838906 req, miss ratio 0.7814, byte miss ratio 0.7814
cdn1_colo28.ns204 S3FIFO-0.9900-1.9000 cache size      299, 1838906 req, miss ratio 0.5768, byte miss ratio 0.5768
cdn1_colo28.ns204 S3FIFO-0.9900-1.9000 cache size      999, 1838906 req, miss ratio 0.2694, byte miss ratio 0.2694
cdn1_colo28.ns204 S3FIFO-0.9900-1.9000 cache size     1999, 1838906 req, miss ratio 0.1170, byte miss ratio 0.1170
cdn1_colo28.ns204 S3FIFO-0.9900-1.9000 cache size     3999, 1838906 req, miss ratio 0.0335, byte miss ratio 0.0335
cdn1_colo28.ns204 S3FIFO-0.9900-1.9000 cache size     7999, 1838906 req, miss ratio 0.0084, byte miss ratio 0.0084
cdn1_colo28.ns204 S3FIFO-0.9500-1.9000 cache size        9, 1838906 req, miss ratio 0.9500, byte miss ratio 0.9500
cdn1_colo28.ns204 S3FIFO-0.9500-1.9000 cache size       29, 1838906 req, miss ratio 0.8972, byte miss ratio 0.8972
cdn1_colo28.ns204 S3FIFO-0.9500-1.9000 cache size       99, 1838906 req, miss ratio 0.7765, byte miss ratio 0.7765
cdn1_colo28.ns204 S3FIFO-0.9500-1.9000 cache size      299, 1838906 req, miss ratio 0.5735, byte miss ratio 0.5735
