cdn1_allcolo.ns3943 S3FIFO-0.1000-1.9000 cache size        5, 1104227 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3943 S3FIFO-0.1000-1.9000 cache size       19, 1104227 req, miss ratio 0.4277, byte miss ratio 0.4277
cdn1_allcolo.ns3943 S3FIFO-0.1000-1.9000 cache size       58, 1104227 req, miss ratio 0.2789, byte miss ratio 0.2789
cdn1_allcolo.ns3943 S3FIFO-0.1000-1.9000 cache size      193, 1104227 req, miss ratio 0.1072, byte miss ratio 0.1072
cdn1_allcolo.ns3943 S3FIFO-0.1000-1.9000 cache size      387, 1104227 req, miss ratio 0.0320, byte miss ratio 0.0320
cdn1_allcolo.ns3943 S3FIFO-0.1000-1.9000 cache size      774, 1104227 req, miss ratio 0.0065, byte miss ratio 0.0065
cdn1_allcolo.ns3943 S3FIFO-0.1000-1.9000 cache size     1548, 1104227 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns3943 S3FIFO-0.6500-0.9000 cache size        5, 1104227 req, miss ratio 0.6491, byte miss ratio 0.6491
cdn1_allcolo.ns3943 S3FIFO-0.6500-0.9000 cache size       19, 1104227 req, miss ratio 0.4924, byte miss ratio 0.4924
cdn1_allcolo.ns3943 S3FIFO-0.6500-0.9000 cache size       58, 1104227 req, miss ratio 0.3305, byte miss ratio 0.3305
cdn1_allcolo.ns3943 S3FIFO-0.6500-0.9000 cache size      193, 1104227 req, miss ratio 0.1362, byte miss ratio 0.1362
cdn1_allcolo.ns3943 S3FIFO-0.6500-0.9000 cache size      387, 1104227 req, miss ratio 0.0474, byte miss ratio 0.0474
cdn1_allcolo.ns3943 S3FIFO-0.6500-0.9000 cache size      774, 1104227 req, miss ratio 0.0104, byte miss ratio 0.0104
cdn1_allcolo.ns3943 S3FIFO-0.6500-0.9000 cache size     1548, 1104227 req, miss ratio 0.0023, byte miss ratio 0.0023
cdn1_allcolo.ns3943 S3FIFO-0.0050-1.9000 cache size        5, 1104227 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3943 S3FIFO-0.0050-1.9000 cache size       19, 1104227 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3943 S3FIFO-0.0050-1.9000 cache size       58, 1104227 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3943 S3FIFO-0.0050-1.9000 cache size      193, 1104227 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3943 S3FIFO-0.0050-1.9000 cache size      387, 1104227 req, miss ratio 0.0297, byte miss ratio 0.0297
cdn1_allcolo.ns3943 S3FIFO-0.0050-1.9000 cache size      774, 1104227 req, miss ratio 0.0062, byte miss ratio 0.0062
cdn1_allcolo.ns3943 S3FIFO-0.0050-1.9000 cache size     1548, 1104227 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns3943 S3FIFO-0.7500-0.9000 cache size        5, 1104227 req, miss ratio 0.6491, byte miss ratio 0.6491
cdn1_allcolo.ns3943 S3FIFO-0.7500-0.9000 cache size       19, 1104227 req, miss ratio 0.5103, byte miss ratio 0.5103
cdn1_allcolo.ns3943 S3FIFO-0.7500-0.9000 cache size       58, 1104227 req, miss ratio 0.3443, byte miss ratio 0.3443
cdn1_allcolo.ns3943 S3FIFO-0.7500-0.9000 cache size      193, 1104227 req, miss ratio 0.1423, byte miss ratio 0.1423
cdn1_allcolo.ns3943 S3FIFO-0.7500-0.9000 cache size      387, 1104227 req, miss ratio 0.0508, byte miss ratio 0.0508
cdn1_allcolo.ns3943 S3FIFO-0.7500-0.9000 cache size      774, 1104227 req, miss ratio 0.0114, byte miss ratio 0.0114
cdn1_allcolo.ns3943 S3FIFO-0.7500-0.9000 cache size     1548, 1104227 req, miss ratio 0.0024, byte miss ratio 0.0024
cdn1_allcolo.ns3943 S3FIFO-0.8000-0.9000 cache size        5, 1104227 req, miss ratio 0.6945, byte miss ratio 0.6945
cdn1_allcolo.ns3943 S3FIFO-0.8000-0.9000 cache size       19, 1104227 req, miss ratio 0.5187, byte miss ratio 0.5187
cdn1_allcolo.ns3943 S3FIFO-0.8000-0.9000 cache size       58, 1104227 req, miss ratio 0.3515, byte miss ratio 0.3515
cdn1_allcolo.ns3943 S3FIFO-0.8000-0.9000 cache size      193, 1104227 req, miss ratio 0.1456, byte miss ratio 0.1456
cdn1_allcolo.ns3943 S3FIFO-0.8000-0.9000 cache size      387, 1104227 req, miss ratio 0.0523, byte miss ratio 0.0523
cdn1_allcolo.ns3943 S3FIFO-0.8000-0.9000 cache size      774, 1104227 req, miss ratio 0.0119, byte miss ratio 0.0119
cdn1_allcolo.ns3943 S3FIFO-0.8000-0.9000 cache size     1548, 1104227 req, miss ratio 0.0025, byte miss ratio 0.0025
cdn1_allcolo.ns3943 S3FIFO-0.2000-0.9000 cache size        5, 1104227 req, miss ratio 0.5959, byte miss ratio 0.5959
cdn1_allcolo.ns3943 S3FIFO-0.2000-0.9000 cache size       19, 1104227 req, miss ratio 0.4275, byte miss ratio 0.4275
cdn1_allcolo.ns3943 S3FIFO-0.2000-0.9000 cache size       58, 1104227 req, miss ratio 0.2781, byte miss ratio 0.2781
cdn1_allcolo.ns3943 S3FIFO-0.2000-0.9000 cache size      193, 1104227 req, miss ratio 0.1105, byte miss ratio 0.1105
cdn1_allcolo.ns3943 S3FIFO-0.2000-0.9000 cache size      387, 1104227 req, miss ratio 0.0345, byte miss ratio 0.0345
cdn1_allcolo.ns3943 S3FIFO-0.2000-0.9000 cache size      774, 1104227 req, miss ratio 0.0070, byte miss ratio 0.0070
cdn1_allcolo.ns3943 S3FIFO-0.2000-0.9000 cache size     1548, 1104227 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns3943 S3FIFO-0.2500-0.9000 cache size        5, 1104227 req, miss ratio 0.5959, byte miss ratio 0.5959
cdn1_allcolo.ns3943 S3FIFO-0.2500-0.9000 cache size       19, 1104227 req, miss ratio 0.4331, byte miss ratio 0.4331
cdn1_allcolo.ns3943 S3FIFO-0.2500-0.9000 cache size       58, 1104227 req, miss ratio 0.2838, byte miss ratio 0.2838
cdn1_allcolo.ns3943 S3FIFO-0.2500-0.9000 cache size      193, 1104227 req, miss ratio 0.1134, byte miss ratio 0.1134
cdn1_allcolo.ns3943 S3FIFO-0.2500-0.9000 cache size      387, 1104227 req, miss ratio 0.0358, byte miss ratio 0.0358
cdn1_allcolo.ns3943 S3FIFO-0.2500-0.9000 cache size      774, 1104227 req, miss ratio 0.0073, byte miss ratio 0.0073
cdn1_allcolo.ns3943 S3FIFO-0.2500-0.9000 cache size     1548, 1104227 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns3943 S3FIFO-0.8500-0.9000 cache size        5, 1104227 req, miss ratio 0.6945, byte miss ratio 0.6945
cdn1_allcolo.ns3943 S3FIFO-0.8500-0.9000 cache size       19, 1104227 req, miss ratio 0.5285, byte miss ratio 0.5285
cdn1_allcolo.ns3943 S3FIFO-0.8500-0.9000 cache size       58, 1104227 req, miss ratio 0.3590, byte miss ratio 0.3590
cdn1_allcolo.ns3943 S3FIFO-0.8500-0.9000 cache size      193, 1104227 req, miss ratio 0.1490, byte miss ratio 0.1490
cdn1_allcolo.ns3943 S3FIFO-0.8500-0.9000 cache size      387, 1104227 req, miss ratio 0.0541, byte miss ratio 0.0541
cdn1_allcolo.ns3943 S3FIFO-0.8500-0.9000 cache size      774, 1104227 req, miss ratio 0.0124, byte miss ratio 0.0124
cdn1_allcolo.ns3943 S3FIFO-0.8500-0.9000 cache size     1548, 1104227 req, miss ratio 0.0026, byte miss ratio 0.0026
cdn1_allcolo.ns3943 S3FIFO-0.0100-0.9000 cache size        5, 1104227 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3943 S3FIFO-0.0100-0.9000 cache size       19, 1104227 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3943 S3FIFO-0.0100-0.9000 cache size       58, 1104227 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3943 S3FIFO-0.0100-0.9000 cache size      193, 1104227 req, miss ratio 0.0995, byte miss ratio 0.0995
cdn1_allcolo.ns3943 S3FIFO-0.0100-0.9000 cache size      387, 1104227 req, miss ratio 0.0291, byte miss ratio 0.0291
cdn1_allcolo.ns3943 S3FIFO-0.0100-0.9000 cache size      774, 1104227 req, miss ratio 0.0062, byte miss ratio 0.0062
cdn1_allcolo.ns3943 S3FIFO-0.0100-0.9000 cache size     1548, 1104227 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns3943 S3FIFO-0.0250-1.9000 cache size        5, 1104227 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3943 S3FIFO-0.0250-1.9000 cache size       19, 1104227 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3943 S3FIFO-0.0250-1.9000 cache size       58, 1104227 req, miss ratio 0.2740, byte miss ratio 0.2740
cdn1_allcolo.ns3943 S3FIFO-0.0250-1.9000 cache size      193, 1104227 req, miss ratio 0.1035, byte miss ratio 0.1035
cdn1_allcolo.ns3943 S3FIFO-0.0250-1.9000 cache size      387, 1104227 req, miss ratio 0.0300, byte miss ratio 0.0300
cdn1_allcolo.ns3943 S3FIFO-0.0250-1.9000 cache size      774, 1104227 req, miss ratio 0.0062, byte miss ratio 0.0062
cdn1_allcolo.ns3943 S3FIFO-0.0250-1.9000 cache size     1548, 1104227 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns3943 S3FIFO-0.0100-1.9000 cache size        5, 1104227 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3943 S3FIFO-0.0100-1.9000 cache size       19, 1104227 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3943 S3FIFO-0.0100-1.9000 cache size       58, 1104227 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3943 S3FIFO-0.0100-1.9000 cache size      193, 1104227 req, miss ratio 0.1032, byte miss ratio 0.1032
cdn1_allcolo.ns3943 S3FIFO-0.0100-1.9000 cache size      387, 1104227 req, miss ratio 0.0297, byte miss ratio 0.0297
cdn1_allcolo.ns3943 S3FIFO-0.0100-1.9000 cache size      774, 1104227 req, miss ratio 0.0062, byte miss ratio 0.0062
cdn1_allcolo.ns3943 S3FIFO-0.0100-1.9000 cache size     1548, 1104227 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns3943 S3FIFO-0.6000-1.9000 cache size        5, 1104227 req, miss ratio 0.6606, byte miss ratio 0.6606
cdn1_allcolo.ns3943 S3FIFO-0.6000-1.9000 cache size       19, 1104227 req, miss ratio 0.4935, byte miss ratio 0.4935
cdn1_allcolo.ns3943 S3FIFO-0.6000-1.9000 cache size       58, 1104227 req, miss ratio 0.3281, byte miss ratio 0.3281
cdn1_allcolo.ns3943 S3FIFO-0.6000-1.9000 cache size      193, 1104227 req, miss ratio 0.1313, byte miss ratio 0.1313
cdn1_allcolo.ns3943 S3FIFO-0.6000-1.9000 cache size      387, 1104227 req, miss ratio 0.0453, byte miss ratio 0.0453
cdn1_allcolo.ns3943 S3FIFO-0.6000-1.9000 cache size      774, 1104227 req, miss ratio 0.0100, byte miss ratio 0.0100
cdn1_allcolo.ns3943 S3FIFO-0.6000-1.9000 cache size     1548, 1104227 req, miss ratio 0.0023, byte miss ratio 0.0023
cdn1_allcolo.ns3943 S3FIFO-0.0500-0.9000 cache size        5, 1104227 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3943 S3FIFO-0.0500-0.9000 cache size       19, 1104227 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3943 S3FIFO-0.0500-0.9000 cache size       58, 1104227 req, miss ratio 0.2629, byte miss ratio 0.2629
cdn1_allcolo.ns3943 S3FIFO-0.0500-0.9000 cache size      193, 1104227 req, miss ratio 0.1016, byte miss ratio 0.1016
cdn1_allcolo.ns3943 S3FIFO-0.0500-0.9000 cache size      387, 1104227 req, miss ratio 0.0303, byte miss ratio 0.0303
cdn1_allcolo.ns3943 S3FIFO-0.0500-0.9000 cache size      774, 1104227 req, miss ratio 0.0063, byte miss ratio 0.0063
cdn1_allcolo.ns3943 S3FIFO-0.0500-0.9000 cache size     1548, 1104227 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns3943 S3FIFO-0.9000-1.9000 cache size        5, 1104227 req, miss ratio 0.7013, byte miss ratio 0.7013
cdn1_allcolo.ns3943 S3FIFO-0.9000-1.9000 cache size       19, 1104227 req, miss ratio 0.5439, byte miss ratio 0.5439
cdn1_allcolo.ns3943 S3FIFO-0.9000-1.9000 cache size       58, 1104227 req, miss ratio 0.3613, byte miss ratio 0.3613
cdn1_allcolo.ns3943 S3FIFO-0.9000-1.9000 cache size      193, 1104227 req, miss ratio 0.1483, byte miss ratio 0.1483
cdn1_allcolo.ns3943 S3FIFO-0.9000-1.9000 cache size      387, 1104227 req, miss ratio 0.0549, byte miss ratio 0.0549
cdn1_allcolo.ns3943 S3FIFO-0.9000-1.9000 cache size      774, 1104227 req, miss ratio 0.0130, byte miss ratio 0.0130
cdn1_allcolo.ns3943 S3FIFO-0.9000-1.9000 cache size     1548, 1104227 req, miss ratio 0.0026, byte miss ratio 0.0026
cdn1_allcolo.ns3943 S3FIFO-0.8500-1.9000 cache size        5, 1104227 req, miss ratio 0.7013, byte miss ratio 0.7013
cdn1_allcolo.ns3943 S3FIFO-0.8500-1.9000 cache size       19, 1104227 req, miss ratio 0.5329, byte miss ratio 0.5329
cdn1_allcolo.ns3943 S3FIFO-0.8500-1.9000 cache size       58, 1104227 req, miss ratio 0.3561, byte miss ratio 0.3561
cdn1_allcolo.ns3943 S3FIFO-0.8500-1.9000 cache size      193, 1104227 req, miss ratio 0.1454, byte miss ratio 0.1454
cdn1_allcolo.ns3943 S3FIFO-0.8500-1.9000 cache size      387, 1104227 req, miss ratio 0.0530, byte miss ratio 0.0530
cdn1_allcolo.ns3943 S3FIFO-0.8500-1.9000 cache size      774, 1104227 req, miss ratio 0.0124, byte miss ratio 0.0124
cdn1_allcolo.ns3943 S3FIFO-0.8500-1.9000 cache size     1548, 1104227 req, miss ratio 0.0026, byte miss ratio 0.0026
cdn1_allcolo.ns3943 S3FIFO-0.2500-1.9000 cache size        5, 1104227 req, miss ratio 0.6017, byte miss ratio 0.6017
cdn1_allcolo.ns3943 S3FIFO-0.2500-1.9000 cache size       19, 1104227 req, miss ratio 0.4436, byte miss ratio 0.4436
cdn1_allcolo.ns3943 S3FIFO-0.2500-1.9000 cache size       58, 1104227 req, miss ratio 0.2938, byte miss ratio 0.2938
cdn1_allcolo.ns3943 S3FIFO-0.2500-1.9000 cache size      193, 1104227 req, miss ratio 0.1143, byte miss ratio 0.1143
cdn1_allcolo.ns3943 S3FIFO-0.2500-1.9000 cache size      387, 1104227 req, miss ratio 0.0358, byte miss ratio 0.0358
cdn1_allcolo.ns3943 S3FIFO-0.2500-1.9000 cache size      774, 1104227 req, miss ratio 0.0073, byte miss ratio 0.0073
cdn1_allcolo.ns3943 S3FIFO-0.2500-1.9000 cache size     1548, 1104227 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns3943 S3FIFO-0.3500-1.9000 cache size        5, 1104227 req, miss ratio 0.6017, byte miss ratio 0.6017
cdn1_allcolo.ns3943 S3FIFO-0.3500-1.9000 cache size       19, 1104227 req, miss ratio 0.4563, byte miss ratio 0.4563
cdn1_allcolo.ns3943 S3FIFO-0.3500-1.9000 cache size       58, 1104227 req, miss ratio 0.3039, byte miss ratio 0.3039
cdn1_allcolo.ns3943 S3FIFO-0.3500-1.9000 cache size      193, 1104227 req, miss ratio 0.1190, byte miss ratio 0.1190
cdn1_allcolo.ns3943 S3FIFO-0.3500-1.9000 cache size      387, 1104227 req, miss ratio 0.0384, byte miss ratio 0.0384
cdn1_allcolo.ns3943 S3FIFO-0.3500-1.9000 cache size      774, 1104227 req, miss ratio 0.0079, byte miss ratio 0.0079
cdn1_allcolo.ns3943 S3FIFO-0.3500-1.9000 cache size     1548, 1104227 req, miss ratio 0.0020, byte miss ratio 0.0020
cdn1_allcolo.ns3943 S3FIFO-0.0050-0.9000 cache size        5, 1104227 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3943 S3FIFO-0.0050-0.9000 cache size       19, 1104227 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3943 S3FIFO-0.0050-0.9000 cache size       58, 1104227 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3943 S3FIFO-0.0050-0.9000 cache size      193, 1104227 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3943 S3FIFO-0.0050-0.9000 cache size      387, 1104227 req, miss ratio 0.0290, byte miss ratio 0.0290
cdn1_allcolo.ns3943 S3FIFO-0.0050-0.9000 cache size      774, 1104227 req, miss ratio 0.0062, byte miss ratio 0.0062
cdn1_allcolo.ns3943 S3FIFO-0.0050-0.9000 cache size     1548, 1104227 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns3943 S3FIFO-0.3000-1.9000 cache size        5, 1104227 req, miss ratio 0.6017, byte miss ratio 0.6017
cdn1_allcolo.ns3943 S3FIFO-0.3000-1.9000 cache size       19, 1104227 req, miss ratio 0.4500, byte miss ratio 0.4500
cdn1_allcolo.ns3943 S3FIFO-0.3000-1.9000 cache size       58, 1104227 req, miss ratio 0.2989, byte miss ratio 0.2989
cdn1_allcolo.ns3943 S3FIFO-0.3000-1.9000 cache size      193, 1104227 req, miss ratio 0.1165, byte miss ratio 0.1165
cdn1_allcolo.ns3943 S3FIFO-0.3000-1.9000 cache size      387, 1104227 req, miss ratio 0.0371, byte miss ratio 0.0371
cdn1_allcolo.ns3943 S3FIFO-0.3000-1.9000 cache size      774, 1104227 req, miss ratio 0.0076, byte miss ratio 0.0076
cdn1_allcolo.ns3943 S3FIFO-0.3000-1.9000 cache size     1548, 1104227 req, miss ratio 0.0020, byte miss ratio 0.0020
cdn1_allcolo.ns3943 S3FIFO-0.7000-0.9000 cache size        5, 1104227 req, miss ratio 0.6491, byte miss ratio 0.6491
cdn1_allcolo.ns3943 S3FIFO-0.7000-0.9000 cache size       19, 1104227 req, miss ratio 0.5014, byte miss ratio 0.5014
cdn1_allcolo.ns3943 S3FIFO-0.7000-0.9000 cache size       58, 1104227 req, miss ratio 0.3372, byte miss ratio 0.3372
cdn1_allcolo.ns3943 S3FIFO-0.7000-0.9000 cache size      193, 1104227 req, miss ratio 0.1393, byte miss ratio 0.1393
cdn1_allcolo.ns3943 S3FIFO-0.7000-0.9000 cache size      387, 1104227 req, miss ratio 0.0490, byte miss ratio 0.0490
cdn1_allcolo.ns3943 S3FIFO-0.7000-0.9000 cache size      774, 1104227 req, miss ratio 0.0109, byte miss ratio 0.0109
cdn1_allcolo.ns3943 S3FIFO-0.7000-0.9000 cache size     1548, 1104227 req, miss ratio 0.0024, byte miss ratio 0.0024
cdn1_allcolo.ns3943 S3FIFO-0.1000-0.9000 cache size        5, 1104227 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3943 S3FIFO-0.1000-0.9000 cache size       19, 1104227 req, miss ratio 0.4177, byte miss ratio 0.4177
cdn1_allcolo.ns3943 S3FIFO-0.1000-0.9000 cache size       58, 1104227 req, miss ratio 0.2674, byte miss ratio 0.2674
cdn1_allcolo.ns3943 S3FIFO-0.1000-0.9000 cache size      193, 1104227 req, miss ratio 0.1047, byte miss ratio 0.1047
cdn1_allcolo.ns3943 S3FIFO-0.1000-0.9000 cache size      387, 1104227 req, miss ratio 0.0317, byte miss ratio 0.0317
cdn1_allcolo.ns3943 S3FIFO-0.1000-0.9000 cache size      774, 1104227 req, miss ratio 0.0065, byte miss ratio 0.0065
cdn1_allcolo.ns3943 S3FIFO-0.1000-0.9000 cache size     1548, 1104227 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns3943 S3FIFO-0.4000-1.9000 cache size        5, 1104227 req, miss ratio 0.6205, byte miss ratio 0.6205
cdn1_allcolo.ns3943 S3FIFO-0.4000-1.9000 cache size       19, 1104227 req, miss ratio 0.4633, byte miss ratio 0.4633
cdn1_allcolo.ns3943 S3FIFO-0.4000-1.9000 cache size       58, 1104227 req, miss ratio 0.3090, byte miss ratio 0.3090
cdn1_allcolo.ns3943 S3FIFO-0.4000-1.9000 cache size      193, 1104227 req, miss ratio 0.1215, byte miss ratio 0.1215
cdn1_allcolo.ns3943 S3FIFO-0.4000-1.9000 cache size      387, 1104227 req, miss ratio 0.0397, byte miss ratio 0.0397
cdn1_allcolo.ns3943 S3FIFO-0.4000-1.9000 cache size      774, 1104227 req, miss ratio 0.0082, byte miss ratio 0.0082
cdn1_allcolo.ns3943 S3FIFO-0.4000-1.9000 cache size     1548, 1104227 req, miss ratio 0.0020, byte miss ratio 0.0020
cdn1_allcolo.ns3943 S3FIFO-0.7500-1.9000 cache size        5, 1104227 req, miss ratio 0.6606, byte miss ratio 0.6606
cdn1_allcolo.ns3943 S3FIFO-0.7500-1.9000 cache size       19, 1104227 req, miss ratio 0.5167, byte miss ratio 0.5167
cdn1_allcolo.ns3943 S3FIFO-0.7500-1.9000 cache size       58, 1104227 req, miss ratio 0.3445, byte miss ratio 0.3445
cdn1_allcolo.ns3943 S3FIFO-0.7500-1.9000 cache size      193, 1104227 req, miss ratio 0.1395, byte miss ratio 0.1395
cdn1_allcolo.ns3943 S3FIFO-0.7500-1.9000 cache size      387, 1104227 req, miss ratio 0.0499, byte miss ratio 0.0499
cdn1_allcolo.ns3943 S3FIFO-0.7500-1.9000 cache size      774, 1104227 req, miss ratio 0.0114, byte miss ratio 0.0114
cdn1_allcolo.ns3943 S3FIFO-0.7500-1.9000 cache size     1548, 1104227 req, miss ratio 0.0024, byte miss ratio 0.0024
cdn1_allcolo.ns3943 S3FIFO-0.5000-0.9000 cache size        5, 1104227 req, miss ratio 0.6146, byte miss ratio 0.6146
cdn1_allcolo.ns3943 S3FIFO-0.5000-0.9000 cache size       19, 1104227 req, miss ratio 0.4672, byte miss ratio 0.4672
cdn1_allcolo.ns3943 S3FIFO-0.5000-0.9000 cache size       58, 1104227 req, miss ratio 0.3135, byte miss ratio 0.3135
cdn1_allcolo.ns3943 S3FIFO-0.5000-0.9000 cache size      193, 1104227 req, miss ratio 0.1274, byte miss ratio 0.1274
cdn1_allcolo.ns3943 S3FIFO-0.5000-0.9000 cache size      387, 1104227 req, miss ratio 0.0428, byte miss ratio 0.0428
cdn1_allcolo.ns3943 S3FIFO-0.5000-0.9000 cache size      774, 1104227 req, miss ratio 0.0090, byte miss ratio 0.0090
cdn1_allcolo.ns3943 S3FIFO-0.5000-0.9000 cache size     1548, 1104227 req, miss ratio 0.0021, byte miss ratio 0.0021
