cdn1_colo28.ns454 S3FIFO-0.0500-0.9000 cache size        8, 2944995 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns454 S3FIFO-0.0500-0.9000 cache size       26, 2944995 req, miss ratio 0.1816, byte miss ratio 0.1816
cdn1_colo28.ns454 S3FIFO-0.0500-0.9000 cache size       80, 2944995 req, miss ratio 0.0127, byte miss ratio 0.0127
cdn1_colo28.ns454 S3FIFO-0.0500-0.9000 cache size      268, 2944995 req, miss ratio 0.0013, byte miss ratio 0.0013
cdn1_colo28.ns454 S3FIFO-0.0500-0.9000 cache size      536, 2944995 req, miss ratio 0.0011, byte miss ratio 0.0011
cdn1_colo28.ns454 S3FIFO-0.0500-0.9000 cache size     1072, 2944995 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_colo28.ns454 S3FIFO-0.0500-0.9000 cache size     2145, 2944995 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_colo28.ns454 S3FIFO-0.5500-0.9000 cache size        8, 2944995 req, miss ratio 0.7434, byte miss ratio 0.7434
cdn1_colo28.ns454 S3FIFO-0.5500-0.9000 cache size       26, 2944995 req, miss ratio 0.2575, byte miss ratio 0.2575
cdn1_colo28.ns454 S3FIFO-0.5500-0.9000 cache size       80, 2944995 req, miss ratio 0.0209, byte miss ratio 0.0209
cdn1_colo28.ns454 S3FIFO-0.5500-0.9000 cache size      268, 2944995 req, miss ratio 0.0017, byte miss ratio 0.0017
cdn1_colo28.ns454 S3FIFO-0.5500-0.9000 cache size      536, 2944995 req, miss ratio 0.0011, byte miss ratio 0.0011
cdn1_colo28.ns454 S3FIFO-0.5500-0.9000 cache size     1072, 2944995 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_colo28.ns454 S3FIFO-0.5500-0.9000 cache size     2145, 2944995 req, miss ratio 0.0010, byte miss ratio 0.0010
