cdn1_allcolo.ns1918 S3FIFO-0.6000-0.9000 cache size       11, 3032380 req, miss ratio 0.1582, byte miss ratio 0.1582
cdn1_allcolo.ns1918 S3FIFO-0.6000-0.9000 cache size       22, 3032380 req, miss ratio 0.0278, byte miss ratio 0.0278
cdn1_allcolo.ns1918 S3FIFO-0.6000-0.9000 cache size       44, 3032380 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns1918 S3FIFO-0.6000-0.9000 cache size       89, 3032380 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns1918 S3FIFO-0.0250-1.9000 cache size       11, 3032380 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1918 S3FIFO-0.0250-1.9000 cache size       22, 3032380 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1918 S3FIFO-0.0250-1.9000 cache size       44, 3032380 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns1918 S3FIFO-0.0250-1.9000 cache size       89, 3032380 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns1918 S3FIFO-0.7500-0.9000 cache size       11, 3032380 req, miss ratio 0.1718, byte miss ratio 0.1718
cdn1_allcolo.ns1918 S3FIFO-0.7500-0.9000 cache size       22, 3032380 req, miss ratio 0.0292, byte miss ratio 0.0292
cdn1_allcolo.ns1918 S3FIFO-0.7500-0.9000 cache size       44, 3032380 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns1918 S3FIFO-0.7500-0.9000 cache size       89, 3032380 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns1918 S3FIFO-0.1500-0.9000 cache size       11, 3032380 req, miss ratio 0.1440, byte miss ratio 0.1440
cdn1_allcolo.ns1918 S3FIFO-0.1500-0.9000 cache size       22, 3032380 req, miss ratio 0.0207, byte miss ratio 0.0207
cdn1_allcolo.ns1918 S3FIFO-0.1500-0.9000 cache size       44, 3032380 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns1918 S3FIFO-0.1500-0.9000 cache size       89, 3032380 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns1918 S3FIFO-0.4000-0.9000 cache size       11, 3032380 req, miss ratio 0.1510, byte miss ratio 0.1510
cdn1_allcolo.ns1918 S3FIFO-0.4000-0.9000 cache size       22, 3032380 req, miss ratio 0.0248, byte miss ratio 0.0248
cdn1_allcolo.ns1918 S3FIFO-0.4000-0.9000 cache size       44, 3032380 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1918 S3FIFO-0.4000-0.9000 cache size       89, 3032380 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns1918 S3FIFO-0.4000-1.9000 cache size       11, 3032380 req, miss ratio 0.1511, byte miss ratio 0.1511
cdn1_allcolo.ns1918 S3FIFO-0.4000-1.9000 cache size       22, 3032380 req, miss ratio 0.0248, byte miss ratio 0.0248
cdn1_allcolo.ns1918 S3FIFO-0.4000-1.9000 cache size       44, 3032380 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1918 S3FIFO-0.4000-1.9000 cache size       89, 3032380 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns1918 S3FIFO-0.6000-1.9000 cache size       11, 3032380 req, miss ratio 0.1578, byte miss ratio 0.1578
cdn1_allcolo.ns1918 S3FIFO-0.6000-1.9000 cache size       22, 3032380 req, miss ratio 0.0277, byte miss ratio 0.0277
cdn1_allcolo.ns1918 S3FIFO-0.6000-1.9000 cache size       44, 3032380 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns1918 S3FIFO-0.6000-1.9000 cache size       89, 3032380 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns1918 S3FIFO-0.6500-0.9000 cache size       11, 3032380 req, miss ratio 0.1648, byte miss ratio 0.1648
cdn1_allcolo.ns1918 S3FIFO-0.6500-0.9000 cache size       22, 3032380 req, miss ratio 0.0282, byte miss ratio 0.0282
cdn1_allcolo.ns1918 S3FIFO-0.6500-0.9000 cache size       44, 3032380 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns1918 S3FIFO-0.6500-0.9000 cache size       89, 3032380 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns1918 S3FIFO-0.5500-0.9000 cache size       11, 3032380 req, miss ratio 0.1582, byte miss ratio 0.1582
cdn1_allcolo.ns1918 S3FIFO-0.5500-0.9000 cache size       22, 3032380 req, miss ratio 0.0273, byte miss ratio 0.0273
cdn1_allcolo.ns1918 S3FIFO-0.5500-0.9000 cache size       44, 3032380 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1918 S3FIFO-0.5500-0.9000 cache size       89, 3032380 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns1918 S3FIFO-0.0050-1.9000 cache size       11, 3032380 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1918 S3FIFO-0.0050-1.9000 cache size       22, 3032380 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1918 S3FIFO-0.0050-1.9000 cache size       44, 3032380 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1918 S3FIFO-0.0050-1.9000 cache size       89, 3032380 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1918 S3FIFO-0.5500-1.9000 cache size       11, 3032380 req, miss ratio 0.1578, byte miss ratio 0.1578
cdn1_allcolo.ns1918 S3FIFO-0.5500-1.9000 cache size       22, 3032380 req, miss ratio 0.0272, byte miss ratio 0.0272
cdn1_allcolo.ns1918 S3FIFO-0.5500-1.9000 cache size       44, 3032380 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1918 S3FIFO-0.5500-1.9000 cache size       89, 3032380 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns1918 S3FIFO-0.7000-0.9000 cache size       11, 3032380 req, miss ratio 0.1648, byte miss ratio 0.1648
cdn1_allcolo.ns1918 S3FIFO-0.7000-0.9000 cache size       22, 3032380 req, miss ratio 0.0287, byte miss ratio 0.0287
cdn1_allcolo.ns1918 S3FIFO-0.7000-0.9000 cache size       44, 3032380 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns1918 S3FIFO-0.7000-0.9000 cache size       89, 3032380 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns1918 S3FIFO-0.8000-1.9000 cache size       11, 3032380 req, miss ratio 0.1713, byte miss ratio 0.1713
cdn1_allcolo.ns1918 S3FIFO-0.8000-1.9000 cache size       22, 3032380 req, miss ratio 0.0298, byte miss ratio 0.0298
cdn1_allcolo.ns1918 S3FIFO-0.8000-1.9000 cache size       44, 3032380 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns1918 S3FIFO-0.8000-1.9000 cache size       89, 3032380 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns1918 S3FIFO-0.8000-0.9000 cache size       11, 3032380 req, miss ratio 0.1718, byte miss ratio 0.1718
cdn1_allcolo.ns1918 S3FIFO-0.8000-0.9000 cache size       22, 3032380 req, miss ratio 0.0300, byte miss ratio 0.0300
cdn1_allcolo.ns1918 S3FIFO-0.8000-0.9000 cache size       44, 3032380 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns1918 S3FIFO-0.8000-0.9000 cache size       89, 3032380 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns1918 S3FIFO-0.1500-1.9000 cache size       11, 3032380 req, miss ratio 0.1455, byte miss ratio 0.1455
cdn1_allcolo.ns1918 S3FIFO-0.1500-1.9000 cache size       22, 3032380 req, miss ratio 0.0206, byte miss ratio 0.0206
cdn1_allcolo.ns1918 S3FIFO-0.1500-1.9000 cache size       44, 3032380 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns1918 S3FIFO-0.1500-1.9000 cache size       89, 3032380 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns1918 S3FIFO-0.9500-0.9000 cache size       11, 3032380 req, miss ratio 0.1803, byte miss ratio 0.1803
cdn1_allcolo.ns1918 S3FIFO-0.9500-0.9000 cache size       22, 3032380 req, miss ratio 0.0329, byte miss ratio 0.0329
cdn1_allcolo.ns1918 S3FIFO-0.9500-0.9000 cache size       44, 3032380 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_allcolo.ns1918 S3FIFO-0.9500-0.9000 cache size       89, 3032380 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns1918 S3FIFO-0.3500-1.9000 cache size       11, 3032380 req, miss ratio 0.1490, byte miss ratio 0.1490
cdn1_allcolo.ns1918 S3FIFO-0.3500-1.9000 cache size       22, 3032380 req, miss ratio 0.0240, byte miss ratio 0.0240
cdn1_allcolo.ns1918 S3FIFO-0.3500-1.9000 cache size       44, 3032380 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns1918 S3FIFO-0.3500-1.9000 cache size       89, 3032380 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns1918 S3FIFO-0.9000-0.9000 cache size       11, 3032380 req, miss ratio 0.1770, byte miss ratio 0.1770
cdn1_allcolo.ns1918 S3FIFO-0.9000-0.9000 cache size       22, 3032380 req, miss ratio 0.0321, byte miss ratio 0.0321
cdn1_allcolo.ns1918 S3FIFO-0.9000-0.9000 cache size       44, 3032380 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_allcolo.ns1918 S3FIFO-0.9000-0.9000 cache size       89, 3032380 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns1918 S3FIFO-0.0010-1.9000 cache size       11, 3032380 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1918 S3FIFO-0.0010-1.9000 cache size       22, 3032380 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1918 S3FIFO-0.0010-1.9000 cache size       44, 3032380 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1918 S3FIFO-0.0010-1.9000 cache size       89, 3032380 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1918 S3FIFO-0.9900-0.9000 cache size       11, 3032380 req, miss ratio 0.1803, byte miss ratio 0.1803
cdn1_allcolo.ns1918 S3FIFO-0.9900-0.9000 cache size       22, 3032380 req, miss ratio 0.0337, byte miss ratio 0.0337
cdn1_allcolo.ns1918 S3FIFO-0.9900-0.9000 cache size       44, 3032380 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_allcolo.ns1918 S3FIFO-0.9900-0.9000 cache size       89, 3032380 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns1918 S3FIFO-0.0250-0.9000 cache size       11, 3032380 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1918 S3FIFO-0.0250-0.9000 cache size       22, 3032380 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1918 S3FIFO-0.0250-0.9000 cache size       44, 3032380 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns1918 S3FIFO-0.0250-0.9000 cache size       89, 3032380 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns1918 S3FIFO-0.0500-1.9000 cache size       11, 3032380 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1918 S3FIFO-0.0500-1.9000 cache size       22, 3032380 req, miss ratio 0.0186, byte miss ratio 0.0186
cdn1_allcolo.ns1918 S3FIFO-0.0500-1.9000 cache size       44, 3032380 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns1918 S3FIFO-0.0500-1.9000 cache size       89, 3032380 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns1918 S3FIFO-0.1000-1.9000 cache size       11, 3032380 req, miss ratio 0.1455, byte miss ratio 0.1455
cdn1_allcolo.ns1918 S3FIFO-0.1000-1.9000 cache size       22, 3032380 req, miss ratio 0.0197, byte miss ratio 0.0197
cdn1_allcolo.ns1918 S3FIFO-0.1000-1.9000 cache size       44, 3032380 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns1918 S3FIFO-0.1000-1.9000 cache size       89, 3032380 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns1918 S3FIFO-0.2500-1.9000 cache size       11, 3032380 req, miss ratio 0.1473, byte miss ratio 0.1473
cdn1_allcolo.ns1918 S3FIFO-0.2500-1.9000 cache size       22, 3032380 req, miss ratio 0.0223, byte miss ratio 0.0223
cdn1_allcolo.ns1918 S3FIFO-0.2500-1.9000 cache size       44, 3032380 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns1918 S3FIFO-0.2500-1.9000 cache size       89, 3032380 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns1918 S3FIFO-0.4500-1.9000 cache size       11, 3032380 req, miss ratio 0.1511, byte miss ratio 0.1511
cdn1_allcolo.ns1918 S3FIFO-0.4500-1.9000 cache size       22, 3032380 req, miss ratio 0.0255, byte miss ratio 0.0255
cdn1_allcolo.ns1918 S3FIFO-0.4500-1.9000 cache size       44, 3032380 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns1918 S3FIFO-0.4500-1.9000 cache size       89, 3032380 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns1918 S3FIFO-0.2500-0.9000 cache size       11, 3032380 req, miss ratio 0.1463, byte miss ratio 0.1463
cdn1_allcolo.ns1918 S3FIFO-0.2500-0.9000 cache size       22, 3032380 req, miss ratio 0.0224, byte miss ratio 0.0224
cdn1_allcolo.ns1918 S3FIFO-0.2500-0.9000 cache size       44, 3032380 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns1918 S3FIFO-0.2500-0.9000 cache size       89, 3032380 req, miss ratio 0.0000, byte miss ratio 0.0000
