io_traces.ns165 S3FIFO-0.8000-0.9000 cache size     1140, 14600000 req, miss ratio 0.4414, byte miss ratio 0.4414
io_traces.ns165 S3FIFO-0.8000-0.9000 cache size     3422, 14600000 req, miss ratio 0.4031, byte miss ratio 0.4031
io_traces.ns165 S3FIFO-0.8000-0.9000 cache size    11409, 14600000 req, miss ratio 0.3576, byte miss ratio 0.3576
io_traces.ns165 S3FIFO-0.8000-0.9000 cache size    34228, 14600000 req, miss ratio 0.2997, byte miss ratio 0.2997
io_traces.ns165 S3FIFO-0.8000-0.9000 cache size   114096, 14600000 req, miss ratio 0.1913, byte miss ratio 0.1913
io_traces.ns165 S3FIFO-0.8000-0.9000 cache size   228192, 14600000 req, miss ratio 0.1384, byte miss ratio 0.1384
io_traces.ns165 S3FIFO-0.8000-0.9000 cache size   456384, 14600000 req, miss ratio 0.1054, byte miss ratio 0.1054
io_traces.ns165 S3FIFO-0.8000-0.9000 cache size   912768, 14600000 req, miss ratio 0.0802, byte miss ratio 0.0802
io_traces.ns165 S3FIFO-0.0250-1.9000 cache size     1140, 14600000 req, miss ratio 0.4255, byte miss ratio 0.4255
io_traces.ns165 S3FIFO-0.0250-1.9000 cache size     3422, 14600000 req, miss ratio 0.3879, byte miss ratio 0.3879
io_traces.ns165 S3FIFO-0.0250-1.9000 cache size    11409, 14600000 req, miss ratio 0.3418, byte miss ratio 0.3418
io_traces.ns165 S3FIFO-0.0250-1.9000 cache size    34228, 14600000 req, miss ratio 0.2508, byte miss ratio 0.2508
io_traces.ns165 S3FIFO-0.0250-1.9000 cache size   114096, 14600000 req, miss ratio 0.1622, byte miss ratio 0.1622
io_traces.ns165 S3FIFO-0.0250-1.9000 cache size   228192, 14600000 req, miss ratio 0.1255, byte miss ratio 0.1255
io_traces.ns165 S3FIFO-0.0250-1.9000 cache size   456384, 14600000 req, miss ratio 0.0975, byte miss ratio 0.0975
io_traces.ns165 S3FIFO-0.0250-1.9000 cache size   912768, 14600000 req, miss ratio 0.0796, byte miss ratio 0.0796
io_traces.ns165 S3FIFO-0.1000-1.9000 cache size     1140, 14600000 req, miss ratio 0.4223, byte miss ratio 0.4223
io_traces.ns165 S3FIFO-0.1000-1.9000 cache size     3422, 14600000 req, miss ratio 0.3849, byte miss ratio 0.3849
io_traces.ns165 S3FIFO-0.1000-1.9000 cache size    11409, 14600000 req, miss ratio 0.3405, byte miss ratio 0.3405
