cdn1_allcolo.ns885 S3FIFO-0.1000-0.9000 cache size        6, 1604337 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns885 S3FIFO-0.1000-0.9000 cache size       20, 1604337 req, miss ratio 0.0402, byte miss ratio 0.0402
cdn1_allcolo.ns885 S3FIFO-0.1000-0.9000 cache size       40, 1604337 req, miss ratio 0.0070, byte miss ratio 0.0070
cdn1_allcolo.ns885 S3FIFO-0.1000-0.9000 cache size       81, 1604337 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns885 S3FIFO-0.1000-0.9000 cache size      162, 1604337 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns885 S3FIFO-0.6000-0.9000 cache size        6, 1604337 req, miss ratio 0.3019, byte miss ratio 0.3019
cdn1_allcolo.ns885 S3FIFO-0.6000-0.9000 cache size       20, 1604337 req, miss ratio 0.0548, byte miss ratio 0.0548
cdn1_allcolo.ns885 S3FIFO-0.6000-0.9000 cache size       40, 1604337 req, miss ratio 0.0106, byte miss ratio 0.0106
cdn1_allcolo.ns885 S3FIFO-0.6000-0.9000 cache size       81, 1604337 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns885 S3FIFO-0.6000-0.9000 cache size      162, 1604337 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns885 S3FIFO-0.0500-1.9000 cache size        6, 1604337 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns885 S3FIFO-0.0500-1.9000 cache size       20, 1604337 req, miss ratio 0.0393, byte miss ratio 0.0393
cdn1_allcolo.ns885 S3FIFO-0.0500-1.9000 cache size       40, 1604337 req, miss ratio 0.0067, byte miss ratio 0.0067
cdn1_allcolo.ns885 S3FIFO-0.0500-1.9000 cache size       81, 1604337 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns885 S3FIFO-0.0500-1.9000 cache size      162, 1604337 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns885 S3FIFO-0.0050-0.9000 cache size        6, 1604337 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns885 S3FIFO-0.0050-0.9000 cache size       20, 1604337 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns885 S3FIFO-0.0050-0.9000 cache size       40, 1604337 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns885 S3FIFO-0.0050-0.9000 cache size       81, 1604337 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns885 S3FIFO-0.0050-0.9000 cache size      162, 1604337 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns885 S3FIFO-0.9000-0.9000 cache size        6, 1604337 req, miss ratio 0.3403, byte miss ratio 0.3403
cdn1_allcolo.ns885 S3FIFO-0.9000-0.9000 cache size       20, 1604337 req, miss ratio 0.0672, byte miss ratio 0.0672
cdn1_allcolo.ns885 S3FIFO-0.9000-0.9000 cache size       40, 1604337 req, miss ratio 0.0138, byte miss ratio 0.0138
cdn1_allcolo.ns885 S3FIFO-0.9000-0.9000 cache size       81, 1604337 req, miss ratio 0.0009, byte miss ratio 0.0009
cdn1_allcolo.ns885 S3FIFO-0.9000-0.9000 cache size      162, 1604337 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns885 S3FIFO-0.2500-1.9000 cache size        6, 1604337 req, miss ratio 0.2620, byte miss ratio 0.2620
cdn1_allcolo.ns885 S3FIFO-0.2500-1.9000 cache size       20, 1604337 req, miss ratio 0.0449, byte miss ratio 0.0449
cdn1_allcolo.ns885 S3FIFO-0.2500-1.9000 cache size       40, 1604337 req, miss ratio 0.0079, byte miss ratio 0.0079
cdn1_allcolo.ns885 S3FIFO-0.2500-1.9000 cache size       81, 1604337 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns885 S3FIFO-0.2500-1.9000 cache size      162, 1604337 req, miss ratio 0.0001, byte miss ratio 0.0001
