cdn1_colo28.ns1005 S3FIFO-0.3500-1.9000 cache size        9, 1460902 req, miss ratio 0.2206, byte miss ratio 0.2206
cdn1_colo28.ns1005 S3FIFO-0.3500-1.9000 cache size       18, 1460902 req, miss ratio 0.0763, byte miss ratio 0.0763
cdn1_colo28.ns1005 S3FIFO-0.3500-1.9000 cache size       36, 1460902 req, miss ratio 0.0110, byte miss ratio 0.0110
cdn1_colo28.ns1005 S3FIFO-0.3500-1.9000 cache size       72, 1460902 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns1005 S3FIFO-0.6000-1.9000 cache size        9, 1460902 req, miss ratio 0.2396, byte miss ratio 0.2396
cdn1_colo28.ns1005 S3FIFO-0.6000-1.9000 cache size       18, 1460902 req, miss ratio 0.0859, byte miss ratio 0.0859
cdn1_colo28.ns1005 S3FIFO-0.6000-1.9000 cache size       36, 1460902 req, miss ratio 0.0142, byte miss ratio 0.0142
cdn1_colo28.ns1005 S3FIFO-0.6000-1.9000 cache size       72, 1460902 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns1005 S3FIFO-0.5000-0.9000 cache size        9, 1460902 req, miss ratio 0.2286, byte miss ratio 0.2286
cdn1_colo28.ns1005 S3FIFO-0.5000-0.9000 cache size       18, 1460902 req, miss ratio 0.0839, byte miss ratio 0.0839
cdn1_colo28.ns1005 S3FIFO-0.5000-0.9000 cache size       36, 1460902 req, miss ratio 0.0130, byte miss ratio 0.0130
cdn1_colo28.ns1005 S3FIFO-0.5000-0.9000 cache size       72, 1460902 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns1005 S3FIFO-0.6500-1.9000 cache size        9, 1460902 req, miss ratio 0.2396, byte miss ratio 0.2396
cdn1_colo28.ns1005 S3FIFO-0.6500-1.9000 cache size       18, 1460902 req, miss ratio 0.0886, byte miss ratio 0.0886
cdn1_colo28.ns1005 S3FIFO-0.6500-1.9000 cache size       36, 1460902 req, miss ratio 0.0149, byte miss ratio 0.0149
cdn1_colo28.ns1005 S3FIFO-0.6500-1.9000 cache size       72, 1460902 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_colo28.ns1005 S3FIFO-0.7500-0.9000 cache size        9, 1460902 req, miss ratio 0.2530, byte miss ratio 0.2530
cdn1_colo28.ns1005 S3FIFO-0.7500-0.9000 cache size       18, 1460902 req, miss ratio 0.0953, byte miss ratio 0.0953
cdn1_colo28.ns1005 S3FIFO-0.7500-0.9000 cache size       36, 1460902 req, miss ratio 0.0165, byte miss ratio 0.0165
