tencentBlock.ns10910 S3FIFO-0.0100-1.9000 cache size       64, 1588705 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns10910 S3FIFO-0.0100-1.9000 cache size      192, 1588705 req, miss ratio 0.2372, byte miss ratio 0.2372
tencentBlock.ns10910 S3FIFO-0.0100-1.9000 cache size      642, 1588705 req, miss ratio 0.1762, byte miss ratio 0.1762
tencentBlock.ns10910 S3FIFO-0.0100-1.9000 cache size     1926, 1588705 req, miss ratio 0.1401, byte miss ratio 0.1401
tencentBlock.ns10910 S3FIFO-0.0100-1.9000 cache size     6422, 1588705 req, miss ratio 0.1020, byte miss ratio 0.1020
tencentBlock.ns10910 S3FIFO-0.0100-1.9000 cache size    12845, 1588705 req, miss ratio 0.0871, byte miss ratio 0.0871
tencentBlock.ns10910 S3FIFO-0.0100-1.9000 cache size    25690, 1588705 req, miss ratio 0.0611, byte miss ratio 0.0611
tencentBlock.ns10910 S3FIFO-0.0100-1.9000 cache size    51380, 1588705 req, miss ratio 0.0424, byte miss ratio 0.0424
tencentBlock.ns10910 S3FIFO-0.9500-0.9000 cache size       64, 1588705 req, miss ratio 0.4321, byte miss ratio 0.4321
tencentBlock.ns10910 S3FIFO-0.9500-0.9000 cache size      192, 1588705 req, miss ratio 0.2583, byte miss ratio 0.2583
tencentBlock.ns10910 S3FIFO-0.9500-0.9000 cache size      642, 1588705 req, miss ratio 0.1910, byte miss ratio 0.1910
tencentBlock.ns10910 S3FIFO-0.9500-0.9000 cache size     1926, 1588705 req, miss ratio 0.1578, byte miss ratio 0.1578
tencentBlock.ns10910 S3FIFO-0.9500-0.9000 cache size     6422, 1588705 req, miss ratio 0.1153, byte miss ratio 0.1153
tencentBlock.ns10910 S3FIFO-0.9500-0.9000 cache size    12845, 1588705 req, miss ratio 0.0944, byte miss ratio 0.0944
tencentBlock.ns10910 S3FIFO-0.9500-0.9000 cache size    25690, 1588705 req, miss ratio 0.0678, byte miss ratio 0.0678
tencentBlock.ns10910 S3FIFO-0.9500-0.9000 cache size    51380, 1588705 req, miss ratio 0.0459, byte miss ratio 0.0459
tencentBlock.ns10910 S3FIFO-0.3500-1.9000 cache size       64, 1588705 req, miss ratio 0.3356, byte miss ratio 0.3356
tencentBlock.ns10910 S3FIFO-0.3500-1.9000 cache size      192, 1588705 req, miss ratio 0.2062, byte miss ratio 0.2062
tencentBlock.ns10910 S3FIFO-0.3500-1.9000 cache size      642, 1588705 req, miss ratio 0.1631, byte miss ratio 0.1631
tencentBlock.ns10910 S3FIFO-0.3500-1.9000 cache size     1926, 1588705 req, miss ratio 0.1400, byte miss ratio 0.1400
tencentBlock.ns10910 S3FIFO-0.3500-1.9000 cache size     6422, 1588705 req, miss ratio 0.1019, byte miss ratio 0.1019
tencentBlock.ns10910 S3FIFO-0.3500-1.9000 cache size    12845, 1588705 req, miss ratio 0.0885, byte miss ratio 0.0885
tencentBlock.ns10910 S3FIFO-0.3500-1.9000 cache size    25690, 1588705 req, miss ratio 0.0643, byte miss ratio 0.0643
tencentBlock.ns10910 S3FIFO-0.3500-1.9000 cache size    51380, 1588705 req, miss ratio 0.0432, byte miss ratio 0.0432
tencentBlock.ns10910 S3FIFO-0.7000-1.9000 cache size       64, 1588705 req, miss ratio 0.3834, byte miss ratio 0.3834
tencentBlock.ns10910 S3FIFO-0.7000-1.9000 cache size      192, 1588705 req, miss ratio 0.2203, byte miss ratio 0.2203
tencentBlock.ns10910 S3FIFO-0.7000-1.9000 cache size      642, 1588705 req, miss ratio 0.1740, byte miss ratio 0.1740
tencentBlock.ns10910 S3FIFO-0.7000-1.9000 cache size     1926, 1588705 req, miss ratio 0.1487, byte miss ratio 0.1487
tencentBlock.ns10910 S3FIFO-0.7000-1.9000 cache size     6422, 1588705 req, miss ratio 0.1090, byte miss ratio 0.1090
tencentBlock.ns10910 S3FIFO-0.7000-1.9000 cache size    12845, 1588705 req, miss ratio 0.0899, byte miss ratio 0.0899
tencentBlock.ns10910 S3FIFO-0.7000-1.9000 cache size    25690, 1588705 req, miss ratio 0.0658, byte miss ratio 0.0658
tencentBlock.ns10910 S3FIFO-0.7000-1.9000 cache size    51380, 1588705 req, miss ratio 0.0441, byte miss ratio 0.0441
tencentBlock.ns10910 S3FIFO-0.1000-0.9000 cache size       64, 1588705 req, miss ratio 0.2888, byte miss ratio 0.2888
tencentBlock.ns10910 S3FIFO-0.1000-0.9000 cache size      192, 1588705 req, miss ratio 0.2023, byte miss ratio 0.2023
tencentBlock.ns10910 S3FIFO-0.1000-0.9000 cache size      642, 1588705 req, miss ratio 0.1600, byte miss ratio 0.1600
tencentBlock.ns10910 S3FIFO-0.1000-0.9000 cache size     1926, 1588705 req, miss ratio 0.1328, byte miss ratio 0.1328
tencentBlock.ns10910 S3FIFO-0.1000-0.9000 cache size     6422, 1588705 req, miss ratio 0.1011, byte miss ratio 0.1011
tencentBlock.ns10910 S3FIFO-0.1000-0.9000 cache size    12845, 1588705 req, miss ratio 0.0875, byte miss ratio 0.0875
tencentBlock.ns10910 S3FIFO-0.1000-0.9000 cache size    25690, 1588705 req, miss ratio 0.0619, byte miss ratio 0.0619
tencentBlock.ns10910 S3FIFO-0.1000-0.9000 cache size    51380, 1588705 req, miss ratio 0.0425, byte miss ratio 0.0425
tencentBlock.ns10910 S3FIFO-0.0500-0.9000 cache size       64, 1588705 req, miss ratio 0.2941, byte miss ratio 0.2941
tencentBlock.ns10910 S3FIFO-0.0500-0.9000 cache size      192, 1588705 req, miss ratio 0.2116, byte miss ratio 0.2116
tencentBlock.ns10910 S3FIFO-0.0500-0.9000 cache size      642, 1588705 req, miss ratio 0.1627, byte miss ratio 0.1627
