tencentBlock.ns22222 S3FIFO-0.0050-0.9000 cache size      146, 1372864 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns22222 S3FIFO-0.0050-0.9000 cache size      438, 1372864 req, miss ratio 0.5935, byte miss ratio 0.5935
tencentBlock.ns22222 S3FIFO-0.0050-0.9000 cache size     1462, 1372864 req, miss ratio 0.5419, byte miss ratio 0.5419
tencentBlock.ns22222 S3FIFO-0.0050-0.9000 cache size     4387, 1372864 req, miss ratio 0.5254, byte miss ratio 0.5254
tencentBlock.ns22222 S3FIFO-0.0050-0.9000 cache size    14626, 1372864 req, miss ratio 0.4558, byte miss ratio 0.4558
tencentBlock.ns22222 S3FIFO-0.0050-0.9000 cache size    29252, 1372864 req, miss ratio 0.3826, byte miss ratio 0.3826
tencentBlock.ns22222 S3FIFO-0.0050-0.9000 cache size    58504, 1372864 req, miss ratio 0.2730, byte miss ratio 0.2730
tencentBlock.ns22222 S3FIFO-0.0050-0.9000 cache size   117008, 1372864 req, miss ratio 0.1341, byte miss ratio 0.1341
tencentBlock.ns22222 S3FIFO-0.0500-1.9000 cache size      146, 1372864 req, miss ratio 0.5527, byte miss ratio 0.5527
tencentBlock.ns22222 S3FIFO-0.0500-1.9000 cache size      438, 1372864 req, miss ratio 0.5370, byte miss ratio 0.5370
tencentBlock.ns22222 S3FIFO-0.0500-1.9000 cache size     1462, 1372864 req, miss ratio 0.5301, byte miss ratio 0.5301
tencentBlock.ns22222 S3FIFO-0.0500-1.9000 cache size     4387, 1372864 req, miss ratio 0.5199, byte miss ratio 0.5199
tencentBlock.ns22222 S3FIFO-0.0500-1.9000 cache size    14626, 1372864 req, miss ratio 0.4511, byte miss ratio 0.4511
tencentBlock.ns22222 S3FIFO-0.0500-1.9000 cache size    29252, 1372864 req, miss ratio 0.4150, byte miss ratio 0.4150
tencentBlock.ns22222 S3FIFO-0.0500-1.9000 cache size    58504, 1372864 req, miss ratio 0.2872, byte miss ratio 0.2872
tencentBlock.ns22222 S3FIFO-0.0500-1.9000 cache size   117008, 1372864 req, miss ratio 0.1343, byte miss ratio 0.1343
tencentBlock.ns22222 S3FIFO-0.0010-0.9000 cache size      146, 1372864 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns22222 S3FIFO-0.0010-0.9000 cache size      438, 1372864 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns22222 S3FIFO-0.0010-0.9000 cache size     1462, 1372864 req, miss ratio 0.5901, byte miss ratio 0.5901
tencentBlock.ns22222 S3FIFO-0.0010-0.9000 cache size     4387, 1372864 req, miss ratio 0.5644, byte miss ratio 0.5644
tencentBlock.ns22222 S3FIFO-0.0010-0.9000 cache size    14626, 1372864 req, miss ratio 0.4639, byte miss ratio 0.4639
tencentBlock.ns22222 S3FIFO-0.0010-0.9000 cache size    29252, 1372864 req, miss ratio 0.3861, byte miss ratio 0.3861
tencentBlock.ns22222 S3FIFO-0.0010-0.9000 cache size    58504, 1372864 req, miss ratio 0.2722, byte miss ratio 0.2722
tencentBlock.ns22222 S3FIFO-0.0010-0.9000 cache size   117008, 1372864 req, miss ratio 0.1341, byte miss ratio 0.1341
tencentBlock.ns22222 S3FIFO-0.3000-0.9000 cache size      146, 1372864 req, miss ratio 0.5457, byte miss ratio 0.5457
tencentBlock.ns22222 S3FIFO-0.3000-0.9000 cache size      438, 1372864 req, miss ratio 0.5342, byte miss ratio 0.5342
tencentBlock.ns22222 S3FIFO-0.3000-0.9000 cache size     1462, 1372864 req, miss ratio 0.5309, byte miss ratio 0.5309
tencentBlock.ns22222 S3FIFO-0.3000-0.9000 cache size     4387, 1372864 req, miss ratio 0.5219, byte miss ratio 0.5219
tencentBlock.ns22222 S3FIFO-0.3000-0.9000 cache size    14626, 1372864 req, miss ratio 0.4717, byte miss ratio 0.4717
tencentBlock.ns22222 S3FIFO-0.3000-0.9000 cache size    29252, 1372864 req, miss ratio 0.4189, byte miss ratio 0.4189
tencentBlock.ns22222 S3FIFO-0.3000-0.9000 cache size    58504, 1372864 req, miss ratio 0.3387, byte miss ratio 0.3387
tencentBlock.ns22222 S3FIFO-0.3000-0.9000 cache size   117008, 1372864 req, miss ratio 0.1354, byte miss ratio 0.1354
tencentBlock.ns22222 S3FIFO-0.2500-1.9000 cache size      146, 1372864 req, miss ratio 0.5426, byte miss ratio 0.5426
tencentBlock.ns22222 S3FIFO-0.2500-1.9000 cache size      438, 1372864 req, miss ratio 0.5341, byte miss ratio 0.5341
tencentBlock.ns22222 S3FIFO-0.2500-1.9000 cache size     1462, 1372864 req, miss ratio 0.5299, byte miss ratio 0.5299
tencentBlock.ns22222 S3FIFO-0.2500-1.9000 cache size     4387, 1372864 req, miss ratio 0.5200, byte miss ratio 0.5200
tencentBlock.ns22222 S3FIFO-0.2500-1.9000 cache size    14626, 1372864 req, miss ratio 0.4647, byte miss ratio 0.4647
tencentBlock.ns22222 S3FIFO-0.2500-1.9000 cache size    29252, 1372864 req, miss ratio 0.4358, byte miss ratio 0.4358
tencentBlock.ns22222 S3FIFO-0.2500-1.9000 cache size    58504, 1372864 req, miss ratio 0.3345, byte miss ratio 0.3345
tencentBlock.ns22222 S3FIFO-0.2500-1.9000 cache size   117008, 1372864 req, miss ratio 0.1338, byte miss ratio 0.1338
tencentBlock.ns22222 S3FIFO-0.1000-1.9000 cache size      146, 1372864 req, miss ratio 0.5441, byte miss ratio 0.5441
tencentBlock.ns22222 S3FIFO-0.1000-1.9000 cache size      438, 1372864 req, miss ratio 0.5363, byte miss ratio 0.5363
tencentBlock.ns22222 S3FIFO-0.1000-1.9000 cache size     1462, 1372864 req, miss ratio 0.5300, byte miss ratio 0.5300
tencentBlock.ns22222 S3FIFO-0.1000-1.9000 cache size     4387, 1372864 req, miss ratio 0.5198, byte miss ratio 0.5198
tencentBlock.ns22222 S3FIFO-0.1000-1.9000 cache size    14626, 1372864 req, miss ratio 0.4568, byte miss ratio 0.4568
tencentBlock.ns22222 S3FIFO-0.1000-1.9000 cache size    29252, 1372864 req, miss ratio 0.4205, byte miss ratio 0.4205
tencentBlock.ns22222 S3FIFO-0.1000-1.9000 cache size    58504, 1372864 req, miss ratio 0.3007, byte miss ratio 0.3007
tencentBlock.ns22222 S3FIFO-0.1000-1.9000 cache size   117008, 1372864 req, miss ratio 0.1325, byte miss ratio 0.1325
tencentBlock.ns22222 S3FIFO-0.9000-0.9000 cache size      146, 1372864 req, miss ratio 0.6190, byte miss ratio 0.6190
tencentBlock.ns22222 S3FIFO-0.9000-0.9000 cache size      438, 1372864 req, miss ratio 0.5483, byte miss ratio 0.5483
tencentBlock.ns22222 S3FIFO-0.9000-0.9000 cache size     1462, 1372864 req, miss ratio 0.5348, byte miss ratio 0.5348
tencentBlock.ns22222 S3FIFO-0.9000-0.9000 cache size     4387, 1372864 req, miss ratio 0.5307, byte miss ratio 0.5307
tencentBlock.ns22222 S3FIFO-0.9000-0.9000 cache size    14626, 1372864 req, miss ratio 0.5201, byte miss ratio 0.5201
tencentBlock.ns22222 S3FIFO-0.9000-0.9000 cache size    29252, 1372864 req, miss ratio 0.4416, byte miss ratio 0.4416
