cdn1_colo28.ns127 S3FIFO-0.0050-1.9000 cache size        9, 2194691 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns127 S3FIFO-0.0050-1.9000 cache size       29, 2194691 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns127 S3FIFO-0.0050-1.9000 cache size       99, 2194691 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns127 S3FIFO-0.0050-1.9000 cache size      199, 2194691 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns127 S3FIFO-0.0050-1.9000 cache size      398, 2194691 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_colo28.ns127 S3FIFO-0.0050-1.9000 cache size      797, 2194691 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns127 S3FIFO-0.9900-0.9000 cache size        9, 2194691 req, miss ratio 0.9579, byte miss ratio 0.9579
cdn1_colo28.ns127 S3FIFO-0.9900-0.9000 cache size       29, 2194691 req, miss ratio 0.8755, byte miss ratio 0.8755
cdn1_colo28.ns127 S3FIFO-0.9900-0.9000 cache size       99, 2194691 req, miss ratio 0.1151, byte miss ratio 0.1151
cdn1_colo28.ns127 S3FIFO-0.9900-0.9000 cache size      199, 2194691 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_colo28.ns127 S3FIFO-0.9900-0.9000 cache size      398, 2194691 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_colo28.ns127 S3FIFO-0.9900-0.9000 cache size      797, 2194691 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns127 S3FIFO-0.1000-0.9000 cache size        9, 2194691 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns127 S3FIFO-0.1000-0.9000 cache size       29, 2194691 req, miss ratio 0.7138, byte miss ratio 0.7138
cdn1_colo28.ns127 S3FIFO-0.1000-0.9000 cache size       99, 2194691 req, miss ratio 0.0625, byte miss ratio 0.0625
cdn1_colo28.ns127 S3FIFO-0.1000-0.9000 cache size      199, 2194691 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_colo28.ns127 S3FIFO-0.1000-0.9000 cache size      398, 2194691 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns127 S3FIFO-0.1000-0.9000 cache size      797, 2194691 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns127 S3FIFO-0.0010-1.9000 cache size        9, 2194691 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns127 S3FIFO-0.0010-1.9000 cache size       29, 2194691 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns127 S3FIFO-0.0010-1.9000 cache size       99, 2194691 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns127 S3FIFO-0.0010-1.9000 cache size      199, 2194691 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns127 S3FIFO-0.0010-1.9000 cache size      398, 2194691 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns127 S3FIFO-0.0010-1.9000 cache size      797, 2194691 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns127 S3FIFO-0.1000-1.9000 cache size        9, 2194691 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns127 S3FIFO-0.1000-1.9000 cache size       29, 2194691 req, miss ratio 0.8640, byte miss ratio 0.8640
cdn1_colo28.ns127 S3FIFO-0.1000-1.9000 cache size       99, 2194691 req, miss ratio 0.0626, byte miss ratio 0.0626
cdn1_colo28.ns127 S3FIFO-0.1000-1.9000 cache size      199, 2194691 req, miss ratio 0.0010, byte miss ratio 0.0010
