tencentBlock.ns1163 S3FIFO-0.6500-1.9000 cache size     1335, 149653360 req, miss ratio 0.8555, byte miss ratio 0.8555
tencentBlock.ns1163 S3FIFO-0.6500-1.9000 cache size     4006, 149653360 req, miss ratio 0.8445, byte miss ratio 0.8445
tencentBlock.ns1163 S3FIFO-0.6500-1.9000 cache size    13354, 149653360 req, miss ratio 0.7860, byte miss ratio 0.7860
tencentBlock.ns1163 S3FIFO-0.6500-1.9000 cache size    40063, 149653360 req, miss ratio 0.5492, byte miss ratio 0.5492
tencentBlock.ns1163 S3FIFO-0.6500-1.9000 cache size   133543, 149653360 req, miss ratio 0.0535, byte miss ratio 0.0535
tencentBlock.ns1163 S3FIFO-0.6500-1.9000 cache size   267087, 149653360 req, miss ratio 0.0122, byte miss ratio 0.0122
tencentBlock.ns1163 S3FIFO-0.6500-1.9000 cache size   534175, 149653360 req, miss ratio 0.0097, byte miss ratio 0.0097
tencentBlock.ns1163 S3FIFO-0.6500-1.9000 cache size  1068351, 149653360 req, miss ratio 0.0090, byte miss ratio 0.0090
tencentBlock.ns1163 S3FIFO-0.8000-0.9000 cache size     1335, 149653360 req, miss ratio 0.8569, byte miss ratio 0.8569
tencentBlock.ns1163 S3FIFO-0.8000-0.9000 cache size     4006, 149653360 req, miss ratio 0.8510, byte miss ratio 0.8510
tencentBlock.ns1163 S3FIFO-0.8000-0.9000 cache size    13354, 149653360 req, miss ratio 0.7874, byte miss ratio 0.7874
tencentBlock.ns1163 S3FIFO-0.8000-0.9000 cache size    40063, 149653360 req, miss ratio 0.5257, byte miss ratio 0.5257
tencentBlock.ns1163 S3FIFO-0.8000-0.9000 cache size   133543, 149653360 req, miss ratio 0.0589, byte miss ratio 0.0589
tencentBlock.ns1163 S3FIFO-0.8000-0.9000 cache size   267087, 149653360 req, miss ratio 0.0133, byte miss ratio 0.0133
tencentBlock.ns1163 S3FIFO-0.8000-0.9000 cache size   534175, 149653360 req, miss ratio 0.0098, byte miss ratio 0.0098
tencentBlock.ns1163 S3FIFO-0.8000-0.9000 cache size  1068351, 149653360 req, miss ratio 0.0090, byte miss ratio 0.0090
tencentBlock.ns1163 S3FIFO-0.5500-1.9000 cache size     1335, 149653360 req, miss ratio 0.8554, byte miss ratio 0.8554
tencentBlock.ns1163 S3FIFO-0.5500-1.9000 cache size     4006, 149653360 req, miss ratio 0.8401, byte miss ratio 0.8401
tencentBlock.ns1163 S3FIFO-0.5500-1.9000 cache size    13354, 149653360 req, miss ratio 0.7817, byte miss ratio 0.7817
tencentBlock.ns1163 S3FIFO-0.5500-1.9000 cache size    40063, 149653360 req, miss ratio 0.5533, byte miss ratio 0.5533
tencentBlock.ns1163 S3FIFO-0.5500-1.9000 cache size   133543, 149653360 req, miss ratio 0.0500, byte miss ratio 0.0500
tencentBlock.ns1163 S3FIFO-0.5500-1.9000 cache size   267087, 149653360 req, miss ratio 0.0118, byte miss ratio 0.0118
tencentBlock.ns1163 S3FIFO-0.5500-1.9000 cache size   534175, 149653360 req, miss ratio 0.0096, byte miss ratio 0.0096
tencentBlock.ns1163 S3FIFO-0.5500-1.9000 cache size  1068351, 149653360 req, miss ratio 0.0090, byte miss ratio 0.0090
tencentBlock.ns1163 S3FIFO-0.0100-0.9000 cache size     1335, 149653360 req, miss ratio 0.8582, byte miss ratio 0.8582
tencentBlock.ns1163 S3FIFO-0.0100-0.9000 cache size     4006, 149653360 req, miss ratio 0.8404, byte miss ratio 0.8404
tencentBlock.ns1163 S3FIFO-0.0100-0.9000 cache size    13354, 149653360 req, miss ratio 0.6911, byte miss ratio 0.6911
tencentBlock.ns1163 S3FIFO-0.0100-0.9000 cache size    40063, 149653360 req, miss ratio 0.4527, byte miss ratio 0.4527
tencentBlock.ns1163 S3FIFO-0.0100-0.9000 cache size   133543, 149653360 req, miss ratio 0.0312, byte miss ratio 0.0312
tencentBlock.ns1163 S3FIFO-0.0100-0.9000 cache size   267087, 149653360 req, miss ratio 0.0119, byte miss ratio 0.0119
tencentBlock.ns1163 S3FIFO-0.0100-0.9000 cache size   534175, 149653360 req, miss ratio 0.0102, byte miss ratio 0.0102
tencentBlock.ns1163 S3FIFO-0.0100-0.9000 cache size  1068351, 149653360 req, miss ratio 0.0090, byte miss ratio 0.0090
tencentBlock.ns1163 S3FIFO-0.1500-0.9000 cache size     1335, 149653360 req, miss ratio 0.8568, byte miss ratio 0.8568
