tencentBlock.ns2362 S3FIFO-0.0500-0.9000 cache size     2150, 30340926 req, miss ratio 0.6571, byte miss ratio 0.6571
tencentBlock.ns2362 S3FIFO-0.0500-0.9000 cache size     6450, 30340926 req, miss ratio 0.5963, byte miss ratio 0.5963
tencentBlock.ns2362 S3FIFO-0.0500-0.9000 cache size    21503, 30340926 req, miss ratio 0.5049, byte miss ratio 0.5049
tencentBlock.ns2362 S3FIFO-0.0500-0.9000 cache size    64509, 30340926 req, miss ratio 0.3795, byte miss ratio 0.3795
tencentBlock.ns2362 S3FIFO-0.0500-0.9000 cache size   215033, 30340926 req, miss ratio 0.2373, byte miss ratio 0.2373
tencentBlock.ns2362 S3FIFO-0.0500-0.9000 cache size   430066, 30340926 req, miss ratio 0.1696, byte miss ratio 0.1696
tencentBlock.ns2362 S3FIFO-0.0500-0.9000 cache size   860132, 30340926 req, miss ratio 0.1071, byte miss ratio 0.1071
tencentBlock.ns2362 S3FIFO-0.0500-0.9000 cache size  1720265, 30340926 req, miss ratio 0.0748, byte miss ratio 0.0748
tencentBlock.ns2362 S3FIFO-0.7500-0.9000 cache size     2150, 30340926 req, miss ratio 0.6528, byte miss ratio 0.6528
tencentBlock.ns2362 S3FIFO-0.7500-0.9000 cache size     6450, 30340926 req, miss ratio 0.5980, byte miss ratio 0.5980
tencentBlock.ns2362 S3FIFO-0.7500-0.9000 cache size    21503, 30340926 req, miss ratio 0.5362, byte miss ratio 0.5362
tencentBlock.ns2362 S3FIFO-0.7500-0.9000 cache size    64509, 30340926 req, miss ratio 0.4259, byte miss ratio 0.4259
tencentBlock.ns2362 S3FIFO-0.7500-0.9000 cache size   215033, 30340926 req, miss ratio 0.2589, byte miss ratio 0.2589
tencentBlock.ns2362 S3FIFO-0.7500-0.9000 cache size   430066, 30340926 req, miss ratio 0.1917, byte miss ratio 0.1917
tencentBlock.ns2362 S3FIFO-0.7500-0.9000 cache size   860132, 30340926 req, miss ratio 0.1197, byte miss ratio 0.1197
tencentBlock.ns2362 S3FIFO-0.7500-0.9000 cache size  1720265, 30340926 req, miss ratio 0.0777, byte miss ratio 0.0777
tencentBlock.ns2362 S3FIFO-0.4000-0.9000 cache size     2150, 30340926 req, miss ratio 0.6410, byte miss ratio 0.6410
tencentBlock.ns2362 S3FIFO-0.4000-0.9000 cache size     6450, 30340926 req, miss ratio 0.5825, byte miss ratio 0.5825
