cdn1_allcolo.ns455 S3FIFO-0.2500-1.9000 cache size       27, 9881540 req, miss ratio 0.0527, byte miss ratio 0.0527
cdn1_allcolo.ns455 S3FIFO-0.2500-1.9000 cache size       82, 9881540 req, miss ratio 0.0332, byte miss ratio 0.0332
cdn1_allcolo.ns455 S3FIFO-0.2500-1.9000 cache size      275, 9881540 req, miss ratio 0.0190, byte miss ratio 0.0190
cdn1_allcolo.ns455 S3FIFO-0.2500-1.9000 cache size      826, 9881540 req, miss ratio 0.0120, byte miss ratio 0.0120
cdn1_allcolo.ns455 S3FIFO-0.2500-1.9000 cache size     2753, 9881540 req, miss ratio 0.0072, byte miss ratio 0.0072
cdn1_allcolo.ns455 S3FIFO-0.2500-1.9000 cache size     5506, 9881540 req, miss ratio 0.0053, byte miss ratio 0.0053
cdn1_allcolo.ns455 S3FIFO-0.2500-1.9000 cache size    11013, 9881540 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns455 S3FIFO-0.2500-1.9000 cache size    22027, 9881540 req, miss ratio 0.0029, byte miss ratio 0.0029
cdn1_allcolo.ns455 S3FIFO-0.4500-0.9000 cache size       27, 9881540 req, miss ratio 0.0563, byte miss ratio 0.0563
cdn1_allcolo.ns455 S3FIFO-0.4500-0.9000 cache size       82, 9881540 req, miss ratio 0.0354, byte miss ratio 0.0354
cdn1_allcolo.ns455 S3FIFO-0.4500-0.9000 cache size      275, 9881540 req, miss ratio 0.0204, byte miss ratio 0.0204
cdn1_allcolo.ns455 S3FIFO-0.4500-0.9000 cache size      826, 9881540 req, miss ratio 0.0128, byte miss ratio 0.0128
cdn1_allcolo.ns455 S3FIFO-0.4500-0.9000 cache size     2753, 9881540 req, miss ratio 0.0076, byte miss ratio 0.0076
cdn1_allcolo.ns455 S3FIFO-0.4500-0.9000 cache size     5506, 9881540 req, miss ratio 0.0056, byte miss ratio 0.0056
cdn1_allcolo.ns455 S3FIFO-0.4500-0.9000 cache size    11013, 9881540 req, miss ratio 0.0039, byte miss ratio 0.0039
cdn1_allcolo.ns455 S3FIFO-0.4500-0.9000 cache size    22027, 9881540 req, miss ratio 0.0029, byte miss ratio 0.0029
cdn1_allcolo.ns455 S3FIFO-0.1000-1.9000 cache size       27, 9881540 req, miss ratio 0.0501, byte miss ratio 0.0501
cdn1_allcolo.ns455 S3FIFO-0.1000-1.9000 cache size       82, 9881540 req, miss ratio 0.0314, byte miss ratio 0.0314
cdn1_allcolo.ns455 S3FIFO-0.1000-1.9000 cache size      275, 9881540 req, miss ratio 0.0180, byte miss ratio 0.0180
cdn1_allcolo.ns455 S3FIFO-0.1000-1.9000 cache size      826, 9881540 req, miss ratio 0.0115, byte miss ratio 0.0115
cdn1_allcolo.ns455 S3FIFO-0.1000-1.9000 cache size     2753, 9881540 req, miss ratio 0.0070, byte miss ratio 0.0070
cdn1_allcolo.ns455 S3FIFO-0.1000-1.9000 cache size     5506, 9881540 req, miss ratio 0.0051, byte miss ratio 0.0051
cdn1_allcolo.ns455 S3FIFO-0.1000-1.9000 cache size    11013, 9881540 req, miss ratio 0.0036, byte miss ratio 0.0036
cdn1_allcolo.ns455 S3FIFO-0.1000-1.9000 cache size    22027, 9881540 req, miss ratio 0.0029, byte miss ratio 0.0029
cdn1_allcolo.ns455 S3FIFO-0.5500-1.9000 cache size       27, 9881540 req, miss ratio 0.0592, byte miss ratio 0.0592
cdn1_allcolo.ns455 S3FIFO-0.5500-1.9000 cache size       82, 9881540 req, miss ratio 0.0379, byte miss ratio 0.0379
cdn1_allcolo.ns455 S3FIFO-0.5500-1.9000 cache size      275, 9881540 req, miss ratio 0.0218, byte miss ratio 0.0218
cdn1_allcolo.ns455 S3FIFO-0.5500-1.9000 cache size      826, 9881540 req, miss ratio 0.0135, byte miss ratio 0.0135
cdn1_allcolo.ns455 S3FIFO-0.5500-1.9000 cache size     2753, 9881540 req, miss ratio 0.0080, byte miss ratio 0.0080
cdn1_allcolo.ns455 S3FIFO-0.5500-1.9000 cache size     5506, 9881540 req, miss ratio 0.0059, byte miss ratio 0.0059
cdn1_allcolo.ns455 S3FIFO-0.5500-1.9000 cache size    11013, 9881540 req, miss ratio 0.0040, byte miss ratio 0.0040
cdn1_allcolo.ns455 S3FIFO-0.5500-1.9000 cache size    22027, 9881540 req, miss ratio 0.0029, byte miss ratio 0.0029
cdn1_allcolo.ns455 S3FIFO-0.8000-1.9000 cache size       27, 9881540 req, miss ratio 0.0671, byte miss ratio 0.0671
cdn1_allcolo.ns455 S3FIFO-0.8000-1.9000 cache size       82, 9881540 req, miss ratio 0.0426, byte miss ratio 0.0426
cdn1_allcolo.ns455 S3FIFO-0.8000-1.9000 cache size      275, 9881540 req, miss ratio 0.0249, byte miss ratio 0.0249
cdn1_allcolo.ns455 S3FIFO-0.8000-1.9000 cache size      826, 9881540 req, miss ratio 0.0152, byte miss ratio 0.0152
cdn1_allcolo.ns455 S3FIFO-0.8000-1.9000 cache size     2753, 9881540 req, miss ratio 0.0089, byte miss ratio 0.0089
cdn1_allcolo.ns455 S3FIFO-0.8000-1.9000 cache size     5506, 9881540 req, miss ratio 0.0064, byte miss ratio 0.0064
cdn1_allcolo.ns455 S3FIFO-0.8000-1.9000 cache size    11013, 9881540 req, miss ratio 0.0044, byte miss ratio 0.0044
