tencentBlock.ns16093 S3FIFO-0.6000-1.9000 cache size       46, 1465839 req, miss ratio 0.3542, byte miss ratio 0.3542
tencentBlock.ns16093 S3FIFO-0.6000-1.9000 cache size      140, 1465839 req, miss ratio 0.2088, byte miss ratio 0.2088
tencentBlock.ns16093 S3FIFO-0.6000-1.9000 cache size      469, 1465839 req, miss ratio 0.1599, byte miss ratio 0.1599
tencentBlock.ns16093 S3FIFO-0.6000-1.9000 cache size     1409, 1465839 req, miss ratio 0.1401, byte miss ratio 0.1401
tencentBlock.ns16093 S3FIFO-0.6000-1.9000 cache size     4699, 1465839 req, miss ratio 0.1227, byte miss ratio 0.1227
tencentBlock.ns16093 S3FIFO-0.6000-1.9000 cache size     9399, 1465839 req, miss ratio 0.1062, byte miss ratio 0.1062
tencentBlock.ns16093 S3FIFO-0.6000-1.9000 cache size    18798, 1465839 req, miss ratio 0.0649, byte miss ratio 0.0649
tencentBlock.ns16093 S3FIFO-0.6000-1.9000 cache size    37596, 1465839 req, miss ratio 0.0372, byte miss ratio 0.0372
tencentBlock.ns16093 S3FIFO-0.0050-1.9000 cache size       46, 1465839 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns16093 S3FIFO-0.0050-1.9000 cache size      140, 1465839 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns16093 S3FIFO-0.0050-1.9000 cache size      469, 1465839 req, miss ratio 0.1691, byte miss ratio 0.1691
tencentBlock.ns16093 S3FIFO-0.0050-1.9000 cache size     1409, 1465839 req, miss ratio 0.1341, byte miss ratio 0.1341
tencentBlock.ns16093 S3FIFO-0.0050-1.9000 cache size     4699, 1465839 req, miss ratio 0.1186, byte miss ratio 0.1186
tencentBlock.ns16093 S3FIFO-0.0050-1.9000 cache size     9399, 1465839 req, miss ratio 0.0957, byte miss ratio 0.0957
tencentBlock.ns16093 S3FIFO-0.0050-1.9000 cache size    18798, 1465839 req, miss ratio 0.0593, byte miss ratio 0.0593
tencentBlock.ns16093 S3FIFO-0.0050-1.9000 cache size    37596, 1465839 req, miss ratio 0.0325, byte miss ratio 0.0325
tencentBlock.ns16093 S3FIFO-0.4000-0.9000 cache size       46, 1465839 req, miss ratio 0.3439, byte miss ratio 0.3439
