cdn1_allcolo.ns277 S3FIFO-0.2000-1.9000 cache size      103, 11889199 req, miss ratio 0.0129, byte miss ratio 0.0129
cdn1_allcolo.ns277 S3FIFO-0.2000-1.9000 cache size      310, 11889199 req, miss ratio 0.0109, byte miss ratio 0.0109
cdn1_allcolo.ns277 S3FIFO-0.2000-1.9000 cache size     1034, 11889199 req, miss ratio 0.0100, byte miss ratio 0.0100
cdn1_allcolo.ns277 S3FIFO-0.2000-1.9000 cache size     3103, 11889199 req, miss ratio 0.0095, byte miss ratio 0.0095
cdn1_allcolo.ns277 S3FIFO-0.2000-1.9000 cache size    10344, 11889199 req, miss ratio 0.0091, byte miss ratio 0.0091
cdn1_allcolo.ns277 S3FIFO-0.2000-1.9000 cache size    20689, 11889199 req, miss ratio 0.0089, byte miss ratio 0.0089
cdn1_allcolo.ns277 S3FIFO-0.2000-1.9000 cache size    41378, 11889199 req, miss ratio 0.0088, byte miss ratio 0.0088
cdn1_allcolo.ns277 S3FIFO-0.2000-1.9000 cache size    82757, 11889199 req, miss ratio 0.0087, byte miss ratio 0.0087
cdn1_allcolo.ns277 S3FIFO-0.1500-0.9000 cache size      103, 11889199 req, miss ratio 0.0128, byte miss ratio 0.0128
cdn1_allcolo.ns277 S3FIFO-0.1500-0.9000 cache size      310, 11889199 req, miss ratio 0.0109, byte miss ratio 0.0109
cdn1_allcolo.ns277 S3FIFO-0.1500-0.9000 cache size     1034, 11889199 req, miss ratio 0.0099, byte miss ratio 0.0099
cdn1_allcolo.ns277 S3FIFO-0.1500-0.9000 cache size     3103, 11889199 req, miss ratio 0.0094, byte miss ratio 0.0094
cdn1_allcolo.ns277 S3FIFO-0.1500-0.9000 cache size    10344, 11889199 req, miss ratio 0.0091, byte miss ratio 0.0091
cdn1_allcolo.ns277 S3FIFO-0.1500-0.9000 cache size    20689, 11889199 req, miss ratio 0.0089, byte miss ratio 0.0089
cdn1_allcolo.ns277 S3FIFO-0.1500-0.9000 cache size    41378, 11889199 req, miss ratio 0.0088, byte miss ratio 0.0088
cdn1_allcolo.ns277 S3FIFO-0.1500-0.9000 cache size    82757, 11889199 req, miss ratio 0.0087, byte miss ratio 0.0087
