tencentBlock.ns16850 S3FIFO-0.1500-1.9000 cache size       80, 1571324 req, miss ratio 0.3168, byte miss ratio 0.3168
tencentBlock.ns16850 S3FIFO-0.1500-1.9000 cache size      240, 1571324 req, miss ratio 0.2701, byte miss ratio 0.2701
tencentBlock.ns16850 S3FIFO-0.1500-1.9000 cache size      800, 1571324 req, miss ratio 0.2564, byte miss ratio 0.2564
tencentBlock.ns16850 S3FIFO-0.1500-1.9000 cache size     2402, 1571324 req, miss ratio 0.2380, byte miss ratio 0.2380
tencentBlock.ns16850 S3FIFO-0.1500-1.9000 cache size     8007, 1571324 req, miss ratio 0.2262, byte miss ratio 0.2262
tencentBlock.ns16850 S3FIFO-0.1500-1.9000 cache size    16015, 1571324 req, miss ratio 0.2306, byte miss ratio 0.2306
tencentBlock.ns16850 S3FIFO-0.1500-1.9000 cache size    32030, 1571324 req, miss ratio 0.1749, byte miss ratio 0.1749
tencentBlock.ns16850 S3FIFO-0.1500-1.9000 cache size    64061, 1571324 req, miss ratio 0.0615, byte miss ratio 0.0615
tencentBlock.ns16850 S3FIFO-0.0050-0.9000 cache size       80, 1571324 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns16850 S3FIFO-0.0050-0.9000 cache size      240, 1571324 req, miss ratio 0.2941, byte miss ratio 0.2941
tencentBlock.ns16850 S3FIFO-0.0050-0.9000 cache size      800, 1571324 req, miss ratio 0.2746, byte miss ratio 0.2746
tencentBlock.ns16850 S3FIFO-0.0050-0.9000 cache size     2402, 1571324 req, miss ratio 0.2446, byte miss ratio 0.2446
tencentBlock.ns16850 S3FIFO-0.0050-0.9000 cache size     8007, 1571324 req, miss ratio 0.2268, byte miss ratio 0.2268
tencentBlock.ns16850 S3FIFO-0.0050-0.9000 cache size    16015, 1571324 req, miss ratio 0.2233, byte miss ratio 0.2233
tencentBlock.ns16850 S3FIFO-0.0050-0.9000 cache size    32030, 1571324 req, miss ratio 0.1629, byte miss ratio 0.1629
tencentBlock.ns16850 S3FIFO-0.0050-0.9000 cache size    64061, 1571324 req, miss ratio 0.0572, byte miss ratio 0.0572
tencentBlock.ns16850 S3FIFO-0.2000-0.9000 cache size       80, 1571324 req, miss ratio 0.3158, byte miss ratio 0.3158
tencentBlock.ns16850 S3FIFO-0.2000-0.9000 cache size      240, 1571324 req, miss ratio 0.2721, byte miss ratio 0.2721
tencentBlock.ns16850 S3FIFO-0.2000-0.9000 cache size      800, 1571324 req, miss ratio 0.2581, byte miss ratio 0.2581
tencentBlock.ns16850 S3FIFO-0.2000-0.9000 cache size     2402, 1571324 req, miss ratio 0.2387, byte miss ratio 0.2387
tencentBlock.ns16850 S3FIFO-0.2000-0.9000 cache size     8007, 1571324 req, miss ratio 0.2265, byte miss ratio 0.2265
tencentBlock.ns16850 S3FIFO-0.2000-0.9000 cache size    16015, 1571324 req, miss ratio 0.2240, byte miss ratio 0.2240
tencentBlock.ns16850 S3FIFO-0.2000-0.9000 cache size    32030, 1571324 req, miss ratio 0.1871, byte miss ratio 0.1871
tencentBlock.ns16850 S3FIFO-0.2000-0.9000 cache size    64061, 1571324 req, miss ratio 0.0624, byte miss ratio 0.0624
tencentBlock.ns16850 S3FIFO-0.0100-0.9000 cache size       80, 1571324 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns16850 S3FIFO-0.0100-0.9000 cache size      240, 1571324 req, miss ratio 0.2933, byte miss ratio 0.2933
tencentBlock.ns16850 S3FIFO-0.0100-0.9000 cache size      800, 1571324 req, miss ratio 0.2673, byte miss ratio 0.2673
tencentBlock.ns16850 S3FIFO-0.0100-0.9000 cache size     2402, 1571324 req, miss ratio 0.2401, byte miss ratio 0.2401
tencentBlock.ns16850 S3FIFO-0.0100-0.9000 cache size     8007, 1571324 req, miss ratio 0.2267, byte miss ratio 0.2267
tencentBlock.ns16850 S3FIFO-0.0100-0.9000 cache size    16015, 1571324 req, miss ratio 0.2232, byte miss ratio 0.2232
tencentBlock.ns16850 S3FIFO-0.0100-0.9000 cache size    32030, 1571324 req, miss ratio 0.1631, byte miss ratio 0.1631
tencentBlock.ns16850 S3FIFO-0.0100-0.9000 cache size    64061, 1571324 req, miss ratio 0.0573, byte miss ratio 0.0573
