cdn1_colo28.ns623 S3FIFO-0.0010-0.9000 cache size     1076, 1263053 req, miss ratio 0.8678, byte miss ratio 0.8678
cdn1_colo28.ns623 S3FIFO-0.0250-0.9000 cache size    32291, 1263053 req, miss ratio 0.8539, byte miss ratio 0.8539
cdn1_colo28.ns623 S3FIFO-0.0250-0.9000 cache size   107638, 1263053 req, miss ratio 0.8535, byte miss ratio 0.8535
cdn1_colo28.ns623 S3FIFO-0.0250-0.9000 cache size   215276, 1263053 req, miss ratio 0.8532, byte miss ratio 0.8532
cdn1_colo28.ns623 S3FIFO-0.0250-0.9000 cache size   430552, 1263053 req, miss ratio 0.8528, byte miss ratio 0.8528
cdn1_colo28.ns623 S3FIFO-0.0250-0.9000 cache size   861104, 1263053 req, miss ratio 0.8523, byte miss ratio 0.8523
cdn1_colo28.ns623 S3FIFO-0.3500-0.9000 cache size     1076, 1263053 req, miss ratio 0.8557, byte miss ratio 0.8557
cdn1_colo28.ns623 S3FIFO-0.3500-0.9000 cache size     3229, 1263053 req, miss ratio 0.8551, byte miss ratio 0.8551
cdn1_colo28.ns623 S3FIFO-0.3500-0.9000 cache size    10763, 1263053 req, miss ratio 0.8544, byte miss ratio 0.8544
cdn1_colo28.ns623 S3FIFO-0.3500-0.9000 cache size    32291, 1263053 req, miss ratio 0.8539, byte miss ratio 0.8539
cdn1_colo28.ns623 S3FIFO-0.3500-0.9000 cache size   107638, 1263053 req, miss ratio 0.8535, byte miss ratio 0.8535
cdn1_colo28.ns623 S3FIFO-0.3500-0.9000 cache size   215276, 1263053 req, miss ratio 0.8532, byte miss ratio 0.8532
cdn1_colo28.ns623 S3FIFO-0.3500-0.9000 cache size   430552, 1263053 req, miss ratio 0.8528, byte miss ratio 0.8528
cdn1_colo28.ns623 S3FIFO-0.3500-0.9000 cache size   861104, 1263053 req, miss ratio 0.8523, byte miss ratio 0.8523
cdn1_colo28.ns623 S3FIFO-0.8000-0.9000 cache size     1076, 1263053 req, miss ratio 0.8893, byte miss ratio 0.8893
cdn1_colo28.ns623 S3FIFO-0.8000-0.9000 cache size     3229, 1263053 req, miss ratio 0.8554, byte miss ratio 0.8554
cdn1_colo28.ns623 S3FIFO-0.8000-0.9000 cache size    10763, 1263053 req, miss ratio 0.8546, byte miss ratio 0.8546
cdn1_colo28.ns623 S3FIFO-0.8000-0.9000 cache size    32291, 1263053 req, miss ratio 0.8540, byte miss ratio 0.8540
cdn1_colo28.ns623 S3FIFO-0.8000-0.9000 cache size   107638, 1263053 req, miss ratio 0.8535, byte miss ratio 0.8535
cdn1_colo28.ns623 S3FIFO-0.8000-0.9000 cache size   215276, 1263053 req, miss ratio 0.8532, byte miss ratio 0.8532
cdn1_colo28.ns623 S3FIFO-0.8000-0.9000 cache size   430552, 1263053 req, miss ratio 0.8528, byte miss ratio 0.8528
cdn1_colo28.ns623 S3FIFO-0.8000-0.9000 cache size   861104, 1263053 req, miss ratio 0.8523, byte miss ratio 0.8523
cdn1_colo28.ns623 S3FIFO-0.4000-0.9000 cache size     1076, 1263053 req, miss ratio 0.8557, byte miss ratio 0.8557
cdn1_colo28.ns623 S3FIFO-0.4000-0.9000 cache size     3229, 1263053 req, miss ratio 0.8551, byte miss ratio 0.8551
cdn1_colo28.ns623 S3FIFO-0.4000-0.9000 cache size    10763, 1263053 req, miss ratio 0.8544, byte miss ratio 0.8544
cdn1_colo28.ns623 S3FIFO-0.4000-0.9000 cache size    32291, 1263053 req, miss ratio 0.8539, byte miss ratio 0.8539
cdn1_colo28.ns623 S3FIFO-0.4000-0.9000 cache size   107638, 1263053 req, miss ratio 0.8535, byte miss ratio 0.8535
cdn1_colo28.ns623 S3FIFO-0.4000-0.9000 cache size   215276, 1263053 req, miss ratio 0.8532, byte miss ratio 0.8532
cdn1_colo28.ns623 S3FIFO-0.4000-0.9000 cache size   430552, 1263053 req, miss ratio 0.8528, byte miss ratio 0.8528
cdn1_colo28.ns623 S3FIFO-0.4000-0.9000 cache size   861104, 1263053 req, miss ratio 0.8523, byte miss ratio 0.8523
cdn1_colo28.ns623 S3FIFO-0.5000-1.9000 cache size     1076, 1263053 req, miss ratio 0.8557, byte miss ratio 0.8557
cdn1_colo28.ns623 S3FIFO-0.5000-1.9000 cache size     3229, 1263053 req, miss ratio 0.8551, byte miss ratio 0.8551
cdn1_colo28.ns623 S3FIFO-0.5000-1.9000 cache size    10763, 1263053 req, miss ratio 0.8543, byte miss ratio 0.8543
cdn1_colo28.ns623 S3FIFO-0.5000-1.9000 cache size    32291, 1263053 req, miss ratio 0.8538, byte miss ratio 0.8538
cdn1_colo28.ns623 S3FIFO-0.5000-1.9000 cache size   107638, 1263053 req, miss ratio 0.8535, byte miss ratio 0.8535
cdn1_colo28.ns623 S3FIFO-0.5000-1.9000 cache size   215276, 1263053 req, miss ratio 0.8532, byte miss ratio 0.8532
cdn1_colo28.ns623 S3FIFO-0.5000-1.9000 cache size   430552, 1263053 req, miss ratio 0.8528, byte miss ratio 0.8528
cdn1_colo28.ns623 S3FIFO-0.5000-1.9000 cache size   861104, 1263053 req, miss ratio 0.8523, byte miss ratio 0.8523
cdn1_colo28.ns623 S3FIFO-0.7000-0.9000 cache size     1076, 1263053 req, miss ratio 0.8640, byte miss ratio 0.8640
cdn1_colo28.ns623 S3FIFO-0.7000-0.9000 cache size     3229, 1263053 req, miss ratio 0.8554, byte miss ratio 0.8554
cdn1_colo28.ns623 S3FIFO-0.7000-0.9000 cache size    10763, 1263053 req, miss ratio 0.8544, byte miss ratio 0.8544
cdn1_colo28.ns623 S3FIFO-0.7000-0.9000 cache size    32291, 1263053 req, miss ratio 0.8539, byte miss ratio 0.8539
cdn1_colo28.ns623 S3FIFO-0.7000-0.9000 cache size   107638, 1263053 req, miss ratio 0.8535, byte miss ratio 0.8535
cdn1_colo28.ns623 S3FIFO-0.7000-0.9000 cache size   215276, 1263053 req, miss ratio 0.8532, byte miss ratio 0.8532
cdn1_colo28.ns623 S3FIFO-0.7000-0.9000 cache size   430552, 1263053 req, miss ratio 0.8528, byte miss ratio 0.8528
cdn1_colo28.ns623 S3FIFO-0.7000-0.9000 cache size   861104, 1263053 req, miss ratio 0.8523, byte miss ratio 0.8523
cdn1_colo28.ns623 S3FIFO-0.0250-1.9000 cache size     1076, 1263053 req, miss ratio 0.8564, byte miss ratio 0.8564
cdn1_colo28.ns623 S3FIFO-0.0250-1.9000 cache size     3229, 1263053 req, miss ratio 0.8552, byte miss ratio 0.8552
cdn1_colo28.ns623 S3FIFO-0.0250-1.9000 cache size    10763, 1263053 req, miss ratio 0.8543, byte miss ratio 0.8543
cdn1_colo28.ns623 S3FIFO-0.0250-1.9000 cache size    32291, 1263053 req, miss ratio 0.8538, byte miss ratio 0.8538
cdn1_colo28.ns623 S3FIFO-0.0250-1.9000 cache size   107638, 1263053 req, miss ratio 0.8535, byte miss ratio 0.8535
cdn1_colo28.ns623 S3FIFO-0.0250-1.9000 cache size   215276, 1263053 req, miss ratio 0.8532, byte miss ratio 0.8532
cdn1_colo28.ns623 S3FIFO-0.0250-1.9000 cache size   430552, 1263053 req, miss ratio 0.8528, byte miss ratio 0.8528
cdn1_colo28.ns623 S3FIFO-0.0250-1.9000 cache size   861104, 1263053 req, miss ratio 0.8523, byte miss ratio 0.8523
cdn1_colo28.ns623 S3FIFO-0.7500-1.9000 cache size     1076, 1263053 req, miss ratio 0.8764, byte miss ratio 0.8764
cdn1_colo28.ns623 S3FIFO-0.7500-1.9000 cache size     3229, 1263053 req, miss ratio 0.8554, byte miss ratio 0.8554
cdn1_colo28.ns623 S3FIFO-0.7500-1.9000 cache size    10763, 1263053 req, miss ratio 0.8543, byte miss ratio 0.8543
cdn1_colo28.ns623 S3FIFO-0.7500-1.9000 cache size    32291, 1263053 req, miss ratio 0.8539, byte miss ratio 0.8539
cdn1_colo28.ns623 S3FIFO-0.7500-1.9000 cache size   107638, 1263053 req, miss ratio 0.8535, byte miss ratio 0.8535
cdn1_colo28.ns623 S3FIFO-0.7500-1.9000 cache size   215276, 1263053 req, miss ratio 0.8532, byte miss ratio 0.8532
cdn1_colo28.ns623 S3FIFO-0.7500-1.9000 cache size   430552, 1263053 req, miss ratio 0.8528, byte miss ratio 0.8528
cdn1_colo28.ns623 S3FIFO-0.7500-1.9000 cache size   861104, 1263053 req, miss ratio 0.8523, byte miss ratio 0.8523
cdn1_colo28.ns623 S3FIFO-0.9900-1.9000 cache size     1076, 1263053 req, miss ratio 0.9388, byte miss ratio 0.9388
cdn1_colo28.ns623 S3FIFO-0.9900-1.9000 cache size     3229, 1263053 req, miss ratio 0.9036, byte miss ratio 0.9036
cdn1_colo28.ns623 S3FIFO-0.9900-1.9000 cache size    10763, 1263053 req, miss ratio 0.8697, byte miss ratio 0.8697
cdn1_colo28.ns623 S3FIFO-0.9900-1.9000 cache size    32291, 1263053 req, miss ratio 0.8560, byte miss ratio 0.8560
cdn1_colo28.ns623 S3FIFO-0.9900-1.9000 cache size   107638, 1263053 req, miss ratio 0.8539, byte miss ratio 0.8539
cdn1_colo28.ns623 S3FIFO-0.9900-1.9000 cache size   215276, 1263053 req, miss ratio 0.8534, byte miss ratio 0.8534
cdn1_colo28.ns623 S3FIFO-0.9900-1.9000 cache size   430552, 1263053 req, miss ratio 0.8529, byte miss ratio 0.8529
cdn1_colo28.ns623 S3FIFO-0.9900-1.9000 cache size   861104, 1263053 req, miss ratio 0.8523, byte miss ratio 0.8523
cdn1_colo28.ns623 S3FIFO-0.2000-1.9000 cache size     1076, 1263053 req, miss ratio 0.8557, byte miss ratio 0.8557
cdn1_colo28.ns623 S3FIFO-0.2000-1.9000 cache size     3229, 1263053 req, miss ratio 0.8550, byte miss ratio 0.8550
cdn1_colo28.ns623 S3FIFO-0.2000-1.9000 cache size    10763, 1263053 req, miss ratio 0.8543, byte miss ratio 0.8543
cdn1_colo28.ns623 S3FIFO-0.2000-1.9000 cache size    32291, 1263053 req, miss ratio 0.8538, byte miss ratio 0.8538
