cdn1_allcolo.ns806 S3FIFO-0.1000-1.9000 cache size      124, 4440620 req, miss ratio 0.8498, byte miss ratio 0.8498
cdn1_allcolo.ns806 S3FIFO-0.1000-1.9000 cache size      374, 4440620 req, miss ratio 0.7468, byte miss ratio 0.7468
cdn1_allcolo.ns806 S3FIFO-0.1000-1.9000 cache size     1249, 4440620 req, miss ratio 0.5702, byte miss ratio 0.5702
cdn1_allcolo.ns806 S3FIFO-0.1000-1.9000 cache size     3749, 4440620 req, miss ratio 0.3664, byte miss ratio 0.3664
cdn1_allcolo.ns806 S3FIFO-0.1000-1.9000 cache size    12496, 4440620 req, miss ratio 0.1695, byte miss ratio 0.1695
cdn1_allcolo.ns806 S3FIFO-0.1000-1.9000 cache size    24993, 4440620 req, miss ratio 0.0969, byte miss ratio 0.0969
cdn1_allcolo.ns806 S3FIFO-0.1000-1.9000 cache size    49986, 4440620 req, miss ratio 0.0498, byte miss ratio 0.0498
cdn1_allcolo.ns806 S3FIFO-0.1000-1.9000 cache size    99973, 4440620 req, miss ratio 0.0296, byte miss ratio 0.0296
cdn1_allcolo.ns806 S3FIFO-0.6000-1.9000 cache size      124, 4440620 req, miss ratio 0.8864, byte miss ratio 0.8864
cdn1_allcolo.ns806 S3FIFO-0.6000-1.9000 cache size      374, 4440620 req, miss ratio 0.7987, byte miss ratio 0.7987
cdn1_allcolo.ns806 S3FIFO-0.6000-1.9000 cache size     1249, 4440620 req, miss ratio 0.6426, byte miss ratio 0.6426
cdn1_allcolo.ns806 S3FIFO-0.6000-1.9000 cache size     3749, 4440620 req, miss ratio 0.4407, byte miss ratio 0.4407
cdn1_allcolo.ns806 S3FIFO-0.6000-1.9000 cache size    12496, 4440620 req, miss ratio 0.2112, byte miss ratio 0.2112
cdn1_allcolo.ns806 S3FIFO-0.6000-1.9000 cache size    24993, 4440620 req, miss ratio 0.1189, byte miss ratio 0.1189
cdn1_allcolo.ns806 S3FIFO-0.6000-1.9000 cache size    49986, 4440620 req, miss ratio 0.0606, byte miss ratio 0.0606
cdn1_allcolo.ns806 S3FIFO-0.6000-1.9000 cache size    99973, 4440620 req, miss ratio 0.0314, byte miss ratio 0.0314
cdn1_allcolo.ns806 S3FIFO-0.9900-1.9000 cache size      124, 4440620 req, miss ratio 0.9347, byte miss ratio 0.9347
cdn1_allcolo.ns806 S3FIFO-0.9900-1.9000 cache size      374, 4440620 req, miss ratio 0.8602, byte miss ratio 0.8602
cdn1_allcolo.ns806 S3FIFO-0.9900-1.9000 cache size     1249, 4440620 req, miss ratio 0.7139, byte miss ratio 0.7139
cdn1_allcolo.ns806 S3FIFO-0.9900-1.9000 cache size     3749, 4440620 req, miss ratio 0.5049, byte miss ratio 0.5049
cdn1_allcolo.ns806 S3FIFO-0.9900-1.9000 cache size    12496, 4440620 req, miss ratio 0.2524, byte miss ratio 0.2524
cdn1_allcolo.ns806 S3FIFO-0.9900-1.9000 cache size    24993, 4440620 req, miss ratio 0.1452, byte miss ratio 0.1452
cdn1_allcolo.ns806 S3FIFO-0.9900-1.9000 cache size    49986, 4440620 req, miss ratio 0.0754, byte miss ratio 0.0754
cdn1_allcolo.ns806 S3FIFO-0.9900-1.9000 cache size    99973, 4440620 req, miss ratio 0.0370, byte miss ratio 0.0370
cdn1_allcolo.ns806 S3FIFO-0.2500-1.9000 cache size      124, 4440620 req, miss ratio 0.8595, byte miss ratio 0.8595
cdn1_allcolo.ns806 S3FIFO-0.2500-1.9000 cache size      374, 4440620 req, miss ratio 0.7608, byte miss ratio 0.7608
cdn1_allcolo.ns806 S3FIFO-0.2500-1.9000 cache size     1249, 4440620 req, miss ratio 0.5880, byte miss ratio 0.5880
cdn1_allcolo.ns806 S3FIFO-0.2500-1.9000 cache size     3749, 4440620 req, miss ratio 0.3869, byte miss ratio 0.3869
cdn1_allcolo.ns806 S3FIFO-0.2500-1.9000 cache size    12496, 4440620 req, miss ratio 0.1808, byte miss ratio 0.1808
cdn1_allcolo.ns806 S3FIFO-0.2500-1.9000 cache size    24993, 4440620 req, miss ratio 0.1026, byte miss ratio 0.1026
cdn1_allcolo.ns806 S3FIFO-0.2500-1.9000 cache size    49986, 4440620 req, miss ratio 0.0524, byte miss ratio 0.0524
cdn1_allcolo.ns806 S3FIFO-0.2500-1.9000 cache size    99973, 4440620 req, miss ratio 0.0297, byte miss ratio 0.0297
cdn1_allcolo.ns806 S3FIFO-0.0010-0.9000 cache size      124, 4440620 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns806 S3FIFO-0.0010-0.9000 cache size      374, 4440620 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns806 S3FIFO-0.0010-0.9000 cache size     1249, 4440620 req, miss ratio 0.5509, byte miss ratio 0.5509
cdn1_allcolo.ns806 S3FIFO-0.0010-0.9000 cache size     3749, 4440620 req, miss ratio 0.3475, byte miss ratio 0.3475
cdn1_allcolo.ns806 S3FIFO-0.0010-0.9000 cache size    12496, 4440620 req, miss ratio 0.1584, byte miss ratio 0.1584
cdn1_allcolo.ns806 S3FIFO-0.0010-0.9000 cache size    24993, 4440620 req, miss ratio 0.0918, byte miss ratio 0.0918
cdn1_allcolo.ns806 S3FIFO-0.0010-0.9000 cache size    49986, 4440620 req, miss ratio 0.0489, byte miss ratio 0.0489
cdn1_allcolo.ns806 S3FIFO-0.0010-0.9000 cache size    99973, 4440620 req, miss ratio 0.0296, byte miss ratio 0.0296
cdn1_allcolo.ns806 S3FIFO-0.3000-1.9000 cache size      124, 4440620 req, miss ratio 0.8628, byte miss ratio 0.8628
cdn1_allcolo.ns806 S3FIFO-0.3000-1.9000 cache size      374, 4440620 req, miss ratio 0.7656, byte miss ratio 0.7656
cdn1_allcolo.ns806 S3FIFO-0.3000-1.9000 cache size     1249, 4440620 req, miss ratio 0.5948, byte miss ratio 0.5948
cdn1_allcolo.ns806 S3FIFO-0.3000-1.9000 cache size     3749, 4440620 req, miss ratio 0.3942, byte miss ratio 0.3942
cdn1_allcolo.ns806 S3FIFO-0.3000-1.9000 cache size    12496, 4440620 req, miss ratio 0.1847, byte miss ratio 0.1847
cdn1_allcolo.ns806 S3FIFO-0.3000-1.9000 cache size    24993, 4440620 req, miss ratio 0.1046, byte miss ratio 0.1046
cdn1_allcolo.ns806 S3FIFO-0.3000-1.9000 cache size    49986, 4440620 req, miss ratio 0.0534, byte miss ratio 0.0534
cdn1_allcolo.ns806 S3FIFO-0.3000-1.9000 cache size    99973, 4440620 req, miss ratio 0.0298, byte miss ratio 0.0298
cdn1_allcolo.ns806 S3FIFO-0.3000-0.9000 cache size      124, 4440620 req, miss ratio 0.8588, byte miss ratio 0.8588
cdn1_allcolo.ns806 S3FIFO-0.3000-0.9000 cache size      374, 4440620 req, miss ratio 0.7587, byte miss ratio 0.7587
cdn1_allcolo.ns806 S3FIFO-0.3000-0.9000 cache size     1249, 4440620 req, miss ratio 0.5837, byte miss ratio 0.5837
cdn1_allcolo.ns806 S3FIFO-0.3000-0.9000 cache size     3749, 4440620 req, miss ratio 0.3838, byte miss ratio 0.3838
cdn1_allcolo.ns806 S3FIFO-0.3000-0.9000 cache size    12496, 4440620 req, miss ratio 0.1809, byte miss ratio 0.1809
cdn1_allcolo.ns806 S3FIFO-0.3000-0.9000 cache size    24993, 4440620 req, miss ratio 0.1037, byte miss ratio 0.1037
cdn1_allcolo.ns806 S3FIFO-0.3000-0.9000 cache size    49986, 4440620 req, miss ratio 0.0534, byte miss ratio 0.0534
cdn1_allcolo.ns806 S3FIFO-0.3000-0.9000 cache size    99973, 4440620 req, miss ratio 0.0298, byte miss ratio 0.0298
cdn1_allcolo.ns806 S3FIFO-0.5000-1.9000 cache size      124, 4440620 req, miss ratio 0.8781, byte miss ratio 0.8781
cdn1_allcolo.ns806 S3FIFO-0.5000-1.9000 cache size      374, 4440620 req, miss ratio 0.7867, byte miss ratio 0.7867
cdn1_allcolo.ns806 S3FIFO-0.5000-1.9000 cache size     1249, 4440620 req, miss ratio 0.6255, byte miss ratio 0.6255
cdn1_allcolo.ns806 S3FIFO-0.5000-1.9000 cache size     3749, 4440620 req, miss ratio 0.4247, byte miss ratio 0.4247
cdn1_allcolo.ns806 S3FIFO-0.5000-1.9000 cache size    12496, 4440620 req, miss ratio 0.2018, byte miss ratio 0.2018
cdn1_allcolo.ns806 S3FIFO-0.5000-1.9000 cache size    24993, 4440620 req, miss ratio 0.1136, byte miss ratio 0.1136
cdn1_allcolo.ns806 S3FIFO-0.5000-1.9000 cache size    49986, 4440620 req, miss ratio 0.0578, byte miss ratio 0.0578
cdn1_allcolo.ns806 S3FIFO-0.5000-1.9000 cache size    99973, 4440620 req, miss ratio 0.0307, byte miss ratio 0.0307
cdn1_allcolo.ns806 S3FIFO-0.6500-1.9000 cache size      124, 4440620 req, miss ratio 0.8910, byte miss ratio 0.8910
cdn1_allcolo.ns806 S3FIFO-0.6500-1.9000 cache size      374, 4440620 req, miss ratio 0.8053, byte miss ratio 0.8053
cdn1_allcolo.ns806 S3FIFO-0.6500-1.9000 cache size     1249, 4440620 req, miss ratio 0.6514, byte miss ratio 0.6514
cdn1_allcolo.ns806 S3FIFO-0.6500-1.9000 cache size     3749, 4440620 req, miss ratio 0.4488, byte miss ratio 0.4488
cdn1_allcolo.ns806 S3FIFO-0.6500-1.9000 cache size    12496, 4440620 req, miss ratio 0.2162, byte miss ratio 0.2162
cdn1_allcolo.ns806 S3FIFO-0.6500-1.9000 cache size    24993, 4440620 req, miss ratio 0.1216, byte miss ratio 0.1216
cdn1_allcolo.ns806 S3FIFO-0.6500-1.9000 cache size    49986, 4440620 req, miss ratio 0.0621, byte miss ratio 0.0621
cdn1_allcolo.ns806 S3FIFO-0.6500-1.9000 cache size    99973, 4440620 req, miss ratio 0.0319, byte miss ratio 0.0319
cdn1_allcolo.ns806 S3FIFO-0.0250-1.9000 cache size      124, 4440620 req, miss ratio 0.8458, byte miss ratio 0.8458
cdn1_allcolo.ns806 S3FIFO-0.0250-1.9000 cache size      374, 4440620 req, miss ratio 0.7401, byte miss ratio 0.7401
cdn1_allcolo.ns806 S3FIFO-0.0250-1.9000 cache size     1249, 4440620 req, miss ratio 0.5631, byte miss ratio 0.5631
cdn1_allcolo.ns806 S3FIFO-0.0250-1.9000 cache size     3749, 4440620 req, miss ratio 0.3586, byte miss ratio 0.3586
cdn1_allcolo.ns806 S3FIFO-0.0250-1.9000 cache size    12496, 4440620 req, miss ratio 0.1647, byte miss ratio 0.1647
cdn1_allcolo.ns806 S3FIFO-0.0250-1.9000 cache size    24993, 4440620 req, miss ratio 0.0946, byte miss ratio 0.0946
cdn1_allcolo.ns806 S3FIFO-0.0250-1.9000 cache size    49986, 4440620 req, miss ratio 0.0489, byte miss ratio 0.0489
cdn1_allcolo.ns806 S3FIFO-0.0250-1.9000 cache size    99973, 4440620 req, miss ratio 0.0296, byte miss ratio 0.0296
cdn1_allcolo.ns806 S3FIFO-0.7500-1.9000 cache size      124, 4440620 req, miss ratio 0.9023, byte miss ratio 0.9023
cdn1_allcolo.ns806 S3FIFO-0.7500-1.9000 cache size      374, 4440620 req, miss ratio 0.8194, byte miss ratio 0.8194
cdn1_allcolo.ns806 S3FIFO-0.7500-1.9000 cache size     1249, 4440620 req, miss ratio 0.6696, byte miss ratio 0.6696
cdn1_allcolo.ns806 S3FIFO-0.7500-1.9000 cache size     3749, 4440620 req, miss ratio 0.4653, byte miss ratio 0.4653
cdn1_allcolo.ns806 S3FIFO-0.7500-1.9000 cache size    12496, 4440620 req, miss ratio 0.2263, byte miss ratio 0.2263
cdn1_allcolo.ns806 S3FIFO-0.7500-1.9000 cache size    24993, 4440620 req, miss ratio 0.1278, byte miss ratio 0.1278
cdn1_allcolo.ns806 S3FIFO-0.7500-1.9000 cache size    49986, 4440620 req, miss ratio 0.0653, byte miss ratio 0.0653
