io_traces.ns457 S3FIFO-0.6500-1.9000 cache size      222, 3200000 req, miss ratio 0.6232, byte miss ratio 0.6232
io_traces.ns457 S3FIFO-0.6500-1.9000 cache size      667, 3200000 req, miss ratio 0.5711, byte miss ratio 0.5711
io_traces.ns457 S3FIFO-0.6500-1.9000 cache size     2226, 3200000 req, miss ratio 0.5297, byte miss ratio 0.5297
io_traces.ns457 S3FIFO-0.6500-1.9000 cache size     6679, 3200000 req, miss ratio 0.4718, byte miss ratio 0.4718
io_traces.ns457 S3FIFO-0.6500-1.9000 cache size    22265, 3200000 req, miss ratio 0.3166, byte miss ratio 0.3166
io_traces.ns457 S3FIFO-0.6500-1.9000 cache size    44531, 3200000 req, miss ratio 0.1797, byte miss ratio 0.1797
io_traces.ns457 S3FIFO-0.6500-1.9000 cache size    89062, 3200000 req, miss ratio 0.0947, byte miss ratio 0.0947
io_traces.ns457 S3FIFO-0.6500-1.9000 cache size   178125, 3200000 req, miss ratio 0.0723, byte miss ratio 0.0723
io_traces.ns457 S3FIFO-0.9900-1.9000 cache size      222, 3200000 req, miss ratio 0.7070, byte miss ratio 0.7070
io_traces.ns457 S3FIFO-0.9900-1.9000 cache size      667, 3200000 req, miss ratio 0.6232, byte miss ratio 0.6232
io_traces.ns457 S3FIFO-0.9900-1.9000 cache size     2226, 3200000 req, miss ratio 0.5630, byte miss ratio 0.5630
io_traces.ns457 S3FIFO-0.9900-1.9000 cache size     6679, 3200000 req, miss ratio 0.4937, byte miss ratio 0.4937
io_traces.ns457 S3FIFO-0.9900-1.9000 cache size    22265, 3200000 req, miss ratio 0.3345, byte miss ratio 0.3345
io_traces.ns457 S3FIFO-0.9900-1.9000 cache size    44531, 3200000 req, miss ratio 0.2057, byte miss ratio 0.2057
io_traces.ns457 S3FIFO-0.9900-1.9000 cache size    89062, 3200000 req, miss ratio 0.1140, byte miss ratio 0.1140
io_traces.ns457 S3FIFO-0.9900-1.9000 cache size   178125, 3200000 req, miss ratio 0.0832, byte miss ratio 0.0832
io_traces.ns457 S3FIFO-0.0050-1.9000 cache size      222, 3200000 req, miss ratio 0.6086, byte miss ratio 0.6086
io_traces.ns457 S3FIFO-0.0050-1.9000 cache size      667, 3200000 req, miss ratio 0.5778, byte miss ratio 0.5778
io_traces.ns457 S3FIFO-0.0050-1.9000 cache size     2226, 3200000 req, miss ratio 0.5138, byte miss ratio 0.5138
io_traces.ns457 S3FIFO-0.0050-1.9000 cache size     6679, 3200000 req, miss ratio 0.3914, byte miss ratio 0.3914
io_traces.ns457 S3FIFO-0.0050-1.9000 cache size    22265, 3200000 req, miss ratio 0.2586, byte miss ratio 0.2586
io_traces.ns457 S3FIFO-0.0050-1.9000 cache size    44531, 3200000 req, miss ratio 0.1388, byte miss ratio 0.1388
io_traces.ns457 S3FIFO-0.0050-1.9000 cache size    89062, 3200000 req, miss ratio 0.0782, byte miss ratio 0.0782
io_traces.ns457 S3FIFO-0.0050-1.9000 cache size   178125, 3200000 req, miss ratio 0.0699, byte miss ratio 0.0699
io_traces.ns457 S3FIFO-0.2000-0.9000 cache size      222, 3200000 req, miss ratio 0.5939, byte miss ratio 0.5939
io_traces.ns457 S3FIFO-0.2000-0.9000 cache size      667, 3200000 req, miss ratio 0.5612, byte miss ratio 0.5612
io_traces.ns457 S3FIFO-0.2000-0.9000 cache size     2226, 3200000 req, miss ratio 0.5009, byte miss ratio 0.5009
io_traces.ns457 S3FIFO-0.2000-0.9000 cache size     6679, 3200000 req, miss ratio 0.3968, byte miss ratio 0.3968
io_traces.ns457 S3FIFO-0.2000-0.9000 cache size    22265, 3200000 req, miss ratio 0.2719, byte miss ratio 0.2719
io_traces.ns457 S3FIFO-0.2000-0.9000 cache size    44531, 3200000 req, miss ratio 0.1567, byte miss ratio 0.1567
io_traces.ns457 S3FIFO-0.2000-0.9000 cache size    89062, 3200000 req, miss ratio 0.0766, byte miss ratio 0.0766
io_traces.ns457 S3FIFO-0.2000-0.9000 cache size   178125, 3200000 req, miss ratio 0.0699, byte miss ratio 0.0699
io_traces.ns457 S3FIFO-0.4500-1.9000 cache size      222, 3200000 req, miss ratio 0.5976, byte miss ratio 0.5976
io_traces.ns457 S3FIFO-0.4500-1.9000 cache size      667, 3200000 req, miss ratio 0.5630, byte miss ratio 0.5630
io_traces.ns457 S3FIFO-0.4500-1.9000 cache size     2226, 3200000 req, miss ratio 0.5181, byte miss ratio 0.5181
io_traces.ns457 S3FIFO-0.4500-1.9000 cache size     6679, 3200000 req, miss ratio 0.4535, byte miss ratio 0.4535
io_traces.ns457 S3FIFO-0.4500-1.9000 cache size    22265, 3200000 req, miss ratio 0.3031, byte miss ratio 0.3031
io_traces.ns457 S3FIFO-0.4500-1.9000 cache size    44531, 3200000 req, miss ratio 0.1711, byte miss ratio 0.1711
io_traces.ns457 S3FIFO-0.4500-1.9000 cache size    89062, 3200000 req, miss ratio 0.0830, byte miss ratio 0.0830
io_traces.ns457 S3FIFO-0.4500-1.9000 cache size   178125, 3200000 req, miss ratio 0.0699, byte miss ratio 0.0699
io_traces.ns457 S3FIFO-0.1500-1.9000 cache size      222, 3200000 req, miss ratio 0.5940, byte miss ratio 0.5940
io_traces.ns457 S3FIFO-0.1500-1.9000 cache size      667, 3200000 req, miss ratio 0.5587, byte miss ratio 0.5587
io_traces.ns457 S3FIFO-0.1500-1.9000 cache size     2226, 3200000 req, miss ratio 0.5000, byte miss ratio 0.5000
io_traces.ns457 S3FIFO-0.1500-1.9000 cache size     6679, 3200000 req, miss ratio 0.4114, byte miss ratio 0.4114
io_traces.ns457 S3FIFO-0.1500-1.9000 cache size    22265, 3200000 req, miss ratio 0.2684, byte miss ratio 0.2684
io_traces.ns457 S3FIFO-0.1500-1.9000 cache size    44531, 3200000 req, miss ratio 0.1517, byte miss ratio 0.1517
io_traces.ns457 S3FIFO-0.1500-1.9000 cache size    89062, 3200000 req, miss ratio 0.0763, byte miss ratio 0.0763
io_traces.ns457 S3FIFO-0.1500-1.9000 cache size   178125, 3200000 req, miss ratio 0.0699, byte miss ratio 0.0699
io_traces.ns457 S3FIFO-0.2000-1.9000 cache size      222, 3200000 req, miss ratio 0.5932, byte miss ratio 0.5932
io_traces.ns457 S3FIFO-0.2000-1.9000 cache size      667, 3200000 req, miss ratio 0.5590, byte miss ratio 0.5590
io_traces.ns457 S3FIFO-0.2000-1.9000 cache size     2226, 3200000 req, miss ratio 0.5028, byte miss ratio 0.5028
io_traces.ns457 S3FIFO-0.2000-1.9000 cache size     6679, 3200000 req, miss ratio 0.4171, byte miss ratio 0.4171
io_traces.ns457 S3FIFO-0.2000-1.9000 cache size    22265, 3200000 req, miss ratio 0.2717, byte miss ratio 0.2717
io_traces.ns457 S3FIFO-0.2000-1.9000 cache size    44531, 3200000 req, miss ratio 0.1571, byte miss ratio 0.1571
io_traces.ns457 S3FIFO-0.2000-1.9000 cache size    89062, 3200000 req, miss ratio 0.0766, byte miss ratio 0.0766
io_traces.ns457 S3FIFO-0.2000-1.9000 cache size   178125, 3200000 req, miss ratio 0.0699, byte miss ratio 0.0699
io_traces.ns457 S3FIFO-0.1500-0.9000 cache size      222, 3200000 req, miss ratio 0.5951, byte miss ratio 0.5951
io_traces.ns457 S3FIFO-0.1500-0.9000 cache size      667, 3200000 req, miss ratio 0.5610, byte miss ratio 0.5610
io_traces.ns457 S3FIFO-0.1500-0.9000 cache size     2226, 3200000 req, miss ratio 0.4980, byte miss ratio 0.4980
io_traces.ns457 S3FIFO-0.1500-0.9000 cache size     6679, 3200000 req, miss ratio 0.3919, byte miss ratio 0.3919
io_traces.ns457 S3FIFO-0.1500-0.9000 cache size    22265, 3200000 req, miss ratio 0.2679, byte miss ratio 0.2679
io_traces.ns457 S3FIFO-0.1500-0.9000 cache size    44531, 3200000 req, miss ratio 0.1512, byte miss ratio 0.1512
io_traces.ns457 S3FIFO-0.1500-0.9000 cache size    89062, 3200000 req, miss ratio 0.0763, byte miss ratio 0.0763
io_traces.ns457 S3FIFO-0.1500-0.9000 cache size   178125, 3200000 req, miss ratio 0.0699, byte miss ratio 0.0699
io_traces.ns457 S3FIFO-0.8500-0.9000 cache size      222, 3200000 req, miss ratio 0.6709, byte miss ratio 0.6709
io_traces.ns457 S3FIFO-0.8500-0.9000 cache size      667, 3200000 req, miss ratio 0.5832, byte miss ratio 0.5832
io_traces.ns457 S3FIFO-0.8500-0.9000 cache size     2226, 3200000 req, miss ratio 0.5395, byte miss ratio 0.5395
io_traces.ns457 S3FIFO-0.8500-0.9000 cache size     6679, 3200000 req, miss ratio 0.4822, byte miss ratio 0.4822
io_traces.ns457 S3FIFO-0.8500-0.9000 cache size    22265, 3200000 req, miss ratio 0.3318, byte miss ratio 0.3318
io_traces.ns457 S3FIFO-0.8500-0.9000 cache size    44531, 3200000 req, miss ratio 0.1988, byte miss ratio 0.1988
io_traces.ns457 S3FIFO-0.8500-0.9000 cache size    89062, 3200000 req, miss ratio 0.1058, byte miss ratio 0.1058
io_traces.ns457 S3FIFO-0.8500-0.9000 cache size   178125, 3200000 req, miss ratio 0.0785, byte miss ratio 0.0785
io_traces.ns457 S3FIFO-0.4500-0.9000 cache size      222, 3200000 req, miss ratio 0.5971, byte miss ratio 0.5971
io_traces.ns457 S3FIFO-0.4500-0.9000 cache size      667, 3200000 req, miss ratio 0.5633, byte miss ratio 0.5633
