cdn1_colo28.ns917 S3FIFO-0.6000-0.9000 cache size        7, 1250477 req, miss ratio 0.7862, byte miss ratio 0.7862
cdn1_colo28.ns917 S3FIFO-0.6000-0.9000 cache size       14, 1250477 req, miss ratio 0.5353, byte miss ratio 0.5353
cdn1_colo28.ns917 S3FIFO-0.6000-0.9000 cache size       28, 1250477 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns917 S3FIFO-0.0010-0.9000 cache size        7, 1250477 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns917 S3FIFO-0.0010-0.9000 cache size       14, 1250477 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns917 S3FIFO-0.0010-0.9000 cache size       28, 1250477 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns917 S3FIFO-0.0250-1.9000 cache size        7, 1250477 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns917 S3FIFO-0.0250-1.9000 cache size       14, 1250477 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns917 S3FIFO-0.0250-1.9000 cache size       28, 1250477 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns917 S3FIFO-0.2500-1.9000 cache size        7, 1250477 req, miss ratio 0.7875, byte miss ratio 0.7875
cdn1_colo28.ns917 S3FIFO-0.2500-1.9000 cache size       14, 1250477 req, miss ratio 0.5221, byte miss ratio 0.5221
cdn1_colo28.ns917 S3FIFO-0.2500-1.9000 cache size       28, 1250477 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns917 S3FIFO-0.6000-1.9000 cache size        7, 1250477 req, miss ratio 0.8108, byte miss ratio 0.8108
cdn1_colo28.ns917 S3FIFO-0.6000-1.9000 cache size       14, 1250477 req, miss ratio 0.5355, byte miss ratio 0.5355
cdn1_colo28.ns917 S3FIFO-0.6000-1.9000 cache size       28, 1250477 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns917 S3FIFO-0.2000-1.9000 cache size        7, 1250477 req, miss ratio 0.7875, byte miss ratio 0.7875
cdn1_colo28.ns917 S3FIFO-0.2000-1.9000 cache size       14, 1250477 req, miss ratio 0.5121, byte miss ratio 0.5121
cdn1_colo28.ns917 S3FIFO-0.2000-1.9000 cache size       28, 1250477 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns917 S3FIFO-0.1000-1.9000 cache size        7, 1250477 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns917 S3FIFO-0.1000-1.9000 cache size       14, 1250477 req, miss ratio 0.4977, byte miss ratio 0.4977
cdn1_colo28.ns917 S3FIFO-0.1000-1.9000 cache size       28, 1250477 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns917 S3FIFO-0.0050-1.9000 cache size        7, 1250477 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns917 S3FIFO-0.0050-1.9000 cache size       14, 1250477 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns917 S3FIFO-0.0050-1.9000 cache size       28, 1250477 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns917 S3FIFO-0.0500-0.9000 cache size        7, 1250477 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns917 S3FIFO-0.0500-0.9000 cache size       14, 1250477 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns917 S3FIFO-0.0500-0.9000 cache size       28, 1250477 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns917 S3FIFO-0.5000-0.9000 cache size        7, 1250477 req, miss ratio 0.7795, byte miss ratio 0.7795
cdn1_colo28.ns917 S3FIFO-0.5000-0.9000 cache size       14, 1250477 req, miss ratio 0.5382, byte miss ratio 0.5382
cdn1_colo28.ns917 S3FIFO-0.5000-0.9000 cache size       28, 1250477 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns917 S3FIFO-0.5500-0.9000 cache size        7, 1250477 req, miss ratio 0.7795, byte miss ratio 0.7795
cdn1_colo28.ns917 S3FIFO-0.5500-0.9000 cache size       14, 1250477 req, miss ratio 0.5382, byte miss ratio 0.5382
cdn1_colo28.ns917 S3FIFO-0.5500-0.9000 cache size       28, 1250477 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns917 S3FIFO-0.0500-1.9000 cache size        7, 1250477 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns917 S3FIFO-0.0500-1.9000 cache size       14, 1250477 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns917 S3FIFO-0.0500-1.9000 cache size       28, 1250477 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns917 S3FIFO-0.0010-1.9000 cache size        7, 1250477 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns917 S3FIFO-0.0010-1.9000 cache size       14, 1250477 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns917 S3FIFO-0.0010-1.9000 cache size       28, 1250477 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns917 S3FIFO-0.9900-0.9000 cache size        7, 1250477 req, miss ratio 0.7861, byte miss ratio 0.7861
cdn1_colo28.ns917 S3FIFO-0.9900-0.9000 cache size       14, 1250477 req, miss ratio 0.5061, byte miss ratio 0.5061
cdn1_colo28.ns917 S3FIFO-0.9900-0.9000 cache size       28, 1250477 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_colo28.ns917 S3FIFO-0.0100-1.9000 cache size        7, 1250477 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns917 S3FIFO-0.0100-1.9000 cache size       14, 1250477 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns917 S3FIFO-0.0100-1.9000 cache size       28, 1250477 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns917 S3FIFO-0.4000-1.9000 cache size        7, 1250477 req, miss ratio 0.8011, byte miss ratio 0.8011
cdn1_colo28.ns917 S3FIFO-0.4000-1.9000 cache size       14, 1250477 req, miss ratio 0.5346, byte miss ratio 0.5346
cdn1_colo28.ns917 S3FIFO-0.4000-1.9000 cache size       28, 1250477 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns917 S3FIFO-0.8000-0.9000 cache size        7, 1250477 req, miss ratio 0.7875, byte miss ratio 0.7875
cdn1_colo28.ns917 S3FIFO-0.8000-0.9000 cache size       14, 1250477 req, miss ratio 0.5199, byte miss ratio 0.5199
cdn1_colo28.ns917 S3FIFO-0.8000-0.9000 cache size       28, 1250477 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_colo28.ns917 S3FIFO-0.7500-0.9000 cache size        7, 1250477 req, miss ratio 0.7875, byte miss ratio 0.7875
cdn1_colo28.ns917 S3FIFO-0.7500-0.9000 cache size       14, 1250477 req, miss ratio 0.5264, byte miss ratio 0.5264
cdn1_colo28.ns917 S3FIFO-0.7500-0.9000 cache size       28, 1250477 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns917 S3FIFO-0.6500-1.9000 cache size        7, 1250477 req, miss ratio 0.8108, byte miss ratio 0.8108
cdn1_colo28.ns917 S3FIFO-0.6500-1.9000 cache size       14, 1250477 req, miss ratio 0.5314, byte miss ratio 0.5314
cdn1_colo28.ns917 S3FIFO-0.6500-1.9000 cache size       28, 1250477 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns917 S3FIFO-0.1500-1.9000 cache size        7, 1250477 req, miss ratio 0.7875, byte miss ratio 0.7875
cdn1_colo28.ns917 S3FIFO-0.1500-1.9000 cache size       14, 1250477 req, miss ratio 0.5121, byte miss ratio 0.5121
cdn1_colo28.ns917 S3FIFO-0.1500-1.9000 cache size       28, 1250477 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns917 S3FIFO-0.4500-0.9000 cache size        7, 1250477 req, miss ratio 0.7795, byte miss ratio 0.7795
cdn1_colo28.ns917 S3FIFO-0.4500-0.9000 cache size       14, 1250477 req, miss ratio 0.5380, byte miss ratio 0.5380
cdn1_colo28.ns917 S3FIFO-0.4500-0.9000 cache size       28, 1250477 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns917 S3FIFO-0.2000-0.9000 cache size        7, 1250477 req, miss ratio 0.7479, byte miss ratio 0.7479
cdn1_colo28.ns917 S3FIFO-0.2000-0.9000 cache size       14, 1250477 req, miss ratio 0.5120, byte miss ratio 0.5120
cdn1_colo28.ns917 S3FIFO-0.2000-0.9000 cache size       28, 1250477 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns917 S3FIFO-0.9500-0.9000 cache size        7, 1250477 req, miss ratio 0.7861, byte miss ratio 0.7861
cdn1_colo28.ns917 S3FIFO-0.9500-0.9000 cache size       14, 1250477 req, miss ratio 0.5061, byte miss ratio 0.5061
cdn1_colo28.ns917 S3FIFO-0.9500-0.9000 cache size       28, 1250477 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_colo28.ns917 S3FIFO-0.0100-0.9000 cache size        7, 1250477 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns917 S3FIFO-0.0100-0.9000 cache size       14, 1250477 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns917 S3FIFO-0.0100-0.9000 cache size       28, 1250477 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns917 S3FIFO-0.5500-1.9000 cache size        7, 1250477 req, miss ratio 0.8084, byte miss ratio 0.8084
cdn1_colo28.ns917 S3FIFO-0.5500-1.9000 cache size       14, 1250477 req, miss ratio 0.5381, byte miss ratio 0.5381
cdn1_colo28.ns917 S3FIFO-0.5500-1.9000 cache size       28, 1250477 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns917 S3FIFO-0.3500-1.9000 cache size        7, 1250477 req, miss ratio 0.8011, byte miss ratio 0.8011
cdn1_colo28.ns917 S3FIFO-0.3500-1.9000 cache size       14, 1250477 req, miss ratio 0.5296, byte miss ratio 0.5296
cdn1_colo28.ns917 S3FIFO-0.3500-1.9000 cache size       28, 1250477 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns917 S3FIFO-0.9900-1.9000 cache size        7, 1250477 req, miss ratio 0.7980, byte miss ratio 0.7980
cdn1_colo28.ns917 S3FIFO-0.9900-1.9000 cache size       14, 1250477 req, miss ratio 0.5059, byte miss ratio 0.5059
cdn1_colo28.ns917 S3FIFO-0.9900-1.9000 cache size       28, 1250477 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_colo28.ns917 S3FIFO-0.3000-1.9000 cache size        7, 1250477 req, miss ratio 0.8011, byte miss ratio 0.8011
cdn1_colo28.ns917 S3FIFO-0.3000-1.9000 cache size       14, 1250477 req, miss ratio 0.5296, byte miss ratio 0.5296
cdn1_colo28.ns917 S3FIFO-0.3000-1.9000 cache size       28, 1250477 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns917 S3FIFO-0.0050-0.9000 cache size        7, 1250477 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns917 S3FIFO-0.0050-0.9000 cache size       14, 1250477 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns917 S3FIFO-0.0050-0.9000 cache size       28, 1250477 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns917 S3FIFO-0.3000-0.9000 cache size        7, 1250477 req, miss ratio 0.7671, byte miss ratio 0.7671
cdn1_colo28.ns917 S3FIFO-0.3000-0.9000 cache size       14, 1250477 req, miss ratio 0.5295, byte miss ratio 0.5295
cdn1_colo28.ns917 S3FIFO-0.3000-0.9000 cache size       28, 1250477 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns917 S3FIFO-0.6500-0.9000 cache size        7, 1250477 req, miss ratio 0.7862, byte miss ratio 0.7862
cdn1_colo28.ns917 S3FIFO-0.6500-0.9000 cache size       14, 1250477 req, miss ratio 0.5314, byte miss ratio 0.5314
cdn1_colo28.ns917 S3FIFO-0.6500-0.9000 cache size       28, 1250477 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns917 S3FIFO-0.9500-1.9000 cache size        7, 1250477 req, miss ratio 0.7980, byte miss ratio 0.7980
cdn1_colo28.ns917 S3FIFO-0.9500-1.9000 cache size       14, 1250477 req, miss ratio 0.5059, byte miss ratio 0.5059
cdn1_colo28.ns917 S3FIFO-0.9500-1.9000 cache size       28, 1250477 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_colo28.ns917 S3FIFO-0.9000-0.9000 cache size        7, 1250477 req, miss ratio 0.7861, byte miss ratio 0.7861
cdn1_colo28.ns917 S3FIFO-0.9000-0.9000 cache size       14, 1250477 req, miss ratio 0.5135, byte miss ratio 0.5135
cdn1_colo28.ns917 S3FIFO-0.9000-0.9000 cache size       28, 1250477 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_colo28.ns917 S3FIFO-0.3500-0.9000 cache size        7, 1250477 req, miss ratio 0.7671, byte miss ratio 0.7671
cdn1_colo28.ns917 S3FIFO-0.3500-0.9000 cache size       14, 1250477 req, miss ratio 0.5295, byte miss ratio 0.5295
cdn1_colo28.ns917 S3FIFO-0.3500-0.9000 cache size       28, 1250477 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns917 S3FIFO-0.8500-1.9000 cache size        7, 1250477 req, miss ratio 0.8070, byte miss ratio 0.8070
cdn1_colo28.ns917 S3FIFO-0.8500-1.9000 cache size       14, 1250477 req, miss ratio 0.5199, byte miss ratio 0.5199
cdn1_colo28.ns917 S3FIFO-0.8500-1.9000 cache size       28, 1250477 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_colo28.ns917 S3FIFO-0.4000-0.9000 cache size        7, 1250477 req, miss ratio 0.7671, byte miss ratio 0.7671
cdn1_colo28.ns917 S3FIFO-0.4000-0.9000 cache size       14, 1250477 req, miss ratio 0.5343, byte miss ratio 0.5343
cdn1_colo28.ns917 S3FIFO-0.4000-0.9000 cache size       28, 1250477 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns917 S3FIFO-0.9000-1.9000 cache size        7, 1250477 req, miss ratio 0.7980, byte miss ratio 0.7980
