cdn1_colo28.ns501 S3FIFO-0.9900-0.9000 cache size       47, 1099364 req, miss ratio 0.7449, byte miss ratio 0.7449
cdn1_colo28.ns501 S3FIFO-0.9900-0.9000 cache size      142, 1099364 req, miss ratio 0.6085, byte miss ratio 0.6085
cdn1_colo28.ns501 S3FIFO-0.9900-0.9000 cache size      474, 1099364 req, miss ratio 0.4503, byte miss ratio 0.4503
cdn1_colo28.ns501 S3FIFO-0.9900-0.9000 cache size     1423, 1099364 req, miss ratio 0.3030, byte miss ratio 0.3030
cdn1_colo28.ns501 S3FIFO-0.9900-0.9000 cache size     4746, 1099364 req, miss ratio 0.1712, byte miss ratio 0.1712
cdn1_colo28.ns501 S3FIFO-0.9900-0.9000 cache size     9492, 1099364 req, miss ratio 0.1183, byte miss ratio 0.1183
cdn1_colo28.ns501 S3FIFO-0.9900-0.9000 cache size    18984, 1099364 req, miss ratio 0.0760, byte miss ratio 0.0760
cdn1_colo28.ns501 S3FIFO-0.9900-0.9000 cache size    37968, 1099364 req, miss ratio 0.0508, byte miss ratio 0.0508
cdn1_colo28.ns501 S3FIFO-0.8500-1.9000 cache size       47, 1099364 req, miss ratio 0.7123, byte miss ratio 0.7123
cdn1_colo28.ns501 S3FIFO-0.8500-1.9000 cache size      142, 1099364 req, miss ratio 0.5775, byte miss ratio 0.5775
cdn1_colo28.ns501 S3FIFO-0.8500-1.9000 cache size      474, 1099364 req, miss ratio 0.4246, byte miss ratio 0.4246
cdn1_colo28.ns501 S3FIFO-0.8500-1.9000 cache size     1423, 1099364 req, miss ratio 0.2828, byte miss ratio 0.2828
cdn1_colo28.ns501 S3FIFO-0.8500-1.9000 cache size     4746, 1099364 req, miss ratio 0.1576, byte miss ratio 0.1576
cdn1_colo28.ns501 S3FIFO-0.8500-1.9000 cache size     9492, 1099364 req, miss ratio 0.1082, byte miss ratio 0.1082
cdn1_colo28.ns501 S3FIFO-0.8500-1.9000 cache size    18984, 1099364 req, miss ratio 0.0708, byte miss ratio 0.0708
cdn1_colo28.ns501 S3FIFO-0.8500-1.9000 cache size    37968, 1099364 req, miss ratio 0.0474, byte miss ratio 0.0474
cdn1_colo28.ns501 S3FIFO-0.3500-0.9000 cache size       47, 1099364 req, miss ratio 0.6291, byte miss ratio 0.6291
cdn1_colo28.ns501 S3FIFO-0.3500-0.9000 cache size      142, 1099364 req, miss ratio 0.5020, byte miss ratio 0.5020
cdn1_colo28.ns501 S3FIFO-0.3500-0.9000 cache size      474, 1099364 req, miss ratio 0.3546, byte miss ratio 0.3546
cdn1_colo28.ns501 S3FIFO-0.3500-0.9000 cache size     1423, 1099364 req, miss ratio 0.2320, byte miss ratio 0.2320
cdn1_colo28.ns501 S3FIFO-0.3500-0.9000 cache size     4746, 1099364 req, miss ratio 0.1277, byte miss ratio 0.1277
cdn1_colo28.ns501 S3FIFO-0.3500-0.9000 cache size     9492, 1099364 req, miss ratio 0.0882, byte miss ratio 0.0882
cdn1_colo28.ns501 S3FIFO-0.3500-0.9000 cache size    18984, 1099364 req, miss ratio 0.0592, byte miss ratio 0.0592
cdn1_colo28.ns501 S3FIFO-0.3500-0.9000 cache size    37968, 1099364 req, miss ratio 0.0443, byte miss ratio 0.0443
cdn1_colo28.ns501 S3FIFO-0.3000-1.9000 cache size       47, 1099364 req, miss ratio 0.6297, byte miss ratio 0.6297
cdn1_colo28.ns501 S3FIFO-0.3000-1.9000 cache size      142, 1099364 req, miss ratio 0.5026, byte miss ratio 0.5026
cdn1_colo28.ns501 S3FIFO-0.3000-1.9000 cache size      474, 1099364 req, miss ratio 0.3555, byte miss ratio 0.3555
cdn1_colo28.ns501 S3FIFO-0.3000-1.9000 cache size     1423, 1099364 req, miss ratio 0.2319, byte miss ratio 0.2319
cdn1_colo28.ns501 S3FIFO-0.3000-1.9000 cache size     4746, 1099364 req, miss ratio 0.1277, byte miss ratio 0.1277
cdn1_colo28.ns501 S3FIFO-0.3000-1.9000 cache size     9492, 1099364 req, miss ratio 0.0876, byte miss ratio 0.0876
cdn1_colo28.ns501 S3FIFO-0.3000-1.9000 cache size    18984, 1099364 req, miss ratio 0.0586, byte miss ratio 0.0586
cdn1_colo28.ns501 S3FIFO-0.3000-1.9000 cache size    37968, 1099364 req, miss ratio 0.0443, byte miss ratio 0.0443
cdn1_colo28.ns501 S3FIFO-0.4500-1.9000 cache size       47, 1099364 req, miss ratio 0.6444, byte miss ratio 0.6444
cdn1_colo28.ns501 S3FIFO-0.4500-1.9000 cache size      142, 1099364 req, miss ratio 0.5169, byte miss ratio 0.5169
cdn1_colo28.ns501 S3FIFO-0.4500-1.9000 cache size      474, 1099364 req, miss ratio 0.3712, byte miss ratio 0.3712
cdn1_colo28.ns501 S3FIFO-0.4500-1.9000 cache size     1423, 1099364 req, miss ratio 0.2431, byte miss ratio 0.2431
cdn1_colo28.ns501 S3FIFO-0.4500-1.9000 cache size     4746, 1099364 req, miss ratio 0.1341, byte miss ratio 0.1341
cdn1_colo28.ns501 S3FIFO-0.4500-1.9000 cache size     9492, 1099364 req, miss ratio 0.0920, byte miss ratio 0.0920
cdn1_colo28.ns501 S3FIFO-0.4500-1.9000 cache size    18984, 1099364 req, miss ratio 0.0606, byte miss ratio 0.0606
cdn1_colo28.ns501 S3FIFO-0.4500-1.9000 cache size    37968, 1099364 req, miss ratio 0.0444, byte miss ratio 0.0444
cdn1_colo28.ns501 S3FIFO-0.6000-1.9000 cache size       47, 1099364 req, miss ratio 0.6649, byte miss ratio 0.6649
cdn1_colo28.ns501 S3FIFO-0.6000-1.9000 cache size      142, 1099364 req, miss ratio 0.5361, byte miss ratio 0.5361
cdn1_colo28.ns501 S3FIFO-0.6000-1.9000 cache size      474, 1099364 req, miss ratio 0.3894, byte miss ratio 0.3894
cdn1_colo28.ns501 S3FIFO-0.6000-1.9000 cache size     1423, 1099364 req, miss ratio 0.2559, byte miss ratio 0.2559
cdn1_colo28.ns501 S3FIFO-0.6000-1.9000 cache size     4746, 1099364 req, miss ratio 0.1417, byte miss ratio 0.1417
cdn1_colo28.ns501 S3FIFO-0.6000-1.9000 cache size     9492, 1099364 req, miss ratio 0.0974, byte miss ratio 0.0974
cdn1_colo28.ns501 S3FIFO-0.6000-1.9000 cache size    18984, 1099364 req, miss ratio 0.0636, byte miss ratio 0.0636
